Player,Age,Team,Pos,MIN,eFG% Rank,eFG%,SHOT FREQUENCY: Rim Rank,SHOT FREQUENCY: Rim,SHOT FREQUENCY: Short Mid Rank,SHOT FREQUENCY: Short Mid,SHOT FREQUENCY: Long Mid Rank,SHOT FREQUENCY: Long Mid,SHOT FREQUENCY: All Mid Rank,SHOT FREQUENCY: All Mid,SHOT FREQUENCY: Corner Three Rank,SHOT FREQUENCY: Corner Three,SHOT FREQUENCY: Non Corner Rank,SHOT FREQUENCY: Non Corner,SHOT FREQUENCY: All Three Rank,SHOT FREQUENCY: All Three
Sam Cassell,34.0,MIN,Point,496,67,+2.5%,25,-2.6%,10,-5.5%,91,+7.7%,63,+2.2%,61,+0.6%,42,-0.2%,51,+0.4%
Kelvin Cato,29.2,HOU,Big,146,13,-4.6%,50,+0.2%,21,-4.0%,67,+2.2%,38,-1.8%,57,+0.2%,63,+1.4%,59,+1.6%
Doug Christie,33.5,SAC,Wing,458,74,+3.4%,85,+4.9%,53,+0.4%,31,-3.7%,31,-3.3%,70,+1.4%,23,-3.0%,34,-1.7%
Jason Collins,24.9,NJN,Big,263,41,-1.0%,43,-0.6%,46,-0.6%,62,+1.6%,57,+1.0%,14,-2.4%,69,+1.9%,39,-0.4%
Austin Croshere,28.5,IND,Forward,204,63,+2.3%,83,+4.5%,9,-5.6%,26,-4.5%,10,-10.1%,97,+4.4%,60,+1.2%,88,+5.6%
Marquis Daniels,22.8,DAL,Combo,179,97,+11.1%,28,-2.2%,50,+0.0%,85,+5.6%,82,+5.6%,50,-0.0%,18,-3.4%,23,-3.5%
Baron Davis,24.6,NOH,Combo,261,37,-1.5%,77,+3.4%,13,-4.5%,28,-4.4%,13,-8.9%,27,-1.4%,92,+6.9%,86,+5.5%
Ricky Davis,24.1,BOS,Wing,121,94,+8.9%,51,+0.3%,10,-5.5%,83,+5.5%,49,-0.0%,96,+4.1%,14,-4.4%,43,-0.3%
Vlade Divac,35.7,SAC,Big,235,4,-6.5%,39,-1.2%,63,+1.5%,81,+5.0%,85,+6.4%,21,-1.8%,17,-3.5%,15,-5.3%
Tim Duncan,27.5,SAS,Big,401,55,+0.8%,56,+0.6%,85,+4.5%,63,+1.8%,84,+6.3%,90,+3.0%,2,-9.9%,8,-7.0%
Michael Finley,30.7,DAL,Wing,196,97,+9.9%,73,+3.0%,2,-9.0%,37,-2.3%,4,-11.3%,85,+2.3%,90,+6.0%,97,+8.3%
Derek Fisher,29.2,LAL,Combo,495,56,+0.8%,8,-6.1%,60,+1.3%,52,-0.2%,58,+1.2%,59,+0.4%,87,+4.6%,84,+5.0%
Jeff Foster,26.8,IND,Big,309,30,-2.5%,22,-3.2%,93,+7.1%,40,-1.9%,81,+5.2%,51,+0.0%,28,-2.1%,29,-2.0%
Rick Fox,34.3,LAL,Wing,142,5,-6.5%,63,+1.7%,43,-1.1%,78,+4.8%,72,+3.8%,75,+1.6%,7,-7.1%,13,-5.5%
Steve Francis,26.7,HOU,Point,223,96,+9.8%,98,+10.4%,95,+7.3%,0,-21.0%,0,-13.7%,93,+3.1%,47,+0.2%,73,+3.3%
Kevin Garnett,27.5,MIN,Big,780,83,+5.1%,84,+4.6%,8,-5.7%,41,-1.9%,16,-7.5%,87,+2.6%,50,+0.3%,70,+2.9%
Pau Gasol,23.3,MEM,Big,133,33,-1.8%,82,+4.4%,7,-5.7%,5,-8.0%,1,-13.6%,20,-1.8%,98,+11.0%,97,+9.2%
Devean George,26.2,LAL,Forward,470,77,+3.8%,93,+6.7%,64,+1.6%,23,-4.9%,30,-3.3%,23,-1.6%,29,-1.8%,24,-3.4%
Manu Ginobili,26.3,SAS,Wing,278,75,+3.5%,91,+6.6%,23,-3.8%,16,-6.4%,9,-10.1%,54,+0.1%,81,+3.4%,75,+3.5%
Brian Grant,31.7,MIA,Big,399,25,-2.9%,3,-7.6%,47,-0.6%,96,+9.9%,97,+9.3%,29,-1.4%,40,-0.4%,33,-1.7%
Richard Hamilton,25.7,DET,Wing,930,86,+6.7%,23,-3.1%,71,+2.7%,86,+5.9%,94,+8.6%,12,-2.7%,25,-2.8%,12,-5.5%
Anfernee Hardaway,32.3,NYK,Wing,167,90,+8.1%,67,+2.1%,14,-4.4%,19,-5.4%,10,-9.8%,100,+5.1%,74,+2.7%,93,+7.7%
Al Harrington,23.7,IND,Forward,427,26,-2.8%,33,-1.9%,39,-1.7%,82,+5.0%,70,+3.3%,35,-0.8%,37,-0.7%,35,-1.5%
Lucious Harris,32.9,NJN,Combo,178,39,-1.2%,15,-4.2%,57,+1.1%,73,+3.4%,78,+4.5%,41,-0.4%,45,+0.1%,42,-0.3%
Udonis Haslem,23.4,MIA,Big,195,11,-4.9%,94,+7.0%,20,-4.0%,21,-5.2%,12,-9.3%,81,+2.0%,49,+0.2%,63,+2.2%
Trenton Hassell,24.7,MIN,Wing,474,57,+1.2%,55,+0.6%,56,+1.1%,89,+6.7%,91,+7.8%,6,-3.4%,10,-5.0%,4,-8.4%
Nene Hilario,21.1,DEN,Big,132,10,-5.0%,43,-0.7%,70,+2.6%,23,-4.8%,36,-2.3%,28,-1.4%,86,+4.4%,70,+3.0%
Fred Hoiberg,31.0,MIN,Wing,428,38,-1.2%,66,+2.0%,69,+2.5%,10,-7.7%,23,-5.2%,82,+2.1%,61,+1.2%,72,+3.3%
Robert Horry,33.2,SAS,Big,208,84,+5.5%,96,+7.9%,5,-6.9%,24,-4.8%,3,-11.7%,66,+1.0%,76,+2.8%,77,+3.8%
Lindsey Hunter,32.9,DET,Combo,252,3,-6.8%,81,+3.9%,49,-0.1%,10,-7.6%,15,-7.7%,72,+1.5%,71,+2.3%,77,+3.8%
Jim Jackson,33.0,HOU,Wing,218,44,-0.5%,69,+2.2%,3,-8.3%,100,+14.1%,83,+5.9%,78,+1.8%,1,-9.9%,5,-8.1%
Mike James,28.4,DET,Point,182,42,-1.0%,74,+3.1%,50,+0.0%,30,-4.1%,27,-4.1%,70,+1.4%,39,-0.4%,55,+1.0%
Antawn Jamison,27.4,DAL,Forward,103,83,+5.4%,41,-1.0%,99,+9.8%,45,-1.3%,93,+8.5%,42,-0.4%,6,-7.1%,7,-7.5%
Richard Jefferson,23.4,NJN,Wing,457,98,+11.9%,99,+10.5%,22,-3.9%,14,-6.7%,6,-10.7%,98,+4.8%,12,-4.6%,49,+0.2%
Anthony Johnson,29.1,IND,Point,329,27,-2.7%,9,-5.6%,32,-2.9%,90,+7.1%,75,+4.2%,63,+0.8%,51,+0.7%,57,+1.4%
Ervin Johnson,35.9,MIN,Big,356,62,+1.9%,59,+1.4%,37,-2.1%,88,+6.5%,77,+4.4%,32,-1.0%,11,-4.9%,10,-5.8%
Damon Jones,27.2,MIL,Point,144,93,+8.8%,7,-6.6%,79,+3.8%,20,-5.3%,41,-1.5%,74,+1.5%,91,+6.6%,96,+8.1%
Eddie Jones,32.0,MIA,Wing,480,88,+7.1%,23,-3.1%,16,-4.3%,72,+3.3%,44,-1.1%,80,+2.0%,70,+2.2%,81,+4.1%
Fred Jones,24.6,IND,Wing,254,52,-0.1%,60,+1.4%,26,-3.5%,64,+1.8%,39,-1.7%,16,-2.2%,72,+2.5%,50,+0.3%
Jason Kidd,30.6,NJN,Point,475,7,-6.3%,71,+2.7%,40,-1.5%,7,-7.9%,11,-9.4%,57,+0.2%,90,+6.4%,90,+6.6%
Kerry Kittles,29.4,NJN,Wing,415,60,+1.8%,83,+4.5%,67,+2.2%,15,-6.6%,25,-4.4%,69,+1.3%,33,-1.3%,46,-0.0%
Toni Kukoc,35.1,MIL,Forward,104,12,-4.9%,70,+2.5%,30,-3.3%,30,-3.9%,17,-7.3%,97,+4.5%,50,+0.3%,83,+4.8%
Voshon Lenard,30.5,DEN,Wing,163,92,+8.8%,31,-1.9%,15,-4.4%,87,+5.9%,59,+1.5%,39,-0.6%,55,+0.9%,50,+0.4%
George Lynch,33.2,NOH,Wing,145,90,+7.3%,72,+2.8%,6,-6.6%,95,+9.9%,69,+3.3%,86,+2.4%,3,-8.5%,10,-6.1%
Mark Madsen,27.8,MIN,Big,219,20,-4.1%,40,-1.1%,44,-0.8%,49,-0.7%,40,-1.5%,73,+1.5%,57,+1.1%,68,+2.6%
Jamaal Magloire,25.4,NOH,Big,240,43,-0.9%,10,-5.2%,62,+1.5%,54,+0.4%,62,+1.9%,94,+3.3%,43,+0.0%,74,+3.3%
Karl Malone,40.3,LAL,Big,796,45,-0.4%,20,-3.4%,77,+3.6%,77,+4.3%,92,+7.9%,19,-1.9%,26,-2.6%,20,-4.5%
Stephon Marbury,26.7,NYK,Point,174,71,+3.2%,1,-11.4%,92,+6.7%,94,+9.7%,100,+16.4%,7,-3.3%,30,-1.7%,17,-5.0%
Darrick Martin,32.7,MIN,Point,177,19,-4.2%,65,+1.9%,51,+0.2%,17,-6.4%,19,-6.1%,62,+0.6%,82,+3.7%,82,+4.3%
Kenyon Martin,25.8,NJN,Big,406,15,-4.5%,97,+10.3%,82,+3.9%,33,-3.1%,56,+0.8%,10,-2.9%,4,-8.2%,3,-11.1%
Desmond Mason,26.1,MIL,Wing,197,66,+2.4%,44,-0.4%,97,+7.8%,92,+7.8%,99,+15.6%,1,-11.0%,16,-4.2%,0,-15.2%
Walter McCarty,29.7,BOS,Big,126,68,+2.8%,27,-2.2%,30,-3.3%,84,+5.6%,64,+2.2%,84,+2.2%,27,-2.2%,47,0.0%
Slava Medvedenko,24.6,LAL,Big,237,3,-6.6%,14,-4.3%,63,+1.6%,83,+5.4%,88,+7.0%,56,+0.2%,23,-2.9%,27,-2.7%
Andre Miller,27.6,DEN,Combo,173,30,-2.5%,86,+5.3%,33,-2.7%,66,+2.1%,45,-0.6%,43,-0.3%,13,-4.4%,18,-4.7%
Brad Miller,27.6,SAC,Big,363,79,+4.0%,38,-1.3%,23,-3.7%,58,+1.1%,34,-2.6%,52,+0.0%,84,+3.9%,78,+3.9%
Reggie Miller,38.2,IND,Wing,453,57,+1.3%,50,+0.2%,77,+3.5%,32,-3.4%,52,+0.1%,58,+0.4%,37,-0.7%,41,-0.4%
Cuttino Mobley,28.2,HOU,Wing,208,51,-0.2%,48,+0.2%,100,+13.7%,1,-13.8%,48,-0.1%,92,+3.0%,20,-3.1%,45,-0.1%
Steve Nash,29.7,DAL,Point,195,0,-10.0%,37,-1.4%,0,-11.8%,61,+1.5%,8,-10.4%,63,+0.7%,99,+11.1%,100,+11.8%
Rasho Nesterovic,27.4,SAS,Big,261,47,-0.3%,5,-7.2%,90,+6.4%,70,+2.5%,96,+8.9%,18,-1.9%,48,+0.2%,31,-1.7%
Dirk Nowitzki,25.4,DAL,Big,210,81,+4.6%,19,-3.6%,48,-0.6%,36,-2.6%,32,-3.2%,91,+3.0%,83,+3.7%,92,+6.7%
Jermaine O'Neal,25.1,IND,Big,601,73,+3.3%,63,+1.6%,74,+3.2%,50,-0.4%,67,+2.9%,10,-2.9%,31,-1.6%,19,-4.5%
Shaquille O'Neal,31.7,LAL,Big,918,100,+16.3%,100,+11.5%,59,+1.2%,6,-7.9%,18,-6.7%,22,-1.7%,21,-3.1%,17,-4.8%
Lamar Odom,24.0,MIA,Forward,509,50,-0.2%,80,+3.7%,81,+3.8%,39,-2.1%,60,+1.8%,26,-1.4%,17,-4.0%,14,-5.4%
Mehmet Okur,24.4,DET,Big,243,29,-2.5%,42,-0.9%,86,+4.7%,38,-2.1%,66,+2.6%,40,-0.4%,34,-1.3%,32,-1.7%
Michael Olowokandi,28.6,MIN,Big,222,53,-0.1%,10,-5.4%,89,+5.5%,43,-1.6%,73,+3.9%,30,-1.1%,73,+2.6%,57,+1.5%
Tony Parker,21.5,SAS,Point,384,49,-0.2%,68,+2.1%,37,-1.9%,44,-1.6%,30,-3.5%,55,+0.2%,59,+1.2%,56,+1.3%
Gary Payton,35.3,LAL,Point,766,48,-0.3%,88,+5.9%,38,-1.7%,47,-0.9%,33,-2.6%,53,+0.1%,19,-3.4%,25,-3.3%
Anthony Peeler,33.9,SAC,Combo,229,8,-6.3%,30,-2.0%,54,+0.5%,51,-0.4%,51,+0.1%,25,-1.5%,80,+3.4%,62,+1.9%
Paul Pierce,26.1,BOS,Wing,161,28,-2.5%,46,-0.1%,76,+3.5%,57,+1.1%,79,+4.5%,0,-15.8%,100,+11.4%,21,-4.4%
James Posey,26.8,MEM,Wing,128,32,-1.8%,92,+6.6%,29,-3.3%,3,-8.8%,3,-12.2%,4,-3.8%,97,+9.3%,87,+5.5%
Tayshaun Prince,23.7,DET,Wing,792,69,+2.8%,30,-2.0%,19,-4.1%,74,+3.6%,46,-0.4%,67,+1.0%,63,+1.4%,65,+2.4%
Michael Redd,24.2,MIL,Wing,192,58,+1.3%,6,-7.0%,42,-1.4%,97,+10.1%,95,+8.7%,9,-3.2%,64,+1.5%,30,-1.8%
Rodney Rogers,32.4,NJN,Forward,223,64,+2.3%,11,-4.8%,34,-2.6%,79,+4.9%,65,+2.3%,36,-0.8%,79,+3.2%,66,+2.5%
Kareem Rush,23.0,LAL,Wing,298,35,-1.6%,2,-8.1%,43,-1.2%,60,+1.2%,50,+0.1%,46,-0.2%,96,+8.2%,95,+8.0%
Joe Smith,28.3,MIL,Big,176,82,+5.0%,58,+1.0%,94,+7.3%,50,-0.7%,86,+6.6%,2,-6.8%,36,-0.8%,6,-7.6%
Latrell Sprewell,33.1,MIN,Wing,768,70,+2.8%,78,+3.5%,27,-3.4%,37,-2.5%,20,-5.9%,71,+1.4%,57,+1.0%,64,+2.4%
Peja Stojakovic,26.4,SAC,Wing,516,23,-3.5%,62,+1.5%,41,-1.4%,29,-4.2%,21,-5.6%,83,+2.1%,70,+2.0%,80,+4.1%
Wally Szczerbiak,26.7,MIN,Wing,294,50,-0.2%,49,+0.2%,68,+2.4%,27,-4.4%,37,-2.1%,33,-0.8%,75,+2.7%,61,+1.9%
Maurice Taylor,27.0,HOU,Big,118,65,+2.3%,76,+3.2%,36,-2.1%,22,-5.1%,17,-7.2%,49,-0.1%,85,+4.0%,79,+3.9%
Kurt Thomas,31.1,NYK,Big,140,21,-3.9%,0,-13.8%,84,+4.2%,53,+0.1%,77,+4.3%,77,+1.8%,93,+7.7%,98,+9.5%
Jamaal Tinsley,25.7,IND,Point,422,76,+3.5%,89,+6.1%,66,+2.1%,11,-7.1%,23,-5.0%,31,-1.0%,43,-0.1%,37,-1.1%
Hedo Turkoglu,24.6,SAS,Wing,267,18,-4.3%,57,+0.9%,18,-4.1%,46,-1.3%,22,-5.3%,89,+2.9%,65,+1.6%,83,+4.5%
Keith Van Horn,28.0,MIL,Forward,134,2,-7.6%,77,+3.4%,17,-4.3%,63,+1.7%,35,-2.6%,34,-0.8%,44,+0.0%,37,-0.8%
Dwyane Wade,21.8,MIA,Combo,509,77,+3.6%,70,+2.5%,61,+1.4%,98,+10.4%,98,+11.8%,11,-2.8%,0,-11.6%,2,-14.3%
Antoine Walker,27.2,DAL,Forward,138,37,-1.4%,47,+0.0%,35,-2.2%,65,+2.0%,47,-0.2%,38,-0.6%,52,+0.8%,48,+0.2%
Ben Wallace,29.1,DET,Big,926,87,+6.9%,17,-3.7%,12,-4.7%,93,+8.7%,74,+4.0%,50,-0.0%,41,-0.3%,43,-0.3%
Rasheed Wallace,29.1,DET,Big,802,78,+3.8%,18,-3.6%,25,-3.6%,77,+4.6%,57,+1.0%,64,+0.8%,66,+1.8%,67,+2.6%
Luke Walton,23.6,LAL,Big,124,31,-2.0%,90,+6.1%,11,-5.0%,8,-7.9%,2,-12.8%,79,+2.0%,88,+4.8%,91,+6.7%
Chris Webber,30.7,SAC,Big,446,85,+5.8%,57,+0.9%,73,+3.2%,35,-2.8%,53,+0.3%,76,+1.6%,24,-2.8%,36,-1.2%
Jiri Welsch,23.8,BOS,Wing,100,17,-4.3%,24,-2.6%,72,+3.1%,13,-6.8%,29,-3.7%,95,+3.3%,77,+3.0%,89,+6.3%
David Wesley,33.0,NOH,Wing,242,14,-4.5%,13,-4.3%,31,-3.0%,99,+10.8%,90,+7.8%,83,+2.2%,10,-5.7%,23,-3.5%
David West,23.2,NOH,Big,110,54,+0.5%,75,+3.1%,91,+6.5%,9,-7.7%,43,-1.2%,13,-2.7%,53,+0.8%,30,-1.9%
Aaron Williams,32.1,NJN,Big,146,22,-3.8%,37,-1.3%,78,+3.6%,42,-1.7%,61,+1.8%,23,-1.6%,58,+1.1%,38,-0.5%
Jason Williams,28.0,MEM,Point,125,80,+4.2%,87,+5.5%,4,-7.5%,34,-3.0%,7,-10.5%,37,-0.7%,89,+5.7%,85,+5.0%
Corliss Williamson,29.9,DET,Forward,322,16,-4.5%,90,+6.1%,87,+5.0%,12,-7.0%,37,-2.0%,15,-2.3%,30,-1.7%,22,-4.1%
Metta World Peace,24.0,IND,Wing,585,46,-0.4%,52,+0.4%,28,-3.3%,68,+2.2%,43,-1.1%,77,+1.7%,35,-1.0%,54,+0.8%
Yao Ming,23.1,HOU,Big,187,61,+1.8%,21,-3.3%,98,+9.1%,18,-5.4%,71,+3.7%,68,+1.1%,32,-1.6%,40,-0.4%
