Player,Age,Team,Pos,MIN,eFG% Rank,eFG%,TEAM FG%: Rim Rank,TEAM FG%: Rim,TEAM FG%: Short Mid Rank,TEAM FG%: Short Mid,TEAM FG%: Long Mid Rank,TEAM FG%: Long Mid,TEAM FG%: All Mid Rank,TEAM FG%: All Mid,TEAM FG%: Corner Three Rank,TEAM FG%: Corner Three,TEAM FG%: Non Corner Rank,TEAM FG%: Non Corner,TEAM FG%: All Three Rank,TEAM FG%: All Three
Eric Bledsoe,27.9,MIL,Point,223,84,+5.2%,67,+3.3%,82,+8.7%,15,-9.6%,51,+1.4%,16,-13.7%,88,+9.2%,68,+3.2%
Bojan Bogdanovic,28.5,IND,Forward,233,48,+0.4%,25,-3.6%,78,+6.3%,7,-14.4%,26,-4.5%,95,+24.9%,21,-5.4%,72,+3.5%
Corey Brewer,31.7,OKC,Wing,151,69,+3.1%,24,-3.9%,94,+15.6%,27,-4.2%,72,+4.5%,12,-17.6%,97,+16.3%,87,+8.6%
Malcolm Brogdon,24.9,MIL,Combo,185,49,+0.4%,89,+8.0%,17,-8.1%,36,-1.9%,23,-5.6%,65,+5.7%,69,+3.1%,73,+3.9%
Jaylen Brown,21.0,BOS,Wing,581,42,-0.0%,37,-1.8%,49,-0.2%,70,+5.9%,60,+2.3%,27,-9.2%,64,+2.4%,41,-0.8%
Alec Burks,26.3,UTA,Wing,112,68,+2.8%,95,+13.2%,37,-4.0%,71,+6.0%,39,-0.8%,34,-5.7%,72,+3.6%,53,+1.1%
Jimmy Butler,28.1,MIN,Wing,170,99,+10.2%,65,+3.2%,21,-7.2%,95,+14.7%,67,+3.4%,17,-13.1%,100,+30.1%,98,+14.7%
Clint Capela,23.5,HOU,Big,518,35,-1.0%,45,-0.8%,27,-5.3%,17,-9.3%,21,-5.9%,68,+6.6%,37,-2.2%,48,+0.4%
Ian Clark,26.7,NOP,Combo,166,12,-5.2%,21,-5.4%,76,+5.8%,41,-1.2%,56,+2.0%,26,-9.5%,12,-8.3%,10,-8.5%
Jordan Clarkson,25.4,CLE,Combo,243,23,-2.7%,56,+1.6%,86,+10.3%,55,+2.5%,79,+6.4%,6,-19.9%,27,-3.8%,10,-8.2%
Darren Collison,30.2,IND,Point,213,10,-5.4%,51,+0.1%,2,-18.8%,8,-12.5%,3,-16.2%,66,+5.9%,15,-7.1%,23,-3.7%
Robert Covington,26.9,PHI,Forward,280,4,-7.2%,4,-13.3%,13,-9.5%,40,-1.4%,20,-6.1%,25,-9.6%,35,-2.6%,23,-3.9%
Jamal Crawford,37.6,MIN,Wing,116,66,+2.7%,31,-2.7%,81,+8.5%,90,+11.2%,91,+8.1%,96,+28.2%,6,-9.9%,85,+6.5%
Jae Crowder,27.3,UTA,Forward,320,16,-4.1%,36,-1.9%,34,-4.2%,93,+12.2%,53,+1.5%,42,-3.0%,11,-8.7%,11,-7.9%
Stephen Curry,29.6,GSW,Point,552,74,+3.7%,77,+6.2%,54,+1.7%,21,-6.9%,28,-3.5%,48,+0.1%,71,+3.6%,67,+3.1%
Anthony Davis,24.6,NOP,Big,357,27,-1.9%,3,-13.5%,2,-19.6%,10,-11.2%,2,-16.4%,91,+21.2%,92,+13.4%,98,+14.7%
DeMar DeRozan,28.2,TOR,Wing,352,6,-6.4%,38,-1.4%,75,+5.2%,76,+7.4%,65,+3.1%,51,+0.9%,3,-12.2%,8,-9.3%
Goran Dragic,31.5,MIA,Point,155,83,+5.2%,98,+18.3%,27,-5.2%,77,+7.4%,52,+1.5%,29,-8.5%,62,+1.9%,40,-1.1%
Kevin Durant,29.1,GSW,Forward,805,98,+9.1%,59,+2.2%,92,+14.9%,64,+4.4%,90,+8.1%,75,+10.5%,84,+6.6%,86,+7.4%
Wayne Ellington,29.9,MIA,Wing,100,0,-12.5%,15,-8.9%,9,-10.7%,2,-22.8%,2,-16.7%,41,-3.0%,8,-9.3%,12,-7.8%
Joel Embiid,23.6,PHI,Big,278,61,+2.0%,92,+9.8%,33,-4.3%,100,+19.2%,75,+4.9%,19,-13.0%,36,-2.3%,31,-2.8%
Dante Exum,22.3,UTA,Combo,110,60,+1.9%,22,-5.0%,87,+10.5%,62,+3.8%,87,+7.2%,23,-10.3%,85,+8.2%,66,+2.9%
Derrick Favors,26.3,UTA,Big,284,94,+7.7%,61,+2.4%,90,+11.8%,31,-2.5%,85,+6.8%,72,+8.0%,94,+15.3%,97,+13.4%
Rudy Gay,31.2,SAS,Big,158,34,-1.0%,16,-8.4%,30,-4.8%,3,-18.6%,6,-11.2%,93,+23.3%,85,+7.8%,94,+11.5%
Paul George,27.5,OKC,Wing,250,73,+3.6%,7,-11.3%,99,+26.9%,85,+9.4%,100,+18.8%,0,-59.5%,19,-5.5%,1,-14.1%
Taj Gibson,32.4,MIN,Big,122,32,-1.2%,60,+2.2%,63,+3.5%,24,-5.7%,46,+0.6%,2,-27.8%,65,+2.7%,9,-9.3%
Manu Ginobili,40.3,SAS,Wing,106,71,+3.3%,97,+15.0%,12,-9.6%,12,-10.4%,11,-7.3%,45,-1.4%,81,+5.8%,79,+4.9%
Rudy Gobert,25.3,UTA,Big,381,45,+0.0%,39,-1.4%,41,-3.3%,82,+9.3%,48,+1.0%,77,+10.7%,23,-4.2%,46,+0.3%
Eric Gordon,28.9,HOU,Wing,546,26,-2.4%,40,-1.2%,58,+2.5%,65,+4.8%,60,+2.3%,15,-15.3%,46,-0.4%,19,-5.9%
Marcin Gortat,33.7,WAS,Big,159,94,+7.6%,81,+6.6%,73,+5.1%,81,+8.8%,88,+7.4%,80,+11.7%,90,+11.2%,90,+10.6%
Jerami Grant,23.6,OKC,Big,128,52,+0.8%,87,+7.5%,1,-26.3%,80,+8.8%,14,-7.0%,48,+0.3%,48,-0.2%,42,-0.8%
Danny Green,30.4,SAS,Wing,102,20,-3.5%,1,-19.9%,90,+12.1%,92,+12.2%,92,+9.4%,52,+1.4%,38,-2.1%,36,-2.0%
Draymond Green,27.7,GSW,Big,816,87,+5.4%,90,+9.7%,22,-7.0%,60,+3.2%,35,-1.7%,84,+14.0%,74,+4.2%,84,+6.1%
Gerald Green,31.8,HOU,Wing,249,50,+0.6%,40,-1.3%,93,+15.0%,94,+14.5%,98,+14.4%,46,-1.2%,32,-2.9%,28,-2.9%
Jeff Green,31.2,CLE,Big,493,24,-2.7%,69,+3.5%,45,-1.3%,52,+1.7%,42,-0.1%,60,+4.3%,18,-5.9%,27,-3.2%
James Harden,28.2,HOU,Combo,619,67,+2.8%,78,+6.2%,10,-10.5%,10,-11.2%,8,-9.7%,59,+3.5%,58,+1.7%,64,+2.8%
Nene Hilario,35.1,HOU,Big,107,62,+2.0%,19,-6.7%,98,+25.5%,63,+3.9%,99,+17.9%,40,-3.3%,66,+2.8%,51,+0.9%
George Hill,31.5,CLE,Combo,555,86,+5.4%,60,+2.2%,66,+4.1%,48,-0.1%,59,+2.2%,78,+11.3%,70,+3.5%,81,+5.6%
Jrue Holiday,27.4,NOP,Combo,347,27,-2.2%,69,+3.5%,15,-8.7%,69,+5.4%,40,-0.8%,81,+12.1%,1,-17.0%,5,-10.9%
Rodney Hood,25.0,CLE,Wing,228,3,-7.6%,9,-10.7%,43,-2.0%,72,+6.1%,55,+1.7%,83,+12.6%,2,-14.0%,14,-7.4%
Al Horford,31.4,BOS,Big,677,75,+3.8%,80,+6.5%,84,+9.6%,56,+2.6%,84,+6.8%,20,-12.2%,50,+0.1%,35,-2.1%
Serge Ibaka,28.1,TOR,Big,258,92,+6.8%,90,+9.1%,60,+2.9%,32,-2.4%,40,-0.4%,23,-9.8%,98,+18.1%,93,+11.3%
Andre Iguodala,33.8,GSW,Wing,400,60,+1.8%,55,+1.2%,35,-4.0%,67,+5.2%,50,+1.4%,79,+11.4%,51,+0.3%,63,+2.5%
Ersan Ilyasova,30.5,PHI,Big,231,43,-0.0%,62,+2.8%,46,-1.3%,31,-2.5%,36,-1.1%,6,-20.8%,48,-0.0%,30,-2.8%
Joe Ingles,30.1,UTA,Wing,379,85,+5.2%,32,-2.5%,47,-0.6%,19,-8.8%,32,-2.3%,31,-7.1%,94,+15.5%,91,+10.7%
LeBron James,32.8,CLE,Forward,912,100,+14.0%,99,+18.3%,56,+2.1%,51,+0.7%,52,+1.4%,73,+9.2%,91,+12.7%,95,+12.2%
James Johnson,30.7,MIA,Big,160,59,+1.8%,85,+7.0%,7,-12.5%,94,+13.5%,47,+0.9%,92,+23.3%,15,-6.9%,33,-2.5%
Cory Joseph,26.2,IND,Combo,130,72,+3.5%,76,+5.3%,62,+3.2%,87,+10.8%,85,+7.2%,27,-9.2%,87,+9.2%,75,+4.3%
Kyle Korver,36.6,CLE,Wing,496,58,+1.7%,72,+4.3%,18,-8.1%,25,-5.7%,13,-7.0%,67,+6.6%,54,+0.8%,61,+2.3%
Shane Larkin,25.1,BOS,Combo,150,30,-1.6%,44,-0.9%,39,-3.8%,11,-10.8%,15,-6.7%,90,+17.9%,35,-2.4%,54,+1.1%
Damian Lillard,27.3,POR,Point,162,91,+6.2%,100,+18.5%,0,-40.3%,37,-1.8%,0,-23.5%,98,+42.3%,67,+3.0%,94,+12.0%
Shaun Livingston,32.1,GSW,Combo,347,14,-4.4%,41,-1.2%,35,-4.0%,48,-0.1%,34,-1.7%,36,-5.0%,27,-3.8%,22,-4.1%
Kevon Looney,21.7,GSW,Big,360,6,-6.5%,11,-10.0%,44,-1.7%,54,+2.4%,45,+0.5%,31,-6.3%,28,-3.6%,20,-4.2%
Kevin Love,29.1,CLE,Big,655,48,+0.3%,20,-5.7%,28,-4.9%,27,-5.1%,24,-4.9%,54,+2.3%,80,+5.7%,77,+4.7%
Kyle Lowry,31.6,TOR,Point,359,77,+4.2%,63,+3.0%,79,+6.4%,35,-2.0%,63,+2.7%,9,-19.4%,93,+13.7%,82,+5.9%
Thon Maker,20.7,MIL,Big,128,79,+4.7%,49,-0.1%,91,+13.8%,60,+3.5%,94,+9.8%,61,+4.5%,52,+0.4%,56,+1.4%
Luc Mbah a Moute,31.1,HOU,Forward,130,15,-4.3%,17,-8.3%,19,-7.7%,49,+0.5%,22,-5.6%,55,+2.4%,65,+2.4%,60,+1.6%
CJ McCollum,26.1,POR,Wing,155,89,+5.6%,57,+1.6%,10,-10.4%,26,-5.4%,9,-9.1%,98,+44.0%,57,+1.7%,90,+10.5%
TJ McConnell,25.6,PHI,Point,152,65,+2.4%,96,+13.3%,65,+3.9%,18,-9.0%,31,-2.5%,94,+23.9%,44,-0.7%,69,+3.2%
JaVale McGee,29.8,GSW,Big,145,85,+5.3%,73,+5.1%,98,+21.4%,47,-0.2%,95,+10.0%,8,-19.6%,60,+1.8%,34,-2.5%
Khris Middleton,26.2,MIL,Forward,274,81,+5.0%,26,-3.4%,96,+18.8%,45,-0.5%,94,+9.9%,65,+5.7%,75,+4.4%,77,+4.8%
CJ Miles,30.6,TOR,Wing,225,9,-5.5%,28,-3.0%,15,-8.5%,29,-3.6%,12,-7.2%,77,+10.6%,4,-12.0%,16,-6.9%
Darius Miller,27.6,NOP,Forward,146,53,+0.9%,84,+6.9%,50,0.0%,69,+5.8%,58,+2.1%,7,-19.8%,63,+2.3%,38,-1.8%
Patty Mills,29.2,SAS,Combo,164,37,-0.6%,10,-10.4%,35,-4.2%,77,+7.8%,65,+3.0%,58,+3.0%,56,+1.2%,52,+1.0%
Nikola Mirotic,26.7,NOP,Big,319,55,+1.0%,73,+4.9%,83,+9.5%,46,-0.2%,76,+5.3%,24,-9.7%,14,-7.1%,13,-7.7%
E'Twaun Moore,28.7,NOP,Wing,281,73,+3.5%,71,+4.0%,68,+4.2%,74,+6.9%,77,+5.6%,88,+16.0%,31,-3.4%,47,+0.3%
Marcus Morris,28.2,BOS,Forward,555,36,-0.8%,70,+3.7%,3,-16.5%,23,-6.6%,5,-12.3%,40,-3.3%,79,+5.6%,69,+3.3%
Markieff Morris,28.2,WAS,Big,180,18,-3.8%,2,-13.6%,73,+5.1%,83,+9.3%,86,+7.2%,21,-11.7%,24,-4.1%,15,-7.2%
Larry Nance Jr.,24.8,CLE,Big,273,22,-3.2%,27,-3.1%,69,+4.3%,90,+11.1%,89,+7.4%,13,-16.4%,23,-4.3%,15,-7.3%
Victor Oladipo,25.5,IND,Wing,256,56,+1.1%,2,-13.8%,81,+7.3%,59,+3.2%,74,+4.8%,86,+15.9%,44,-0.8%,62,+2.4%
Kelly Olynyk,26.5,MIA,Big,145,88,+5.5%,88,+7.7%,23,-6.5%,97,+16.0%,81,+6.5%,3,-24.5%,52,+0.6%,40,-1.1%
Kelly Oubre,21.9,WAS,Wing,143,47,+0.2%,77,+6.0%,23,-6.5%,91,+12.0%,71,+4.1%,37,-3.8%,2,-13.5%,2,-12.1%
Jabari Parker,22.6,MIL,Big,166,11,-5.3%,15,-8.6%,20,-7.3%,78,+7.9%,35,-1.1%,90,+17.6%,7,-9.4%,37,-2.0%
Chris Paul,32.5,HOU,Point,515,52,+0.8%,48,-0.2%,55,+1.8%,98,+18.3%,78,+6.2%,89,+16.8%,39,-1.9%,65,+2.9%
Jakob Poeltl,22.0,TOR,Big,125,7,-5.9%,23,-4.6%,6,-12.9%,44,-0.5%,10,-8.4%,52,+1.9%,16,-6.6%,19,-4.9%
Otto Porter,24.4,WAS,Forward,158,51,+0.7%,66,+3.3%,51,+0.1%,42,-0.8%,37,-1.0%,37,-3.8%,61,+1.8%,48,+0.6%
JJ Redick,33.4,PHI,Wing,342,82,+5.1%,93,+10.7%,71,+4.8%,85,+9.5%,80,+6.5%,11,-17.9%,60,+1.8%,44,-0.7%
Josh Richardson,24.1,MIA,Wing,128,76,+4.0%,52,+0.3%,42,-2.1%,58,+2.9%,44,+0.5%,85,+15.0%,90,+11.7%,88,+8.8%
Rajon Rondo,31.7,NOP,Point,302,78,+4.4%,10,-10.0%,11,-10.1%,33,-2.4%,17,-6.3%,69,+6.7%,99,+23.2%,99,+20.5%
Derrick Rose,29.1,MIN,Wing,113,95,+8.1%,35,-2.0%,14,-9.3%,99,+18.9%,41,-0.3%,100,+52.5%,83,+6.5%,100,+24.5%
Terry Rozier,23.6,BOS,Combo,687,56,+1.4%,54,+1.1%,77,+6.1%,56,+2.5%,73,+4.5%,44,-2.0%,59,+1.7%,52,+1.0%
Ricky Rubio,27.0,UTA,Point,180,31,-1.6%,44,-0.9%,85,+10.1%,34,-2.4%,82,+6.6%,63,+5.1%,9,-9.0%,21,-4.1%
Domantas Sabonis,21.5,IND,Big,156,28,-1.8%,79,+6.4%,70,+4.6%,81,+9.0%,77,+6.2%,4,-24.2%,49,0.0%,17,-6.4%
Dario Saric,23.6,PHI,Big,328,40,-0.3%,29,-3.0%,85,+10.2%,9,-11.6%,44,+0.3%,39,-3.7%,42,-0.8%,39,-1.7%
Mike Scott,29.3,WAS,Big,123,96,+8.2%,91,+9.7%,48,-0.3%,57,+2.8%,54,+1.6%,64,+5.6%,86,+8.3%,89,+9.5%
Pascal Siakam,23.6,TOR,Big,159,23,-3.1%,19,-6.1%,53,+1.3%,65,+4.4%,61,+2.3%,56,+3.0%,20,-5.4%,24,-3.7%
Ben Simmons,21.3,PHI,Combo,368,17,-4.1%,6,-11.7%,32,-4.3%,96,+14.8%,70,+3.7%,10,-18.9%,10,-9.0%,6,-9.7%
Marcus Smart,23.7,BOS,Wing,443,25,-2.4%,33,-2.4%,29,-4.9%,38,-1.7%,29,-3.4%,62,+4.9%,22,-5.0%,31,-2.6%
JR Smith,32.1,CLE,Wing,705,81,+5.0%,64,+3.1%,52,+1.2%,30,-3.5%,38,-0.9%,53,+2.2%,82,+6.4%,80,+5.5%
Tony Snell,26.0,MIL,Wing,129,10,-5.4%,46,-0.7%,38,-3.9%,16,-9.6%,19,-6.2%,30,-8.0%,6,-10.2%,7,-9.6%
Lance Stephenson,27.2,IND,Wing,139,65,+2.4%,74,+5.3%,64,+3.6%,87,+10.8%,90,+7.8%,19,-12.5%,73,+4.0%,45,-0.3%
Jeff Teague,29.4,MIN,Point,152,21,-3.2%,81,+6.6%,5,-15.7%,1,-23.7%,1,-16.8%,2,-27.3%,89,+11.0%,27,-3.0%
Klay Thompson,27.7,GSW,Wing,790,63,+2.2%,34,-2.0%,24,-6.3%,89,+10.8%,64,+2.8%,60,+3.8%,47,-0.2%,49,+0.6%
Tristan Thompson,26.6,CLE,Big,398,44,+0.0%,27,-3.2%,57,+2.1%,35,-2.3%,43,+0.2%,47,-0.8%,81,+5.9%,74,+4.1%
Karl-Anthony Towns,22.0,MIN,Big,169,97,+8.5%,86,+7.3%,80,+7.2%,6,-15.0%,33,-1.7%,70,+6.9%,98,+17.9%,96,+12.6%
PJ Tucker,32.5,HOU,Forward,567,90,+5.7%,94,+12.8%,19,-7.7%,23,-5.9%,15,-6.6%,49,+0.5%,77,+5.2%,78,+4.9%
Myles Turner,21.6,IND,Big,195,46,+0.1%,18,-6.9%,16,-8.5%,28,-4.2%,16,-6.6%,73,+9.2%,76,+4.6%,81,+5.7%
Jonas Valanciunas,25.5,TOR,Big,243,64,+2.3%,68,+3.4%,56,+2.0%,61,+3.6%,69,+3.6%,56,+3.0%,53,+0.7%,57,+1.4%
Fred VanVleet,23.7,TOR,Combo,109,80,+4.9%,43,-1.2%,88,+11.2%,86,+9.6%,98,+12.6%,50,+0.6%,56,+1.4%,55,+1.1%
Dwyane Wade,35.8,MIA,Combo,126,19,-3.8%,12,-9.1%,73,+4.9%,53,+2.4%,68,+3.5%,57,+3.0%,29,-3.6%,35,-2.3%
John Wall,27.2,WAS,Point,233,93,+7.2%,82,+6.8%,94,+16.3%,84,+9.4%,96,+11.7%,74,+10.0%,31,-3.0%,44,-0.6%
David West,37.2,GSW,Big,168,39,-0.5%,50,+0.0%,65,+3.7%,79,+8.0%,81,+6.6%,22,-10.7%,45,-0.5%,32,-2.6%
Russell Westbrook,29.0,OKC,Point,235,1,-12.2%,0,-20.2%,97,+20.0%,19,-8.4%,69,+3.6%,10,-18.8%,5,-10.5%,4,-11.4%
Andrew Wiggins,22.7,MIN,Wing,163,5,-7.1%,75,+5.3%,48,-0.6%,4,-18.4%,10,-7.6%,1,-45.6%,41,-0.9%,0,-18.8%
Justise Winslow,21.6,MIA,Forward,122,70,+3.2%,30,-2.7%,52,+0.7%,66,+4.8%,66,+3.1%,43,-2.4%,69,+3.4%,73,+3.6%
Delon Wright,25.5,TOR,Combo,195,2,-7.9%,14,-9.0%,26,-5.9%,50,+0.5%,31,-3.0%,69,+6.8%,0,-17.0%,3,-11.4%
Nick Young,32.4,GSW,Wing,159,2,-8.2%,5,-13.0%,31,-4.7%,5,-17.0%,6,-11.1%,44,-1.9%,30,-3.5%,25,-3.2%
Thaddeus Young,29.4,IND,Big,232,35,-1.0%,42,-1.2%,60,+2.7%,44,-0.5%,57,+2.1%,15,-14.7%,13,-8.1%,6,-9.8%
Quinn Cook,24.6,GSW,Point,130,13,-4.5%,52,+0.6%,44,-1.7%,52,+1.7%,49,+1.1%,17,-13.1%,26,-3.8%,18,-6.0%
Jordan Bell,22.8,GSW,Big,133,57,+1.5%,83,+6.8%,40,-3.4%,2,-21.6%,4,-12.8%,87,+16.0%,73,+3.9%,85,+6.3%
OG Anunoby,20.3,TOR,Forward,237,98,+9.8%,94,+12.9%,77,+6.1%,22,-6.8%,62,+2.6%,33,-5.8%,96,+15.7%,92,+11.0%
Jayson Tatum,19.7,BOS,Forward,674,69,+2.9%,65,+3.2%,89,+11.5%,75,+7.1%,93,+9.7%,35,-5.5%,34,-2.7%,26,-3.2%
Semi Ojeleye,22.9,BOS,Forward,206,41,-0.3%,58,+2.1%,69,+4.2%,6,-16.8%,25,-4.5%,85,+14.3%,43,-0.8%,70,+3.3%
Donovan Mitchell,21.1,UTA,Combo,409,31,-1.2%,31,-2.6%,40,-3.5%,14,-10.2%,23,-5.4%,97,+29.3%,17,-6.2%,65,+2.9%
Royce O'Neale,24.4,UTA,Wing,254,8,-5.9%,53,+0.9%,8,-11.8%,13,-10.3%,7,-11.1%,14,-16.4%,10,-8.9%,2,-11.7%
