Player,Age,Team,Pos,MIN,eFG% Rank,eFG%,SHOT FREQUENCY: Rim Rank,SHOT FREQUENCY: Rim,SHOT FREQUENCY: Short Mid Rank,SHOT FREQUENCY: Short Mid,SHOT FREQUENCY: Long Mid Rank,SHOT FREQUENCY: Long Mid,SHOT FREQUENCY: All Mid Rank,SHOT FREQUENCY: All Mid,SHOT FREQUENCY: Corner Three Rank,SHOT FREQUENCY: Corner Three,SHOT FREQUENCY: Non Corner Rank,SHOT FREQUENCY: Non Corner,SHOT FREQUENCY: All Three Rank,SHOT FREQUENCY: All Three
Shareef Abdur-Rahim,28.9,SAC,Big,1946,54,-0.3%,60,-0.5%,23,+1.1%,37,+0.7%,25,+1.8%,86,-1.1%,60,-0.2%,75,-1.3%
Malik Allen,27.3,CHI,Big,655,56,-0.4%,88,-2.8%,27,+0.9%,37,+0.7%,27,+1.5%,92,-1.5%,6,+2.7%,34,+1.3%
Ray Allen,30.3,SEA,Wing,3009,57,-0.4%,62,-0.6%,15,+1.5%,73,-1.8%,50,-0.3%,36,+0.5%,44,+0.4%,40,+0.9%
Tony Allen,23.8,BOS,Combo,911,53,-0.2%,56,-0.3%,88,-1.9%,85,-2.7%,93,-4.6%,8,+1.7%,4,+3.2%,4,+4.9%
Rafer Alston,29.3,HOU,Point,2420,37,+0.6%,54,-0.2%,25,+1.0%,34,+0.8%,24,+1.8%,68,-0.4%,77,-1.2%,79,-1.6%
Chris Andersen,27.3,NOH,Big,528,50,-0.0%,5,+4.0%,6,+2.5%,71,-1.6%,35,+0.9%,78,-0.8%,100,-4.1%,100,-4.9%
Alan Anderson,23.0,CHA,Wing,515,87,-2.5%,34,+1.1%,34,+0.6%,85,-2.6%,72,-2.0%,51,+0.0%,32,+0.9%,38,+1.0%
Derek Anderson,31.3,HOU,Wing,579,37,+0.6%,40,+0.7%,94,-2.8%,27,+1.5%,62,-1.3%,19,+1.0%,63,-0.4%,44,+0.6%
Derek Anderson,31.3,MIA,Wing,426,38,+0.6%,65,-0.8%,77,-1.2%,21,+2.0%,36,+0.8%,17,+1.1%,76,-1.1%,54,-0.0%
Shandon Anderson,31.8,MIA,Wing,575,32,+1.1%,73,-1.4%,87,-1.9%,81,-2.2%,91,-4.1%,1,+3.3%,12,+2.2%,2,+5.5%
Carmelo Anthony,21.4,DEN,Forward,2930,35,+0.8%,47,+0.2%,66,-0.7%,38,+0.7%,47,-0.1%,58,-0.1%,55,-0.0%,57,-0.2%
Rafael Araujo,25.2,TOR,Big,587,59,-0.6%,90,-3.1%,24,+1.0%,1,+6.4%,1,+7.4%,83,-1.0%,98,-3.4%,98,-4.3%
Gilbert Arenas,23.8,WAS,Combo,3379,8,+3.3%,96,-4.9%,19,+1.3%,21,+2.0%,13,+3.2%,28,+0.7%,31,+1.0%,25,+1.7%
Trevor Ariza,20.3,NYK,Wing,700,65,-0.9%,20,+2.0%,27,+0.9%,84,-2.5%,67,-1.7%,30,+0.7%,74,-1.0%,61,-0.3%
Trevor Ariza,20.3,ORL,Forward,280,72,-1.4%,5,+3.9%,87,-1.9%,98,-6.4%,99,-8.3%,21,+0.9%,4,+3.5%,5,+4.4%
Darrell Armstrong,37.4,DAL,Point,545,31,+1.1%,23,+1.7%,98,-4.6%,48,-0.1%,93,-4.7%,2,+2.7%,47,+0.3%,13,+3.0%
Carlos Arroyo,26.3,DET,Point,524,69,-1.3%,37,+0.9%,75,-1.1%,44,+0.2%,57,-0.9%,44,+0.2%,59,-0.2%,52,+0.1%
Carlos Arroyo,26.3,ORL,Point,584,94,-3.6%,43,+0.4%,90,-2.2%,49,-0.2%,78,-2.4%,36,+0.4%,20,+1.6%,22,+2.0%
Chucky Atkins,31.2,WAS,Point,533,70,-1.3%,54,-0.2%,15,+1.5%,94,-3.9%,77,-2.4%,7,+1.8%,35,+0.8%,16,+2.6%
Chucky Atkins,31.2,MEM,Point,1154,18,+2.0%,8,+3.2%,77,-1.2%,57,-0.8%,73,-2.0%,29,+0.7%,87,-1.9%,73,-1.2%
Stacey Augmon,37.3,ORL,Forward,374,98,-4.9%,95,-4.8%,38,+0.4%,4,+4.8%,4,+5.3%,69,-0.4%,54,-0.0%,62,-0.4%
Marcus Banks,24.0,BOS,Combo,250,42,+0.4%,68,-1.0%,95,-2.8%,24,+1.8%,60,-1.1%,92,-1.4%,3,+3.5%,21,+2.1%
