Player,Age,Team,Pos,MIN,Usage Rank,Usage,PSA Rank,PSA,AST% Rank,AST%,AST:Usg Rank,AST:Usg,TOV% Rank,TOV%
Jose Calderon,25.1,TOR,Point,138,94,36.4%,61,109.9,83,47.7%,44,1.31,39,15.0%
Marcus Camby,32.6,DEN,Big,184,39,14.6%,2,79.2,61,8.3%,78,0.57,29,17.5%
Vince Carter,29.8,BKN,Wing,484,89,31.7%,22,97.4,93,26.1%,81,0.82,63,11.9%
Jarron Collins,27.9,UTA,Big,100,7,8.4%,7,88.2,44,5.9%,93,0.70,98,5.4%
Jason Collins,27.9,BKN,Big,328,2,5.8%,29,103.7,0,0.9%,10,0.16,0,40.5%
Antonio Daniels,31.6,WAS,Point,175,44,20.9%,78,115.2,78,42.7%,100,2.05,94,9.3%
Baron Davis,27.6,GSW,Point,442,72,28.4%,94,122.1,67,29.4%,22,1.03,89,11.4%
Carlos Delfino,24.2,DET,Wing,122,19,15.3%,7,91.2,56,13.8%,89,0.90,48,13.0%
Luol Deng,21.5,CHI,Forward,409,85,22.0%,69,115.0,77,12.4%,62,0.56,62,10.8%
Boris Diaw,24.5,PHX,Big,227,61,17.2%,32,104.8,100,18.4%,98,1.07,20,18.4%
DeSagana Diop,24.8,DAL,Big,139,5,7.1%,78,116.7,10,2.1%,22,0.30,22,18.2%
Chris Duhon,24.2,CHI,Point,156,11,14.7%,22,91.2,33,21.3%,72,1.45,44,14.7%
Tim Duncan,30.5,SAS,Big,733,95,29.1%,59,110.2,98,17.3%,88,0.60,54,13.0%
Monta Ellis,21.0,GSW,Combo,231,45,20.1%,45,95.6,0,7.5%,0,0.37,9,17.6%
Francisco Elson,30.7,SAS,Big,213,32,13.6%,85,120.4,7,1.6%,5,0.12,5,30.3%
Jordan Farmar,19.9,LAL,Point,114,17,14.9%,39,103.2,0,10.1%,6,0.68,83,13.0%
Michael Finley,33.7,SAS,Forward,535,46,16.3%,77,117.8,38,6.5%,46,0.40,85,7.0%
Derek Fisher,32.2,UTA,Combo,437,27,16.7%,82,111.9,55,14.6%,64,0.87,55,11.9%
T.J. Ford,23.6,TOR,Point,136,100,36.6%,72,112.9,94,49.0%,56,1.34,72,13.2%
Devean George,29.2,DAL,Forward,103,23,14.9%,0,72.4,31,5.8%,38,0.39,8,19.4%
Daniel Gibson,20.7,CLE,Combo,398,18,15.6%,100,127.9,9,9.3%,27,0.60,91,6.8%
Manu Ginobili,29.3,SAS,Wing,599,81,26.7%,63,112.5,89,21.4%,74,0.80,67,11.8%
Gordan Giricek,29.4,UTA,Wing,298,33,16.6%,33,102.1,26,8.3%,26,0.50,0,19.0%
Drew Gooden,25.1,CLE,Big,604,68,17.9%,34,105.1,46,6.0%,32,0.34,61,12.2%
Ben Gordon,23.6,CHI,Wing,393,78,24.8%,85,116.6,78,17.1%,63,0.69,22,15.6%
Richard Hamilton,28.7,DET,Wing,634,70,24.2%,30,102.1,81,18.5%,67,0.76,89,9.7%
Matt Harpring,30.4,UTA,Wing,429,37,16.9%,26,100.0,37,8.9%,37,0.53,44,13.0%
Al Harrington,26.7,GSW,Big,258,73,19.5%,17,100.0,20,3.8%,15,0.19,90,8.7%
Devin Harris,23.7,DAL,Combo,160,73,24.0%,91,114.5,91,34.5%,91,1.44,73,10.2%
Udonis Haslem,26.4,MIA,Big,102,20,12.3%,24,103.4,51,6.5%,63,0.52,93,7.3%
Chuck Hayes,23.4,HOU,Big,196,0,5.6%,98,136.8,12,2.7%,59,0.48,2,30.4%
Jarvis Hayes,25.2,WAS,Forward,137,38,15.6%,8,87.8,23,4.9%,23,0.31,100,0.0%
Luther Head,23.9,HOU,Combo,138,9,15.6%,0,83.3,45,13.1%,45,0.84,18,16.5%
Nene Hilario,24.1,DEN,Big,178,63,17.5%,90,124.6,93,13.6%,95,0.78,12,19.1%
Grant Hill,34.1,ORL,Forward,142,92,22.4%,31,111.1,100,17.4%,85,0.78,31,15.2%
Kirk Hinrich,25.8,CHI,Combo,361,64,22.8%,36,95.3,100,36.8%,100,1.61,45,12.8%
Robert Horry,36.2,SAS,Big,357,17,11.1%,71,114.9,88,12.6%,100,1.13,34,16.4%
Dwight Howard,20.9,ORL,Big,167,78,20.6%,51,108.9,56,7.5%,39,0.37,7,24.5%
Josh Howard,26.5,DAL,Wing,247,59,21.0%,78,115.3,52,13.0%,52,0.62,85,10.0%
Juwan Howard,33.7,HOU,Big,154,22,12.9%,0,78.4,66,8.9%,90,0.69,78,10.1%
Larry Hughes,27.8,CLE,Combo,637,55,20.7%,18,88.2,36,12.4%,18,0.60,27,15.3%
Lindsey Hunter,35.9,DET,Point,118,39,17.4%,6,74.1,50,23.4%,61,1.34,0,21.7%
Zydrunas Ilgauskas,31.4,CLE,Big,647,66,17.8%,63,111.1,29,5.0%,17,0.28,49,13.5%
Allen Iverson,31.4,DEN,Combo,222,91,32.2%,27,89.1,73,25.4%,36,0.79,82,9.7%
Stephen Jackson,28.6,GSW,Wing,451,67,23.8%,59,110.6,59,14.3%,44,0.60,15,16.4%
LeBron James,21.8,CLE,Wing,889,93,32.8%,41,103.8,96,37.2%,96,1.14,78,10.9%
Antawn Jamison,30.4,WAS,Forward,172,100,30.4%,38,112.3,46,6.7%,8,0.22,92,6.3%
Richard Jefferson,26.4,BKN,Forward,487,77,20.5%,85,119.2,62,10.5%,54,0.51,54,13.0%
Damon Jones,30.2,CLE,Combo,136,0,10.3%,55,96.3,27,12.2%,82,1.19,100,0.0%
James Jones,26.1,PHX,Wing,160,7,10.3%,100,134.2,4,2.6%,7,0.25,74,11.0%
Jason Kidd,33.6,BKN,Point,483,61,24.0%,67,110.8,89,48.0%,94,2.00,17,16.4%
Andrei Kirilenko,25.7,UTA,Wing,521,30,16.5%,48,105.3,48,12.9%,70,0.78,7,17.8%
Shawn Marion,28.5,PHX,Forward,454,31,15.3%,46,113.4,8,4.5%,15,0.29,77,7.9%
Donyell Marshall,33.5,CLE,Big,201,46,16.0%,10,90.3,22,4.6%,20,0.29,95,5.8%
Jason Maxiell,23.7,DET,Big,131,24,13.2%,95,132.4,5,1.6%,7,0.12,41,14.5%
Antonio McDyess,32.2,DET,Big,348,59,16.9%,5,82.3,76,9.6%,76,0.57,51,13.1%
Tracy McGrady,27.4,HOU,Wing,279,100,38.1%,19,95.2,100,44.3%,100,1.16,93,9.5%
Darko Milicic,21.4,ORL,Big,114,41,15.8%,83,119.5,51,6.5%,46,0.41,100,5.3%
Paul Millsap,21.7,UTA,Big,247,56,16.5%,44,106.8,32,5.2%,24,0.31,44,14.0%
Yao Ming,26.1,HOU,Big,259,100,33.0%,54,109.3,39,5.7%,12,0.17,17,18.6%
Mikki Moore,31.0,BKN,Big,393,34,13.8%,88,120.5,41,5.7%,49,0.42,32,16.8%
Ronald Murray,27.3,DET,Combo,124,36,18.2%,9,85.7,64,18.2%,73,1.00,36,13.5%
Bostjan Nachbar,26.3,BKN,Forward,273,69,19.3%,54,113.7,85,12.5%,69,0.65,23,16.1%
Steve Nash,32.7,PHX,Point,412,89,32.5%,83,115.6,100,55.3%,83,1.70,22,16.3%
Jameer Nelson,24.7,ORL,Point,129,67,24.2%,50,107.5,6,16.0%,0,0.66,61,14.0%
Andres Nocioni,26.9,CHI,Wing,189,63,22.1%,15,94.3,30,8.3%,15,0.38,52,13.0%
Dirk Nowitzki,28.4,DAL,Big,237,80,22.2%,27,103.5,78,10.2%,54,0.46,68,11.5%
Shaquille O'Neal,34.7,MIA,Big,120,98,30.7%,37,105.6,85,11.4%,41,0.37,24,17.9%
Fabricio Oberto,31.6,SAS,Big,414,12,9.8%,93,127.3,32,5.2%,66,0.53,63,11.8%
Lamar Odom,27.0,LAL,Big,191,83,23.7%,22,102.1,80,10.7%,51,0.45,83,9.6%
Mehmet Okur,27.4,UTA,Big,584,51,16.3%,15,99.5,59,8.1%,61,0.50,71,10.9%
Anthony Parker,31.4,TOR,Wing,239,26,16.3%,67,114.3,7,4.4%,11,0.27,96,8.9%
Tony Parker,24.5,SAS,Point,746,83,31.1%,44,105.6,61,28.7%,17,0.92,67,13.4%
Sasha Pavlovic,23.0,CLE,Wing,611,41,18.3%,4,89.3,41,9.6%,33,0.52,30,15.1%
Morris Peterson,29.2,TOR,Wing,183,0,8.6%,96,128.1,0,1.7%,0,0.20,4,18.5%
Mickael Pietrus,24.7,GSW,Forward,203,15,14.3%,23,98.4,15,4.7%,31,0.33,69,9.3%
James Posey,29.8,MIA,Wing,136,15,10.8%,74,114.8,11,5.5%,30,0.51,19,16.1%
Tayshaun Prince,26.7,DET,Wing,660,44,18.6%,37,102.3,63,15.8%,85,0.85,70,11.5%
Jason Richardson,25.8,GSW,Wing,426,52,20.1%,81,115.6,33,8.8%,19,0.44,59,12.4%
Eric Snow,33.5,CLE,Point,241,0,12.3%,11,74.4,44,23.4%,89,1.90,78,13.0%
Jerry Stackhouse,32.0,DAL,Wing,168,74,24.7%,44,104.9,67,15.8%,59,0.64,11,17.5%
DeShawn Stevenson,25.6,WAS,Wing,122,56,21.0%,0,49.0,44,10.4%,22,0.50,100,5.7%
Amar'e Stoudemire,24.0,PHX,Big,342,93,26.5%,80,117.7,17,3.1%,2,0.12,85,9.2%
Jason Terry,29.1,DAL,Point,229,50,22.8%,33,103.0,11,17.1%,11,0.75,56,14.3%
Kurt Thomas,34.1,PHX,Big,205,49,16.0%,66,111.4,68,9.2%,83,0.58,56,12.9%
Tyrus Thomas,20.2,CHI,Big,105,88,25.1%,12,92.0,71,9.4%,44,0.38,15,19.0%
Hedo Turkoglu,27.6,ORL,Wing,155,48,19.7%,56,107.8,70,15.9%,78,0.81,41,14.5%
Anderson Varejao,24.1,CLE,Big,443,27,13.3%,39,106.3,24,4.7%,34,0.35,37,16.3%
Jacque Vaughn,31.7,SAS,Point,192,28,16.2%,17,75.0,39,22.5%,67,1.39,11,16.8%
Dwyane Wade,24.8,MIA,Combo,161,100,37.8%,73,97.9,82,32.1%,55,0.85,0,17.6%
Ben Wallace,32.1,CHI,Big,369,15,10.9%,68,111.5,49,6.0%,71,0.55,66,11.7%
Rasheed Wallace,32.1,DET,Big,571,71,18.4%,46,107.5,63,8.6%,56,0.47,88,8.9%
Luke Walton,26.6,LAL,Forward,127,62,18.7%,15,97.3,92,14.9%,92,0.80,0,27.5%
Chris Webber,33.7,DET,Big,403,76,19.6%,49,108.3,83,10.9%,73,0.56,39,15.5%
Deron Williams,22.3,UTA,Point,654,78,29.1%,56,107.9,72,38.2%,50,1.31,33,15.8%
Jason Williams,31.0,MIA,Point,110,22,16.1%,0,69.0,17,19.2%,33,1.19,100,8.1%
Antoine Wright,22.7,BKN,Forward,149,8,11.0%,92,122.2,0,1.4%,0,0.12,38,14.7%
