Player,Age,Team,Pos,MIN,eFG% Rank,eFG%,TEAM FG%: Rim Rank,TEAM FG%: Rim,TEAM FG%: Short Mid Rank,TEAM FG%: Short Mid,TEAM FG%: Long Mid Rank,TEAM FG%: Long Mid,TEAM FG%: All Mid Rank,TEAM FG%: All Mid,TEAM FG%: Corner Three Rank,TEAM FG%: Corner Three,TEAM FG%: Non Corner Rank,TEAM FG%: Non Corner,TEAM FG%: All Three Rank,TEAM FG%: All Three
Tyrus Thomas,20.2,CHI,Big,105,38,+2.3%,34,+4.7%,14,+14.9%,27,+4.5%,18,+6.3%,46,+2.8%,61,-2.2%,58,-0.8%
Hedo Turkoglu,27.6,ORL,Wing,155,1,+18.2%,1,+24.5%,25,+7.0%,1,+17.0%,4,+13.3%,20,+13.8%,4,+20.7%,6,+14.6%
Anderson Varejao,24.1,CLE,Big,443,92,-8.1%,82,-6.4%,74,-6.1%,86,-8.4%,86,-7.5%,73,-7.7%,73,-4.9%,74,-5.3%
Jacque Vaughn,31.7,SAS,Point,192,77,-3.4%,26,+7.4%,79,-7.0%,77,-6.4%,84,-7.0%,54,+0.9%,90,-16.5%,89,-10.9%
Dwyane Wade,24.8,MIA,Combo,161,18,+4.9%,64,-3.0%,47,+1.5%,38,+2.4%,32,+3.6%,79,-11.5%,10,+15.6%,11,+11.0%
Ben Wallace,32.1,CHI,Big,369,23,+4.0%,77,-5.8%,88,-9.4%,8,+10.7%,28,+4.0%,42,+5.2%,17,+12.4%,16,+10.3%
Rasheed Wallace,32.1,DET,Big,571,78,-3.4%,68,-4.2%,73,-5.8%,46,+1.5%,56,-1.0%,91,-19.8%,18,+12.3%,53,-0.3%
Luke Walton,26.6,LAL,Forward,127,7,+9.2%,4,+13.6%,16,+12.1%,83,-8.0%,48,+0.4%,35,+7.4%,13,+13.1%,14,+10.8%
Chris Webber,33.7,DET,Big,403,9,+8.2%,20,+8.7%,26,+7.0%,26,+4.6%,19,+5.6%,25,+11.4%,19,+11.7%,12,+11.0%
Deron Williams,22.3,UTA,Point,654,22,+4.2%,33,+4.8%,36,+3.6%,82,-7.3%,67,-2.2%,11,+22.3%,48,+0.8%,21,+8.6%
Jason Williams,31.0,MIA,Point,110,13,+6.0%,27,+6.3%,4,+25.3%,28,+4.3%,11,+10.0%,26,+11.1%,60,-2.2%,49,+0.7%
Antoine Wright,22.7,NJN,Forward,149,50,+0.3%,19,+8.8%,87,-9.3%,35,+3.2%,54,-0.5%,83,-15.3%,68,-4.1%,83,-7.3%
Yao Ming,26.1,HOU,Big,259,16,+5.0%,47,+1.0%,18,+11.4%,7,+11.2%,10,+11.1%,100,0.0%,87,-10.4%,85,-8.5%
