Player,Age,Team,Pos,MIN,Usage Rank,Usage,PSA Rank,PSA,AST% Rank,AST%,AST:Usg Rank,AST:Usg,TOV% Rank,TOV%
Stephon Marbury,30.7,NYK,Combo,801,64,22.2%,58,106.1,74,24.1%,70,1.09,56,12.1%
Shawn Marion,29.5,MIA,Forward,600,62,19.4%,28,100.4,70,10.6%,60,0.55,23,14.7%
Shawn Marion,29.5,PHX,Forward,1710,37,15.6%,93,117.8,38,8.2%,57,0.53,87,8.2%
Donyell Marshall,34.5,CLE,Big,155,41,15.2%,10,85.4,35,5.1%,35,0.33,96,10.0%
Donyell Marshall,34.5,OKC,Big,146,55,16.3%,36,100.0,19,4.0%,12,0.25,64,13.1%
Darrick Martin,36.7,TOR,Point,104,22,18.0%,2,67.6,9,18.3%,19,1.02,100,0.0%
Kenyon Martin,29.8,DEN,Big,2148,48,15.8%,69,110.6,48,6.2%,50,0.39,82,11.6%
Kevin Martin,24.7,SAC,Combo,2213,76,24.9%,98,124.2,4,9.7%,0,0.39,82,10.6%
Desmond Mason,30.1,MIL,Forward,1692,42,16.4%,38,104.0,72,10.8%,80,0.66,40,12.9%
Roger Mason Jr.,27.1,WAS,Combo,1593,24,18.8%,88,116.6,18,13.3%,22,0.71,84,10.1%
Jason Maxiell,24.7,DET,Big,1671,42,15.2%,75,113.8,20,4.2%,17,0.27,79,11.7%
DJ Mbenga,26.8,GSW,Big,114,5,8.8%,4,77.3,29,4.7%,74,0.54,72,12.5%
DJ Mbenga,26.8,LAL,Big,156,33,14.0%,47,104.3,14,3.6%,15,0.26,48,14.6%
Rashad McCants,23.1,MIN,Combo,1997,94,26.2%,76,111.2,22,13.8%,8,0.52,28,15.0%
Antonio McDyess,33.1,DET,Big,2275,34,14.0%,39,101.3,47,6.0%,55,0.43,88,11.1%
Tracy McGrady,28.4,HOU,Wing,2433,99,31.8%,28,97.7,100,29.5%,90,0.93,81,9.5%
Dominic McGuire,22.0,WAS,Forward,583,2,10.9%,0,73.4,63,9.7%,97,0.89,0,23.5%
Jeff McInnis,33.0,CHA,Point,1365,3,13.8%,9,88.5,30,23.5%,88,1.71,3,18.2%
Chris Mihm,28.3,LAL,Big,262,74,18.7%,3,76.5,57,6.9%,45,0.37,49,14.4%
CJ Miles,20.6,UTA,Wing,611,32,16.5%,80,115.2,47,11.0%,60,0.67,67,10.4%
Darko Milicic,22.4,MEM,Big,1649,56,16.6%,18,90.9,42,5.5%,33,0.33,33,16.5%
Andre Miller,31.6,PHI,Combo,3004,88,25.6%,66,108.0,96,31.8%,92,1.24,54,12.1%
Brad Miller,31.6,SAC,Big,2509,69,18.5%,74,112.0,96,16.1%,95,0.87,43,15.8%
Mike Miller,27.7,MEM,Wing,2464,63,19.6%,97,128.4,79,15.4%,78,0.78,7,16.9%
Paul Millsap,22.7,UTA,Big,1599,57,16.8%,65,109.1,58,7.0%,53,0.42,63,13.2%
Yao Ming,27.1,HOU,Big,2038,98,25.5%,87,118.4,87,11.6%,62,0.45,37,16.1%
Cuttino Mobley,32.2,LAC,Wing,2687,55,18.4%,39,103.0,66,13.2%,65,0.71,48,11.5%
Nazr Mohammed,30.2,DET,Big,182,40,15.1%,12,87.5,23,4.3%,20,0.28,80,11.7%
Nazr Mohammed,30.2,CHA,Big,1419,72,18.6%,63,108.4,70,8.0%,55,0.43,45,15.5%
Jamario Moon,27.4,TOR,Forward,2129,13,13.2%,60,107.5,17,6.0%,37,0.46,85,8.5%
Mikki Moore,32.0,SAC,Big,2378,18,11.6%,94,125.1,40,5.3%,64,0.46,23,18.1%
Randolph Morris,21.8,NYK,Big,173,71,18.6%,2,75.4,4,2.0%,1,0.11,74,12.4%
Alonzo Mourning,37.7,MIA,Big,388,59,17.2%,76,114.0,7,2.7%,3,0.16,25,17.6%
Troy Murphy,27.5,IND,Big,2088,64,17.9%,79,114.5,88,12.1%,87,0.68,87,11.2%
Ronald Murray,28.3,IND,Point,510,89,27.4%,31,100.8,34,24.3%,6,0.89,17,16.4%
Ronald Murray,28.3,DET,Point,280,80,24.8%,8,87.3,66,28.9%,39,1.17,34,14.5%
Dikembe Mutombo,41.4,HOU,Big,607,3,8.1%,85,116.8,1,1.2%,2,0.15,39,15.9%
Bostjan Nachbar,27.3,BKN,Forward,1571,67,19.7%,48,105.8,67,10.2%,50,0.52,65,11.5%
Eduardo Najera,31.3,DEN,Big,1588,17,11.4%,77,114.0,69,7.9%,87,0.70,67,12.8%
Steve Nash,33.7,PHX,Point,2776,94,28.0%,100,130.4,97,44.7%,83,1.60,13,16.9%
Juan Carlos Navarro,27.4,MEM,Wing,2066,66,20.1%,58,108.3,64,12.9%,55,0.64,31,13.7%
Jameer Nelson,25.7,ORL,Point,1957,58,22.0%,86,113.3,73,29.9%,59,1.36,30,14.8%
Rasho Nesterovic,31.4,TOR,Big,1455,46,15.7%,74,113.4,72,8.6%,77,0.54,76,12.2%
Ira Newble,32.8,CLE,Forward,613,8,12.4%,43,104.6,2,3.1%,5,0.25,5,17.4%
Joakim Noah,22.7,CHI,Big,1459,45,15.4%,55,106.2,72,8.3%,76,0.54,33,16.5%
Andres Nocioni,27.9,CHI,Wing,1999,81,22.5%,60,109.1,19,8.3%,5,0.37,40,13.1%
Steve Novak,24.4,HOU,Forward,185,23,15.0%,100,133.8,12,5.0%,15,0.33,100,3.3%
Dirk Nowitzki,29.4,DAL,Big,2762,100,28.1%,86,117.5,98,17.1%,83,0.61,97,9.6%
Jermaine O'Neal,29.1,IND,Big,1204,94,24.2%,28,97.6,91,13.0%,75,0.54,42,15.8%
Shaquille O'Neal,35.7,PHX,Big,799,83,20.3%,90,120.7,76,8.8%,56,0.43,7,22.7%
Shaquille O'Neal,35.7,MIA,Big,942,93,23.8%,80,114.9,77,8.9%,46,0.37,11,20.6%
Fabricio Oberto,32.6,SAS,Big,1617,12,10.2%,93,122.8,77,8.9%,96,0.88,47,14.8%
Lamar Odom,28.0,LAL,Big,2908,58,16.8%,82,116.3,94,13.8%,94,0.82,55,14.1%
Emeka Okafor,25.1,CHA,Big,2701,66,18.0%,71,110.9,25,4.4%,11,0.24,44,15.6%
Mehmet Okur,28.4,UTA,Big,2378,74,18.7%,72,111.2,79,9.0%,67,0.48,93,10.5%
Kevin Ollie,34.8,PHI,Point,247,2,11.9%,41,103.6,6,16.9%,67,1.42,98,6.1%
Travis Outlaw,23.1,POR,Forward,2143,90,24.7%,25,99.1,57,9.4%,18,0.38,78,9.6%
Andre Owens,27.0,IND,Point,337,20,17.7%,39,103.0,8,18.0%,17,1.02,6,17.7%
Zaza Pachulia,23.7,ATL,Big,912,65,17.9%,43,103.0,46,5.8%,29,0.32,17,19.3%
Jannero Pargo,28.0,NOP,Combo,1398,86,25.6%,20,93.8,54,20.1%,30,0.79,76,10.7%
Anthony Parker,32.4,TOR,Wing,2616,31,16.5%,83,116.2,45,10.7%,57,0.65,82,9.3%
Smush Parker,26.4,MIA,Point,173,17,16.6%,5,79.6,3,14.8%,8,0.89,48,13.4%
Smush Parker,26.4,LAC,Combo,379,38,21.2%,6,83.5,92,29.2%,96,1.38,4,18.6%
Tony Parker,25.5,SAS,Point,2302,97,31.3%,67,108.2,81,32.7%,23,1.05,83,10.9%
Ruben Patterson,32.3,LAC,Wing,318,50,18.2%,31,99.0,20,8.5%,19,0.47,2,20.8%
Chris Paul,22.5,NOP,Point,3001,100,31.5%,91,115.7,100,50.1%,81,1.59,91,9.6%
Sasha Pavlovic,24.0,CLE,Wing,1172,56,18.8%,7,85.3,52,11.3%,43,0.60,55,11.1%
Oleksiy Pecherov,21.9,WAS,Forward,257,70,20.8%,8,85.5,5,4.5%,2,0.22,47,12.2%
Kendrick Perkins,23.0,BOS,Big,1907,26,12.9%,95,126.3,50,6.3%,69,0.49,6,23.8%
Morris Peterson,30.2,NOP,Wing,1781,10,13.6%,65,110.3,2,5.2%,6,0.38,95,7.8%
Johan Petro,21.8,OKC,Big,1206,51,16.1%,14,88.5,16,3.8%,10,0.23,52,14.3%
Paul Pierce,30.1,BOS,Forward,2864,92,25.7%,95,120.1,97,21.0%,92,0.82,35,13.9%
Mickael Pietrus,25.7,GSW,Forward,1268,20,14.2%,63,108.9,7,4.8%,17,0.34,73,10.6%
Scot Pollard,32.7,BOS,Big,171,8,9.3%,91,121.9,7,2.7%,23,0.29,47,14.9%
James Posey,30.8,BOS,Forward,1714,12,13.2%,83,115.0,68,10.2%,88,0.77,45,12.4%
Leon Powe,23.8,BOS,Big,719,72,18.6%,96,127.2,15,3.7%,8,0.20,94,10.3%
Josh Powell,24.8,LAC,Big,1157,40,15.1%,28,97.0,56,6.7%,58,0.44,44,15.6%
Kasib Powell,26.6,MIA,Wing,291,42,17.4%,5,83.7,51,11.2%,54,0.64,99,4.0%
Ronnie Price,24.4,UTA,Combo,538,30,20.2%,46,102.6,52,20.1%,64,0.99,64,11.4%
Tayshaun Prince,27.7,DET,Wing,2676,71,20.3%,40,103.7,82,16.6%,79,0.82,97,7.7%
Joel Przybilla,28.1,POR,Big,1812,9,9.6%,92,122.2,4,2.3%,10,0.24,3,26.0%
Chris Quinn,24.1,MIA,Point,1258,30,18.8%,75,110.5,31,23.5%,52,1.25,86,10.8%
Vladimir Radmanovic,26.9,LAL,Forward,1436,28,15.3%,88,116.9,75,11.3%,83,0.74,33,14.1%
Zach Randolph,26.3,NYK,Forward,2237,97,26.3%,33,102.7,78,11.8%,35,0.45,32,14.1%
Theo Ratliff,34.5,DET,Big,220,21,12.3%,31,98.0,31,5.0%,52,0.41,35,16.2%
Theo Ratliff,34.5,MIN,Big,213,33,14.0%,79,114.5,36,5.1%,44,0.36,21,18.3%
Michael Redd,28.2,MIL,Wing,2696,95,26.7%,76,113.2,80,16.0%,42,0.60,52,11.1%
JJ Redick,23.4,ORL,Wing,215,60,19.2%,56,107.8,17,8.0%,11,0.42,79,9.5%
Chris Richard,22.9,MIN,Big,525,10,9.7%,29,97.8,26,4.5%,66,0.47,9,21.4%
Jason Richardson,26.8,CHA,Wing,3137,90,24.8%,66,110.7,77,14.9%,44,0.60,76,9.7%
Quentin Richardson,27.6,NYK,Wing,1837,28,16.1%,11,88.8,37,9.9%,48,0.62,64,10.6%
Luke Ridnour,26.7,OKC,Point,1173,45,20.9%,20,95.6,70,29.5%,66,1.41,53,13.3%
Nate Robinson,23.4,NYK,Point,1804,73,23.5%,58,106.9,14,19.1%,2,0.81,89,10.2%
Sergio Rodriguez,21.4,POR,Point,584,77,24.0%,6,83.8,86,36.1%,77,1.50,9,17.3%
Rajon Rondo,21.7,BOS,Point,2278,52,21.3%,42,103.6,48,26.3%,47,1.23,45,13.9%
Malik Rose,32.9,NYK,Forward,452,72,20.9%,7,84.4,65,10.0%,40,0.48,20,14.7%
Quinton Ross,26.5,LAC,Forward,1455,5,11.9%,10,85.7,53,9.1%,87,0.76,92,7.9%
Brandon Roy,23.3,POR,Wing,2784,96,27.1%,52,106.6,99,27.3%,95,1.01,90,8.6%
Michael Ruffin,30.8,MIL,Big,547,1,7.7%,25,95.9,45,5.8%,90,0.75,15,19.5%
Kareem Rush,27.0,IND,Wing,1436,47,17.9%,37,101.2,36,9.9%,31,0.55,72,9.9%
John Salmons,27.9,SAC,Wing,2475,65,20.0%,74,112.8,67,13.8%,62,0.69,13,15.3%
Brian Scalabrine,29.6,BOS,Forward,427,7,12.4%,3,81.6,73,10.9%,95,0.88,3,17.9%
Luis Scola,27.5,HOU,Big,1981,68,18.4%,63,108.6,74,8.7%,66,0.48,71,12.6%
Thabo Sefolosha,23.5,CHI,Wing,1338,43,17.5%,36,100.7,72,14.4%,80,0.82,9,16.5%
Ramon Sessions,21.6,MIL,Point,417,50,21.2%,38,102.5,91,40.6%,95,1.91,20,15.9%
Bobby Simmons,27.4,MIL,Wing,1408,36,16.8%,30,98.7,26,8.9%,27,0.53,27,14.0%
Brian Skinner,31.5,PHX,Big,786,25,12.8%,36,100.0,5,2.6%,7,0.20,28,17.4%
Craig Smith,24.0,MIN,Big,1507,69,18.5%,88,119.7,53,6.5%,42,0.35,54,14.1%
JR Smith,22.1,DEN,Wing,1280,83,23.9%,93,122.1,68,13.8%,38,0.58,39,13.2%
Jason Smith,21.7,PHI,Big,1026,36,14.4%,35,99.7,8,2.8%,7,0.19,55,14.0%
Joe Smith,32.3,CLE,Big,569,48,15.9%,56,106.5,43,5.6%,38,0.35,87,11.2%
Joe Smith,32.3,CHI,Big,1142,87,21.0%,42,102.6,63,7.4%,40,0.35,98,9.1%
Josh Smith,21.9,ATL,Big,2860,94,24.4%,51,104.7,97,16.2%,86,0.66,40,15.9%
Eric Snow,34.5,CLE,Point,279,0,11.4%,0,50.0,16,19.9%,89,1.75,59,13.1%
Kirk Snyder,24.4,MIN,Wing,671,41,17.2%,86,118.0,55,11.9%,63,0.69,5,18.9%
Darius Songaila,29.7,WAS,Big,1476,60,17.2%,33,98.5,94,13.8%,94,0.80,45,15.5%
Jerry Stackhouse,33.0,DAL,Wing,1409,78,22.0%,48,105.7,86,17.2%,77,0.78,41,12.6%
DeShawn Stevenson,26.6,WAS,Wing,2557,46,17.8%,50,106.2,78,15.2%,83,0.85,69,10.3%
Peja Stojakovic,30.4,NOP,Forward,2710,47,17.1%,90,117.2,15,5.3%,10,0.31,98,6.0%
Awvee Storey,30.5,MIL,Wing,161,37,16.9%,9,87.1,62,12.8%,71,0.76,98,6.3%
Damon Stoudamire,34.2,SAS,Point,359,39,20.3%,3,75.0,13,18.8%,13,0.92,19,16.2%
Damon Stoudamire,34.2,MEM,Point,623,48,21.0%,52,105.5,45,25.8%,44,1.23,11,17.2%
Salim Stoudamire,25.1,ATL,Combo,362,46,21.4%,44,101.9,10,11.1%,6,0.52,60,11.7%
Amar'e Stoudemire,25.0,PHX,Big,2656,96,24.8%,99,132.9,61,7.2%,23,0.29,80,11.7%
DJ Strawberry,22.4,PHX,Combo,174,14,17.0%,0,75.4,20,13.4%,32,0.79,98,7.8%
Rodney Stuckey,21.5,DET,Combo,940,78,25.2%,28,98.0,72,24.1%,60,0.96,46,12.9%
Stromile Swift,27.9,MEM,Big,538,77,19.2%,73,112.0,55,6.6%,37,0.35,31,16.8%
Stromile Swift,27.9,BKN,Big,273,45,15.4%,23,95.6,3,1.9%,2,0.13,61,13.3%
Wally Szczerbiak,30.7,OKC,Wing,1099,76,21.6%,79,114.7,33,9.2%,13,0.43,73,9.8%
Wally Szczerbiak,30.7,CLE,Wing,542,57,18.9%,13,90.0,46,10.8%,34,0.57,87,8.8%
Sebastian Telfair,22.4,MIN,Point,1911,38,20.0%,16,92.7,61,28.1%,64,1.41,58,13.1%
Jason Terry,30.1,DAL,Combo,2565,48,21.5%,86,115.5,40,17.5%,36,0.81,96,7.8%
Kenny Thomas,30.3,SAC,Big,275,12,10.4%,6,78.0,65,7.6%,89,0.73,0,32.8%
Kurt Thomas,35.1,SAS,Big,491,22,12.4%,21,94.4,17,3.9%,26,0.31,52,14.3%
Kurt Thomas,35.1,OKC,Big,1059,23,12.6%,57,106.7,64,7.5%,82,0.60,98,9.4%
Tim Thomas,30.7,LAC,Big,1926,83,20.1%,40,102.0,96,15.5%,91,0.77,83,11.5%
Tyrus Thomas,21.2,CHI,Big,1291,76,19.1%,26,96.6,87,10.9%,80,0.57,65,12.9%
Al Thornton,23.9,LAC,Forward,2075,78,22.9%,30,101.7,50,8.7%,20,0.38,57,11.7%
Jamaal Tinsley,29.7,IND,Point,1291,83,25.5%,14,91.7,88,36.9%,70,1.45,14,16.9%
Ronny Turiaf,24.8,LAL,Big,1406,54,16.3%,62,108.0,90,12.8%,93,0.79,69,12.7%
Hedo Turkoglu,28.6,ORL,Forward,3011,95,26.3%,87,116.1,98,22.4%,93,0.85,30,14.2%
Ime Udoka,30.2,SAS,Forward,1224,30,15.4%,55,106.8,30,7.4%,38,0.48,27,14.5%
Beno Udrih,25.3,SAC,Point,2062,53,21.5%,70,109.6,22,22.2%,22,1.03,25,15.0%
Anderson Varejao,25.1,CLE,Big,1307,25,12.8%,30,97.8,51,6.3%,70,0.49,34,16.3%
Jacque Vaughn,32.7,SAS,Point,1065,23,18.1%,17,93.3,28,23.4%,56,1.29,70,12.7%
Charlie Villanueva,23.2,MIL,Big,1733,90,21.9%,40,101.6,60,7.1%,31,0.33,79,11.7%
Jake Voskuhl,30.0,MIL,Big,323,30,13.5%,52,105.0,26,4.5%,34,0.33,6,24.0%
Sasha Vujacic,23.6,LAL,Wing,1210,45,17.7%,92,120.6,21,8.5%,20,0.48,78,9.6%
Dwyane Wade,25.8,MIA,Combo,1949,100,34.8%,72,110.0,100,33.7%,62,0.97,26,15.0%
Antoine Walker,31.2,MIN,Forward,878,75,21.9%,15,91.5,47,8.6%,23,0.39,75,10.5%
Ben Wallace,33.1,CLE,Big,574,7,9.0%,19,91.2,12,3.4%,47,0.38,41,15.9%
Ben Wallace,33.1,CHI,Big,1624,14,10.7%,6,77.5,71,8.3%,91,0.78,71,12.6%
Gerald Wallace,25.3,CHA,Forward,2369,88,24.5%,72,110.2,93,15.9%,78,0.65,28,14.3%
Rasheed Wallace,33.1,DET,Big,2337,80,19.8%,50,104.6,82,9.6%,68,0.48,99,8.9%
Luke Walton,27.6,LAL,Forward,1680,43,16.8%,32,101.9,95,18.0%,100,1.07,22,14.7%
Hakim Warrick,25.3,MEM,Big,1702,78,19.4%,72,111.3,41,5.5%,20,0.28,90,11.0%
Darius Washington,21.9,SAS,Combo,115,40,21.3%,26,97.6,32,16.2%,26,0.76,16,17.1%
CJ Watson,23.5,GSW,Point,313,6,15.5%,36,102.2,0,13.2%,5,0.85,77,12.3%
Earl Watson,28.4,OKC,Point,2254,64,22.9%,44,104.0,84,36.1%,80,1.58,31,14.5%
Chris Webber,34.7,GSW,Big,125,60,17.2%,22,94.6,99,18.8%,99,1.09,9,21.8%
Martell Webster,20.9,POR,Wing,2098,29,16.2%,64,110.1,11,6.7%,9,0.42,49,11.5%
Bonzi Wells,31.1,HOU,Wing,1102,79,22.1%,26,97.3,58,12.4%,32,0.56,23,14.1%
Bonzi Wells,31.1,NOP,Wing,436,73,20.5%,47,105.6,14,7.1%,3,0.35,21,14.5%
David West,27.2,NOP,Big,2867,97,24.9%,58,107.1,83,10.4%,54,0.42,93,10.7%
Delonte West,24.3,OKC,Combo,672,66,22.6%,12,87.5,84,25.7%,80,1.13,6,18.4%
Delonte West,24.3,CLE,Point,801,27,18.5%,66,107.7,27,22.8%,45,1.23,22,15.4%
Mario West,23.4,ATL,Combo,206,0,10.3%,60,107.1,0,6.9%,16,0.67,92,8.8%
Chris Wilcox,25.2,OKC,Big,1719,77,19.3%,71,110.7,59,7.0%,44,0.36,61,13.3%
Damien Wilkins,27.8,OKC,Wing,1783,61,19.5%,20,95.8,60,12.5%,56,0.64,60,10.8%
Aaron Williams,36.1,LAC,Big,293,19,11.6%,67,109.7,39,5.3%,63,0.45,23,18.1%
Deron Williams,23.3,UTA,Point,3045,92,27.8%,95,120.1,94,42.6%,78,1.53,28,14.8%
Jason Williams,32.0,MIA,Point,1881,34,19.3%,34,102.1,42,25.5%,58,1.32,80,11.4%
Lou Williams,21.0,PHI,Combo,1761,92,26.1%,48,103.6,78,24.1%,54,0.93,68,11.4%
Marcus Williams,21.9,BKN,Combo,800,70,23.7%,36,99.7,90,29.0%,90,1.22,10,17.9%
Marvin Williams,21.4,ATL,Forward,2748,60,18.9%,57,107.3,42,8.3%,32,0.44,68,11.1%
Mo Williams,24.9,MIL,Point,2398,81,24.8%,89,115.4,72,29.8%,42,1.20,42,14.0%
Sean Williams,21.1,BKN,Big,1221,28,13.2%,70,110.7,13,3.6%,16,0.27,30,17.1%
Shawne Williams,21.7,IND,Forward,912,68,19.9%,37,103.6,62,9.6%,42,0.48,62,11.5%
Shelden Williams,24.0,SAC,Big,337,63,17.4%,41,102.5,12,3.5%,9,0.20,38,16.0%
Shelden Williams,24.0,ATL,Big,374,31,13.6%,13,87.6,28,4.7%,36,0.34,81,11.6%
Metta World Peace,28.0,SAC,Forward,2165,93,25.9%,53,106.6,92,15.8%,67,0.61,63,11.5%
Antoine Wright,23.7,DAL,Wing,139,18,14.8%,35,100.0,42,10.5%,64,0.71,1,21.2%
Antoine Wright,23.7,BKN,Wing,1016,17,14.7%,22,96.6,53,11.3%,72,0.76,51,11.1%
Brandan Wright,20.1,GSW,Big,293,29,13.5%,93,122.7,10,3.4%,12,0.25,92,10.8%
Dorell Wright,21.9,MIA,Forward,1065,18,13.9%,62,107.6,45,8.5%,68,0.61,83,8.8%
Julian Wright,20.5,NOP,Forward,572,27,15.3%,92,117.3,60,9.5%,72,0.62,7,16.8%
Lorenzen Wright,32.0,ATL,Big,147,1,7.4%,1,65.0,13,3.5%,67,0.48,99,8.9%
Jianlian Yi,20.0,MIL,Big,1601,61,17.3%,25,96.0,44,5.6%,29,0.32,48,14.5%
Nick Young,22.4,WAS,Wing,1046,88,24.6%,54,107.5,44,10.6%,14,0.43,16,15.1%
Thaddeus Young,19.4,PHI,Forward,1461,35,15.4%,73,112.2,10,4.9%,12,0.32,53,11.7%
