Player,Age,Team,Pos,MIN,BLK% Rank,BLK%,STL% Rank,STL%,FOUL% Rank,FOUL%,fgOR% Rank,fgOR%,fgDR% Rank,fgDR%,ftOR% Rank,ftOR%,ftDR% Rank,ftDR%
Kirk Hinrich,31.8,CHI,Combo,162,38,0.3%,69,2.3%,31,3.4%,31,0.7%,8,5.9%,0,0.0%,85,10.0%
Al Horford,26.4,ATL,Big,217,32,1.3%,70,1.3%,93,2.9%,20,6.0%,80,20.5%,0,0.0%,0,0.0%
Dwight Howard,26.9,LAL,Big,126,84,3.4%,32,0.7%,75,4.0%,59,9.1%,95,29.2%,0,0.0%,0,0.0%
Serge Ibaka,23.1,OKC,Big,365,98,5.0%,0,0.0%,57,4.7%,75,11.1%,36,13.7%,70,6.7%,43,22.7%
Andre Iguodala,28.8,DEN,Wing,242,31,0.5%,93,2.1%,100,1.1%,79,3.9%,93,17.9%,0,0.0%,83,33.3%
Ersan Ilyasova,25.5,MIL,Big,117,11,0.5%,95,1.9%,98,2.7%,57,8.8%,66,18.5%,0,0.0%,59,33.3%
Jarrett Jack,29.0,GSW,Point,425,69,0.5%,19,1.2%,81,2.5%,63,1.8%,88,11.3%,0,0.0%,94,3.4%
Reggie Jackson,22.5,OKC,Combo,355,77,0.9%,15,0.7%,23,3.6%,46,1.2%,92,13.8%,0,0.0%,77,8.3%
LeBron James,27.8,MIA,Forward,958,85,1.1%,85,2.0%,100,1.5%,77,4.6%,100,17.4%,0,0.0%,54,19.0%
Brandon Jennings,23.1,MIL,Point,133,63,0.4%,100,3.2%,94,1.8%,25,0.9%,31,7.5%,0,0.0%,0,0.0%
Ivan Johnson,28.6,ATL,Big,107,41,1.6%,86,1.7%,0,9.4%,43,7.9%,14,11.2%,80,11.1%,0,0.0%
Joe Johnson,31.3,BKN,Wing,271,0,0.0%,52,1.4%,90,2.3%,28,1.5%,7,7.2%,0,0.0%,17,5.9%
DeAndre Jordan,24.3,LAC,Big,143,89,3.8%,9,0.3%,41,5.8%,80,12.2%,32,13.5%,0,0.0%,93,60.0%
Cory Joseph,21.2,SAS,Point,172,88,0.6%,56,1.6%,38,3.8%,94,4.4%,100,13.5%,0,0.0%,0,0.0%
Jason Kidd,39.6,NYK,Combo,247,92,1.0%,77,2.4%,85,2.4%,69,2.8%,100,15.9%,0,0.0%,92,14.3%
Kyle Korver,31.6,ATL,Wing,177,90,1.2%,3,0.5%,55,3.7%,0,0.0%,31,9.9%,0,0.0%,76,27.3%
Kosta Koufos,23.7,DEN,Big,100,50,2.1%,68,1.3%,55,4.8%,39,7.8%,30,12.9%,95,25.0%,89,50.0%
Carl Landry,29.1,GSW,Big,244,9,0.4%,66,1.3%,66,4.3%,61,9.5%,55,16.8%,0,0.0%,11,7.1%
Ty Lawson,25.0,DEN,Point,235,0,0.0%,63,1.8%,88,2.2%,75,2.1%,50,7.7%,0,0.0%,0,0.0%
Kawhi Leonard,21.3,SAS,Forward,771,38,0.8%,92,2.3%,85,2.3%,100,7.1%,92,16.7%,69,3.4%,85,41.0%
Brook Lopez,24.6,BKN,Big,262,95,4.5%,48,1.1%,89,3.1%,70,10.8%,2,9.1%,89,20.0%,9,6.7%
Ian Mahinmi,26.0,IND,Big,139,100,5.5%,0,0.0%,14,7.9%,95,14.3%,20,12.6%,0,0.0%,57,30.0%
Kenyon Martin,34.8,NYK,Big,251,93,4.2%,91,1.8%,16,7.8%,27,6.7%,50,15.9%,0,0.0%,36,18.2%
Kevin Martin,29.7,OKC,Wing,315,38,0.5%,31,1.0%,93,2.2%,10,0.7%,21,9.0%,0,0.0%,31,8.7%
Luc Mbah a Moute,26.1,MIL,Forward,135,0,0.0%,62,1.4%,62,3.1%,69,3.3%,8,8.0%,0,0.0%,62,22.2%
JaVale McGee,24.8,DEN,Big,111,73,2.8%,82,1.5%,48,4.9%,100,16.0%,25,12.9%,0,0.0%,48,25.0%
Andre Miller,36.6,DEN,Combo,153,0,0.0%,8,0.6%,100,1.7%,100,7.3%,23,6.6%,0,0.0%,0,0.0%
Mike Miller,32.7,MIA,Wing,209,41,0.5%,76,1.6%,17,5.1%,21,1.2%,62,12.0%,0,0.0%,59,20.0%
Nazr Mohammed,35.2,CHI,Big,100,70,2.8%,14,0.5%,36,5.9%,82,12.8%,73,18.7%,89,20.0%,39,20.0%
Gary Neal,28.1,SAS,Combo,377,15,0.1%,0,0.4%,15,3.7%,8,0.3%,85,11.5%,0,0.0%,54,4.3%
Joakim Noah,27.7,CHI,Big,408,86,3.6%,55,1.1%,64,4.5%,89,13.5%,48,15.8%,0,0.0%,59,33.3%
Lamar Odom,33.0,LAC,Big,106,64,2.7%,100,2.3%,27,6.4%,9,4.3%,64,18.2%,0,0.0%,45,23.1%
Tony Parker,30.5,SAS,Point,762,31,0.2%,31,1.5%,100,1.4%,81,2.1%,19,7.5%,0,0.0%,81,2.3%
Chandler Parsons,24.0,HOU,Forward,237,23,0.4%,0,0.2%,69,2.8%,62,3.1%,38,13.4%,0,0.0%,23,11.1%
Chris Paul,27.5,LAC,Point,223,0,0.0%,88,2.4%,56,3.5%,56,1.6%,75,11.3%,0,0.0%,0,0.0%
Kendrick Perkins,28.0,OKC,Big,209,34,1.3%,89,1.8%,18,7.3%,34,7.0%,18,12.2%,0,0.0%,18,10.0%
Johan Petro,26.8,ATL,Big,100,52,2.2%,11,0.5%,11,8.0%,2,3.8%,75,19.1%,0,0.0%,0,0.0%
Paul Pierce,35.1,BOS,Wing,255,62,0.7%,28,1.0%,38,3.8%,41,2.0%,38,10.3%,0,0.0%,93,41.7%
Quincy Pondexter,24.6,MEM,Forward,347,15,0.3%,69,1.4%,31,3.8%,8,2.3%,15,9.0%,69,3.4%,0,5.6%
Pablo Prigioni,35.5,NYK,Point,226,38,0.3%,94,3.2%,25,4.3%,38,1.0%,25,7.5%,0,0.0%,0,0.0%
Tayshaun Prince,32.7,MEM,Wing,453,55,0.6%,17,0.7%,97,1.8%,69,2.7%,41,10.4%,93,2.8%,45,12.5%
Zach Randolph,31.3,MEM,Big,553,18,0.8%,39,0.8%,84,3.3%,66,10.7%,68,18.5%,68,5.9%,32,15.0%
Nate Robinson,28.4,CHI,Point,403,44,0.3%,25,1.4%,31,4.2%,44,1.4%,38,7.5%,100,5.3%,0,0.0%
Larry Sanders,23.9,MIL,Big,112,57,2.5%,64,1.2%,23,7.0%,64,10.3%,86,21.5%,0,0.0%,89,50.0%
Thabo Sefolosha,28.5,OKC,Wing,299,79,0.7%,83,1.8%,48,3.8%,83,4.3%,72,12.5%,0,0.0%,48,14.3%
Iman Shumpert,22.4,NYK,Wing,331,45,0.6%,86,1.9%,21,4.8%,90,5.3%,97,18.2%,0,0.0%,59,20.0%
JR Smith,27.1,NYK,Wing,349,86,0.9%,62,1.5%,66,3.3%,34,1.8%,55,11.6%,0,0.0%,100,42.9%
Josh Smith,26.9,ATL,Forward,198,54,0.8%,100,2.7%,15,5.1%,85,5.5%,62,15.4%,0,0.0%,100,55.6%
Tiago Splitter,27.8,SAS,Big,384,48,1.9%,93,1.9%,45,5.5%,25,6.1%,0,8.6%,0,0.0%,27,13.6%
Lance Stephenson,22.2,IND,Wing,670,7,0.2%,72,1.6%,76,2.6%,66,2.5%,100,19.9%,0,0.0%,34,9.1%
Jeff Teague,24.4,ATL,Point,212,81,0.5%,75,2.0%,50,3.6%,50,1.5%,13,7.1%,0,0.0%,0,0.0%
Jason Terry,35.1,BOS,Combo,189,62,0.6%,31,1.1%,77,2.4%,0,0.0%,31,7.0%,0,0.0%,0,0.0%
Klay Thompson,22.7,GSW,Wing,494,76,0.7%,34,1.1%,34,3.9%,38,2.0%,14,8.0%,0,0.0%,69,20.6%
Dwyane Wade,30.8,MIA,Combo,778,100,1.7%,85,2.4%,69,2.6%,92,5.6%,69,9.1%,0,0.0%,69,5.9%
Gerald Wallace,30.3,BKN,Forward,242,77,0.9%,54,1.4%,46,3.7%,23,2.3%,23,10.1%,0,0.0%,31,15.4%
CJ Watson,28.5,BKN,Combo,159,46,0.4%,38,1.5%,38,3.2%,77,3.3%,46,8.2%,0,0.0%,92,14.3%
David West,32.2,IND,Big,687,27,1.2%,41,0.9%,95,2.8%,32,6.7%,43,14.8%,75,6.8%,34,17.1%
Deron Williams,28.4,BKN,Point,291,94,0.8%,13,1.1%,63,2.8%,6,0.4%,56,8.0%,0,0.0%,0,0.0%
Sam Young,27.4,IND,Wing,126,24,0.4%,66,1.5%,3,5.8%,97,9.0%,86,14.9%,100,11.1%,0,0.0%
