Player,Age,Team,Pos,MIN,eFG% Rank,eFG%,SHOT FREQUENCY: Rim Rank,SHOT FREQUENCY: Rim,SHOT FREQUENCY: Short Mid Rank,SHOT FREQUENCY: Short Mid,SHOT FREQUENCY: Long Mid Rank,SHOT FREQUENCY: Long Mid,SHOT FREQUENCY: All Mid Rank,SHOT FREQUENCY: All Mid,SHOT FREQUENCY: Corner Three Rank,SHOT FREQUENCY: Corner Three,SHOT FREQUENCY: Non Corner Rank,SHOT FREQUENCY: Non Corner,SHOT FREQUENCY: All Three Rank,SHOT FREQUENCY: All Three
Shareef Abdur-Rahim,27.9,POR,Forward,1856,11,+3.0%,45,+0.4%,78,-1.2%,46,+0.1%,67,-1.1%,80,-0.8%,18,+1.6%,38,+0.8%
Cory Alexander,31.4,CHA,Point,169,57,-0.4%,93,-4.0%,84,-1.6%,8,+3.5%,20,+2.0%,1,+2.5%,63,-0.5%,20,+2.0%
Malik Allen,26.3,MIA,Big,243,3,+4.7%,71,-1.6%,66,-0.6%,26,+1.2%,37,+0.6%,10,+1.3%,59,-0.3%,36,+1.0%
Malik Allen,26.3,CHA,Big,238,4,+4.2%,91,-3.6%,92,-2.6%,15,+2.0%,57,-0.6%,0,+4.0%,47,+0.2%,4,+4.2%
Ray Allen,29.3,SEA,Wing,3057,56,-0.4%,21,+2.2%,43,+0.3%,6,+3.9%,7,+4.2%,98,-2.3%,99,-4.1%,100,-6.4%
Tony Allen,22.8,BOS,Wing,1207,59,-0.5%,36,+0.9%,72,-0.9%,33,+0.8%,50,-0.1%,48,+0.1%,71,-0.9%,65,-0.8%
Rafer Alston,28.3,TOR,Point,2714,39,+0.6%,46,+0.3%,26,+1.0%,48,-0.1%,32,+0.9%,89,-1.3%,50,+0.1%,71,-1.1%
Chris Andersen,26.3,NOH,Big,1388,92,-3.1%,48,+0.1%,32,+0.7%,80,-2.0%,69,-1.3%,61,-0.3%,21,+1.5%,33,+1.2%
Derek Anderson,30.3,POR,Wing,1234,27,+1.4%,74,-1.7%,12,+1.9%,41,+0.4%,17,+2.3%,57,-0.2%,61,-0.4%,60,-0.6%
Kenny Anderson,34.1,ATL,Point,715,6,+3.6%,7,+4.1%,99,-4.2%,13,+2.5%,74,-1.7%,92,-1.4%,73,-0.9%,85,-2.4%
Shandon Anderson,30.8,MIA,Forward,1116,79,-1.8%,28,+1.5%,54,-0.1%,85,-2.3%,82,-2.5%,35,+0.4%,41,+0.5%,36,+1.0%
Carmelo Anthony,20.4,DEN,Forward,2597,54,-0.2%,93,-3.9%,37,+0.5%,11,+2.8%,12,+3.2%,16,+0.9%,59,-0.3%,40,+0.6%
Rafael Araujo,24.2,TOR,Big,706,16,+2.3%,24,+1.7%,33,+0.6%,26,+1.3%,21,+1.9%,85,-1.0%,94,-2.7%,96,-3.6%
Gilbert Arenas,22.8,WAS,Wing,3266,74,-1.4%,79,-2.1%,19,+1.4%,17,+1.9%,11,+3.3%,42,+0.2%,78,-1.3%,70,-1.1%
Trevor Ariza,19.3,NYK,Wing,1333,90,-2.9%,10,+3.5%,95,-3.0%,35,+0.7%,80,-2.3%,34,+0.5%,83,-1.7%,72,-1.2%
Darrell Armstrong,36.4,NOH,Point,415,91,-3.0%,26,+1.7%,98,-3.8%,25,+1.3%,82,-2.5%,79,-0.8%,18,+1.6%,37,+0.8%
Darrell Armstrong,36.4,DAL,Point,508,32,+1.0%,34,+1.0%,71,-0.9%,89,-2.9%,91,-3.8%,45,+0.1%,8,+2.7%,12,+2.8%
Carlos Arroyo,25.3,UTA,Point,738,2,+5.3%,26,+1.7%,24,+1.1%,80,-2.0%,62,-0.9%,56,-0.2%,66,-0.7%,66,-0.8%
Carlos Arroyo,25.3,DET,Point,653,22,+1.8%,46,+0.2%,18,+1.5%,58,-0.6%,31,+0.9%,28,+0.6%,84,-1.8%,72,-1.2%
Chucky Atkins,30.2,LAL,Point,2904,34,+0.9%,17,+2.6%,20,+1.3%,89,-2.9%,73,-1.6%,70,-0.5%,63,-0.5%,68,-1.0%
Stacey Augmon,36.3,ORL,Wing,604,25,+1.5%,80,-2.2%,88,-2.1%,69,-1.2%,87,-3.3%,2,+2.4%,5,+3.1%,1,+5.5%
Vin Baker,32.9,NYK,Big,156,0,+9.2%,0,+9.8%,93,-2.8%,98,-5.6%,99,-8.4%,100,-2.8%,21,+1.4%,76,-1.4%
Marcus Banks,23.0,BOS,Point,1062,94,-3.3%,75,-1.8%,72,-0.9%,45,+0.2%,61,-0.8%,36,+0.4%,12,+2.2%,14,+2.6%
Leandro Barbosa,21.9,PHX,Combo,981,53,-0.2%,39,+0.8%,76,-1.1%,55,-0.4%,71,-1.5%,41,+0.2%,42,+0.4%,39,+0.7%
Matt Barnes,24.6,SAC,Wing,638,40,+0.6%,84,-2.6%,90,-2.3%,30,+1.0%,69,-1.3%,30,+0.6%,4,+3.4%,6,+3.9%
Andre Barrett,22.7,HOU,Point,287,48,+0.1%,98,-6.1%,3,+3.2%,61,-0.7%,15,+2.5%,2,+2.1%,19,+1.6%,7,+3.7%
Andre Barrett,22.7,ORL,Point,153,100,-7.2%,74,-1.7%,51,-0.1%,87,-2.5%,82,-2.5%,18,+0.9%,5,+3.3%,4,+4.2%
Brent Barry,32.8,SAS,Wing,1652,44,+0.3%,62,-0.9%,21,+1.2%,70,-1.2%,47,-0.0%,42,+0.2%,36,+0.7%,37,+0.9%
