Player,Age,Team,Pos,MIN,eFG% Rank,eFG%,Rim Rank,Rim,Short Mid Rank,Short Mid,Long Mid Rank,Long Mid,All Mid Rank,All Mid,Corner Three Rank,Corner Three,Non Corner Rank,Non Corner,All Three Rank,All Three
Udonis Haslem,29.4,MIA,Big,141,9,35.1%,2,40%,16,22%,53,39%,28,33%,0,0%,0,0%,0,0%
Brendan Haywood,29.9,DAL,Big,133,88,57.1%,72,65%,21,25%,0,0%,9,25%,0,0%,0,0%,0,0%
Nene Hilario,27.1,DEN,Big,168,98,62.1%,91,77%,2,0%,21,20%,5,14%,0,0%,0,0%,0,0%
George Hill,23.5,SAS,Combo,343,83,51.0%,75,57%,25,35%,75,50%,75,44%,100,37%,0,100%,78,39%
Grant Hill,37.1,PHX,Wing,449,46,49.2%,83,68%,57,42%,94,53%,91,49%,0,21%,0,0%,7,19%
Kirk Hinrich,28.8,CHI,Combo,195,67,50.0%,0,0%,0,0%,67,47%,50,40%,0,100%,0,43%,100,50%
Al Horford,23.4,ATL,Big,386,67,53.2%,56,61%,65,48%,84,48%,74,48%,0,0%,0,100%,0,100%
Dwight Howard,23.9,ORL,Big,494,95,61.4%,77,66%,86,54%,0,0%,95,54%,0,0%,0,0%,0,0%
Serge Ibaka,20.1,OKC,Big,132,93,58.1%,84,73%,100,75%,30,33%,81,50%,0,0%,0,0%,0,0%
Ersan Ilyasova,22.5,MIL,Big,150,79,54.3%,26,53%,98,71%,30,33%,81,50%,0,50%,0,38%,0,42%
Stephen Jackson,31.6,CHA,Wing,155,6,38.6%,17,46%,9,14%,86,50%,51,39%,0,0%,0,23%,3,18%
LeBron James,24.8,CLE,Forward,459,100,54.8%,90,68%,70,44%,60,38%,60,40%,0,20%,100,42%,100,40%
Antawn Jamison,33.4,CLE,Forward,373,70,50.4%,70,67%,60,44%,70,38%,70,41%,0,22%,50,27%,0,26%
Richard Jefferson,29.4,SAS,Forward,331,60,50.0%,60,67%,90,55%,50,37%,80,41%,0,0%,0,33%,0,25%
Brandon Jennings,20.1,MIL,Combo,248,33,46.2%,58,49%,83,62%,42,35%,83,44%,0,0%,40,32%,11,30%
Joe Johnson,28.3,ATL,Wing,440,14,41.2%,49,54%,49,34%,71,44%,57,40%,0,36%,5,17%,10,23%
Jason Kidd,36.6,DAL,Point,243,0,40.2%,7,29%,20,20%,7,33%,7,27%,0,20%,11,35%,11,32%
Kyle Korver,28.6,UTA,Wing,209,80,61.5%,77,67%,94,100%,91,52%,100,53%,0,33%,0,57%,93,48%
Nenad Krstic,26.3,OKC,Big,129,12,40.5%,28,54%,35,33%,30,33%,28,33%,0,0%,0,0%,0,0%
Ty Lawson,22.0,DEN,Combo,115,50,47.1%,42,45%,0,0%,75,50%,0,25%,0,100%,0,33%,0,40%
Rashard Lewis,30.2,ORL,Big,511,84,55.9%,12,50%,95,71%,72,45%,98,59%,0,38%,100,37%,100,37%
Robin Lopez,21.6,PHX,Big,100,81,54.3%,47,58%,33,29%,100,75%,70,45%,0,0%,0,0%,0,0%
Shawn Marion,31.5,DAL,Forward,148,20,41.4%,40,58%,50,37%,0,0%,30,32%,0,0%,0,0%,0,0%
Kenyon Martin,31.8,DEN,Big,204,33,49.0%,65,64%,35,33%,26,25%,19,29%,0,0%,0,0%,0,0%
Wesley Matthews,23.0,UTA,Wing,368,29,46.0%,46,54%,14,20%,11,10%,6,15%,56,50%,15,27%,38,36%
Luc Mbah a Moute,23.1,MIL,Forward,172,90,54.2%,80,68%,0,0%,10,17%,0,10%,0,0%,0,0%,0,0%
Antonio McDyess,35.2,SAS,Big,245,70,53.2%,88,77%,67,50%,77,47%,72,47%,0,0%,0,0%,0,0%
CJ Miles,22.6,UTA,Wing,336,69,51.4%,91,74%,51,41%,37,31%,43,36%,0,25%,40,33%,28,33%
Andre Miller,33.6,POR,Combo,208,0,42.6%,17,42%,58,47%,33,35%,42,39%,0,0%,0,43%,0,43%
Paul Millsap,24.7,UTA,Big,322,91,57.9%,79,67%,67,50%,86,48%,79,49%,0,0%,0,0%,0,0%
Steve Nash,35.7,PHX,Point,536,100,57.1%,93,69%,73,54%,93,53%,87,53%,0,50%,78,38%,44,39%
Jameer Nelson,27.7,ORL,Point,479,93,57.1%,80,60%,93,58%,60,46%,73,50%,0,71%,56,37%,67,40%
Joakim Noah,24.7,CHI,Big,187,58,52.8%,53,61%,67,50%,30,33%,56,41%,0,0%,0,0%,0,0%
Dirk Nowitzki,31.4,DAL,Big,229,86,56.6%,86,73%,84,51%,93,51%,93,51%,0,100%,0,50%,0,57%
Jermaine O'Neal,31.1,MIA,Big,116,2,20.5%,9,45%,12,12%,16,13%,2,12%,0,0%,0,0%,0,0%
Shaquille O'Neal,37.7,CLE,Big,242,49,51.6%,63,64%,30,28%,0,0%,16,28%,0,0%,0,0%,0,0%
Lamar Odom,30.0,LAL,Big,650,42,49.7%,74,66%,63,44%,19,15%,33,34%,0,38%,0,23%,0,26%
Zaza Pachulia,25.7,ATL,Big,135,26,46.2%,40,56%,2,0%,30,33%,21,30%,0,0%,0,0%,0,0%
Anthony Parker,34.4,CLE,Wing,327,89,63.5%,23,50%,60,43%,97,60%,94,50%,89,52%,80,41%,90,47%
Tony Parker,27.5,SAS,Point,333,47,48.1%,53,56%,60,51%,33,36%,53,43%,0,0%,0,100%,0,67%
Kendrick Perkins,25.0,BOS,Big,571,47,51.1%,44,58%,44,39%,65,43%,49,40%,0,0%,0,0%,0,0%
Paul Pierce,32.1,BOS,Wing,926,51,49.7%,57,56%,40,32%,63,43%,63,41%,22,39%,65,39%,55,39%
Mickael Pietrus,27.7,ORL,Wing,258,86,63.4%,77,67%,94,100%,14,13%,11,22%,56,50%,90,43%,86,46%
JJ Redick,25.4,ORL,Wing,244,74,52.4%,9,44%,80,50%,40,33%,51,39%,0,13%,100,55%,76,43%
Jason Richardson,28.8,PHX,Wing,531,83,61.5%,86,69%,14,20%,74,45%,34,34%,100,59%,70,40%,100,48%
Quentin Richardson,29.6,MIA,Wing,148,54,50.0%,97,100%,31,30%,26,22%,20,26%,0,75%,40,33%,66,41%
Luke Ridnour,28.7,MIL,Point,116,80,53.4%,20,43%,100,80%,80,50%,100,57%,0,100%,0,31%,0,36%
Nate Robinson,25.4,BOS,Combo,105,42,46.2%,8,38%,92,67%,50,36%,58,43%,0,33%,80,35%,33,35%
Rajon Rondo,23.7,BOS,Point,972,40,47.8%,60,57%,40,41%,13,34%,20,37%,0,25%,89,42%,56,39%
Derrick Rose,21.1,CHI,Point,211,27,46.8%,13,41%,87,57%,47,41%,67,49%,0,0%,0,33%,0,33%
John Salmons,29.9,MIL,Wing,283,20,42.2%,31,51%,91,56%,49,36%,74,43%,0,20%,0,17%,0,17%
Thabo Sefolosha,25.5,OKC,Wing,124,3,35.2%,23,50%,3,0%,0,0%,0,0%,0,29%,0,17%,0,23%
JR Smith,24.1,DEN,Wing,156,66,51.0%,89,70%,14,20%,20,20%,9,20%,0,100%,40,33%,59,41%
Josh Smith,23.9,ATL,Big,390,37,49.2%,42,57%,35,33%,60,41%,40,37%,0,100%,0,25%,0,40%
Jerry Stackhouse,35.0,MIL,Wing,134,17,41.3%,14,45%,43,33%,29,23%,14,25%,0,83%,0,0%,0,38%
Amar'e Stoudemire,27.0,PHX,Big,581,53,52.3%,70,64%,53,41%,81,47%,63,44%,0,0%,0,0%,0,0%
Jason Terry,32.1,DAL,Wing,166,31,46.1%,6,38%,89,54%,17,19%,34,34%,0,50%,0,33%,59,41%
Kurt Thomas,37.1,MIL,Big,198,28,48.6%,98,86%,58,43%,51,38%,47,39%,0,0%,0,0%,0,0%
Anderson Varejao,27.1,CLE,Big,255,14,41.7%,12,50%,14,18%,88,50%,14,27%,0,0%,0,0%,0,0%
Dwyane Wade,27.8,MIA,Wing,209,91,63.8%,94,79%,74,47%,77,47%,86,47%,0,0%,85,43%,69,42%
Gerald Wallace,27.3,CHA,Forward,163,80,52.3%,0,36%,100,100%,100,67%,100,70%,0,67%,0,20%,0,45%
Rasheed Wallace,35.1,BOS,Big,404,35,49.2%,65,64%,51,41%,72,45%,60,43%,0,58%,25,28%,25,35%
Martell Webster,22.9,POR,Forward,132,50,48.8%,100,82%,0,0%,30,29%,10,24%,0,20%,0,44%,0,36%
Delonte West,26.3,CLE,Combo,261,17,44.7%,33,44%,50,43%,100,60%,92,56%,0,25%,0,10%,0,17%
Russell Westbrook,21.0,OKC,Point,211,53,50.6%,67,57%,47,50%,27,36%,27,41%,0,0%,0,56%,0,45%
Deron Williams,25.3,UTA,Point,397,60,52.4%,47,53%,80,56%,20,35%,40,43%,0,20%,100,43%,78,41%
Jason Williams,34.0,ORL,Point,172,7,42.4%,100,80%,0,0%,0,20%,0,17%,0,0%,33,35%,0,27%
Marvin Williams,23.4,ATL,Forward,329,10,40.7%,20,43%,40,36%,40,36%,40,36%,0,0%,0,100%,0,100%
Mo Williams,26.9,CLE,Point,409,33,47.6%,73,58%,33,32%,67,47%,33,42%,0,20%,44,37%,22,33%
Metta World Peace,30.0,LAL,Wing,837,34,46.6%,69,59%,60,43%,46,35%,49,38%,0,30%,20,28%,17,29%
Dorell Wright,23.9,MIA,Wing,107,11,40.0%,23,50%,3,0%,54,40%,43,36%,0,20%,0,33%,0,25%
