Player,Age,Team,Pos,MIN,eFG% Rank,eFG%,SHOT FREQUENCY: Rim Rank,SHOT FREQUENCY: Rim,SHOT FREQUENCY: Short Mid Rank,SHOT FREQUENCY: Short Mid,SHOT FREQUENCY: Long Mid Rank,SHOT FREQUENCY: Long Mid,SHOT FREQUENCY: All Mid Rank,SHOT FREQUENCY: All Mid,SHOT FREQUENCY: Corner Three Rank,SHOT FREQUENCY: Corner Three,SHOT FREQUENCY: Non Corner Rank,SHOT FREQUENCY: Non Corner,SHOT FREQUENCY: All Three Rank,SHOT FREQUENCY: All Three
Alex Abrines,24.3,OKC,Wing,1066,49,-0.0%,57,-0.4%,12,+2.0%,64,-0.6%,26,+1.4%,82,-0.9%,54,-0.1%,71,-1.0%
Quincy Acy,27.1,BKN,Big,1287,50,-0.1%,93,-3.6%,74,-1.1%,25,+1.1%,49,-0.0%,29,+0.5%,6,+3.1%,6,+3.6%
Steven Adams,24.3,OKC,Big,2465,41,+0.5%,72,-1.6%,72,-1.0%,65,-0.6%,75,-1.6%,4,+1.7%,19,+1.6%,8,+3.2%
Arron Afflalo,32.0,ORL,Wing,618,86,-2.4%,85,-2.5%,23,+1.2%,6,+2.5%,7,+3.7%,98,-2.1%,28,+0.9%,73,-1.2%
LaMarcus Aldridge,32.3,SAS,Big,2474,75,-1.5%,90,-3.2%,29,+0.9%,5,+2.9%,6,+3.7%,29,+0.5%,75,-1.1%,63,-0.6%
Tony Allen,35.8,NOP,Wing,258,79,-1.8%,13,+2.7%,98,-3.8%,58,-0.4%,94,-4.1%,51,-0.0%,20,+1.4%,24,+1.4%
Al-Farouq Aminu,27.1,POR,Big,2055,48,+0.0%,34,+1.2%,15,+1.6%,95,-2.9%,71,-1.3%,73,-0.5%,33,+0.6%,49,+0.1%
Justin Anderson,24.0,PHI,Wing,420,24,+1.6%,32,+1.3%,97,-3.4%,91,-2.4%,98,-5.9%,13,+1.1%,4,+3.5%,2,+4.6%
Kyle Anderson,24.1,SAS,Forward,1946,68,-1.1%,20,+2.2%,46,+0.0%,29,+0.8%,33,+0.9%,67,-0.4%,93,-2.7%,91,-3.1%
Ryan Anderson,29.5,HOU,Big,1672,16,+2.2%,36,+0.9%,29,+0.9%,33,+0.6%,24,+1.5%,55,-0.1%,90,-2.3%,87,-2.4%
Giannis Antetokounmpo,22.9,MIL,Forward,2740,87,-2.6%,88,-2.9%,60,-0.5%,54,-0.2%,61,-0.7%,13,+1.1%,10,+2.5%,7,+3.6%
Carmelo Anthony,33.4,OKC,Big,2473,14,+2.5%,89,-3.1%,37,+0.4%,23,+1.2%,22,+1.6%,6,+1.5%,49,-0.0%,24,+1.5%
Trevor Ariza,32.3,HOU,Wing,2221,28,+1.4%,8,+3.3%,39,+0.4%,76,-1.1%,62,-0.7%,70,-0.5%,88,-2.1%,88,-2.5%
Darrell Arthur,29.6,DEN,Big,118,7,+3.5%,1,+6.6%,99,-4.0%,10,+2.0%,79,-2.0%,99,-2.9%,84,-1.7%,97,-4.6%
Omer Asik,31.3,NOP,Big,103,6,+3.8%,84,-2.5%,88,-2.0%,2,+3.6%,22,+1.6%,9,+1.4%,62,-0.5%,33,+0.9%
D.J. Augustin,30.0,ORL,Point,1739,85,-2.4%,49,+0.0%,84,-1.7%,24,+1.1%,60,-0.6%,70,-0.5%,24,+1.1%,38,+0.6%
Luke Babbitt,28.4,ATL,Big,517,21,+1.8%,91,-3.4%,54,-0.2%,53,-0.2%,55,-0.4%,10,+1.3%,10,+2.4%,5,+3.7%
Luke Babbitt,28.4,MIA,Forward,106,15,+2.4%,99,-6.6%,0,+9.1%,4,+3.0%,0,+12.1%,84,-1.0%,99,-4.5%,99,-5.5%
Ron Baker,24.6,NYK,Combo,334,74,-1.4%,11,+2.9%,56,-0.3%,84,-1.8%,80,-2.1%,24,+0.7%,80,-1.5%,67,-0.8%
J.J. Barea,33.3,DAL,Combo,1595,45,+0.2%,73,-1.6%,61,-0.5%,15,+1.6%,32,+1.1%,38,+0.3%,43,+0.2%,39,+0.5%
Harrison Barnes,25.4,DAL,Forward,2590,34,+0.8%,20,+2.2%,6,+2.6%,89,-2.2%,41,+0.4%,82,-0.9%,83,-1.7%,89,-2.6%
Will Barton,26.8,DEN,Combo,2634,74,-1.5%,7,+3.5%,56,-0.3%,84,-1.8%,80,-2.1%,74,-0.6%,69,-0.7%,75,-1.3%
Nicolas Batum,28.9,CHA,Wing,1960,44,+0.3%,42,+0.4%,7,+2.6%,30,+0.8%,8,+3.4%,86,-1.1%,93,-2.7%,96,-3.8%
Jerryd Bayless,29.2,PHI,Wing,898,22,+1.8%,51,-0.1%,17,+1.5%,89,-2.2%,62,-0.7%,33,+0.4%,39,+0.4%,34,+0.8%
Aron Baynes,30.9,BOS,Big,1448,84,-2.3%,99,-6.2%,7,+2.5%,4,+2.9%,2,+5.4%,7,+1.4%,66,-0.6%,34,+0.8%
Kent Bazemore,28.3,ATL,Wing,1771,64,-0.8%,19,+2.3%,57,-0.3%,90,-2.3%,85,-2.6%,23,+0.7%,58,-0.3%,42,+0.4%
Bradley Beal,24.3,WAS,Wing,2957,91,-2.9%,34,+1.2%,48,-0.0%,45,+0.2%,46,+0.2%,42,+0.2%,82,-1.6%,76,-1.4%
