Player,Age,Team,Pos,MIN,Pts/Poss Rank,Pts/Poss,HALFCOURT: Pts/Play Rank,HALFCOURT: Pts/Play,HALFCOURT: OREB% Rank,HALFCOURT: OREB%,HALFCOURT: % of Plays Rank,HALFCOURT: % of Plays,PUTBACKS: Pts/Miss Rank,PUTBACKS: Pts/Miss,PUTBACKS: Plays/Miss Rank,PUTBACKS: Plays/Miss,PUTBACKS: Pts/Play Rank,PUTBACKS: Pts/Play
Jimmy Butler,32.1,MIA,Forward,628,92,+15.7,82,+8.4,79,+4.5%,98,-6.2%,93,+12.6,98,+10.9,17,-23.6
Jordan Clarkson,29.4,UTA,Combo,170,96,+17.5,95,+17.3,94,+9.1%,90,-4.0%,96,+13.6,95,+9.0,69,+15.9
Mike Conley,34.1,UTA,Point,174,3,-15.1,0,-23.8,48,-1.1%,45,+0.3%,64,+3.2,38,-1.5,82,+25.9
Pat Connaughton,28.8,MIL,Wing,317,67,+4.7,71,+5.0,52,+0.1%,40,+0.7%,14,-8.8,25,-2.7,11,-32.2
Jae Crowder,31.3,PHX,Forward,377,66,+4.2,87,+10.2,21,-4.5%,15,+2.9%,26,-5.6,23,-3.3,43,-7.4
Seth Curry,31.2,BKN,Wing,165,83,+8.7,85,+8.9,41,-1.7%,1,+10.0%,6,-12.3,6,-7.3,29,-16.4
Stephen Curry,33.6,GSW,Point,762,79,+7.7,76,+6.3,63,+1.5%,75,-2.2%,37,-3.5,48,-0.3,32,-14.5
DeMar DeRozan,32.2,CHI,Forward,203,100,+32.8,100,+36.2,87,+5.1%,29,+1.4%,68,+3.7,88,+5.3,33,-14.3
Dewayne Dedmon,32.2,MIA,Big,134,50,+0.1,55,+0.9,95,+10.9%,52,-0.1%,44,-1.8,71,+2.4,16,-24.6
Spencer Dinwiddie,28.6,DAL,Wing,494,44,-1.5,52,+0.7,31,-2.6%,21,+2.3%,35,-3.9,17,-3.9,57,+4.6
Kevin Durant,33.1,BKN,Forward,217,94,+16.4,83,+8.7,99,+13.1%,100,-10.4%,100,+24.2,100,+15.5,100,+115.2
Joel Embiid,27.6,PHI,Big,385,71,+5.4,71,+4.6,16,-6.7%,17,+2.6%,13,-8.9,17,-4.7,24,-18.6
Dorian Finney-Smith,28.5,DAL,Forward,687,94,+16.3,92,+14.3,77,+3.8%,86,-3.1%,80,+7.4,89,+5.3,77,+20.4
Danilo Gallinari,33.2,ATL,Forward,181,63,+3.6,72,+5.0,54,+0.2%,28,+1.4%,19,-6.8,45,-0.5,10,-33.9
Rudy Gobert,29.3,UTA,Big,196,49,-0.3,24,-6.7,91,+8.2%,6,+4.7%,73,+5.0,57,+0.5,80,+24.1
Aaron Gordon,26.1,DEN,Forward,160,56,+1.0,40,-2.6,94,+8.9%,99,-8.8%,88,+9.6,97,+10.6,22,-19.1
Danny Green,34.4,PHI,Wing,318,37,-3.0,67,+3.0,19,-5.9%,73,-2.0%,24,-5.8,41,-1.3,13,-29.8
Draymond Green,31.7,GSW,Big,698,57,+1.6,64,+2.8,37,-1.9%,94,-4.2%,58,+1.9,56,+0.3,61,+7.0
Jeff Green,35.2,DEN,Big,113,24,-6.0,33,-4.0,57,+0.5%,92,-4.1%,63,+3.1,21,-3.3,88,+29.5
James Harden,32.2,PHI,Point,478,68,+4.9,60,+1.9,26,-3.8%,63,-1.1%,38,-3.2,27,-2.6,56,+3.9
Tobias Harris,29.3,PHI,Forward,465,11,-12.0,6,-15.2,47,-1.2%,68,-1.3%,29,-4.8,54,0.0,7,-40.3
Jrue Holiday,31.4,MIL,Point,462,89,+12.2,69,+3.6,83,+4.8%,32,+1.2%,66,+3.4,69,+2.1,60,+5.7
Al Horford,35.4,BOS,Big,814,63,+3.1,78,+7.1,59,+0.7%,49,+0.2%,62,+3.0,70,+2.2,53,+2.6
Danuel House,28.4,UTA,Wing,107,87,+11.9,96,+19.5,92,+8.5%,94,-4.5%,94,+13.3,98,+12.9,35,-13.3
Brandon Ingram,24.2,NOP,Forward,304,81,+8.2,12,-10.2,98,+12.8%,44,+0.5%,99,+16.3,83,+4.3,94,+45.6
Kyrie Irving,29.6,BKN,Combo,212,51,+0.2,45,-0.4,4,-11.8%,90,-4.0%,33,-4.0,82,+4.3,2,-60.2
Nikola Jokic,26.7,DEN,Big,171,6,-14.3,2,-17.8,20,-5.3%,98,-8.0%,37,-3.2,37,-1.8,51,-0.6
Tyus Jones,25.5,MEM,Combo,261,21,-6.4,21,-7.2,35,-2.1%,25,+1.8%,63,+3.0,28,-2.6,89,+31.3
Zach LaVine,26.6,CHI,Wing,152,72,+5.6,74,+5.1,61,+1.3%,2,+8.1%,36,-3.8,15,-4.8,59,+5.6
Kevon Looney,25.7,GSW,Big,441,45,-1.5,25,-5.8,89,+6.4%,57,-0.4%,71,+4.5,90,+5.9,19,-22.5
Brook Lopez,33.6,MIL,Big,331,9,-13.2,20,-7.5,34,-2.2%,53,-0.2%,33,-4.3,56,+0.4,14,-26.4
Kyle Lowry,35.6,MIA,Point,294,35,-3.2,52,+0.7,17,-6.3%,56,-0.4%,18,-6.8,20,-3.5,39,-10.9
Wesley Matthews,35.0,MIL,Wing,344,40,-2.6,30,-4.8,40,-1.8%,70,-1.4%,56,+1.8,49,-0.2,67,+11.8
CJ McCollum,30.1,NOP,Combo,311,6,-14.5,18,-8.1,6,-10.6%,52,-0.2%,42,-2.7,52,-0.1,33,-13.6
JaVale McGee,33.8,PHX,Big,125,16,-9.7,10,-11.1,88,+6.4%,47,+0.2%,90,+10.4,80,+4.1,87,+28.6
Larry Nance Jr.,28.8,NOP,Big,164,77,+7.3,49,+0.4,86,+5.1%,77,-2.2%,44,-2.0,44,-0.6,48,-3.5
Georges Niang,28.4,PHI,Big,194,84,+9.1,89,+11.4,63,+1.6%,13,+3.0%,84,+7.8,64,+1.5,95,+46.1
Victor Oladipo,29.5,MIA,Combo,345,19,-7.6,25,-6.3,42,-1.7%,61,-0.9%,21,-6.7,21,-3.3,31,-14.7
Chris Paul,36.5,PHX,Point,441,82,+8.3,94,+16.8,18,-6.3%,3,+5.6%,7,-12.1,6,-7.5,30,-14.7
Cameron Payne,27.2,PHX,Combo,151,5,-14.7,1,-19.9,65,+2.1%,80,-2.6%,91,+10.6,67,+2.0,93,+42.9
Otto Porter,28.4,GSW,Forward,370,88,+12.1,84,+8.9,64,+1.8%,19,+2.3%,54,+0.9,36,-1.9,78,+20.8
Bobby Portis,26.7,MIL,Big,297,23,-6.0,2,-17.3,87,+5.6%,93,-4.1%,87,+8.9,92,+6.2,63,+9.6
Dwight Powell,30.3,DAL,Big,247,20,-7.1,31,-4.8,82,+4.8%,48,+0.2%,83,+7.7,79,+4.1,84,+27.0
D'Angelo Russell,25.7,MIN,Point,233,75,+7.1,41,-2.5,85,+4.9%,22,+1.9%,98,+15.0,87,+5.3,99,+69.4
Pascal Siakam,27.6,TOR,Forward,259,44,-1.5,44,-1.0,9,-9.5%,83,-3.1%,10,-9.6,71,+2.4,0,-89.2
Marcus Smart,27.7,BOS,Combo,759,54,+0.7,48,+0.3,76,+3.8%,79,-2.4%,81,+7.4,84,+4.7,74,+18.3
Klay Thompson,31.7,GSW,Wing,784,14,-10.5,22,-7.1,55,+0.2%,27,+1.5%,50,+0.3,52,-0.1,56,+4.3
Karl-Anthony Towns,26.0,MIN,Big,245,86,+9.9,86,+10.2,37,-1.9%,18,+2.5%,72,+4.6,87,+5.0,40,-10.8
PJ Tucker,36.5,MIA,Big,509,71,+5.2,59,+1.9,44,-1.5%,40,+0.8%,45,-1.5,31,-2.4,67,+12.3
Jonas Valanciunas,29.5,NOP,Big,234,17,-9.4,40,-2.6,58,+0.7%,26,+1.5%,67,+3.6,78,+3.8,41,-8.0
Fred VanVleet,27.7,TOR,Point,139,42,-1.7,62,+2.1,80,+4.6%,69,-1.4%,86,+8.8,79,+4.0,79,+21.7
Nikola Vucevic,31.0,CHI,Big,180,90,+13.3,87,+10.6,49,-0.9%,44,+0.4%,11,-9.4,32,-2.3,4,-54.7
Andrew Wiggins,26.7,GSW,Forward,766,76,+7.2,70,+4.6,75,+3.4%,97,-5.5%,90,+10.4,94,+7.6,46,-4.8
Delon Wright,29.5,ATL,Combo,176,98,+21.1,94,+15.4,98,+12.1%,88,-3.5%,87,+9.0,83,+4.3,70,+16.8
Gary Payton II,28.9,GSW,Combo,189,59,+2.0,43,-1.2,67,+2.4%,84,-3.1%,56,+1.1,77,+3.3,28,-17.0
Chris Boucher,28.8,TOR,Big,129,74,+6.4,48,+0.4,96,+11.2%,81,-2.7%,95,+13.5,90,+5.3,92,+41.9
Monte Morris,26.3,DEN,Point,155,31,-5.2,29,-4.9,29,-3.2%,83,-3.0%,32,-4.3,58,+0.6,21,-19.6
Alex Caruso,27.7,CHI,Combo,113,65,+4.0,75,+5.2,53,+0.1%,2,+7.5%,8,-11.0,29,-2.5,1,-68.8
OG Anunoby,24.3,TOR,Wing,216,12,-11.9,65,+2.9,2,-13.9%,0,+10.1%,1,-25.5,0,-16.9,23,-18.7
Bam Adebayo,24.3,MIA,Big,612,75,+6.4,58,+1.6,12,-8.2%,35,+1.0%,79,+7.2,46,-0.3,94,+44.0
John Collins,24.1,ATL,Big,121,1,-18.5,17,-8.8,3,-13.8%,72,-1.9%,5,-14.2,5,-8.8,34,-13.5
Dillon Brooks,25.8,MEM,Wing,335,38,-2.8,19,-7.5,67,+2.4%,75,-2.1%,49,-0.1,59,+0.7,49,-3.2
Jayson Tatum,23.7,BOS,Forward,982,70,+5.1,34,-3.6,22,-4.5%,54,-0.3%,76,+6.3,68,+2.1,87,+29.4
Daniel Theis,29.6,BOS,Big,176,25,-5.8,21,-7.3,25,-3.9%,36,+1.0%,12,-9.3,13,-5.5,13,-28.0
Maxi Kleber,29.8,DAL,Big,455,69,+5.0,75,+5.8,33,-2.2%,24,+1.8%,29,-5.0,35,-2.0,15,-26.2
Bogdan Bogdanovic,29.2,ATL,Wing,160,90,+12.5,79,+7.2,90,+6.7%,64,-1.1%,82,+7.5,60,+1.0,90,+32.8
Derrick White,27.3,BOS,Combo,572,29,-5.4,35,-3.4,33,-2.5%,13,+3.1%,17,-6.9,12,-6.0,52,+0.1
Frank Ntilikina,23.3,DAL,Wing,108,2,-17.5,10,-11.8,21,-4.6%,34,+1.0%,22,-6.1,26,-2.6,10,-34.0
Donovan Mitchell,25.1,UTA,Combo,229,27,-5.5,63,+2.4,0,-24.2%,7,+4.5%,0,-28.1,1,-16.8,18,-22.6
Royce O'Neale,28.4,UTA,Wing,188,26,-5.6,17,-8.8,23,-4.1%,4,+5.2%,2,-18.3,2,-11.1,20,-20.7
Kevin Huerter,23.2,ATL,Wing,212,7,-13.8,15,-9.2,11,-8.5%,59,-0.6%,43,-2.2,22,-3.3,66,+11.6
Trae Young,23.1,ATL,Point,260,52,+0.5,26,-5.7,56,+0.3%,56,-0.3%,25,-5.7,53,-0.1,12,-30.7
Robert Williams,24.0,BOS,Big,393,48,-0.5,28,-4.9,79,+4.6%,85,-3.1%,83,+7.6,93,+6.3,52,+2.2
Luka Doncic,22.7,DAL,Point,551,47,-1.2,37,-2.8,71,+2.8%,16,+2.8%,52,+0.5,40,-1.4,73,+18.0
Jaren Jackson,22.1,MEM,Big,331,37,-3.1,46,+0.2,50,+0.0%,37,+0.9%,48,-0.6,74,+2.9,21,-20.6
Landry Shamet,24.6,PHX,Wing,181,17,-8.0,6,-15.4,84,+4.9%,43,+0.6%,85,+8.2,86,+4.8,68,+13.5
Deandre Ayton,23.3,PHX,Big,390,85,+9.5,91,+12.8,10,-8.8%,21,+2.3%,20,-6.7,11,-6.1,54,+3.5
Mikal Bridges,25.2,PHX,Wing,491,97,+19.3,98,+22.2,5,-11.8%,76,-2.2%,4,-15.3,10,-6.8,8,-35.0
Grayson Allen,26.1,MIL,Wing,305,40,-2.5,53,+0.7,29,-2.9%,30,+1.2%,71,+4.3,62,+1.1,71,+17.1
Jalen Brunson,25.2,DAL,Combo,627,64,+3.9,73,+5.0,39,-1.8%,79,-2.5%,61,+2.8,63,+1.5,64,+10.2
Jevon Carter,26.1,MIL,Combo,119,93,+16.2,98,+24.4,51,+0.1%,60,-0.7%,40,-3.0,39,-1.5,44,-7.1
Jarred Vanderbilt,22.6,MIN,Big,155,36,-3.2,29,-4.9,83,+4.8%,65,-1.2%,79,+6.6,91,+6.0,48,-3.8
Bruce Brown,25.2,BKN,Forward,179,25,-5.8,11,-10.4,74,+3.4%,71,-1.6%,98,+14.1,85,+4.8,97,+48.1
De'Anthony Melton,23.4,MEM,Combo,151,32,-4.8,36,-2.8,36,-2.1%,42,+0.6%,17,-7.4,13,-5.4,40,-8.7
Shake Milton,25.1,PHI,Combo,137,87,+10.4,90,+11.4,90,+7.8%,14,+2.9%,77,+6.3,76,+3.3,62,+8.6
Duncan Robinson,27.5,MIA,Wing,130,30,-5.4,57,+1.6,60,+0.8%,37,+0.9%,52,+0.5,65,+1.8,38,-11.0
Gary Trent Jr.,22.8,TOR,Combo,199,33,-3.9,13,-9.8,75,+3.4%,51,-0.0%,57,+1.9,37,-1.6,81,+25.0
Ja Morant,22.2,MEM,Point,336,83,+9.1,83,+8.7,70,+2.6%,60,-0.7%,47,-0.7,75,+3.3,17,-23.9
DeAndre Hunter,23.9,ATL,Forward,233,0,-24.7,5,-15.7,6,-11.6%,20,+2.3%,6,-13.6,24,-3.1,6,-44.4
Jaxson Hayes,21.4,NOP,Big,116,8,-13.7,4,-15.7,45,-1.3%,31,+1.2%,92,+11.6,29,-2.6,98,+63.4
Cameron Johnson,25.7,PHX,Forward,311,41,-2.1,39,-2.6,69,+2.6%,67,-1.3%,70,+3.8,60,+0.7,75,+19.0
Tyler Herro,21.8,MIA,Combo,373,39,-2.7,33,-4.5,71,+2.8%,29,+1.4%,53,+0.9,40,-1.4,71,+17.5
Matisse Thybulle,24.7,PHI,Wing,128,10,-12.3,7,-13.7,30,-2.6%,17,+2.8%,60,+2.5,42,-0.8,86,+28.3
Brandon Clarke,25.1,MEM,Big,296,29,-5.4,14,-9.3,81,+4.7%,82,-2.7%,78,+6.4,61,+1.0,85,+28.1
Grant Williams,22.9,BOS,Forward,636,46,-1.4,56,+1.3,46,-1.2%,67,-1.3%,28,-5.4,47,-0.3,9,-34.4
Jordan Poole,22.4,GSW,Combo,588,48,-0.6,66,+3.0,32,-2.5%,23,+1.9%,25,-5.7,16,-4.7,60,+5.7
Nicolas Claxton,22.5,BKN,Big,126,21,-6.8,54,+0.9,2,-15.1%,87,-3.5%,75,+6.1,25,-2.8,98,+48.6
Caleb Martin,26.1,MIA,Forward,169,2,-15.6,13,-9.9,73,+3.4%,10,+3.8%,46,-0.9,55,+0.1,44,-6.5
Max Strus,25.6,MIA,Wing,516,61,+2.5,51,+0.5,25,-4.0%,66,-1.2%,30,-4.6,33,-2.1,37,-11.5
Gabe Vincent,25.4,MIA,Combo,394,67,+4.6,80,+7.8,78,+3.9%,39,+0.8%,75,+5.6,75,+3.2,58,+5.4
Anthony Edwards,20.2,MIN,Wing,263,53,+0.5,37,-2.7,17,-6.6%,33,+1.1%,89,+9.7,72,+2.5,96,+47.2
Patrick Williams,20.2,CHI,Big,144,34,-3.6,67,+3.0,13,-7.3%,6,+5.0%,15,-8.4,9,-6.9,37,-11.6
Onyeka Okongwu,20.9,ATL,Big,153,78,+7.5,47,+0.3,93,+8.7%,50,+0.1%,65,+3.4,48,-0.2,76,+19.9
Precious Achiuwa,22.1,TOR,Big,166,60,+2.3,88,+11.0,44,-1.5%,5,+5.1%,9,-10.6,44,-0.6,3,-59.1
Tyrese Maxey,21.0,PHI,Combo,484,10,-12.1,3,-16.7,24,-4.0%,91,-4.0%,55,+1.1,63,+1.3,47,-3.8
Payton Pritchard,23.8,BOS,Point,288,80,+8.1,81,+7.9,43,-1.6%,25,+1.8%,39,-3.2,14,-5.0,75,+18.3
Jaden McDaniels,21.1,MIN,Forward,151,95,+17.3,97,+20.9,56,+0.3%,55,-0.3%,48,-0.4,43,-0.7,55,+3.8
Desmond Bane,23.4,MEM,Wing,426,98,+19.7,93,+14.8,97,+11.2%,89,-3.9%,97,+13.9,99,+13.5,50,-2.2
Xavier Tillman,22.8,MEM,Big,117,18,-7.9,38,-2.6,28,-3.5%,87,-3.1%,16,-7.9,94,+7.2,2,-64.5
Paul Reed,22.4,PHI,Big,125,60,+2.3,61,+2.0,100,+15.2%,95,-4.9%,94,+12.8,96,+10.2,42,-7.8
Scottie Barnes,20.3,TOR,Forward,132,62,+2.8,56,+1.3,72,+2.8%,71,-1.7%,59,+2.0,81,+4.2,29,-16.8
Ziaire Williams,20.1,MEM,Wing,155,43,-1.7,79,+7.2,8,-9.6%,41,+0.7%,23,-5.8,7,-7.2,63,+8.7
Herbert Jones,23.1,NOP,Forward,292,4,-14.9,8,-13.6,7,-9.6%,10,+3.8%,40,-3.0,4,-9.6,90,+33.3
Trey Murphy III,21.4,NOP,Forward,162,99,+29.1,99,+29.9,66,+2.1%,62,-1.0%,60,+2.0,73,+2.7,45,-5.5
Jose Alvarado,23.6,NOP,Point,150,13,-10.6,32,-4.8,13,-7.2%,46,+0.2%,10,-9.7,67,+2.0,5,-51.4
