Player,Age,Team,Pos,MIN,eFG% Rank,eFG%,Rim Rank,Rim,Short Mid Rank,Short Mid,Long Mid Rank,Long Mid,All Mid Rank,All Mid,Corner Three Rank,Corner Three,Non Corner Rank,Non Corner,All Three Rank,All Three
Ray Allen,37.3,MIA,Wing,565,79,54.5%,28,17%,76,16%,34,13%,45,29%,93,24%,59,30%,76,54%
Tony Allen,30.8,MEM,Wing,420,17,43.1%,100,70%,34,9%,45,16%,31,25%,3,3%,0,1%,0,5%
Chris Andersen,34.3,MIA,Big,298,100,80.4%,95,86%,11,9%,23,6%,5,14%,0,0%,0,0%,0,0%
Carmelo Anthony,28.4,NYK,Forward,480,15,43.3%,31,27%,85,23%,92,33%,100,57%,8,2%,31,14%,8,16%
Darrell Arthur,24.6,MEM,Big,173,34,47.2%,9,29%,27,16%,100,52%,93,68%,89,4%,0,0%,84,4%
Omer Asik,26.3,HOU,Big,207,77,56.4%,98,94%,2,2%,18,4%,2,6%,0,0%,0,0%,0,0%
D.J. Augustin,25.0,IND,Point,308,75,50.7%,44,28%,0,4%,6,4%,0,8%,94,25%,94,39%,94,64%
Harrison Barnes,20.4,GSW,Wing,459,59,50.3%,66,30%,100,26%,38,15%,79,41%,34,8%,21,21%,10,29%
Matt Barnes,32.6,LAC,Wing,160,97,64.0%,97,51%,21,8%,10,8%,7,16%,45,10%,31,22%,24,33%
Brandon Bass,27.5,BOS,Big,201,48,48.1%,41,47%,41,19%,80,34%,70,53%,0,0%,0,0%,0,0%
Shane Battier,34.1,MIA,Forward,375,31,43.5%,0,7%,0,2%,0,0%,0,2%,100,54%,100,37%,100,91%
Jerryd Bayless,24.2,MEM,Combo,313,15,42.4%,15,13%,15,11%,100,35%,77,46%,69,12%,62,30%,69,41%
Marco Belinelli,26.6,CHI,Wing,314,48,48.5%,69,30%,17,8%,52,20%,38,28%,59,14%,55,28%,62,42%
Patrick Beverley,24.3,HOU,Point,191,38,48.4%,81,35%,56,20%,25,11%,19,31%,56,9%,56,25%,56,34%
Chauncey Billups,36.1,LAC,Wing,115,7,38.9%,17,16%,52,11%,86,29%,76,39%,17,5%,86,39%,69,45%
Andray Blatche,26.2,BKN,Big,138,61,50.0%,32,40%,68,29%,68,31%,82,60%,0,0%,0,0%,0,0%
Andrew Bogut,27.9,GSW,Big,326,86,58.2%,70,69%,70,29%,11,1%,30,31%,0,0%,0,0%,0,0%
Matt Bonner,32.6,SAS,Big,249,93,60.7%,0,10%,75,31%,27,7%,39,37%,91,5%,100,47%,100,53%
Carlos Boozer,30.9,CHI,Big,430,59,49.4%,36,42%,50,22%,84,35%,77,57%,84,1%,0,0%,75,1%
Chris Bosh,28.6,MIA,Big,747,55,49.2%,23,35%,9,8%,95,43%,64,51%,98,6%,91,8%,91,14%
Avery Bradley,21.9,BOS,Combo,189,23,42.9%,100,47%,0,7%,69,28%,31,35%,92,19%,0,0%,23,19%
Corey Brewer,26.7,DEN,Wing,145,10,39.2%,48,23%,66,14%,48,19%,55,32%,86,23%,24,22%,66,45%
Caron Butler,32.6,LAC,Wing,135,72,52.2%,38,22%,59,13%,93,30%,83,43%,48,13%,28,22%,45,35%
Jimmy Butler,23.1,CHI,Wing,488,55,50.0%,79,36%,45,10%,69,26%,66,36%,41,9%,14,20%,7,29%
Mario Chalmers,26.5,MIA,Point,639,50,48.6%,50,32%,75,25%,19,10%,38,35%,75,12%,50,22%,50,34%
Tyson Chandler,30.1,NYK,Big,349,73,53.8%,100,96%,0,2%,14,2%,0,4%,0,0%,0,0%,0,0%
