Player,Age,Team,Pos,MIN,eFG% Rank,eFG%,Rim Rank,Rim,Short Mid Rank,Short Mid,Long Mid Rank,Long Mid,All Mid Rank,All Mid,Corner Three Rank,Corner Three,Non Corner Rank,Non Corner,All Three Rank,All Three
Bam Adebayo,23.3,MIA,Big,132,6,45.5%,14,53%,74,50%,49,20%,63,42%,0,0%,0,0%,0,0%
Grayson Allen,25.1,MEM,Wing,145,39,51.2%,0,33%,29,25%,18,0%,7,14%,0,67%,61,38%,93,44%
Kyle Anderson,27.1,MEM,Forward,213,13,43.2%,83,71%,17,27%,13,25%,22,27%,0,25%,0,36%,0,33%
Giannis Antetokounmpo,25.9,MIL,Big,792,54,59.1%,77,78%,51,43%,69,39%,57,42%,0,0%,13,20%,5,20%
Carmelo Anthony,36.4,POR,Forward,143,65,54.2%,52,67%,39,40%,65,47%,61,45%,0,30%,82,42%,55,39%
Deandre Ayton,22.3,PHX,Big,799,89,65.8%,71,78%,69,49%,60,35%,71,46%,0,0%,0,0%,0,0%
Desmond Bane,22.4,MEM,Wing,153,86,60.3%,93,83%,86,60%,75,50%,82,56%,0,40%,0,36%,47,37%
RJ Barrett,20.4,NYK,Wing,158,7,44.6%,25,57%,29,25%,43,33%,32,27%,0,23%,0,36%,13,30%
Nicolas Batum,31.9,LAC,Wing,554,89,62.0%,68,72%,75,50%,75,50%,71,50%,25,38%,78,41%,73,39%
Bradley Beal,27.3,WAS,Wing,258,21,50.0%,75,75%,61,43%,71,48%,57,45%,0,33%,0,27%,7,28%
Davis Bertans,28.0,WAS,Forward,150,35,50.0%,52,67%,100,100%,0,0%,100,100%,0,33%,12,30%,23,30%
Patrick Beverley,32.3,LAC,Combo,314,57,52.3%,48,62%,52,43%,0,0%,62,43%,0,36%,31,35%,32,35%
Bogdan Bogdanovic,28.2,ATL,Wing,598,14,48.6%,46,67%,68,45%,54,34%,50,39%,0,35%,30,32%,23,33%
Bojan Bogdanovic,31.5,UTA,Forward,389,87,59.9%,22,53%,57,47%,39,40%,70,46%,50,44%,100,47%,100,46%
Devin Booker,24.0,PHX,Wing,887,18,49.8%,43,66%,71,48%,64,44%,64,46%,0,55%,13,31%,27,33%
Mikal Bridges,24.2,PHX,Wing,699,64,57.1%,57,68%,89,61%,39,29%,79,51%,13,37%,39,35%,43,36%
Dillon Brooks,24.8,MEM,Wing,259,36,51.1%,64,72%,57,40%,68,45%,54,42%,0,0%,57,36%,17,31%
Bruce Brown,24.2,BKN,Forward,260,52,51.4%,39,63%,61,48%,26,33%,78,47%,0,25%,0,17%,0,20%
Jalen Brunson,24.2,DAL,Combo,109,62,52.4%,43,58%,19,29%,90,60%,43,37%,0,0%,0,56%,0,50%
Reggie Bullock,29.6,NYK,Wing,162,43,51.3%,4,40%,4,0%,100,75%,86,60%,0,50%,22,32%,30,34%
Alec Burks,29.3,NYK,Wing,127,32,50.9%,29,58%,54,36%,93,56%,61,45%,0,33%,48,35%,33,35%
Jimmy Butler,31.1,MIA,Wing,150,0,33.9%,11,47%,21,21%,32,25%,18,23%,0,67%,0,18%,0,29%
Kentavious Caldwell-Pope,27.7,LAL,Wing,178,21,50.0%,100,100%,0,0%,32,25%,21,25%,0,33%,0,18%,3,26%
Facundo Campazzo,29.6,DEN,Point,268,57,53.5%,7,41%,50,38%,0,0%,36,38%,0,38%,67,41%,64,40%
Clint Capela,26.5,ATL,Big,568,71,60.3%,37,65%,23,29%,0,0%,23,29%,0,0%,0,0%,0,0%
Alex Caruso,26.7,LAL,Combo,149,19,48.0%,14,52%,10,20%,14,0%,5,17%,0,42%,0,25%,26,35%
Jordan Clarkson,28.4,UTA,Combo,296,43,51.2%,29,55%,76,48%,62,43%,81,47%,75,50%,15,33%,37,35%
Nicolas Claxton,21.5,BKN,Big,120,9,50.0%,37,65%,20,27%,0,0%,17,27%,0,0%,0,0%,0,0%
John Collins,23.1,ATL,Big,576,74,60.4%,66,75%,86,52%,94,56%,94,53%,33,44%,40,29%,45,36%
Mike Conley,33.1,UTA,Point,175,79,56.9%,14,43%,43,32%,14,0%,21,30%,0,0%,100,53%,100,51%
Pat Connaughton,27.8,MIL,Wing,526,93,62.4%,75,75%,96,75%,0,0%,100,75%,75,50%,43,35%,70,39%
Robert Covington,29.9,POR,Big,228,83,65.3%,17,54%,3,0%,0,0%,0,0%,0,60%,93,47%,90,50%
Torrey Craig,29.9,PHX,Big,243,51,56.8%,11,52%,9,17%,54,25%,9,20%,0,40%,100,56%,85,48%
Jae Crowder,30.3,PHX,Forward,728,70,56.6%,78,71%,87,71%,22,28%,30,40%,75,45%,53,37%,50,39%
Seth Curry,30.2,PHI,Wing,381,100,71.8%,61,69%,82,58%,96,74%,89,66%,100,59%,100,48%,100,51%
Anthony Davis,27.6,LAL,Big,186,3,42.9%,29,59%,94,59%,51,22%,40,38%,0,0%,0,21%,0,19%
Luka Doncic,21.7,DAL,Wing,280,71,57.8%,89,76%,64,44%,75,50%,68,46%,0,0%,87,43%,87,42%
Goran Dragic,34.5,MIA,Point,111,43,53.0%,50,57%,14,25%,93,64%,86,47%,0,50%,0,29%,29,38%
Andre Drummond,27.2,LAL,Big,121,66,60.0%,46,66%,29,33%,0,0%,29,33%,0,0%,0,0%,0,0%
Kevin Durant,32.1,BKN,Forward,477,74,57.4%,52,67%,83,54%,78,54%,83,54%,0,20%,76,42%,77,40%
Joel Embiid,26.6,PHI,Big,356,40,55.3%,83,79%,71,49%,63,39%,69,46%,0,0%,53,39%,60,39%
Derrick Favors,29.3,UTA,Big,144,91,69.6%,60,74%,74,50%,0,0%,83,50%,0,0%,0,0%,0,0%
Dorian Finney-Smith,27.5,DAL,Forward,269,61,53.1%,9,42%,13,25%,13,25%,13,25%,0,44%,88,43%,91,43%
Bryn Forbes,27.3,MIL,Combo,256,86,57.0%,90,100%,48,42%,95,71%,90,53%,50,42%,46,36%,53,38%
Evan Fournier,28.0,BOS,Wing,200,29,50.7%,39,62%,29,25%,43,33%,39,28%,0,57%,17,32%,80,42%
Daniel Gafford,22.1,WAS,Big,142,100,80.6%,100,96%,14,25%,0,0%,11,25%,0,0%,0,0%,0,0%
Danilo Gallinari,32.2,ATL,Big,441,23,52.6%,91,81%,26,32%,66,39%,37,36%,0,57%,60,39%,70,41%
Paul George,30.5,LAC,Forward,776,48,50.8%,35,62%,52,44%,43,43%,52,44%,0,29%,24,34%,32,33%
Taj Gibson,35.4,NYK,Big,137,66,60.0%,57,69%,29,33%,31,0%,11,25%,0,0%,0,0%,0,0%
Rudy Gobert,28.4,UTA,Big,375,94,75.0%,69,77%,49,40%,0,0%,46,40%,0,0%,0,0%,0,0%
Aaron Gordon,25.1,DEN,Forward,298,30,48.0%,26,56%,9,12%,52,44%,9,23%,0,57%,18,31%,64,39%
Danny Green,33.4,PHI,Forward,198,83,59.6%,100,86%,65,50%,9,0%,13,25%,0,46%,29,35%,55,39%
JaMychal Green,30.4,DEN,Big,186,9,50.0%,20,55%,0,0%,83,50%,83,50%,0,80%,0,13%,20,30%
Jeff Green,34.2,BKN,Big,147,86,65.6%,0,36%,29,33%,100,100%,83,50%,0,25%,0,89%,95,59%
Blake Griffin,31.6,BKN,Big,317,80,62.8%,54,68%,29,33%,0,0%,29,33%,0,0%,73,44%,65,40%
Rui Hachimura,22.7,WAS,Big,211,97,75.4%,97,85%,100,69%,89,53%,100,61%,0,57%,0,64%,100,61%
Tim Hardaway Jr.,28.6,DAL,Wing,261,54,53.5%,21,56%,46,33%,61,43%,46,36%,0,36%,83,43%,77,41%
James Harden,31.2,BKN,Point,311,93,60.9%,93,76%,100,57%,100,100%,100,58%,0,100%,33,36%,36,38%
Joe Harris,29.2,BKN,Wing,423,50,52.1%,14,52%,14,13%,25,17%,7,14%,0,53%,52,36%,67,39%
Tobias Harris,28.3,PHI,Forward,436,57,52.8%,70,68%,48,43%,48,44%,43,43%,0,50%,41,36%,41,37%
George Hill,34.5,PHI,Combo,203,67,54.8%,62,64%,33,36%,14,0%,19,33%,0,50%,0,38%,79,42%
Solomon Hill,29.6,ATL,Forward,138,4,34.1%,91,75%,0,0%,0,0%,0,0%,0,43%,0,0%,5,19%
Jrue Holiday,30.4,MIL,Combo,900,10,46.1%,19,54%,43,41%,48,40%,52,41%,0,21%,8,32%,0,30%
Dwight Howard,34.9,PHI,Big,143,31,53.3%,43,65%,9,17%,0,0%,6,17%,0,0%,0,0%,0,0%
Kevin Huerter,22.2,ATL,Wing,556,46,52.0%,29,58%,75,50%,89,52%,75,51%,50,40%,35,33%,33,35%
DeAndre Hunter,22.9,ATL,Forward,151,17,46.7%,0,33%,26,31%,83,60%,48,43%,0,20%,0,45%,45,38%
Joe Ingles,33.1,UTA,Forward,306,96,65.4%,48,64%,96,83%,96,100%,96,86%,0,38%,94,43%,82,42%
Kyrie Irving,28.6,BKN,Combo,318,71,55.0%,71,67%,52,43%,86,55%,76,47%,0,50%,62,37%,58,38%
Jaren Jackson,21.1,MEM,Big,183,17,50.8%,34,63%,43,36%,0,0%,34,36%,0,0%,47,38%,30,32%
Reggie Jackson,30.5,LAC,Combo,621,90,60.6%,67,66%,90,51%,81,52%,86,52%,25,35%,92,44%,74,42%
LeBron James,35.8,LAL,Wing,258,57,54.3%,46,67%,18,19%,43,33%,21,25%,0,40%,70,39%,63,39%
Cameron Johnson,24.7,PHX,Forward,428,100,65.7%,43,64%,91,80%,35,38%,87,54%,100,54%,59,37%,95,46%
Nikola Jokic,25.7,DEN,Big,344,43,55.5%,63,74%,54,43%,74,41%,60,42%,0,0%,67,42%,55,38%
Luke Kennard,24.4,LAC,Combo,208,95,70.3%,90,100%,95,57%,100,100%,100,73%,100,56%,69,39%,95,46%
Maxi Kleber,28.8,DAL,Big,187,37,55.2%,6,50%,74,50%,54,25%,40,38%,0,29%,0,50%,75,42%
Furkan Korkmaz,23.3,PHI,Forward,180,22,47.8%,52,67%,35,36%,91,75%,74,47%,0,27%,6,29%,9,29%
Kyle Kuzma,25.3,LAL,Forward,144,0,31.9%,13,47%,65,50%,26,33%,30,40%,0,0%,0,14%,0,10%
Romeo Langford,21.0,BOS,Wing,113,11,48.1%,7,44%,4,0%,0,0%,0,0%,0,40%,0,33%,53,38%
Kawhi Leonard,29.3,LAC,Forward,431,91,62.9%,96,77%,78,51%,87,68%,91,57%,0,44%,65,38%,68,39%
Damian Lillard,30.3,POR,Point,247,86,59.8%,100,77%,7,15%,36,15%,7,15%,0,29%,83,48%,86,46%
Brook Lopez,32.6,MIL,Big,660,63,59.9%,80,78%,63,45%,91,56%,74,47%,100,61%,0,19%,35,32%
Terance Mann,24.0,LAC,Wing,370,82,59.3%,86,76%,43,31%,29,20%,36,27%,38,39%,0,50%,90,43%
Wesley Matthews,34.1,LAL,Wing,124,4,41.7%,36,60%,4,0%,0,0%,0,0%,0,27%,4,29%,10,29%
Tyrese Maxey,20.0,PHI,Combo,144,29,48.4%,52,62%,29,35%,38,36%,29,35%,0,100%,0,33%,0,40%
CJ McCollum,29.1,POR,Combo,239,33,50.0%,71,67%,81,49%,57,41%,67,46%,0,22%,46,36%,21,33%
De'Anthony Melton,22.4,MEM,Combo,104,14,47.3%,57,63%,19,29%,0,0%,14,29%,0,27%,0,36%,16,32%
Khris Middleton,29.2,MIL,Forward,913,39,50.3%,74,69%,43,41%,70,47%,57,44%,0,31%,35,35%,36,35%
Paul Millsap,35.7,DEN,Big,106,9,50.0%,91,81%,29,33%,31,0%,17,27%,0,0%,20,25%,10,25%
Shake Milton,24.1,PHI,Combo,105,0,39.3%,5,43%,5,13%,67,50%,10,18%,0,0%,85,44%,63,39%
Donovan Mitchell,24.2,UTA,Combo,345,76,55.2%,38,57%,38,39%,33,35%,48,38%,0,20%,100,44%,89,43%
Ja Morant,21.2,MEM,Point,288,50,53.1%,86,69%,79,44%,43,25%,71,42%,0,0%,58,40%,50,39%
Marcus Morris,31.2,LAC,Big,604,20,52.3%,6,50%,91,55%,71,40%,77,48%,0,24%,87,45%,50,38%
Monte Morris,25.3,DEN,Combo,282,33,50.0%,24,54%,14,25%,52,41%,33,36%,0,50%,38,36%,68,41%
Raul Neto,28.5,WAS,Combo,149,48,51.4%,10,50%,62,45%,67,50%,71,46%,0,20%,0,45%,47,38%
Georges Niang,27.4,UTA,Forward,128,9,39.7%,0,33%,0,0%,74,50%,4,17%,0,38%,0,27%,18,30%
Jusuf Nurkic,26.2,POR,Big,173,49,56.5%,49,66%,57,43%,31,0%,46,40%,0,0%,0,25%,0,25%
Royce O'Neale,27.4,UTA,Wing,402,96,67.1%,46,67%,29,25%,0,0%,21,25%,88,53%,96,44%,97,47%
Onyeka Okongwu,19.9,ATL,Big,152,77,61.5%,83,79%,74,50%,31,0%,54,42%,0,0%,0,0%,0,0%
Chris Paul,35.5,PHX,Point,680,64,53.6%,71,63%,93,49%,86,50%,93,50%,0,44%,75,42%,79,42%
Cameron Payne,26.2,PHX,Point,403,36,50.0%,36,52%,64,39%,71,43%,64,40%,0,50%,42,37%,43,38%
Michael Porter,22.3,DEN,Forward,331,78,58.1%,87,72%,65,50%,52,44%,65,46%,0,53%,47,36%,73,40%
Bobby Portis,25.7,MIL,Big,348,29,52.8%,51,67%,46,39%,77,45%,51,41%,33,44%,20,25%,40,35%
Kristaps Porzingis,25.3,DAL,Big,232,26,52.8%,74,78%,60,44%,77,45%,66,44%,0,67%,7,19%,15,30%
Norman Powell,27.4,POR,Wing,215,68,57.3%,68,72%,46,33%,57,36%,43,35%,63,44%,0,30%,60,38%
Julius Randle,25.9,NYK,Big,180,0,34.4%,3,48%,6,13%,46,15%,3,14%,0,43%,33,28%,25,31%
Austin Rivers,28.3,DEN,Wing,302,75,58.1%,75,75%,25,22%,18,0%,14,18%,0,47%,74,40%,83,42%
Rajon Rondo,34.7,LAC,Point,220,21,44.3%,0,39%,0,0%,14,0%,0,0%,0,40%,50,39%,57,39%
Derrick Rose,32.1,NYK,Point,174,71,53.7%,57,59%,71,43%,50,35%,57,39%,0,75%,0,45%,0,53%
Dario Saric,26.6,PHX,Big,131,34,53.6%,26,56%,14,25%,83,50%,26,30%,0,0%,73,44%,80,44%
Dennis Schroder,27.1,LAL,Point,226,14,42.8%,64,61%,29,29%,29,11%,14,22%,0,14%,25,32%,7,28%
Landry Shamet,23.6,BKN,Wing,195,61,56.9%,18,56%,100,100%,75,50%,93,67%,0,25%,91,44%,53,38%
Ben Simmons,24.3,PHI,Point,402,100,62.1%,79,68%,57,39%,0,0%,43,39%,0,0%,0,0%,0,0%
Anfernee Simons,21.4,POR,Combo,105,100,78.0%,90,100%,86,50%,24,25%,19,33%,0,50%,0,67%,100,61%
Marcus Smart,26.7,BOS,Combo,209,81,56.3%,33,56%,100,62%,67,50%,95,59%,0,14%,77,41%,42,37%
Ish Smith,32.3,WAS,Combo,149,24,48.0%,81,69%,67,47%,29,27%,38,37%,0,33%,0,40%,0,38%
Jayson Tatum,22.7,BOS,Forward,217,43,50.4%,30,59%,22,29%,61,46%,26,37%,0,60%,71,40%,86,42%
Jeff Teague,32.4,MIL,Combo,100,5,40.5%,0,0%,0,11%,0,0%,0,11%,0,100%,0,50%,0,56%
Tristan Thompson,29.6,BOS,Big,155,46,56.1%,23,55%,97,60%,0,0%,97,60%,0,0%,0,0%,0,0%
Matisse Thybulle,23.7,PHI,Wing,213,79,59.0%,96,85%,93,67%,0,0%,93,67%,0,33%,22,32%,20,32%
PJ Tucker,35.5,MIL,Forward,670,26,47.9%,17,50%,30,33%,96,100%,30,40%,25,32%,0,33%,27,32%
