Player,Age,Team,Pos,MIN,FT% Rank,FT%,SFLD% Rank,SFLD%,FFLD% Rank,FFLD%,AND1% Rank,AND1%
Steven Adams,26.3,OKC,Big,210,0,45.0%,69,15.8%,64,2.0%,85,44.4%
Bam Adebayo,22.3,MIA,Big,686,40,78.3%,74,16.9%,90,4.0%,49,18.6%
Jarrett Allen,21.5,BKN,Big,132,0,81.3%,92,20.7%,85,3.5%,0,0.0%
Giannis Antetokounmpo,24.9,MIL,Big,277,13,58.0%,85,19.5%,82,3.3%,36,16.2%
Carmelo Anthony,35.4,POR,Big,213,0,91.7%,62,12.1%,59,2.0%,44,18.2%
OG Anunoby,22.3,TOR,Forward,392,0,64.3%,94,14.0%,29,0.8%,24,14.3%
D.J. Augustin,32.0,ORL,Point,127,0,95.7%,75,14.5%,92,3.4%,0,0.0%
Darius Bazley,19.4,OKC,Big,116,0,83.3%,46,9.4%,0,0.0%,0,0.0%
Patrick Beverley,31.3,LAC,Point,165,0,50.0%,0,0.0%,50,2.2%,100,0.0%
Eric Bledsoe,29.9,MIL,Point,267,17,80.8%,67,13.0%,33,1.6%,67,28.6%
Malcolm Brogdon,26.9,IND,Combo,159,78,89.3%,100,19.2%,50,1.4%,10,13.3%
Jaylen Brown,23.0,BOS,Wing,670,43,83.9%,89,10.3%,79,1.5%,54,25.0%
Trey Burke,27.0,DAL,Point,155,0,60.0%,25,6.5%,0,0.6%,0,0.0%
Jimmy Butler,30.1,MIA,Wing,806,57,85.9%,100,23.5%,96,2.8%,36,16.3%
Kentavious Caldwell-Pope,26.7,LAL,Wing,608,29,81.5%,29,6.1%,36,0.6%,54,25.0%
Alex Caruso,25.7,LAL,Combo,499,22,80.0%,65,10.3%,45,1.4%,25,16.7%
Gary Clark,25.0,ORL,Forward,143,0,80.0%,12,2.9%,24,0.6%,0,0.0%
Jordan Clarkson,27.4,UTA,Wing,197,0,100.0%,32,6.1%,71,1.2%,89,66.7%
Mike Conley,32.1,UTA,Point,162,0,86.4%,50,10.3%,100,3.6%,25,14.3%
Pat Connaughton,26.8,MIL,Wing,170,0,100.0%,0,0.0%,18,0.3%,96,0.0%
Robert Covington,28.9,HOU,Big,371,0,85.7%,8,3.3%,21,1.0%,69,33.3%
Torrey Craig,28.9,DEN,Wing,372,0,69.2%,50,7.4%,50,0.7%,39,16.7%
Jae Crowder,29.3,MIA,Big,659,33,76.1%,31,7.5%,33,1.3%,51,18.8%
Seth Curry,29.2,DAL,Combo,172,0,100.0%,15,5.6%,25,1.0%,75,33.3%
Anthony Davis,26.6,LAL,Big,768,80,83.1%,79,18.3%,77,3.0%,62,23.7%
Donte DiVincenzo,22.7,MIL,Combo,161,0,65.0%,80,12.7%,10,0.8%,15,14.3%
Luka Doncic,20.7,DAL,Wing,214,0,66.1%,96,15.6%,100,6.5%,79,36.4%
Luguentz Dort,20.5,OKC,Wing,174,0,53.3%,64,9.6%,57,1.0%,29,12.5%
Goran Dragic,33.5,MIA,Point,552,50,81.4%,17,6.1%,58,2.3%,58,23.5%
Joel Embiid,25.6,PHI,Big,144,67,81.4%,97,25.3%,100,5.8%,26,12.5%
James Ennis,29.3,ORL,Forward,119,0,77.8%,65,10.8%,41,1.1%,53,25.0%
Dorian Finney-Smith,26.5,DAL,Forward,190,0,80.0%,18,5.6%,53,1.1%,71,33.3%
Evan Fournier,27.0,ORL,Wing,170,0,70.6%,68,9.7%,61,1.0%,39,16.7%
Markelle Fultz,21.4,ORL,Combo,143,0,85.7%,25,6.5%,60,1.5%,50,25.0%
Danilo Gallinari,31.2,OKC,Big,211,100,96.7%,54,11.2%,72,2.2%,0,0.0%
Marc Gasol,34.8,TOR,Big,226,0,73.3%,56,11.9%,51,1.8%,95,62.5%
Paul George,29.5,LAC,Wing,475,100,94.0%,82,10.1%,75,1.3%,68,29.2%
Shai Gilgeous-Alexander,21.3,OKC,Wing,279,0,95.7%,86,10.2%,93,2.1%,21,10.0%
Rudy Gobert,27.3,UTA,Big,270,0,52.4%,87,20.0%,74,2.8%,77,35.3%
Eric Gordon,30.9,HOU,Wing,409,86,87.5%,61,9.0%,64,1.1%,25,11.8%
Jerami Grant,25.6,DEN,Big,652,93,88.9%,41,8.9%,31,1.2%,0,0.0%
Danny Green,32.4,LAL,Wing,521,0,66.7%,7,4.0%,39,0.7%,32,14.3%
JaMychal Green,29.4,LAC,Big,208,0,77.8%,38,8.8%,8,0.4%,54,20.0%
Jeff Green,33.2,HOU,Forward,336,0,82.4%,41,7.7%,6,0.5%,76,37.5%
Tim Hardaway Jr.,27.6,DAL,Wing,203,0,72.7%,11,4.1%,54,0.8%,54,25.0%
James Harden,30.2,HOU,Point,445,67,85.1%,92,18.6%,75,2.9%,42,18.0%
Montrezl Harrell,25.8,LAC,Big,231,20,60.6%,100,34.7%,44,1.5%,41,17.6%
Gary Harris,25.1,DEN,Wing,379,0,77.3%,79,10.0%,68,1.1%,0,0.0%
Tobias Harris,27.3,PHI,Forward,148,0,78.9%,88,13.0%,18,0.6%,18,11.1%
Gordon Hayward,29.6,BOS,Forward,157,0,87.5%,24,5.7%,76,1.9%,0,0.0%
Tyler Herro,19.8,MIA,Combo,705,56,87.0%,10,5.2%,75,1.7%,40,20.0%
George Hill,33.5,MIL,Combo,268,33,80.8%,40,9.7%,70,1.6%,15,14.3%
Justin Holiday,30.6,IND,Wing,131,0,33.3%,14,4.5%,0,0.0%,0,0.0%
Al Horford,33.4,PHI,Big,128,0,57.1%,51,11.1%,49,1.7%,69,33.3%
Danuel House,26.4,HOU,Forward,276,0,76.9%,29,6.8%,0,0.3%,35,16.7%
Dwight Howard,33.9,LAL,Big,253,7,57.1%,95,23.3%,97,5.0%,64,28.6%
Serge Ibaka,30.1,TOR,Big,251,0,100.0%,21,6.0%,15,0.7%,31,14.3%
Andre Iguodala,35.8,MIA,Forward,409,0,71.4%,0,0.0%,47,1.1%,100,0.0%
Joe Ingles,32.1,UTA,Forward,234,0,100.0%,6,1.8%,65,1.2%,0,0.0%
Reggie Jackson,29.5,LAC,Combo,162,0,0.0%,0,0.0%,15,0.8%,100,0.0%
LeBron James,34.8,LAL,Forward,759,29,72.0%,100,17.4%,94,2.9%,88,40.5%
Nikola Jokic,24.7,DEN,Big,694,87,83.5%,36,7.9%,95,4.2%,28,13.8%
Maxi Kleber,27.8,DAL,Big,203,0,75.0%,18,4.9%,67,2.1%,0,0.0%
Kyle Korver,38.6,MIL,Wing,115,0,100.0%,39,6.8%,46,0.7%,89,66.7%
Kyle Kuzma,24.3,LAL,Forward,470,57,78.4%,59,9.9%,12,0.6%,35,16.7%
Caris LeVert,25.2,BKN,Combo,139,0,72.0%,95,15.0%,90,3.0%,90,41.7%
Kawhi Leonard,28.3,LAC,Forward,510,100,86.2%,71,11.3%,100,4.1%,59,27.3%
Damian Lillard,29.3,POR,Point,187,100,97.9%,100,19.8%,42,1.8%,17,10.5%
Brook Lopez,31.6,MIL,Big,327,0,75.0%,44,9.2%,10,0.6%,92,54.5%
Kyle Lowry,33.6,TOR,Point,413,0,80.0%,83,15.3%,67,2.4%,83,32.0%
Timothe Luwawu-Cabarrot,24.5,BKN,Wing,131,0,91.7%,18,5.0%,21,0.3%,0,0.0%
Wesley Matthews,33.0,MIL,Wing,246,0,70.0%,36,6.7%,11,0.2%,0,0.0%
CJ McCollum,28.1,POR,Combo,240,11,73.1%,50,10.0%,20,0.9%,5,7.7%
JaVale McGee,31.8,LAL,Big,128,0,50.0%,28,6.7%,36,1.3%,97,100.0%
Ben McLemore,26.7,HOU,Wing,117,0,0.0%,0,0.0%,0,0.0%,96,0.0%
Khris Middleton,28.2,MIL,Forward,355,86,82.6%,53,9.4%,88,2.8%,82,38.9%
Paul Millsap,34.7,DEN,Big,459,53,79.6%,72,16.2%,46,1.7%,44,18.2%
Shake Milton,23.1,PHI,Combo,125,0,85.7%,35,8.5%,30,1.1%,50,25.0%
Donovan Mitchell,23.1,UTA,Combo,263,100,94.8%,85,13.1%,95,3.1%,30,17.4%
Marcus Morris,30.2,LAC,Big,386,0,92.9%,21,6.0%,13,0.7%,64,28.6%
Markieff Morris,30.2,LAL,Big,379,0,77.8%,5,3.0%,18,0.7%,69,33.3%
Monte Morris,24.3,DEN,Point,396,33,81.3%,42,9.6%,17,1.5%,75,30.8%
Jamal Murray,22.7,DEN,Combo,752,89,89.6%,30,7.6%,100,3.4%,45,20.7%
Georges Niang,26.4,UTA,Big,109,0,100.0%,3,2.5%,0,0.0%,0,0.0%
Kendrick Nunn,24.2,MIA,Combo,237,0,100.0%,5,4.2%,5,0.4%,0,0.0%
Jusuf Nurkic,25.2,POR,Big,201,27,68.8%,67,14.1%,79,3.1%,79,36.4%
Royce O'Neale,26.4,UTA,Wing,248,0,50.0%,57,8.6%,32,0.6%,0,0.0%
Semi Ojeleye,24.9,BOS,Big,113,0,100.0%,10,3.7%,0,0.0%,0,0.0%
Victor Oladipo,27.5,IND,Wing,122,0,93.8%,68,9.7%,86,1.5%,0,0.0%
Kelly Olynyk,28.5,MIA,Big,257,73,82.1%,64,12.5%,67,2.1%,59,23.1%
Chris Paul,34.5,OKC,Point,260,0,87.5%,33,7.8%,83,3.2%,92,33.3%
Mason Plumlee,29.7,DEN,Big,186,0,66.7%,77,17.1%,87,3.6%,31,14.3%
Michael Porter,21.3,DEN,Forward,436,43,75.0%,35,7.6%,35,0.9%,29,15.4%
Norman Powell,26.4,TOR,Wing,267,14,79.3%,75,9.9%,82,1.5%,46,18.2%
Josh Richardson,26.1,PHI,Combo,144,0,94.4%,55,10.2%,55,1.5%,75,33.3%
Austin Rivers,27.2,HOU,Wing,195,0,71.4%,43,6.9%,14,0.2%,54,25.0%
Duncan Robinson,25.5,MIA,Wing,599,71,86.8%,46,7.0%,43,0.7%,50,23.1%
Rajon Rondo,33.7,LAL,Point,394,0,68.4%,8,5.6%,8,0.9%,25,14.3%
Terrence Ross,28.7,ORL,Wing,135,0,85.7%,93,10.3%,89,1.6%,82,42.9%
Dennis Schroder,26.1,OKC,Combo,226,0,80.0%,60,10.3%,35,1.4%,50,25.0%
Landry Shamet,22.6,LAC,Wing,231,0,71.4%,21,5.4%,25,0.4%,71,33.3%
Pascal Siakam,25.6,TOR,Forward,417,14,71.1%,76,11.9%,71,1.7%,65,30.4%
Marcus Smart,25.7,BOS,Combo,647,67,87.5%,75,12.2%,85,2.4%,85,38.5%
Jayson Tatum,21.7,BOS,Forward,690,71,81.3%,82,13.0%,82,2.6%,47,18.8%
Garrett Temple,33.5,BKN,Wing,137,0,83.3%,54,7.8%,0,0.0%,86,50.0%
Daniel Theis,27.6,BOS,Big,481,47,78.8%,49,10.4%,54,1.8%,82,38.5%
Gary Trent Jr.,20.8,POR,Wing,181,0,77.8%,25,5.8%,29,0.4%,71,33.3%
PJ Tucker,34.5,HOU,Big,414,0,0.0%,0,0.0%,21,1.0%,100,0.0%
Myles Turner,23.6,IND,Big,145,0,43.8%,59,12.0%,41,1.5%,0,0.0%
Fred VanVleet,25.7,TOR,Combo,429,0,84.0%,20,5.6%,40,1.4%,35,18.2%
Nikola Vucevic,29.0,ORL,Big,184,0,90.9%,15,4.3%,56,1.9%,54,20.0%
Kemba Walker,29.5,BOS,Point,627,83,85.2%,58,10.9%,25,1.5%,50,23.3%
Brad Wanamaker,30.3,BOS,Combo,265,0,87.5%,70,10.9%,0,0.3%,70,28.6%
TJ Warren,26.2,IND,Forward,156,0,100.0%,47,8.5%,59,1.2%,94,50.0%
Russell Westbrook,31.0,HOU,Combo,261,0,53.1%,45,9.9%,80,2.2%,65,26.7%
Hassan Whiteside,30.4,POR,Big,116,0,50.0%,90,20.6%,92,4.1%,0,0.0%
Grant Williams,20.9,BOS,Big,163,0,70.0%,33,7.7%,62,2.0%,0,0.0%
Lou Williams,33.0,LAC,Combo,336,44,81.1%,90,13.2%,65,1.5%,95,50.0%
Marvin Williams,33.4,MIL,Big,178,0,100.0%,13,4.2%,26,1.0%,87,50.0%
Robert Williams,22.0,BOS,Big,143,0,33.3%,26,6.5%,38,1.5%,87,50.0%
Ivica Zubac,22.6,LAC,Big,317,60,81.1%,82,19.4%,28,1.1%,38,16.7%
