Player,Age,Team,Pos,MIN,Pts/Poss Rank,Pts/Poss,HALFCOURT: Pts/Play Rank,HALFCOURT: Pts/Play,HALFCOURT: OREB% Rank,HALFCOURT: OREB%,HALFCOURT: % of Plays Rank,HALFCOURT: % of Plays,PUTBACKS: Pts/Miss Rank,PUTBACKS: Pts/Miss,PUTBACKS: Plays/Miss Rank,PUTBACKS: Plays/Miss,PUTBACKS: Pts/Play Rank,PUTBACKS: Pts/Play
Steven Adams,27.3,NOP,Big,1604,27,+2.7,38,+1.1,90,-3.4%,66,+0.6%,25,+2.3,76,-1.5,3,+26.8
LaMarcus Aldridge,35.3,SAS,Big,544,8,+6.6,8,+6.5,69,-1.4%,93,+2.2%,21,+2.9,51,-0.0,9,+18.2
LaMarcus Aldridge,35.3,BKN,Big,130,85,-4.3,95,-7.8,15,+3.2%,6,-2.4%,14,+3.7,9,+3.3,48,0.0
Al-Farouq Aminu,30.1,ORL,Forward,366,69,-2.0,26,+2.4,97,-4.9%,44,-0.2%,49,+0.1,91,-3.1,5,+24.1
Kyle Anderson,27.1,MEM,Forward,1884,85,-4.4,82,-3.6,74,-1.8%,54,+0.2%,49,+0.0,51,+0.0,45,+0.7
Giannis Antetokounmpo,25.9,MIL,Big,2010,93,-6.6,79,-3.0,75,-1.9%,87,+1.6%,91,-5.1,94,-3.9,62,-4.5
Thanasis Antetokounmpo,28.3,MIL,Forward,448,57,-0.5,56,-0.5,11,+3.8%,14,-1.6%,13,+3.7,7,+3.6,53,-1.3
Carmelo Anthony,36.4,POR,Forward,1671,12,+5.0,20,+3.2,7,+4.8%,35,-0.5%,5,+6.0,5,+3.9,34,+5.0
Trevor Ariza,35.3,MIA,Forward,836,75,-2.6,90,-5.5,49,+0.2%,23,-1.1%,12,+4.1,25,+1.5,13,+15.8
D.J. Augustin,33.0,MIL,Point,697,31,+2.1,24,+2.6,77,-2.1%,74,+0.9%,92,-5.1,66,-0.9,96,-28.5
D.J. Augustin,33.0,HOU,Combo,405,2,+11.0,3,+9.3,19,+2.7%,8,-2.2%,5,+6.1,4,+4.1,41,+2.3
Harrison Barnes,28.4,SAC,Forward,2101,47,+0.4,35,+1.4,60,-0.6%,82,+1.3%,50,-0.0,38,+0.7,62,-4.8
Will Barton,29.8,DEN,Wing,1723,22,+3.3,25,+2.4,40,+0.8%,21,-1.3%,21,+2.8,11,+3.0,62,-4.4
Nicolas Batum,31.9,LAC,Wing,1839,82,-3.7,69,-1.8,25,+1.9%,34,-0.6%,60,-0.9,23,+1.7,89,-18.3
Aron Baynes,33.9,TOR,Big,978,49,+0.1,34,+1.5,89,-3.4%,65,+0.6%,71,-2.0,81,-1.9,44,+0.9
Kent Bazemore,31.3,GSW,Wing,1294,91,-5.7,92,-5.9,47,+0.3%,67,+0.6%,73,-2.1,40,+0.6,87,-17.2
Bradley Beal,27.3,WAS,Wing,2143,8,+6.7,9,+6.1,44,+0.5%,13,-1.6%,18,+3.3,16,+2.5,41,+2.4
Malik Beasley,23.9,MIN,Wing,1213,30,+2.3,37,+1.2,28,+1.7%,22,-1.2%,46,+0.3,46,+0.2,47,+0.2
DeAndre' Bembry,26.3,TOR,Wing,947,74,-2.3,63,-1.3,37,+1.0%,10,-1.9%,43,+0.5,18,+2.2,82,-12.7
Davis Bertans,28.0,WAS,Forward,1462,48,+0.3,83,-3.6,21,+2.4%,90,+1.9%,24,+2.3,27,+1.4,36,+4.2
Patrick Beverley,32.3,LAC,Combo,823,84,-4.3,73,-2.2,46,+0.4%,60,+0.4%,92,-5.3,68,-1.1,93,-24.9
Bismack Biyombo,28.2,CHA,Big,1342,37,+1.5,47,+0.4,59,-0.5%,47,-0.1%,78,-2.9,88,-2.7,40,+2.8
Nemanja Bjelica,32.5,SAC,Big,435,61,-0.9,18,+3.5,88,-3.3%,53,+0.1%,92,-5.2,86,-2.5,81,-12.6
Nemanja Bjelica,32.5,MIA,Big,152,1,+11.1,1,+11.2,0,+8.3%,90,+1.9%,84,-3.6,53,-0.0,93,-25.4
Eric Bledsoe,30.9,NOP,Point,2108,14,+4.6,30,+2.0,50,+0.1%,24,-1.0%,17,+3.3,31,+1.1,16,+13.9
Bojan Bogdanovic,31.5,UTA,Forward,2207,23,+3.2,17,+3.6,25,+2.0%,25,-1.0%,31,+1.6,14,+2.6,78,-10.7
Devin Booker,24.0,PHX,Wing,2269,8,+6.2,37,+1.2,5,+5.4%,9,-2.2%,4,+6.5,3,+4.4,25,+8.9
Avery Bradley,29.9,MIA,Combo,203,45,+0.6,83,-3.6,25,+1.9%,6,-2.5%,30,+1.7,57,-0.4,19,+12.0
Avery Bradley,29.9,HOU,Wing,383,27,+2.7,36,+1.3,10,+4.0%,46,-0.2%,50,+0.0,8,+3.4,92,-24.3
Malcolm Brogdon,27.9,IND,Combo,1929,64,-1.3,33,+1.6,96,-4.9%,95,+2.5%,93,-5.7,92,-3.4,72,-8.6
Jaylen Brown,24.0,BOS,Wing,1995,41,+1.0,33,+1.7,62,-0.8%,53,+0.1%,77,-2.6,76,-1.5,64,-5.1
Reggie Bullock,29.6,NYK,Wing,1960,51,-0.0,45,+0.5,74,-1.8%,39,-0.4%,68,-1.5,69,-1.1,53,-1.4
