Player,Age,Team,Pos,MIN,eFG% Rank,eFG%,SHOT FREQUENCY: Rim Rank,SHOT FREQUENCY: Rim,SHOT FREQUENCY: Short Mid Rank,SHOT FREQUENCY: Short Mid,SHOT FREQUENCY: Long Mid Rank,SHOT FREQUENCY: Long Mid,SHOT FREQUENCY: All Mid Rank,SHOT FREQUENCY: All Mid,SHOT FREQUENCY: Corner Three Rank,SHOT FREQUENCY: Corner Three,SHOT FREQUENCY: Non Corner Rank,SHOT FREQUENCY: Non Corner,SHOT FREQUENCY: All Three Rank,SHOT FREQUENCY: All Three
Arron Afflalo,24.0,DEN,Wing,118,99,+11.0%,85,+5.4%,46,+0.3%,14,-6.0%,19,-5.6%,99,+6.7%,13,-6.4%,50,+0.3%
LaMarcus Aldridge,24.3,POR,Big,225,43,-0.6%,86,+5.6%,1,-17.3%,66,+2.5%,3,-14.8%,20,-2.4%,99,+11.5%,96,+9.1%
Ray Allen,34.3,BOS,Wing,922,56,+0.4%,61,+1.1%,48,+0.6%,27,-3.2%,35,-2.5%,82,+2.3%,43,-0.9%,55,+1.4%
Tony Allen,27.8,BOS,Wing,379,17,-4.2%,84,+4.9%,43,+0.0%,34,-2.6%,33,-2.6%,34,-1.4%,42,-1.0%,36,-2.3%
Lou Amundson,26.9,PHX,Big,172,7,-6.4%,62,+1.2%,8,-6.5%,39,-1.7%,11,-8.1%,52,+0.2%,88,+6.7%,84,+6.9%
Chris Andersen,31.3,DEN,Big,115,24,-2.9%,8,-7.5%,57,+1.5%,88,+7.4%,87,+8.9%,24,-2.2%,55,+0.9%,39,-1.4%
Carmelo Anthony,25.4,DEN,Wing,252,54,+0.2%,46,-0.9%,74,+3.1%,100,+17.6%,100,+20.7%,0,-13.7%,14,-6.1%,0,-19.8%
Carlos Arroyo,30.3,MIA,Point,110,9,-5.9%,53,-0.1%,97,+7.9%,96,+11.1%,98,+19.0%,6,-4.0%,0,-14.9%,1,-18.9%
Leandro Barbosa,26.9,PHX,Wing,227,20,-3.6%,64,+1.3%,15,-4.4%,17,-5.4%,8,-9.8%,42,-0.4%,93,+8.9%,92,+8.4%
Matt Barnes,29.6,ORL,Wing,325,83,+4.9%,92,+7.7%,78,+3.8%,39,-1.4%,61,+2.4%,3,-4.8%,17,-5.3%,10,-10.1%
Nicolas Batum,20.9,POR,Wing,138,64,+1.8%,77,+2.8%,27,-1.9%,90,+7.6%,79,+5.6%,74,+1.5%,6,-10.0%,12,-8.5%
Jerryd Bayless,21.2,POR,Combo,156,27,-2.6%,4,-9.5%,89,+5.1%,26,-3.2%,59,+1.9%,97,+5.0%,68,+2.5%,87,+7.6%
Michael Beasley,20.8,MIA,Forward,131,61,+1.5%,75,+2.6%,91,+5.2%,48,-0.4%,75,+4.7%,37,-1.1%,13,-6.2%,17,-7.3%
Mike Bibby,31.5,ATL,Point,291,98,+11.0%,19,-4.5%,37,-0.7%,79,+5.4%,73,+4.7%,21,-2.4%,66,+2.2%,46,-0.2%
Chauncey Billups,33.1,DEN,Combo,206,3,-10.9%,99,+11.5%,34,-0.9%,63,+2.3%,55,+1.4%,11,-3.4%,8,-9.5%,5,-12.9%
Matt Bonner,29.6,SAS,Big,169,22,-3.1%,97,+10.6%,53,+1.1%,1,-16.9%,3,-15.8%,54,+0.2%,82,+4.9%,76,+5.2%
Carlos Boozer,27.9,UTA,Big,400,72,+3.1%,55,+0.3%,28,-1.7%,71,+3.8%,60,+2.1%,38,-1.1%,38,-1.4%,34,-2.4%
Shannon Brown,23.9,LAL,Combo,296,21,-3.1%,55,+0.4%,29,-1.6%,49,-0.4%,38,-2.0%,67,+0.9%,55,+0.7%,57,+1.6%
Kobe Bryant,31.2,LAL,Wing,921,70,+2.8%,57,+0.6%,71,+2.8%,62,+2.2%,76,+5.0%,14,-3.2%,30,-2.5%,22,-5.7%
Caron Butler,29.6,DAL,Wing,195,6,-8.8%,67,+1.5%,8,-6.7%,92,+9.3%,63,+2.6%,15,-3.0%,40,-1.1%,28,-4.1%
