Player,Age,Team,Pos,MIN,FT% Rank,FT%,SFLD% Rank,SFLD%,FFLD% Rank,FFLD%,AND1% Rank,AND1%
Patrick Beverley,26.3,HOU,Point,1717,27,74.1%,11,2.9%,6,0.9%,19,12.5%
Bismack Biyombo,22.2,CHA,Big,1173,19,58.7%,99,29.3%,78,2.2%,16,11.3%
Tarik Black,22.9,HOU,Big,362,6,50.0%,51,12.5%,12,0.9%,0,0.0%
Tarik Black,22.9,LAL,Big,785,15,57.1%,85,17.1%,51,1.6%,32,16.2%
DeJuan Blair,25.5,WAS,Big,100,0,0.0%,0,0.0%,3,0.4%,100,0.0%
Steve Blake,34.7,POR,Point,1488,17,70.0%,13,3.6%,45,1.7%,74,27.3%
Eric Bledsoe,24.9,PHX,Point,2795,56,80.0%,97,15.6%,87,2.7%,81,28.0%
Bojan Bogdanovic,25.5,BKN,Forward,1795,76,81.4%,37,7.0%,48,1.0%,52,19.5%
Andrew Bogut,29.9,GSW,Big,1577,10,52.4%,9,5.5%,24,1.1%,99,50.0%
Matt Bonner,34.6,SAS,Big,846,89,82.4%,3,4.1%,7,0.7%,14,11.1%
Trevor Booker,26.9,UTA,Big,1546,17,58.1%,53,12.5%,35,1.3%,30,15.6%
Carlos Boozer,32.9,LAL,Big,1673,28,62.3%,32,9.4%,11,0.8%,79,26.7%
Chris Bosh,30.6,MIA,Big,1542,72,77.4%,50,12.4%,29,1.2%,24,13.6%
Avery Bradley,23.9,BOS,Combo,2419,40,79.0%,20,3.7%,14,0.8%,42,18.4%
Elton Brand,35.6,ATL,Big,415,0,52.4%,29,9.1%,35,1.3%,20,12.5%
Corey Brewer,28.7,HOU,Wing,1358,36,76.3%,74,11.1%,46,1.1%,56,21.2%
Corey Brewer,28.7,MIN,Combo,672,20,71.4%,89,13.4%,77,1.8%,38,18.2%
Aaron Brooks,29.8,CHI,Point,1845,65,82.5%,45,8.0%,23,1.3%,32,17.6%
Jabari Brown,21.9,LAL,Wing,549,33,75.9%,99,20.0%,74,1.5%,33,17.9%
Lorenzo Brown,24.2,MIN,Point,530,0,73.3%,16,4.2%,0,0.7%,40,20.0%
Markel Brown,22.8,BKN,Wing,670,76,84.1%,62,9.8%,61,1.3%,0,0.0%
Kobe Bryant,36.2,LAL,Wing,1203,61,81.1%,79,11.8%,97,2.9%,51,20.4%
Chase Budinger,26.4,MIN,Wing,1212,63,81.3%,56,9.2%,10,0.5%,60,22.2%
Reggie Bullock,23.6,LAC,Wing,199,0,75.0%,20,5.1%,0,0.0%,0,0.0%
Trey Burke,22.0,UTA,Point,2268,29,75.2%,27,5.2%,15,1.1%,29,16.7%
Alec Burks,23.3,UTA,Wing,894,65,82.2%,91,15.5%,81,1.7%,40,19.2%
Caron Butler,34.6,DET,Wing,1592,99,90.2%,17,4.8%,17,0.6%,90,31.6%
Jimmy Butler,25.1,CHI,Wing,2507,75,83.3%,98,18.7%,94,2.2%,17,14.4%
Rasual Butler,35.4,WAS,Wing,1423,40,77.4%,14,4.6%,17,0.6%,30,17.4%
Dwight Buycks,25.7,LAL,Point,101,0,100.0%,61,9.4%,27,1.4%,87,33.3%
Nick Calathes,25.7,MEM,Combo,770,0,55.3%,48,7.3%,35,1.2%,89,38.9%
Jose Calderon,33.1,NYK,Combo,1265,98,90.6%,6,2.5%,18,0.8%,57,22.2%
Kentavious Caldwell-Pope,21.7,DET,Wing,2572,15,70.3%,33,7.0%,37,0.9%,64,22.5%
Isaiah Canaan,23.4,HOU,Combo,308,0,71.4%,46,6.9%,5,0.6%,92,50.0%
Isaiah Canaan,23.4,PHI,Combo,563,76,84.6%,34,5.5%,29,1.1%,18,14.3%
DeMarre Carroll,28.3,ATL,Wing,2178,14,70.2%,73,10.9%,60,1.3%,69,23.4%
Vince Carter,37.8,MEM,Wing,1065,48,78.9%,13,4.3%,82,1.8%,0,0.0%
Michael Carter-Williams,23.1,MIL,Point,756,35,78.0%,90,13.6%,69,2.1%,37,19.1%
Michael Carter-Williams,23.1,PHI,Point,1374,8,64.4%,71,10.7%,92,2.9%,40,20.0%
Omri Casspi,26.4,SAC,Forward,1364,44,73.4%,93,16.4%,91,1.8%,26,14.3%
Mario Chalmers,28.5,MIA,Combo,2339,36,77.5%,88,13.0%,92,2.6%,52,20.4%
Tyson Chandler,32.1,DAL,Big,2280,56,72.0%,91,21.1%,79,2.3%,51,20.7%
Wilson Chandler,27.5,DEN,Forward,2461,61,77.5%,33,6.6%,26,0.8%,78,27.9%
Ian Clark,23.7,UTA,Combo,124,0,100.0%,11,3.1%,26,1.1%,0,0.0%
Jordan Clarkson,22.4,LAL,Combo,1401,68,83.1%,72,10.7%,63,1.6%,46,19.7%
Norris Cole,26.1,MIA,Point,1131,13,68.2%,31,5.6%,19,1.3%,0,0.0%
Norris Cole,26.1,NOP,Point,658,21,72.7%,18,4.4%,31,1.4%,74,27.3%
Darren Collison,27.2,SAC,Point,1559,46,78.7%,73,10.7%,50,1.8%,18,11.1%
Nick Collison,34.0,OKC,Big,1067,44,68.9%,27,8.9%,48,1.5%,96,43.5%
Mike Conley,27.1,MEM,Point,2215,81,85.9%,63,9.8%,63,2.0%,61,22.8%
Chris Copeland,30.6,IND,Forward,784,41,73.2%,30,6.1%,78,1.4%,91,36.8%
Bryce Cotton,22.2,UTA,Combo,129,0,83.3%,83,12.3%,65,1.7%,72,28.6%
DeMarcus Cousins,24.2,SAC,Big,2006,77,78.2%,87,18.2%,100,5.3%,68,25.0%
Robert Covington,23.9,PHI,Wing,1939,67,82.3%,81,11.9%,52,1.2%,75,25.5%
Allen Crabbe,22.6,POR,Wing,610,0,71.4%,18,4.9%,9,0.4%,87,28.6%
Jamal Crawford,34.6,LAC,Wing,1641,97,89.8%,75,11.1%,75,1.6%,29,17.3%
Jae Crowder,24.3,BOS,Forward,1362,51,75.6%,72,11.9%,35,0.9%,43,18.0%
Jae Crowder,24.3,DAL,Forward,205,0,100.0%,41,7.3%,67,1.3%,93,50.0%
Dante Cunningham,27.5,NOP,Forward,1614,10,61.4%,22,5.8%,2,0.3%,4,5.0%
Stephen Curry,26.6,GSW,Point,2606,100,91.3%,44,7.9%,81,2.6%,71,25.9%
Samuel Dalembert,34.5,NYK,Big,538,0,70.0%,16,7.3%,46,1.5%,46,20.0%
Troy Daniels,23.3,CHA,Wing,101,0,85.7%,31,6.7%,83,1.8%,0,0.0%
Troy Daniels,23.3,MIN,Combo,118,0,100.0%,0,0.0%,25,1.1%,100,0.0%
Gigi Datome,26.9,BOS,Forward,169,0,100.0%,0,0.0%,24,0.8%,96,0.0%
Brandon Davies,23.3,PHI,Big,368,33,64.5%,36,10.2%,62,1.9%,88,30.8%
Anthony Davis,21.6,NOP,Big,2450,85,80.8%,72,15.5%,93,2.9%,71,25.4%
Ed Davis,25.4,LAL,Big,1770,6,49.7%,88,18.2%,16,1.0%,71,25.3%
Glen Davis,28.8,LAC,Big,781,24,61.0%,80,16.4%,18,1.0%,31,15.8%
Austin Daye,26.4,SAS,Forward,241,0,100.0%,0,0.0%,9,0.6%,96,0.0%
DeMar DeRozan,25.2,TOR,Wing,2094,74,83.1%,94,16.6%,88,2.0%,28,16.8%
Dewayne Dedmon,25.2,ORL,Big,796,12,53.3%,79,16.2%,24,1.1%,56,22.2%
Matthew Dellavedova,24.1,CLE,Combo,1259,38,78.6%,2,1.5%,46,1.4%,0,0.0%
Luol Deng,29.5,MIA,Forward,2413,56,76.1%,70,11.9%,85,1.6%,15,12.5%
Boris Diaw,32.5,SAS,Big,1932,69,76.9%,13,6.1%,42,1.4%,84,28.2%
Gorgui Dieng,24.8,MIN,Big,2155,76,78.2%,88,18.2%,42,1.4%,40,17.8%
Spencer Dinwiddie,21.6,DET,Combo,430,96,90.0%,60,8.9%,51,1.5%,49,20.0%
Joey Dorsey,30.9,HOU,Big,762,0,27.1%,68,14.7%,55,1.7%,11,9.1%
Toney Douglas,28.6,NOP,Combo,140,0,57.1%,37,5.7%,49,1.4%,92,50.0%
Goran Dragic,28.5,MIA,Point,902,63,80.8%,81,12.0%,82,2.6%,85,31.0%
Goran Dragic,28.5,PHX,Wing,1730,27,74.4%,40,7.4%,65,1.4%,79,26.4%
Larry Drew,24.7,PHI,Point,198,0,66.7%,6,2.1%,73,2.3%,98,100.0%
Andre Drummond,21.2,DET,Big,2487,1,38.9%,69,14.9%,60,1.8%,54,21.7%
Jared Dudley,29.3,MIL,Forward,1688,39,72.3%,17,5.3%,57,1.2%,22,13.0%
Tim Duncan,38.5,SAS,Big,2221,61,74.2%,77,16.0%,55,1.7%,46,20.0%
Mike Dunleavy,34.1,CHI,Wing,1834,55,80.5%,27,6.3%,22,0.7%,23,15.6%
Kevin Durant,26.1,OKC,Forward,908,98,85.4%,78,12.8%,96,2.7%,72,24.2%
Cleanthony Early,23.5,NYK,Wing,579,38,77.1%,57,9.3%,40,1.0%,25,16.7%
Wayne Ellington,26.9,LAL,Wing,1624,66,82.3%,6,3.4%,47,1.1%,14,14.3%
Monta Ellis,29.0,DAL,Wing,2694,32,75.2%,45,7.7%,91,2.2%,46,19.8%
James Ennis,24.3,MIA,Forward,996,90,84.1%,94,17.6%,22,0.8%,48,19.1%
Tyler Ennis,20.2,MIL,Point,336,0,60.0%,8,2.4%,40,1.6%,87,33.3%
Jeremy Evans,27.0,UTA,Big,224,0,80.0%,94,22.4%,62,1.9%,95,38.5%
Reggie Evans,34.5,SAC,Big,760,28,62.1%,84,16.9%,91,2.8%,9,7.4%
Tyreke Evans,25.1,NOP,Wing,2685,11,69.4%,72,10.6%,78,1.6%,71,24.8%
Dante Exum,19.3,UTA,Combo,1771,4,62.5%,5,2.4%,20,0.8%,75,30.0%
Festus Ezeli,25.0,GSW,Big,431,37,66.2%,92,21.1%,74,2.1%,13,10.0%
Kenneth Faried,25.0,DEN,Big,2069,44,68.8%,74,15.8%,90,2.7%,72,25.4%
Jordan Farmar,27.9,LAC,Point,444,0,87.5%,2,1.5%,21,1.3%,0,0.0%
Derrick Favors,23.3,UTA,Big,2273,39,66.9%,79,16.1%,45,1.5%,46,20.0%
Raymond Felton,30.3,DAL,Combo,202,0,71.4%,8,2.8%,42,1.3%,92,50.0%
Landry Fields,26.3,TOR,Wing,178,0,83.3%,60,9.7%,13,0.5%,0,0.0%
Evan Fournier,22.0,ORL,Wing,1650,20,72.0%,69,10.4%,70,1.5%,70,23.4%
Randy Foye,31.1,DEN,Combo,1055,60,82.4%,32,5.5%,11,0.7%,60,22.7%
Tim Frazier,24.0,PHI,Point,165,0,33.3%,98,17.0%,24,1.3%,92,37.5%
Jimmer Fredette,25.7,NOP,Combo,425,100,94.4%,66,9.6%,71,1.8%,88,38.5%
Joel Freeland,27.7,POR,Big,572,0,84.0%,21,7.9%,40,1.4%,98,45.5%
Channing Frye,31.5,ORL,Big,1856,99,88.6%,1,1.8%,52,1.6%,97,44.4%
Danilo Gallinari,26.2,DEN,Forward,1375,100,89.4%,65,11.8%,94,2.6%,54,19.7%
Langston Galloway,22.9,NYK,Combo,1400,42,79.2%,42,6.3%,28,1.1%,78,31.3%
Francisco Garcia,32.8,HOU,Wing,195,0,25.0%,6,3.3%,79,1.6%,97,50.0%
Kevin Garnett,38.5,BKN,Big,853,92,82.9%,5,5.2%,72,2.0%,79,26.7%
Marc Gasol,29.8,MEM,Big,2677,82,79.5%,76,16.0%,95,3.3%,74,25.8%
Pau Gasol,34.3,CHI,Big,2673,85,80.5%,44,11.3%,94,2.9%,65,23.9%
Rudy Gay,28.2,SAC,Wing,2402,82,85.7%,84,12.4%,83,1.8%,38,19.0%
Alonzo Gee,27.4,DEN,Wing,426,9,68.8%,97,17.8%,25,0.7%,30,17.4%
Alonzo Gee,27.4,POR,Forward,129,0,50.0%,83,14.0%,0,0.3%,87,33.3%
Taj Gibson,29.4,CHI,Big,1659,53,71.6%,60,13.7%,76,2.2%,42,18.4%
Manu Ginobili,37.3,SAS,Wing,1575,19,71.8%,80,11.9%,100,3.4%,53,21.1%
Rudy Gobert,22.3,UTA,Big,2123,29,62.6%,96,24.2%,71,2.0%,37,17.5%
Drew Gooden,33.1,WAS,Big,828,73,77.5%,12,6.1%,22,1.1%,18,11.8%
Archie Goodwin,20.2,PHX,Combo,451,26,73.8%,94,16.8%,82,1.9%,43,19.4%
Aaron Gordon,19.1,ORL,Forward,780,37,72.1%,85,14.0%,30,0.8%,81,29.0%
Ben Gordon,31.6,ORL,Wing,764,71,82.5%,47,7.9%,85,1.9%,10,8.3%
Eric Gordon,25.9,NOP,Combo,2014,46,80.5%,55,7.7%,40,1.3%,54,21.1%
Marcin Gortat,30.7,WAS,Big,2445,49,70.3%,31,9.4%,31,1.3%,53,21.5%
Danny Granger,31.5,MIA,Wing,595,26,74.3%,55,8.9%,34,0.9%,79,26.7%
Jerami Grant,20.6,PHI,Forward,1303,7,61.1%,100,18.5%,81,1.4%,11,9.6%
Danny Green,27.4,SAS,Wing,2284,89,87.4%,11,4.0%,41,1.0%,25,16.7%
Draymond Green,24.7,GSW,Big,2475,37,66.2%,38,10.3%,54,1.6%,75,25.9%
Erick Green,23.5,DEN,Combo,301,0,87.5%,18,3.4%,3,0.6%,92,50.0%
Gerald Green,28.8,PHX,Wing,1423,70,82.5%,26,6.3%,69,1.5%,94,36.0%
JaMychal Green,24.4,MEM,Big,116,0,83.3%,11,5.9%,8,0.7%,0,0.0%
Jeff Green,28.2,BOS,Forward,1085,88,83.9%,74,12.0%,87,1.6%,63,21.0%
Jeff Green,28.2,MEM,Forward,1341,78,82.5%,76,12.3%,70,1.4%,44,18.2%
Willie Green,33.3,ORL,Wing,898,73,82.8%,15,4.6%,24,0.7%,66,23.1%
Blake Griffin,25.6,LAC,Big,2347,58,72.8%,67,14.7%,96,3.5%,64,23.9%
Jorge Gutierrez,25.8,MIL,Combo,124,0,70.0%,98,17.9%,8,0.7%,91,40.0%
PJ Hairston,21.9,CHA,Wing,603,78,84.8%,44,7.7%,6,0.4%,78,26.3%
Justin Hamilton,24.6,MIA,Big,266,0,85.7%,15,6.6%,61,1.8%,68,25.0%
Justin Hamilton,24.6,MIN,Big,414,94,84.2%,46,11.6%,61,1.9%,85,28.6%
Tyler Hansbrough,29.0,TOR,Big,1040,48,69.9%,99,28.0%,58,1.8%,28,15.3%
Tim Hardaway Jr.,22.6,NYK,Wing,1631,49,79.2%,61,9.7%,64,1.4%,84,27.8%
James Harden,25.2,HOU,Wing,2976,88,86.8%,98,19.3%,96,2.6%,19,14.8%
Maurice Harkless,21.5,ORL,Forward,610,2,58.3%,57,11.0%,28,0.8%,67,23.5%
Devin Harris,31.7,DAL,Combo,1666,54,81.8%,74,11.3%,74,1.8%,25,15.6%
Gary Harris,20.1,DEN,Wing,572,41,77.8%,36,7.1%,31,0.8%,21,15.4%
Joe Harris,23.2,CLE,Wing,388,0,60.0%,24,5.7%,2,0.2%,47,20.0%
Tobias Harris,22.3,ORL,Forward,2364,63,78.8%,54,10.6%,74,1.4%,80,28.7%
Udonis Haslem,34.4,MIA,Big,973,44,68.9%,40,10.5%,25,1.2%,56,22.2%
Spencer Hawes,26.5,LAC,Big,1183,36,66.1%,16,6.8%,41,1.4%,25,14.3%
Chuck Hayes,31.4,TOR,Big,243,0,63.6%,56,13.0%,5,0.6%,34,16.7%
Gordon Hayward,24.6,UTA,Wing,2606,60,81.0%,90,15.2%,99,3.0%,40,19.1%
Gerald Henderson,26.9,CHA,Wing,2277,79,84.9%,66,10.1%,87,2.0%,44,19.6%
John Henson,23.8,MIL,Big,1204,15,56.8%,76,15.9%,53,1.6%,39,17.7%
Roy Hibbert,27.9,IND,Big,1923,89,82.4%,31,9.3%,98,3.7%,14,11.1%
JJ Hickson,26.2,DEN,Big,1344,17,58.0%,91,19.5%,13,0.9%,31,15.7%
Nene Hilario,32.1,WAS,Big,1679,24,61.0%,69,14.9%,88,2.7%,75,26.0%
George Hill,28.5,IND,Point,1261,52,79.0%,48,8.2%,94,3.1%,56,21.7%
Jordan Hill,27.3,LAL,Big,1869,59,73.8%,26,8.8%,28,1.2%,38,17.6%
Solomon Hill,23.6,IND,Wing,2333,71,82.5%,78,11.4%,60,1.3%,13,14.1%
Kirk Hinrich,33.8,CHI,Combo,1603,18,70.0%,29,4.6%,15,0.8%,32,16.7%
Jrue Holiday,24.4,NOP,Point,1300,77,85.5%,34,5.7%,10,1.1%,35,18.8%
Justin Holiday,25.6,GSW,Wing,525,83,85.7%,41,7.4%,27,0.8%,57,21.4%
Ryan Hollins,30.1,SAC,Big,377,13,55.9%,89,18.7%,88,2.7%,7,7.1%
Rodney Hood,22.0,UTA,Wing,1048,35,76.3%,60,9.7%,14,0.5%,34,18.4%
Al Horford,28.4,ATL,Big,2307,67,75.9%,15,6.7%,23,1.1%,68,25.0%
Dwight Howard,28.9,HOU,Big,1221,11,53.1%,94,23.4%,99,3.9%,67,24.2%
Robbie Hummel,25.7,MIN,Forward,682,0,81.0%,39,7.0%,61,1.2%,44,18.2%
Kris Humphries,29.7,WAS,Big,1308,63,74.8%,41,10.7%,84,2.4%,45,19.6%
Serge Ibaka,25.1,OKC,Big,2109,94,83.6%,12,5.9%,26,1.2%,25,14.3%
Andre Iguodala,30.8,GSW,Wing,2016,3,60.2%,63,9.9%,63,1.4%,44,19.6%
Ersan Ilyasova,27.5,MIL,Big,1302,35,65.0%,25,8.3%,64,1.9%,25,14.3%
Joe Ingles,27.1,UTA,Wing,1640,28,75.0%,10,3.7%,45,1.1%,90,30.8%
Kyrie Irving,22.6,CLE,Point,2716,83,86.2%,69,10.7%,71,2.2%,65,24.6%
Jarrett Jack,31.0,BKN,Combo,2205,92,87.8%,58,8.7%,88,2.2%,29,16.2%
Reggie Jackson,24.5,DET,Point,869,50,79.0%,56,9.0%,76,2.4%,77,27.5%
Reggie Jackson,24.5,OKC,Combo,1372,84,86.1%,52,7.5%,75,1.8%,66,26.7%
Bernard James,29.7,DAL,Big,119,0,85.7%,96,25.0%,1,0.4%,0,0.0%
LeBron James,29.8,CLE,Wing,2480,18,71.3%,94,16.5%,98,2.9%,77,26.2%
Al Jefferson,29.8,CHA,Big,1963,35,65.0%,17,7.4%,27,1.2%,55,21.8%
Cory Jefferson,23.8,BKN,Big,412,14,56.1%,66,14.6%,15,1.0%,25,14.3%
Richard Jefferson,34.4,DAL,Forward,1162,22,67.9%,87,14.1%,72,1.4%,15,12.5%
John Jenkins,23.7,ATL,Wing,230,0,78.6%,22,5.4%,92,2.2%,71,25.0%
Brandon Jennings,25.1,DET,Point,1170,71,83.9%,58,9.3%,77,2.5%,79,27.8%
Jonas Jerebko,27.7,BOS,Forward,509,83,83.3%,43,8.2%,54,1.0%,76,26.7%
Jonas Jerebko,27.7,DET,Big,671,99,88.6%,10,5.7%,12,0.9%,11,9.1%
Amir Johnson,27.5,TOR,Big,1970,25,61.2%,37,10.3%,34,1.3%,44,19.0%
Chris Johnson,24.5,MIL,Wing,124,0,100.0%,9,3.6%,26,0.7%,0,0.0%
Chris Johnson,24.5,PHI,Wing,174,0,50.0%,21,5.3%,4,0.2%,91,33.3%
Chris Johnson,24.5,UTA,Wing,189,0,100.0%,2,1.7%,3,0.2%,0,0.0%
James Johnson,27.7,TOR,Forward,1343,17,65.0%,61,11.5%,31,0.8%,83,30.0%
Joe Johnson,33.3,BKN,Wing,2779,52,80.1%,17,4.9%,87,2.0%,40,19.2%
Nick Johnson,21.9,HOU,Wing,206,0,64.7%,71,10.5%,55,1.3%,25,16.7%
Tyler Johnson,22.5,MIA,Combo,583,12,68.1%,60,8.9%,54,1.5%,9,6.7%
Wesley Johnson,27.3,LAL,Wing,2224,54,80.4%,35,7.1%,18,0.6%,58,21.6%
James Jones,34.1,CLE,Forward,548,93,84.2%,31,6.5%,80,1.4%,7,9.1%
Perry Jones,23.1,OKC,Forward,542,15,64.7%,46,8.8%,43,1.0%,56,20.0%
Terrence Jones,22.8,HOU,Big,887,22,60.6%,62,14.1%,6,0.7%,36,17.0%
DeAndre Jordan,26.3,LAC,Big,2808,2,39.7%,93,22.0%,97,3.7%,83,27.3%
Jerome Jordan,28.1,BKN,Big,290,90,82.8%,84,16.9%,15,0.9%,92,35.7%
Cory Joseph,23.2,SAS,Combo,1361,22,73.8%,85,12.4%,85,2.1%,83,35.3%
Chris Kaman,32.5,POR,Big,1387,50,70.6%,30,9.1%,34,1.3%,86,30.2%
Enes Kanter,22.5,OKC,Big,808,74,77.6%,66,14.7%,50,1.6%,68,24.6%
Enes Kanter,22.5,UTA,Big,1302,80,78.9%,28,9.0%,52,1.6%,82,27.3%
Sergey Karasev,21.0,BKN,Wing,494,28,75.0%,51,8.3%,52,1.2%,12,10.0%
Ryan Kelly,23.6,LAL,Forward,1196,80,83.0%,63,11.6%,7,0.5%,13,10.3%
Michael Kidd-Gilchrist,21.1,CHA,Wing,1565,10,69.1%,96,17.8%,71,1.5%,62,22.4%
Brandon Knight,22.9,MIL,Point,1683,92,88.1%,52,8.7%,79,2.6%,50,20.3%
Brandon Knight,22.9,PHX,Combo,347,66,82.8%,26,4.1%,100,3.5%,32,16.7%
Kyle Korver,33.6,ATL,Wing,2410,96,89.7%,12,4.2%,72,1.5%,80,26.9%
Kosta Koufos,25.7,MEM,Big,1294,31,64.1%,26,8.8%,58,1.8%,12,9.4%
Zach LaVine,19.6,MIN,Combo,1811,72,84.0%,75,11.3%,22,0.9%,55,21.8%
Jeremy Lamb,22.4,OKC,Wing,532,95,89.4%,67,10.4%,32,0.9%,76,26.1%
Carl Landry,31.1,SAC,Big,1148,92,83.0%,75,15.9%,32,1.3%,29,15.4%
Shane Larkin,22.1,NYK,Point,1782,58,80.6%,32,5.7%,16,1.2%,40,20.0%
Joffrey Lauvergne,23.1,DEN,Big,224,0,66.7%,54,12.7%,31,1.3%,99,50.0%
Ty Lawson,27.0,DEN,Point,2650,25,72.8%,94,14.4%,60,2.0%,24,14.0%
Ricky Ledo,22.1,NYK,Wing,211,0,83.3%,83,12.2%,57,1.3%,47,20.0%
Courtney Lee,29.1,MEM,Wing,2337,87,86.7%,19,5.1%,16,0.6%,18,14.7%
David Lee,31.5,GSW,Big,842,32,64.3%,68,14.8%,9,0.8%,33,16.3%
Alex Len,21.4,PHX,Big,1498,47,69.9%,62,14.1%,22,1.1%,89,31.5%
Kawhi Leonard,23.3,SAS,Wing,2027,51,80.1%,83,12.2%,90,2.1%,65,22.7%
Meyers Leonard,22.7,POR,Big,765,100,92.6%,4,4.9%,69,2.0%,98,45.5%
Jon Leuer,25.5,MEM,Big,754,33,64.8%,28,8.9%,14,0.9%,10,8.3%
Damian Lillard,24.3,POR,Combo,2918,88,86.3%,71,10.6%,91,2.4%,62,23.1%
Jeremy Lin,26.2,LAL,Point,1877,44,78.6%,92,13.9%,95,3.2%,13,8.8%
Shaun Livingston,29.1,GSW,Combo,1303,16,69.7%,63,9.3%,48,1.4%,45,19.4%
Brook Lopez,26.6,BKN,Big,2094,87,81.4%,55,12.8%,66,1.9%,92,34.1%
