Player,Age,Team,Pos,MIN,eFG% Rank,eFG%,2P% Rank,2P%,3P% Rank,3P%,FT% Rank,FT%,ASTD% All Rank,ASTD% All,ASTD% Rim Rank,ASTD% Rim,ASTD% Mid Rank,ASTD% Mid,ASTD% Three Rank,ASTD% Three
Chauncey Billups,34.1,NYK,Combo,662,47,48.3%,73,47.4%,34,32.8%,95,90.2%,98,22%,96,8%,94,11%,98,41%
DeJuan Blair,21.5,SAS,Big,1639,49,50.2%,52,50.3%,0,0.0%,33,64.5%,40,69%,24,69%,52,70%,0,0%
Steve Blake,30.7,LAL,Point,1487,74,50.5%,0,33.0%,82,41.0%,96,92.3%,3,81%,2,83%,10,53%,26,93%
Andray Blatche,24.2,WAS,Big,2163,20,44.8%,20,44.9%,21,25.0%,78,77.9%,82,56%,76,53%,76,58%,70,100%
Eric Bledsoe,20.9,LAC,Combo,1794,24,46.1%,63,46.6%,18,28.8%,17,74.8%,67,36%,65,26%,53,28%,27,90%
Keith Bogans,30.5,CHI,Wing,1455,89,55.4%,62,48.6%,65,38.1%,6,65.6%,2,94%,9,75%,1,100%,27,99%
Andrew Bogut,25.9,MIL,Big,2293,42,49.7%,47,49.7%,0,0.0%,4,44.2%,98,48%,75,53%,98,40%,0,0%
Matt Bonner,30.6,SAS,Big,1390,94,59.9%,30,47.1%,100,45.1%,65,74.4%,6,84%,93,43%,63,65%,70,100%
Trevor Booker,22.9,WAS,Forward,976,76,54.0%,84,54.3%,0,0.0%,10,64.0%,86,55%,55,59%,78,45%,0,0%
Carlos Boozer,28.9,CHI,Big,1876,56,51.0%,59,51.0%,0,0.0%,49,70.1%,56,65%,30,67%,69,62%,0,0%
Chris Bosh,26.6,MIA,Big,2776,44,50.0%,52,50.2%,21,25.0%,91,81.6%,70,60%,76,53%,65,64%,93,83%
Earl Boykins,34.4,MIL,Point,805,67,49.3%,64,46.4%,72,39.7%,57,83.8%,76,28%,67,21%,74,14%,40,85%
Avery Bradley,19.9,BOS,Combo,121,0,36.4%,10,39.0%,0,0.0%,0,33.3%,49,44%,14,50%,39,33%,0,0%
Elton Brand,31.6,PHI,Big,2801,59,51.2%,60,51.2%,0,0.0%,79,78.0%,52,66%,51,60%,55,69%,0,0%
Corey Brewer,24.7,DAL,Wing,135,41,48.9%,94,54.3%,0,20.0%,0,70.6%,62,62%,55,57%,37,60%,4,100%
Corey Brewer,24.7,MIN,Wing,1330,7,42.8%,16,42.4%,14,29.5%,23,70.6%,39,70%,25,65%,31,63%,4,100%
Ronnie Brewer,25.6,CHI,Forward,1722,41,49.6%,61,50.4%,5,22.7%,12,64.9%,31,73%,20,70%,24,78%,8,100%
Jon Brockman,23.6,MIL,Big,624,34,47.7%,35,47.7%,0,0.0%,36,66.1%,57,64%,33,66%,79,57%,0,0%
Aaron Brooks,25.8,HOU,Point,785,17,42.1%,16,39.3%,20,30.5%,98,93.8%,53,34%,76,17%,88,11%,59,68%
Aaron Brooks,25.8,PHX,Point,460,60,48.4%,81,47.7%,40,34.4%,41,81.5%,90,19%,97,7%,74,14%,91,43%
Derrick Brown,23.1,CHA,Forward,443,88,56.0%,92,55.8%,0,40.0%,5,56.1%,73,64%,43,62%,0,0%,8,100%
Kwame Brown,28.6,CHA,Big,1689,60,51.5%,63,51.5%,0,0.0%,21,58.7%,23,74%,11,74%,43,74%,0,0%
Shannon Brown,24.9,LAL,Wing,1454,48,49.2%,40,45.9%,62,37.6%,99,91.5%,45,68%,41,61%,35,61%,74,88%
Kobe Bryant,32.2,LAL,Wing,2776,43,49.0%,64,48.7%,29,33.3%,75,83.0%,95,38%,89,41%,84,29%,98,65%
Chase Budinger,22.4,HOU,Wing,1650,53,49.6%,71,49.5%,28,33.1%,85,85.1%,17,82%,8,75%,16,72%,28,99%
Caron Butler,30.6,DAL,Wing,863,50,49.5%,38,45.6%,99,45.9%,47,77.3%,34,71%,31,63%,21,68%,61,93%
Rasual Butler,31.4,LAC,Wing,711,8,42.9%,2,32.3%,30,33.9%,10,66.7%,11,86%,31,63%,11,77%,51,95%
Andrew Bynum,23.0,LAL,Big,1488,88,57.2%,89,57.2%,0,0.0%,35,66.0%,78,57%,60,57%,76,59%,0,0%
Will Bynum,27.8,DET,Point,1057,48,46.9%,62,46.4%,30,33.3%,54,83.2%,86,23%,69,21%,91,9%,2,100%
Jose Calderon,29.1,TOR,Point,2094,64,48.7%,67,46.6%,62,36.5%,65,85.4%,59,31%,79,17%,59,20%,43,77%
Marcus Camby,36.6,POR,Big,1528,6,39.9%,6,39.9%,0,0.0%,27,61.4%,66,62%,71,54%,28,81%,0,0%
Derrick Caracter,22.5,LAL,Big,117,4,36.7%,3,36.7%,0,0.0%,0,71.4%,85,55%,69,55%,0,0%,0,0%
Brian Cardinal,33.5,DAL,Forward,567,98,64.9%,0,8.3%,98,48.2%,0,94.4%,0,100%,2,100%,0,0%,8,100%
Rodney Carney,26.6,GSW,Forward,308,31,49.0%,8,38.7%,93,44.4%,20,69.2%,16,80%,80,50%,29,75%,8,100%
Matt Carroll,30.2,CHA,Wing,559,33,47.9%,37,45.5%,58,37.2%,58,79.6%,12,85%,38,62%,4,95%,4,100%
Anthony Carter,35.4,DEN,Point,138,5,39.6%,2,33.3%,0,33.3%,0,100.0%,2,88%,5,67%,0,100%,2,100%
Anthony Carter,35.4,NYK,Point,299,93,55.2%,100,56.8%,46,34.8%,0,100.0%,22,48%,16,47%,26,30%,45,75%
Vince Carter,33.8,ORL,Wing,663,76,52.3%,88,52.1%,37,35.1%,31,74.7%,97,34%,99,16%,89,26%,83,85%
Vince Carter,33.8,PHX,Wing,1363,45,49.1%,33,45.1%,56,37.0%,29,74.0%,70,59%,83,44%,74,37%,58,94%
Omri Casspi,22.4,SAC,Wing,1636,56,50.4%,27,44.1%,69,38.6%,14,68.1%,16,82%,14,71%,17,71%,33,98%
Mario Chalmers,24.5,MIA,Point,1498,81,51.5%,74,47.0%,58,36.2%,83,87.9%,10,70%,14,47%,16,45%,28,92%
Tyson Chandler,28.1,DAL,Big,2054,99,65.4%,99,65.4%,0,0.0%,59,73.2%,22,74%,10,75%,44,73%,0,0%
Wilson Chandler,23.5,DEN,Wing,638,31,47.5%,34,45.2%,38,35.1%,60,80.0%,56,64%,13,71%,69,43%,44,96%
Wilson Chandler,23.5,NYK,Forward,1750,67,52.1%,73,51.8%,62,35.4%,73,80.7%,65,66%,41,63%,82,44%,69,97%
Josh Childress,27.4,PHX,Forward,823,92,57.4%,98,60.0%,0,9.1%,2,51.9%,90,54%,53,59%,96,21%,8,100%
Earl Clark,22.8,ORL,Big,338,31,47.2%,38,48.1%,0,0.0%,19,57.6%,65,63%,69,55%,34,78%,0,0%
Jarron Collins,31.9,LAC,Big,146,2,33.3%,2,33.3%,0,0.0%,0,70.0%,72,60%,8,75%,100,0%,0,0%
Jason Collins,31.9,ATL,Big,577,28,47.0%,28,47.0%,0,0.0%,29,62.2%,2,87%,2,81%,10,93%,0,0%
Darren Collison,23.2,IND,Point,2344,57,48.1%,84,48.0%,28,33.0%,78,87.1%,74,28%,34,33%,67,15%,55,71%
Nick Collison,30.0,OKC,Big,1498,85,56.5%,86,56.5%,0,0.0%,70,75.3%,33,71%,27,68%,24,83%,0,0%
Mike Conley,23.1,MEM,Point,2864,66,48.9%,69,46.7%,64,37.6%,13,73.3%,52,34%,53,25%,72,15%,22,94%
Brian Cook,29.9,LAC,Big,407,79,54.8%,15,43.9%,93,44.6%,0,55.6%,19,75%,91,47%,50,71%,92,94%
Daequan Cook,23.5,OKC,Wing,538,99,60.1%,55,47.8%,86,41.5%,0,76.5%,4,91%,2,100%,49,56%,40,96%
DeMarcus Cousins,20.2,SAC,Big,2267,13,42.9%,13,43.2%,0,17.6%,46,68.8%,100,38%,98,33%,96,43%,96,67%
Jamal Crawford,30.6,ATL,Combo,2238,69,49.5%,69,47.3%,48,35.0%,73,84.9%,47,45%,63,26%,51,28%,51,81%
Jordan Crawford,22.0,WAS,Combo,843,12,42.6%,39,44.1%,7,24.7%,93,88.2%,86,26%,78,20%,84,15%,57,79%
Dante Cunningham,23.5,CHA,Forward,516,73,53.2%,86,54.5%,0,14.3%,0,80.0%,12,83%,47,61%,8,92%,8,100%
Dante Cunningham,23.5,POR,Big,1070,15,43.7%,16,44.0%,0,0.0%,44,68.3%,3,85%,26,68%,9,95%,0,0%
Stephen Curry,22.6,GSW,Point,2478,97,55.9%,93,49.8%,96,45.8%,100,94.2%,34,42%,64,23%,41,27%,41,80%
Samuel Dalembert,30.5,SAC,Big,1921,33,47.3%,33,47.3%,0,0.0%,56,72.6%,81,57%,79,53%,70,62%,0,0%
Erick Dampier,35.3,MIA,Big,784,94,59.8%,94,59.8%,0,0.0%,12,53.5%,32,71%,14,73%,89,50%,0,0%
Marquis Daniels,29.8,BOS,Wing,861,64,50.9%,91,53.1%,2,17.6%,15,68.5%,83,51%,50,59%,80,33%,4,100%
Baron Davis,31.6,CLE,Combo,379,94,52.3%,29,42.9%,93,41.2%,46,81.5%,88,26%,98,0%,98,4%,94,51%
Baron Davis,31.6,LAC,Point,1263,40,46.4%,66,46.5%,18,30.0%,20,75.7%,78,28%,71,20%,78,14%,62,67%
Ed Davis,21.4,TOR,Big,1540,91,58.2%,91,58.2%,0,0.0%,14,55.3%,59,64%,53,60%,36,75%,0,0%
Glen Davis,24.8,BOS,Big,2241,20,44.9%,21,45.1%,0,14.3%,64,74.3%,35,71%,32,66%,41,74%,97,0%
Austin Daye,22.4,DET,Forward,1372,37,49.4%,12,41.2%,88,42.0%,44,75.8%,25,75%,73,52%,41,68%,65,97%
DeMar DeRozan,21.2,TOR,Wing,2828,28,47.1%,60,48.2%,0,10.0%,69,81.3%,69,60%,34,62%,44,58%,95,75%
Carlos Delfino,28.2,MIL,Wing,1584,42,49.0%,11,41.2%,51,36.7%,60,80.0%,30,74%,44,60%,72,42%,46,96%
Luol Deng,25.5,CHI,Wing,3194,70,51.4%,83,50.8%,39,35.2%,36,75.3%,40,70%,60,56%,21,70%,37,97%
Boris Diaw,28.5,CHA,Forward,2763,78,54.2%,90,55.3%,40,34.4%,15,68.6%,71,64%,65,53%,53,59%,73,96%
Ike Diogu,27.1,LAC,Big,437,83,55.7%,83,55.7%,0,0.0%,41,67.8%,26,73%,12,74%,50,71%,0,0%
DeSagana Diop,28.8,CHA,Big,170,2,34.8%,2,34.8%,0,0.0%,0,36.4%,0,100%,0,100%,2,100%,0,0%
Keyon Dooling,30.5,MIL,Combo,1703,39,47.6%,37,43.9%,45,34.8%,63,84.3%,24,55%,39,38%,37,34%,43,85%
Joey Dorsey,26.9,TOR,Big,482,65,52.7%,67,52.7%,0,0.0%,3,43.6%,87,54%,81,52%,2,100%,0,0%
Toney Douglas,24.6,NYK,Combo,1935,88,51.8%,59,46.4%,73,37.8%,37,80.0%,37,50%,37,39%,57,27%,76,70%
Chris Douglas-Roberts,23.8,MIL,Wing,831,17,45.6%,35,45.2%,25,31.7%,79,83.9%,74,57%,69,51%,59,51%,4,100%
Zabian Dowdell,26.1,PHX,Combo,233,20,43.8%,27,42.7%,0,37.5%,0,92.3%,90,24%,73,24%,86,14%,2,100%
Goran Dragic,24.5,HOU,Combo,344,100,58.5%,35,43.8%,100,51.0%,7,67.7%,18,57%,43,36%,39,33%,53,80%
Goran Dragic,24.5,PHX,Combo,807,29,46.3%,80,48.5%,14,27.7%,2,60.7%,82,29%,82,19%,78,18%,78,69%
Jared Dudley,25.3,PHX,Wing,2071,92,55.9%,86,51.8%,85,41.3%,30,74.4%,29,74%,59,56%,27,66%,26,99%
Chris Duhon,28.2,ORL,Point,708,26,43.2%,41,43.5%,16,27.9%,0,59.1%,38,38%,59,24%,50,23%,45,75%
Tim Duncan,34.5,SAS,Big,2149,47,50.1%,51,50.2%,0,0.0%,54,71.6%,76,58%,41,63%,83,55%,0,0%
Mike Dunleavy,30.1,IND,Forward,1674,90,56.4%,76,52.1%,79,40.5%,71,80.5%,6,85%,8,77%,27,75%,65,97%
Kevin Durant,22.1,OKC,Forward,3030,59,50.8%,59,50.4%,48,34.6%,98,88.0%,76,62%,39,63%,71,53%,94,86%
Wayne Ellington,22.9,MIN,Wing,1087,17,44.9%,8,39.7%,70,38.9%,56,78.7%,74,57%,80,45%,62,49%,93,79%
Monta Ellis,25.0,GSW,Combo,3213,73,49.7%,78,47.9%,66,37.2%,29,78.9%,59,41%,33,39%,47,31%,82,67%
Francisco Elson,34.7,UTA,Big,562,34,47.9%,37,47.9%,0,0.0%,99,88.9%,25,73%,20,69%,37,75%,0,0%
Melvin Ely,32.5,DEN,Big,323,81,55.0%,81,55.0%,0,0.0%,0,57.9%,85,55%,66,56%,89,50%,0,0%
Semih Erden,24.3,BOS,Big,448,92,58.5%,93,58.5%,0,0.0%,43,68.1%,10,79%,3,80%,56,67%,0,0%
Jeremy Evans,23.0,UTA,Forward,408,96,64.1%,100,64.1%,0,0.0%,17,69.0%,20,78%,6,77%,12,82%,0,0%
Maurice Evans,32.0,ATL,Wing,764,16,44.9%,23,43.3%,22,31.3%,0,87.5%,27,75%,46,59%,29,65%,48,96%
Maurice Evans,32.0,WAS,Wing,694,59,50.7%,68,49.0%,46,36.0%,100,92.9%,42,69%,49,59%,43,58%,42,96%
Reggie Evans,30.5,TOR,Big,793,8,41.6%,8,41.6%,0,0.0%,13,54.5%,85,55%,67,55%,89,50%,0,0%
Tyreke Evans,21.1,SAC,Wing,2101,10,43.4%,22,43.2%,16,30.3%,45,77.0%,99,27%,98,27%,94,14%,97,67%
Christian Eyenga,21.4,CLE,Wing,908,26,46.7%,61,48.3%,11,28.7%,4,64.3%,51,67%,65,54%,20,70%,65,92%
Jordan Farmar,23.9,BKN,Point,1768,52,47.9%,34,42.4%,54,36.1%,48,82.0%,40,38%,83,15%,33,29%,74,61%
Derrick Favors,19.3,BKN,Big,1046,52,50.6%,56,50.6%,0,0.0%,24,60.0%,60,64%,42,63%,56,67%,0,0%
Derrick Favors,19.3,UTA,Big,428,64,52.6%,67,52.6%,0,0.0%,17,56.4%,73,60%,54,59%,73,61%,0,0%
Raymond Felton,26.3,DEN,Combo,632,80,50.8%,16,41.7%,98,49.1%,5,60.7%,57,41%,94,10%,65,24%,16,93%
Raymond Felton,26.3,NYK,Point,2070,59,48.4%,78,47.2%,34,33.7%,74,86.5%,72,28%,81,15%,53,21%,79,56%
Rudy Fernandez,25.6,POR,Combo,1771,35,47.1%,47,45.2%,30,32.2%,80,85.8%,8,65%,12,51%,76,19%,35,88%
Kyrylo Fesenko,23.9,UTA,Big,412,22,46.0%,23,46.0%,0,0.0%,4,43.9%,83,55%,58,57%,89,50%,0,0%
Landry Fields,22.3,NYK,Wing,2532,95,57.1%,97,55.6%,80,39.8%,44,76.9%,36,70%,45,59%,50,55%,4,100%
Derek Fisher,36.2,LAL,Point,2293,31,44.9%,12,38.6%,70,39.6%,43,81.6%,12,69%,31,36%,2,70%,34,87%
Jonny Flynn,21.7,MIN,Point,927,14,41.8%,14,38.8%,24,32.3%,33,77.5%,71,28%,21,41%,79,14%,90,43%
Gary Forbes,25.7,DEN,Wing,688,72,51.4%,82,50.3%,59,37.3%,8,65.7%,58,64%,38,62%,75,37%,4,100%
T.J. Ford,27.6,IND,Point,759,12,41.5%,29,42.0%,4,24.0%,11,72.9%,97,17%,98,4%,81,14%,2,100%
Jeff Foster,33.8,IND,Big,938,36,48.2%,41,48.8%,0,0.0%,16,56.3%,83,55%,65,56%,86,53%,0,0%
Randy Foye,27.1,LAC,Wing,1534,20,45.8%,19,43.0%,27,33.0%,97,89.2%,81,52%,83,44%,83,33%,90,80%
Channing Frye,27.5,PHX,Big,2528,76,54.1%,37,47.9%,75,39.5%,93,83.2%,6,83%,90,48%,37,75%,90,99%
Dan Gadzuric,32.7,BKN,Big,149,7,40.5%,8,40.5%,0,0.0%,0,41.7%,90,53%,92,44%,56,67%,0,0%
Dan Gadzuric,32.7,GSW,Big,285,9,41.7%,10,42.2%,0,0.0%,0,35.7%,53,66%,62,56%,12,90%,0,0%
Sundiata Gaines,24.5,BKN,Combo,145,43,47.8%,94,51.6%,9,25.0%,0,55.0%,100,20%,98,0%,63,25%,96,50%
Danilo Gallinari,22.2,DEN,Forward,429,27,48.8%,18,43.4%,74,37.7%,59,77.2%,45,70%,33,64%,90,38%,90,90%
Danilo Gallinari,22.2,NYK,Forward,1662,39,49.6%,43,47.4%,55,34.7%,100,89.5%,51,69%,82,49%,51,59%,76,95%
Francisco Garcia,28.8,SAC,Wing,1372,75,52.2%,80,50.2%,49,36.3%,87,85.5%,17,82%,15,71%,12,76%,53,95%
Kevin Garnett,34.5,BOS,Big,2215,66,52.9%,71,53.0%,0,20.0%,98,86.2%,13,79%,1,82%,34,77%,97,0%
Marc Gasol,25.8,MEM,Big,2580,69,53.1%,70,52.8%,0,100.0%,68,74.7%,69,61%,35,65%,79,57%,70,100%
Pau Gasol,30.3,LAL,Big,3018,67,53.0%,70,53.0%,0,33.3%,93,82.5%,78,57%,49,61%,84,54%,70,100%
Rudy Gay,24.2,MEM,Wing,2145,61,50.8%,63,48.6%,87,41.6%,63,80.5%,93,39%,88,41%,91,25%,87,84%
Alonzo Gee,23.4,CLE,Wing,936,58,50.4%,69,49.2%,55,37.0%,67,80.8%,72,58%,75,48%,36,61%,59,94%
Alonzo Gee,23.4,WAS,Wing,120,34,48.0%,88,52.2%,0,0.0%,0,66.7%,98,33%,90,40%,98,0%,0,0%
Paul George,20.5,IND,Forward,1189,45,50.0%,82,53.9%,7,28.0%,54,76.9%,96,48%,88,42%,94,29%,92,89%
Daniel Gibson,24.7,CLE,Combo,1810,67,49.4%,14,39.1%,91,41.0%,54,82.4%,27,55%,71,24%,35,35%,47,82%
Taj Gibson,25.4,CHI,Big,1696,32,47.3%,34,47.5%,0,20.0%,40,67.1%,38,70%,52,60%,23,83%,97,0%
Manu Ginobili,33.3,SAS,Wing,2413,67,51.3%,73,49.7%,42,35.6%,89,87.1%,86,48%,87,41%,79,34%,96,68%
Ryan Gomes,28.2,LAC,Forward,2087,25,48.5%,27,46.1%,45,34.6%,27,71.8%,8,84%,27,65%,10,82%,47,99%
Drew Gooden,29.1,MIL,Big,857,17,44.0%,19,44.9%,0,17.6%,87,79.8%,55,65%,97,35%,22,84%,70,100%
Ben Gordon,27.6,DET,Combo,2068,82,51.1%,53,46.2%,89,40.4%,78,85.4%,22,55%,41,37%,10,53%,73,71%
Eric Gordon,21.9,LAC,Wing,2106,60,50.7%,64,48.6%,55,36.9%,73,82.7%,76,56%,78,47%,68,44%,81,86%
Marcin Gortat,26.7,ORL,Big,368,77,54.5%,79,54.5%,0,0.0%,0,62.5%,41,69%,15,71%,63,64%,0,0%
Marcin Gortat,26.7,PHX,Big,1615,85,56.7%,87,56.8%,0,33.3%,61,73.7%,12,79%,2,82%,41,75%,70,100%
Joey Graham,28.4,CLE,Forward,526,24,48.5%,49,48.9%,19,30.8%,85,83.9%,69,64%,22,70%,63,55%,8,100%
Stephen Graham,28.4,BKN,Wing,898,7,42.8%,25,43.5%,0,23.1%,72,82.1%,54,64%,46,59%,30,65%,4,100%
Danny Granger,27.5,IND,Wing,2752,40,48.7%,29,44.5%,66,38.5%,84,84.9%,85,51%,92,39%,82,33%,75,87%
Aaron Gray,25.9,NOP,Big,503,84,56.0%,85,56.0%,0,0.0%,5,44.4%,84,55%,88,49%,30,80%,0,0%
Jeff Green,24.2,BOS,Forward,593,57,50.8%,67,50.9%,24,33.3%,66,78.7%,88,55%,35,64%,88,38%,8,100%
Jeff Green,24.2,OKC,Forward,1811,29,48.9%,53,49.3%,21,31.6%,76,81.8%,61,66%,25,66%,80,44%,8,100%
Willie Green,29.3,NOP,Wing,1640,51,49.5%,54,47.7%,50,36.6%,57,79.2%,57,64%,73,49%,40,59%,56,94%
Donte Greene,22.7,SAC,Wing,1077,23,46.2%,56,47.9%,12,28.9%,9,66.1%,33,72%,26,64%,36,61%,50,95%
Blake Griffin,21.6,LAC,Big,3101,58,51.2%,60,51.1%,54,36.8%,33,64.0%,47,67%,23,69%,69,62%,70,100%
Hamed Haddadi,25.5,MEM,Big,124,72,53.5%,76,53.5%,0,0.0%,0,63.2%,54,65%,66,56%,2,100%,0,0%
Richard Hamilton,32.7,DET,Combo,1485,37,47.1%,43,44.6%,75,37.9%,71,84.9%,2,78%,2,71%,4,74%,12,98%
Tyler Hansbrough,25.0,IND,Big,1462,26,46.5%,27,46.5%,0,0.0%,76,77.6%,67,62%,92,46%,49,71%,0,0%
