Player,Age,Team,Pos,MIN,FT% Rank,FT%,SFLD% Rank,SFLD%,FFLD% Rank,FFLD%,AND1% Rank,AND1%
Alex Len,26.4,SAC,Big,218,0,70.8%,84,17.4%,55,1.7%,16,16.7%
Alex Len,26.4,ATL,Big,725,16,62.8%,64,13.1%,48,1.6%,15,16.2%
Kawhi Leonard,28.3,LAC,Forward,1846,95,88.5%,80,13.3%,100,3.9%,68,26.5%
Meyers Leonard,27.7,MIA,Big,1033,21,64.3%,16,6.2%,35,1.3%,95,53.3%
Damian Lillard,29.3,POR,Point,2472,88,88.7%,78,11.3%,96,3.7%,59,24.7%
Nassir Little,19.7,POR,Forward,492,3,62.1%,57,10.2%,41,0.9%,48,23.1%
Kevon Looney,23.7,GSW,Big,246,0,70.0%,49,10.5%,3,0.3%,97,62.5%
Brook Lopez,31.6,MIL,Big,1816,91,83.6%,49,10.5%,29,1.2%,37,22.1%
Robin Lopez,31.6,MIL,Big,874,2,50.0%,30,8.0%,46,1.5%,70,30.4%
Kevin Love,31.1,CLE,Big,1779,95,85.4%,46,10.2%,52,1.6%,10,12.3%
Kyle Lowry,33.6,TOR,Point,2095,70,85.7%,88,13.4%,88,3.1%,31,17.6%
Timothe Luwawu-Cabarrot,24.5,BKN,Wing,798,78,84.3%,72,10.2%,18,0.6%,16,14.3%
Trey Lyles,24.0,SAS,Big,1259,46,73.3%,15,6.1%,14,0.7%,56,27.3%
Ian Mahinmi,33.0,WAS,Big,807,15,62.2%,95,21.3%,71,2.0%,63,28.3%
Thon Maker,22.7,DET,Big,739,28,67.4%,91,19.6%,75,2.2%,41,23.8%
Terance Mann,23.0,LAC,Wing,275,7,65.4%,97,18.8%,69,1.2%,19,15.4%
Boban Marjanovic,31.2,DAL,Big,351,56,75.0%,62,12.8%,73,2.1%,75,33.3%
Lauri Markkanen,22.4,CHI,Big,1490,86,82.4%,48,10.4%,38,1.4%,12,14.9%
Caleb Martin,24.1,CHA,Wing,289,0,87.5%,52,8.3%,66,1.1%,0,0.0%
Cody Martin,24.1,CHA,Wing,850,6,64.0%,83,12.6%,23,0.6%,78,30.8%
Kelan Martin,24.2,MIN,Forward,471,100,96.4%,21,6.8%,31,0.8%,57,25.0%
Garrison Mathews,23.0,WAS,Wing,223,96,91.2%,98,19.7%,81,1.5%,19,15.4%
Wesley Matthews,33.0,MIL,Wing,1613,40,77.3%,35,6.0%,24,0.6%,19,15.4%
Patrick McCaw,24.0,TOR,Wing,895,0,72.2%,36,6.0%,0,0.2%,36,20.0%
CJ McCollum,28.1,POR,Combo,2549,26,75.7%,23,5.7%,18,0.9%,55,23.8%
TJ McConnell,27.6,IND,Combo,1287,60,84.2%,14,4.5%,14,0.8%,95,44.4%
Jalen McDaniels,21.7,CHA,Wing,281,0,82.4%,89,13.6%,10,0.5%,84,33.3%
Doug McDermott,27.8,IND,Forward,1329,78,82.8%,11,5.1%,23,0.7%,95,42.9%
JaVale McGee,31.8,LAL,Big,1106,23,64.6%,59,12.2%,55,1.7%,59,27.5%
Rodney McGruder,28.3,LAC,Wing,779,0,53.1%,60,9.3%,13,0.5%,70,26.7%
Alfonzo McKinnie,27.1,CLE,Forward,531,30,72.4%,29,7.5%,27,0.7%,16,16.7%
Jordan McLaughlin,23.6,MIN,Point,581,8,65.8%,63,9.1%,57,1.8%,90,43.8%
Ben McLemore,26.7,HOU,Wing,1575,28,75.4%,23,4.6%,34,0.7%,13,12.0%
Jordan McRae,28.6,WAS,Wing,626,31,75.6%,66,9.8%,87,1.7%,51,22.6%
Nicolo Melli,28.8,NOP,Big,989,50,73.8%,21,6.9%,79,2.3%,56,27.3%
De'Anthony Melton,21.4,MEM,Combo,1112,34,76.9%,68,9.0%,88,2.0%,48,22.2%
Khris Middleton,28.2,MIL,Forward,1851,98,91.6%,40,8.5%,81,1.6%,44,22.1%
CJ Miles,32.6,WAS,Wing,155,0,78.9%,82,12.5%,11,0.5%,14,12.5%
Malcolm Miller,26.7,TOR,Wing,111,0,33.3%,81,11.8%,5,0.4%,0,0.0%
Patty Mills,31.2,SAS,Combo,1483,75,86.6%,24,6.0%,58,1.4%,59,24.3%
Paul Millsap,34.7,DEN,Big,1239,83,81.6%,67,13.6%,61,1.8%,44,24.2%
Shake Milton,23.1,PHI,Combo,760,40,78.9%,74,10.3%,8,0.6%,12,13.8%
Donovan Mitchell,23.1,UTA,Combo,2363,74,86.3%,64,8.8%,92,2.2%,48,22.2%
Malik Monk,21.7,CHA,Wing,1151,59,81.6%,63,9.5%,47,0.9%,49,22.4%
E'Twaun Moore,30.7,NOP,Wing,1006,15,68.9%,18,4.1%,39,0.8%,84,33.3%
Ja Morant,20.2,MEM,Point,2073,28,77.7%,86,13.3%,80,2.5%,35,18.7%
Marcus Morris,30.2,NYK,Forward,1383,77,82.3%,61,10.7%,93,2.0%,83,31.5%
Marcus Morris,30.2,LAC,Big,548,0,81.8%,14,6.0%,8,0.6%,56,27.3%
Markieff Morris,30.2,LAL,Big,197,0,83.3%,8,4.2%,23,1.1%,0,0.0%
Markieff Morris,30.2,DET,Big,988,67,77.2%,26,7.1%,49,1.6%,32,20.7%
Monte Morris,24.3,DEN,Point,1577,60,84.3%,41,6.4%,20,1.0%,86,36.1%
Emmanuel Mudiay,23.7,UTA,Point,781,25,74.7%,76,10.6%,49,1.7%,22,14.7%
Mychal Mulder,25.4,GSW,Point,189,0,80.0%,10,3.3%,31,1.2%,94,50.0%
Dejounte Murray,23.1,SAS,Point,1663,40,79.3%,49,8.0%,18,1.0%,67,26.4%
Jamal Murray,22.7,DEN,Combo,1902,89,88.1%,29,6.2%,94,2.3%,58,24.1%
Dzanan Musa,20.5,BKN,Forward,427,22,69.6%,51,9.3%,96,2.1%,12,14.3%
Mike Muscala,28.3,OKC,Big,523,0,82.4%,3,3.4%,62,1.9%,16,16.7%
Sviatoslav Mykhailiuk,22.4,DET,Forward,1236,68,81.4%,17,6.5%,13,0.6%,11,11.1%
Abdel Nader,26.1,OKC,Forward,789,52,78.9%,67,11.4%,32,0.8%,72,28.6%
Larry Nance Jr.,26.8,CLE,Big,1455,31,67.6%,11,5.4%,67,2.0%,16,16.7%
Shabazz Napier,28.3,WAS,Point,487,57,83.1%,84,13.0%,71,2.1%,18,12.0%
Shabazz Napier,28.3,MIN,Point,854,48,81.2%,73,10.1%,67,2.0%,20,12.9%
Raul Neto,27.5,PHI,Point,597,90,88.9%,33,5.6%,61,1.8%,88,36.4%
Georges Niang,26.4,UTA,Big,854,0,81.8%,2,3.1%,10,0.6%,0,0.0%
Nerlens Noel,25.6,OKC,Big,1106,60,75.5%,70,13.9%,64,1.9%,45,24.4%
Jaylen Nowell,20.3,MIN,Combo,139,0,94.1%,91,14.5%,0,0.3%,9,12.5%
Frank Ntilikina,21.3,NYK,Point,1164,80,86.4%,35,5.6%,24,1.1%,24,15.8%
Kendrick Nunn,24.2,MIA,Combo,1928,66,85.7%,11,3.8%,17,0.9%,26,17.1%
Jusuf Nurkic,25.2,POR,Big,253,99,88.6%,58,12.1%,98,4.2%,92,50.0%
David Nwaba,26.8,BKN,Combo,252,0,66.7%,92,15.2%,5,0.5%,5,8.3%
Royce O'Neale,26.4,UTA,Wing,2044,35,76.4%,21,4.3%,37,0.8%,58,25.0%
Kyle O'Quinn,29.6,PHI,Big,252,0,53.3%,35,8.5%,45,1.5%,92,50.0%
Semi Ojeleye,24.9,BOS,Big,945,0,88.0%,26,7.1%,6,0.5%,92,46.2%
Jahlil Okafor,23.9,NOP,Big,457,22,64.5%,80,16.3%,90,2.8%,73,31.0%
Elie Okobo,22.0,PHX,Combo,644,9,70.9%,83,11.5%,80,1.8%,56,23.8%
Josh Okogie,21.2,MIN,Wing,1514,46,79.1%,95,18.1%,67,1.1%,24,16.9%
Victor Oladipo,27.5,IND,Wing,528,56,81.4%,56,8.7%,90,1.8%,25,17.4%
Kelly Olynyk,28.5,MIA,Big,1258,98,86.7%,24,7.1%,67,2.0%,10,13.8%
Cedi Osman,24.6,CLE,Forward,1902,12,67.0%,28,7.2%,47,1.0%,81,30.4%
Kelly Oubre,23.9,PHX,Forward,1931,48,78.0%,77,13.2%,72,1.3%,57,25.0%
Jabari Parker,24.6,ATL,Big,837,48,73.6%,33,8.2%,19,0.9%,53,26.5%
Eric Paschall,23.0,GSW,Forward,1590,40,76.8%,92,15.9%,64,1.2%,71,27.9%
Anzejs Pasecniks,23.9,WAS,Big,413,9,57.4%,57,11.8%,96,3.5%,82,35.7%
Patrick Patterson,30.6,LAC,Big,683,96,85.7%,20,6.7%,20,1.0%,35,21.4%
Chris Paul,34.5,OKC,Point,2207,95,90.7%,18,4.3%,98,3.9%,92,44.7%
Cameron Payne,25.2,PHX,Point,167,0,100.0%,2,1.6%,6,0.8%,0,0.0%
Elfrid Payton,25.7,NYK,Point,1232,3,57.0%,71,9.7%,14,0.9%,57,24.4%
Gary Payton II,26.9,WAS,Forward,410,0,50.0%,3,3.6%,3,0.4%,97,50.0%
Norvel Pelle,26.7,PHI,Big,189,0,50.0%,30,7.9%,41,1.4%,0,0.0%
Theo Pinson,24.0,BKN,Combo,308,0,93.8%,42,7.1%,48,1.3%,94,40.0%
Mason Plumlee,29.7,DEN,Big,1028,6,53.6%,93,20.5%,89,2.8%,42,23.9%
Jakob Poeltl,24.0,SAS,Big,1166,0,46.5%,69,13.8%,43,1.5%,80,35.0%
Jordan Poole,20.4,GSW,Combo,1195,43,79.3%,55,8.5%,68,1.6%,73,26.8%
Kevin Porter,19.5,CLE,Wing,1108,19,71.9%,69,10.1%,65,1.1%,56,23.3%
Michael Porter,21.3,DEN,Forward,866,80,83.3%,44,8.9%,56,1.0%,80,29.4%
Otto Porter,26.4,CHI,Forward,330,23,70.4%,53,9.5%,53,1.0%,95,42.9%
Bobby Portis,24.7,NYK,Big,1318,60,75.3%,25,7.1%,32,1.3%,73,31.7%
Kristaps Porzingis,24.2,DAL,Big,1813,77,79.9%,58,12.0%,80,2.3%,40,23.8%
Dwight Powell,28.3,DAL,Big,1053,35,68.5%,90,19.1%,73,2.2%,52,25.5%
Norman Powell,26.4,TOR,Wing,1456,74,84.0%,64,9.7%,73,1.3%,53,23.0%
Taurean Prince,25.6,BKN,Big,1847,77,79.8%,7,3.9%,22,1.0%,7,10.0%
Julius Randle,24.9,NYK,Big,2073,45,73.2%,72,14.5%,76,2.2%,52,25.3%
Cameron Reddish,20.2,ATL,Wing,1520,54,80.8%,61,9.4%,58,1.0%,31,18.5%
JJ Redick,35.4,NOP,Wing,1578,93,89.1%,46,7.5%,94,2.3%,36,20.0%
Naz Reid,20.2,MIN,Big,462,34,68.0%,55,11.1%,37,1.3%,48,25.0%
Josh Richardson,26.1,PHI,Combo,1693,47,80.9%,27,6.2%,98,2.7%,44,21.4%
Austin Rivers,27.2,HOU,Wing,1518,12,68.3%,69,10.0%,49,0.9%,73,28.0%
Duncan Robinson,25.5,MIA,Wing,2133,99,92.9%,8,3.2%,53,0.9%,81,31.8%
Jerome Robinson,22.7,LAC,Wing,397,0,64.3%,24,4.9%,31,0.7%,36,20.0%
Jerome Robinson,22.7,WAS,Wing,498,33,76.3%,55,8.7%,52,0.9%,32,18.8%
Mitchell Robinson,21.6,NYK,Big,1347,8,57.1%,87,18.1%,51,1.6%,40,23.2%
Glenn Robinson III,25.8,PHI,Forward,264,0,91.7%,33,8.0%,4,0.5%,72,28.6%
Glenn Robinson III,25.8,GSW,Wing,1512,80,85.1%,37,6.1%,17,0.6%,21,15.6%
Rajon Rondo,33.7,LAL,Point,973,10,65.9%,16,3.9%,25,1.2%,14,7.7%
Derrick Rose,31.1,DET,Point,1297,85,87.6%,61,9.1%,22,1.1%,73,30.1%
Terrence Ross,28.7,ORL,Wing,1882,83,85.7%,47,7.6%,61,1.1%,83,32.8%
Terry Rozier,25.6,CHA,Combo,2159,81,86.8%,35,6.5%,64,1.6%,86,31.3%
Ricky Rubio,29.0,PHX,Point,2012,78,86.2%,80,11.9%,55,1.7%,29,17.6%
D'Angelo Russell,23.7,GSW,Combo,1056,38,78.5%,67,8.9%,85,1.9%,8,11.5%
D'Angelo Russell,23.7,MIN,Combo,391,77,86.8%,32,6.4%,100,3.0%,44,21.4%
Domantas Sabonis,23.5,IND,Big,2150,40,72.0%,68,13.8%,94,3.5%,42,24.0%
JaKarr Sampson,26.6,IND,Big,435,0,64.0%,56,11.3%,34,1.3%,89,38.5%
Dario Saric,25.6,PHX,Big,1619,92,84.1%,43,9.9%,64,1.9%,66,29.8%
Tomas Satoransky,28.0,CHI,Combo,1877,91,88.2%,61,8.7%,62,1.6%,80,29.4%
Admiral Schofield,22.6,WAS,Forward,343,0,75.0%,7,4.7%,71,1.2%,0,0.0%
Dennis Schroder,26.1,OKC,Combo,1981,57,83.7%,58,8.6%,86,2.0%,47,21.6%
Mike Scott,31.3,PHI,Big,1169,85,81.8%,2,3.2%,11,0.6%,23,18.2%
Thabo Sefolosha,35.5,HOU,Big,410,0,37.5%,4,3.5%,2,0.3%,98,66.7%
Collin Sexton,20.8,CLE,Point,2110,63,84.6%,59,9.0%,76,2.5%,69,27.2%
Landry Shamet,22.6,LAC,Wing,1403,91,88.9%,32,5.9%,38,0.8%,25,17.4%
Iman Shumpert,29.3,BKN,Forward,239,0,57.1%,1,3.1%,8,0.5%,97,50.0%
Pascal Siakam,25.6,TOR,Forward,2105,55,79.2%,71,11.8%,89,1.8%,69,27.0%
Chris Silva,23.1,MIA,Big,304,27,67.3%,96,23.9%,88,2.7%,5,4.8%
Ben Simmons,23.3,PHI,Point,2016,5,62.1%,96,16.6%,84,2.9%,39,19.4%
Anfernee Simons,20.4,POR,Combo,1353,45,80.8%,36,6.6%,21,0.9%,36,20.6%
Alen Smailagic,19.2,GSW,Big,123,0,84.2%,96,21.7%,58,1.8%,67,30.0%
Marcus Smart,25.7,BOS,Combo,1914,55,83.4%,52,7.4%,61,1.6%,39,20.8%
Ish Smith,31.3,WAS,Point,1761,18,72.3%,24,4.6%,12,0.8%,71,28.1%
Dennis Smith Jr.,21.9,NYK,Point,525,0,49.0%,75,10.4%,45,1.6%,51,21.7%
Tony Snell,28.0,DET,Wing,1638,100,100.0%,2,2.1%,45,0.9%,58,25.0%
Omari Spellman,22.3,GSW,Big,826,69,77.6%,63,13.1%,21,1.0%,59,27.5%
Edmond Sumner,23.8,IND,Wing,418,0,60.9%,56,8.8%,44,0.8%,22,16.7%
Caleb Swanigan,22.5,POR,Big,230,0,44.4%,32,8.1%,91,3.1%,75,33.3%
Jayson Tatum,21.7,BOS,Forward,2262,67,81.0%,56,10.2%,91,1.8%,24,17.8%
Jeff Teague,31.4,MIN,Combo,936,79,86.8%,97,15.8%,67,1.6%,27,17.2%
Jeff Teague,31.4,ATL,Combo,506,91,88.2%,89,13.9%,73,1.6%,79,29.2%
Garrett Temple,33.5,BKN,Wing,1725,49,80.5%,28,5.0%,68,1.2%,84,33.3%
Daniel Theis,27.6,BOS,Big,1562,63,76.3%,51,10.7%,70,2.0%,71,30.6%
Isaiah Thomas,30.7,WAS,Point,924,50,81.6%,20,4.5%,53,1.7%,16,10.0%
Matt Thomas,25.2,TOR,Wing,388,0,75.0%,6,3.0%,31,0.7%,58,25.0%
Tristan Thompson,28.6,CLE,Big,1713,13,60.5%,52,10.8%,83,2.4%,33,21.2%
Matisse Thybulle,22.7,PHI,Wing,1261,2,61.0%,40,6.2%,9,0.5%,27,17.6%
Anthony Tolliver,34.4,POR,Big,513,0,66.7%,31,8.0%,2,0.3%,75,33.3%
Anthony Tolliver,34.4,MEM,Big,225,0,87.5%,17,6.3%,4,0.4%,0,0.0%
Juan Toscano-Anderson,26.6,GSW,Forward,264,0,60.0%,8,4.9%,63,1.2%,85,33.3%
Karl-Anthony Towns,24.0,MIN,Big,1186,75,79.6%,67,13.6%,92,3.2%,82,35.5%
Gary Trent Jr.,20.8,POR,Wing,1285,65,82.9%,20,4.2%,21,0.6%,47,22.2%
Allonzo Trier,23.8,NYK,Combo,220,28,75.9%,80,11.1%,91,2.1%,0,0.0%
PJ Tucker,34.5,HOU,Big,2466,82,81.3%,1,2.5%,18,0.9%,23,18.2%
Rayjon Tucker,22.1,UTA,Wing,117,0,90.5%,100,29.7%,80,1.5%,30,18.2%
Evan Turner,31.0,ATL,Wing,237,0,85.7%,78,11.3%,30,0.7%,91,37.5%
Myles Turner,23.6,IND,Big,1825,58,75.1%,64,13.3%,38,1.4%,55,26.7%
Jonas Valanciunas,27.5,MEM,Big,1836,52,74.2%,55,11.2%,74,2.2%,26,18.7%
Denzel Valentine,26.0,CHI,Wing,450,0,66.7%,0,1.3%,20,0.6%,0,0.0%
Fred VanVleet,25.7,TOR,Combo,1928,62,84.8%,71,9.1%,95,2.3%,70,25.3%
Noah Vonleh,24.2,MIN,Big,331,81,80.8%,41,9.7%,77,2.2%,9,11.1%
Nikola Vucevic,29.0,ORL,Big,1998,73,78.4%,23,7.0%,59,1.8%,68,30.3%
Moritz Wagner,22.5,WAS,Big,815,88,82.6%,66,13.5%,72,2.0%,14,15.4%
Dion Waiters,27.9,LAL,Combo,156,0,86.7%,59,8.7%,15,0.8%,98,50.0%
Kemba Walker,29.5,BOS,Point,1736,75,86.2%,65,9.3%,73,2.3%,45,20.5%
Lonnie Walker,20.9,SAS,Wing,933,23,72.9%,58,9.0%,25,0.7%,58,25.0%
Tyrone Wallace,25.4,ATL,Combo,135,0,80.0%,85,12.8%,23,0.9%,32,20.0%
Derrick Walton Jr.,24.6,LAC,Point,169,0,66.7%,45,6.9%,4,0.7%,0,0.0%
Brad Wanamaker,30.3,BOS,Combo,1281,100,93.2%,98,15.9%,38,1.0%,23,16.4%
TJ Warren,26.2,IND,Forward,2199,73,81.9%,55,10.1%,45,1.0%,92,37.4%
PJ Washington,21.2,CHA,Big,1747,24,65.2%,54,10.9%,48,1.6%,46,24.6%
Tremont Waters,21.8,BOS,Point,110,0,100.0%,6,2.2%,65,1.9%,0,0.0%
Russell Westbrook,31.0,HOU,Combo,2048,32,76.7%,88,13.1%,59,1.5%,62,24.7%
Coby White,19.7,CHI,Combo,1642,42,79.2%,48,7.3%,32,1.0%,64,25.0%
Derrick White,25.3,SAS,Combo,1651,70,86.1%,94,15.3%,77,1.7%,76,28.0%
Hassan Whiteside,30.4,POR,Big,2007,36,68.8%,74,14.9%,65,1.9%,88,38.3%
Andrew Wiggins,24.7,GSW,Wing,403,11,67.2%,91,14.1%,93,2.2%,92,37.9%
Andrew Wiggins,24.7,MIN,Wing,1455,21,72.0%,81,12.0%,83,1.6%,54,23.1%
Grant Williams,20.9,BOS,Big,973,42,72.5%,44,10.0%,21,1.0%,67,30.0%
Johnathan Williams,24.4,WAS,Big,172,0,55.6%,70,13.9%,43,1.5%,30,20.0%
Kenrich Williams,24.9,NOP,Big,797,0,37.5%,15,6.1%,5,0.5%,91,44.4%
Lou Williams,33.0,LAC,Combo,1853,72,86.1%,86,13.0%,97,2.5%,30,19.3%
Marvin Williams,33.4,MIL,Big,308,0,85.7%,5,3.8%,15,0.8%,92,50.0%
Marvin Williams,33.4,CHA,Big,805,97,86.0%,19,6.4%,46,1.5%,82,35.7%
Robert Williams,22.0,BOS,Big,370,23,64.7%,76,15.2%,60,1.8%,90,42.9%
Zion Williamson,19.3,NOP,Big,665,20,64.2%,92,20.3%,84,2.4%,32,20.7%
D.J. Wilson,23.7,MIL,Big,245,0,62.5%,6,3.8%,40,1.4%,98,66.7%
Justise Winslow,23.6,MIA,Combo,345,6,66.7%,50,7.4%,29,1.0%,6,10.0%
Christian Wood,24.1,DET,Big,1297,54,74.5%,86,18.0%,93,3.3%,63,28.4%
Delon Wright,27.5,DAL,Combo,1539,30,76.5%,73,9.5%,47,1.3%,61,24.4%
Thaddeus Young,31.4,CHI,Big,1578,10,58.3%,9,4.6%,27,1.2%,35,21.4%
Trae Young,21.1,ATL,Point,2117,73,85.8%,92,14.3%,100,4.5%,33,17.9%
Cody Zeller,27.1,CHA,Big,1339,33,67.8%,81,16.6%,86,2.6%,64,28.9%
Ante Zizic,22.8,CLE,Big,182,0,63.6%,37,8.9%,65,2.0%,96,60.0%
Ivica Zubac,22.6,LAC,Big,1312,53,74.4%,79,16.2%,50,1.6%,14,15.3%
