Player,Age,Team,Pos,MIN,FT% Rank,FT%,SFLD% Rank,SFLD%,FFLD% Rank,FFLD%,AND1% Rank,AND1%
Jonathan Bender,28.8,NYK,Big,249,0,100.0%,36,11.5%,6,0.7%,34,20.0%
Mike Bibby,31.5,ATL,Point,2191,85,85.7%,10,3.6%,14,1.0%,43,20.8%
Andris Biedrins,23.6,GSW,Big,761,0,16.0%,8,6.9%,57,1.5%,34,20.0%
Chauncey Billups,33.1,DEN,Combo,2483,95,90.9%,87,14.9%,98,2.8%,19,14.1%
DeJuan Blair,20.5,SAS,Big,1409,11,54.9%,55,15.3%,32,1.2%,94,36.7%
Steve Blake,29.7,LAC,Point,737,0,75.0%,2,1.3%,43,1.5%,0,0.0%
Steve Blake,29.7,POR,Point,1392,24,75.0%,0,1.1%,35,1.3%,71,25.0%
Andray Blatche,23.2,WAS,Big,2214,69,75.0%,38,11.9%,39,1.3%,83,31.0%
Keith Bogans,29.5,SAS,Wing,1515,25,72.9%,15,5.7%,20,0.7%,10,11.8%
Andrew Bogut,24.9,MIL,Big,2225,24,62.9%,36,11.5%,90,2.6%,75,28.9%
Matt Bonner,29.6,SAS,Big,1138,58,72.9%,3,4.8%,24,1.1%,98,44.4%
Josh Boone,24.9,BKN,Big,992,0,32.7%,25,9.9%,7,0.7%,43,21.7%
Carlos Boozer,27.9,UTA,Big,2668,64,74.2%,66,16.3%,38,1.3%,85,31.3%
Chris Bosh,25.6,TOR,Big,2522,84,79.7%,86,20.6%,94,2.8%,47,22.6%
Earl Boykins,33.4,WAS,Point,1100,88,86.5%,18,5.0%,65,1.8%,33,20.0%
Elton Brand,30.6,PHI,Big,2294,61,73.8%,45,13.3%,38,1.3%,73,28.6%
Corey Brewer,23.7,MIN,Wing,2468,8,65.1%,67,11.6%,38,1.0%,41,20.0%
Ronnie Brewer,24.6,UTA,Wing,1650,7,63.3%,85,13.9%,19,0.7%,32,18.8%
Jon Brockman,22.6,SAC,Big,637,24,62.7%,73,17.5%,88,2.5%,78,30.0%
Aaron Brooks,24.8,HOU,Point,2904,68,82.6%,41,6.4%,82,2.2%,76,26.1%
Bobby Brown,25.1,LAC,Combo,157,0,66.7%,2,1.5%,28,1.2%,0,0.0%
Bobby Brown,25.1,NOP,Combo,301,0,100.0%,0,1.5%,32,1.2%,0,0.0%
Derrick Brown,22.1,CHA,Big,443,29,63.3%,72,17.5%,65,1.7%,8,8.0%
Devin Brown,30.8,NOP,Wing,962,58,79.8%,59,10.1%,58,1.2%,57,22.9%
Kwame Brown,27.6,DET,Big,600,1,34.8%,96,27.6%,97,3.8%,14,12.5%
Shannon Brown,23.9,LAL,Combo,1596,67,82.4%,32,6.5%,19,1.1%,17,13.2%
Kobe Bryant,31.2,LAL,Wing,2824,64,81.2%,82,13.4%,97,2.8%,41,19.7%
Chase Budinger,21.4,HOU,Wing,1404,44,77.8%,21,6.6%,15,0.6%,47,21.1%
Caron Butler,29.6,DAL,Wing,926,40,76.0%,63,11.2%,72,1.5%,7,9.1%
Caron Butler,29.6,WAS,Wing,1847,94,87.3%,52,9.7%,75,1.6%,17,15.3%
Rasual Butler,30.4,LAC,Wing,2670,75,83.8%,11,5.4%,10,0.6%,20,16.7%
Andrew Bynum,22.0,LAL,Big,1968,62,73.9%,69,16.7%,55,1.5%,68,26.9%
Will Bynum,26.8,DET,Point,1622,54,80.7%,82,10.8%,92,2.5%,33,20.0%
Jose Calderon,28.1,TOR,Point,1804,49,79.8%,27,5.3%,18,1.0%,31,19.4%
Marcus Camby,35.6,LAC,Big,1594,36,66.3%,21,8.9%,30,1.2%,66,26.5%
Marcus Camby,35.6,POR,Big,717,12,55.2%,15,7.9%,16,1.0%,96,41.7%
Brian Cardinal,32.5,MIN,Big,218,0,100.0%,19,8.6%,70,1.9%,0,0.0%
Rodney Carney,25.6,PHI,Wing,813,85,85.7%,44,8.7%,30,0.9%,41,20.0%
DeMarre Carroll,23.3,MEM,Forward,706,6,63.9%,13,5.4%,58,1.3%,40,18.2%
Anthony Carter,34.4,DEN,Point,810,0,84.6%,8,2.9%,10,0.9%,33,20.0%
Vince Carter,32.8,ORL,Wing,2303,77,83.9%,50,9.4%,92,2.3%,37,19.4%
Omri Casspi,21.4,SAC,Forward,1901,17,67.3%,49,10.5%,60,1.4%,76,24.0%
Mario Chalmers,23.5,MIA,Combo,1737,21,75.0%,40,7.8%,89,2.3%,70,25.7%
Tyson Chandler,27.1,CHA,Big,1157,60,73.2%,96,26.1%,77,2.0%,16,14.1%
Wilson Chandler,22.5,NYK,Wing,2299,61,80.3%,41,8.6%,25,0.8%,71,25.6%
Earl Clark,21.8,PHX,Forward,254,0,66.7%,31,8.3%,7,0.5%,0,0.0%
Jarron Collins,30.9,PHX,Big,217,0,38.1%,95,25.9%,99,4.0%,73,28.6%
Mardy Collins,25.2,LAC,Wing,424,0,61.9%,42,8.6%,33,0.9%,80,30.0%
Darren Collison,22.2,NOP,Combo,2057,85,85.2%,53,9.1%,51,1.5%,81,28.4%
Nick Collison,29.0,OKC,Big,1544,42,68.6%,41,12.8%,22,1.1%,11,11.4%
Mike Conley,22.1,MEM,Point,2558,22,74.7%,61,8.4%,24,1.2%,49,21.6%
Daequan Cook,22.5,MIA,Wing,596,0,87.0%,7,4.1%,20,0.7%,85,33.3%
Jamal Crawford,29.6,ATL,Combo,2365,87,85.9%,60,10.0%,79,2.0%,43,21.9%
Dante Cunningham,22.5,POR,Big,661,35,65.1%,27,10.3%,21,1.1%,69,27.3%
Stephen Curry,21.6,GSW,Point,2853,90,88.4%,33,5.8%,51,1.6%,73,25.4%
Samuel Dalembert,29.5,PHI,Big,2111,59,72.9%,26,10.2%,33,1.2%,13,12.1%
Erick Dampier,34.3,DAL,Big,1273,21,60.6%,76,18.0%,58,1.6%,20,15.6%
Marquis Daniels,28.8,BOS,Wing,869,1,61.1%,65,11.5%,44,1.0%,91,34.5%
Baron Davis,30.6,LAC,Point,2518,63,82.1%,71,10.1%,78,2.1%,61,23.9%
Glen Davis,23.8,BOS,Big,903,50,70.9%,86,20.5%,52,1.5%,53,24.2%
Ricky Davis,30.1,LAC,Wing,433,2,61.5%,34,7.8%,31,0.9%,0,0.0%
Austin Daye,21.4,DET,Wing,846,67,81.8%,31,7.4%,63,1.3%,85,33.3%
DeMar DeRozan,20.2,TOR,Wing,1612,43,76.4%,91,16.0%,37,0.9%,61,23.3%
Carlos Delfino,27.2,MIL,Wing,2264,47,78.2%,22,6.8%,17,0.6%,34,19.2%
Luol Deng,24.5,CHI,Forward,2644,63,76.4%,73,13.1%,73,1.7%,60,21.8%
Boris Diaw,27.5,CHA,Big,2900,76,76.9%,12,7.3%,47,1.4%,86,32.2%
DeSagana Diop,27.8,CHA,Big,233,0,22.2%,56,15.4%,18,1.0%,99,75.0%
Keyon Dooling,29.5,BKN,Combo,943,44,79.6%,21,5.8%,26,1.2%,94,31.6%
Toney Douglas,23.6,NYK,Combo,1017,49,81.0%,23,5.9%,53,1.5%,34,18.2%
Chris Douglas-Roberts,22.8,BKN,Wing,1692,86,85.8%,71,12.3%,23,0.8%,40,19.7%
Goran Dragic,23.5,PHX,Combo,1288,10,73.9%,66,11.3%,70,1.9%,26,16.7%
Jared Dudley,24.3,PHX,Wing,1906,39,75.9%,67,11.7%,52,1.1%,20,16.7%
Chris Duhon,27.2,NYK,Point,2046,17,71.6%,20,5.1%,22,1.1%,12,12.5%
Tim Duncan,33.5,SAS,Big,2431,57,72.5%,58,15.4%,77,2.0%,42,21.2%
Mike Dunleavy,29.1,IND,Forward,1465,97,83.8%,58,11.4%,40,1.1%,91,29.4%
Kevin Durant,21.1,OKC,Wing,3229,97,90.0%,94,16.8%,98,2.8%,24,17.3%
Wayne Ellington,21.9,MIN,Wing,1260,88,86.4%,29,7.3%,9,0.6%,36,19.4%
Monta Ellis,24.0,GSW,Wing,2640,36,75.3%,64,11.4%,76,1.6%,45,20.1%
Maurice Evans,31.0,ATL,Wing,1213,34,75.0%,25,7.0%,15,0.6%,74,26.9%
Reggie Evans,29.5,TOR,Big,281,3,41.5%,97,29.8%,99,4.3%,72,28.0%
Tyreke Evans,20.1,SAC,Combo,2671,18,74.8%,91,15.9%,68,1.9%,51,23.4%
Jordan Farmar,22.9,LAL,Point,1368,7,66.7%,59,8.2%,16,1.0%,84,31.7%
Raymond Felton,25.3,CHA,Point,2633,34,76.7%,43,6.5%,47,1.5%,69,24.6%
Rudy Fernandez,24.6,POR,Wing,1410,89,86.5%,19,6.5%,82,1.8%,65,25.0%
Kyrylo Fesenko,22.9,UTA,Big,349,5,42.6%,94,25.0%,19,1.1%,68,26.9%
Michael Finley,36.7,BOS,Wing,306,0,33.3%,3,2.4%,6,0.5%,0,0.0%
Michael Finley,36.7,SAS,Wing,384,0,66.7%,2,2.1%,2,0.2%,0,0.0%
Derek Fisher,35.2,LAL,Point,2226,83,85.6%,55,7.9%,20,1.1%,22,14.9%
Jonny Flynn,20.7,MIN,Point,2291,61,82.0%,80,10.4%,55,1.6%,16,13.2%
T.J. Ford,26.6,IND,Point,1178,39,77.0%,88,12.3%,63,1.8%,20,14.0%
Jeff Foster,32.8,IND,Big,254,0,55.6%,20,8.7%,56,1.5%,99,75.0%
Randy Foye,26.1,WAS,Combo,1628,92,88.5%,43,7.9%,38,1.3%,15,11.8%
Channing Frye,26.5,PHX,Big,2169,87,80.5%,8,6.8%,19,1.1%,28,18.0%
Dan Gadzuric,31.7,MIL,Big,293,0,39.1%,49,14.0%,33,1.2%,88,33.3%
Sundiata Gaines,23.5,UTA,Combo,161,0,52.9%,100,24.3%,100,3.0%,87,29.4%
Danilo Gallinari,21.2,NYK,Forward,2712,83,81.5%,56,11.4%,84,2.1%,27,14.7%
Francisco Garcia,27.8,SAC,Combo,569,0,88.2%,15,4.0%,30,1.2%,83,28.6%
Kevin Garnett,33.5,BOS,Big,2058,95,83.7%,35,11.3%,81,2.1%,45,21.9%
Marc Gasol,24.8,MEM,Big,2464,39,67.0%,87,21.0%,96,3.4%,63,25.9%
Pau Gasol,29.3,LAL,Big,2398,81,78.8%,64,15.8%,94,2.9%,57,24.5%
Rudy Gay,23.2,MEM,Wing,3164,34,75.0%,81,13.3%,62,1.3%,37,19.5%
Alonzo Gee,22.4,WAS,Wing,177,11,66.7%,98,19.1%,74,1.5%,6,7.7%
Devean George,32.2,GSW,Forward,750,0,66.7%,9,3.8%,11,0.6%,24,12.5%
Daniel Gibson,23.7,CLE,Combo,1023,3,69.4%,34,7.0%,0,0.7%,9,5.3%
Taj Gibson,24.4,CHI,Big,2155,33,64.6%,40,12.6%,34,1.2%,40,20.7%
J.R. Giddens,24.7,NYK,Wing,134,0,63.6%,84,13.6%,0,0.0%,20,16.7%
Manu Ginobili,32.3,SAS,Wing,2131,93,87.1%,74,12.5%,93,2.4%,69,25.2%
Ryan Gomes,27.2,MIN,Forward,2201,91,82.5%,29,7.9%,20,0.8%,80,24.6%
Drew Gooden,28.1,DAL,Big,1020,94,82.6%,53,15.0%,40,1.3%,48,23.2%
Drew Gooden,28.1,LAC,Big,719,99,92.1%,67,16.6%,50,1.4%,64,26.0%
Ben Gordon,26.6,DET,Wing,1687,87,86.0%,68,11.8%,94,2.4%,63,23.9%
Eric Gordon,20.9,LAC,Wing,2219,32,74.3%,93,16.1%,80,1.7%,72,26.1%
Marcin Gortat,25.7,ORL,Big,953,37,66.7%,43,12.9%,35,1.2%,77,29.6%
Joey Graham,27.4,DEN,Forward,694,46,73.9%,84,17.2%,4,0.5%,47,18.9%
Stephen Graham,27.4,CHA,Wing,730,10,65.6%,72,12.4%,46,1.0%,64,24.1%
Danny Granger,26.5,IND,Wing,2269,80,84.8%,87,14.1%,84,1.9%,52,21.8%
Aaron Gray,24.9,NOP,Big,243,0,84.2%,56,15.4%,4,0.6%,10,10.0%
Jeff Green,23.2,OKC,Forward,3032,49,74.0%,51,10.7%,13,0.6%,93,30.1%
Willie Green,28.3,PHI,Combo,1520,72,83.2%,49,9.0%,34,1.2%,45,22.0%
Donte Greene,21.7,SAC,Forward,1601,11,64.0%,62,11.7%,22,0.9%,89,29.0%
Hamed Haddadi,24.5,MEM,Big,212,0,76.5%,53,15.0%,49,1.4%,88,33.3%
Malik Hairston,22.7,SAS,Wing,230,0,55.6%,85,13.8%,40,1.0%,97,50.0%
Richard Hamilton,31.7,DET,Wing,1549,79,84.6%,53,9.8%,90,2.2%,12,13.2%
Tyler Hansbrough,24.0,IND,Big,498,61,73.4%,83,19.6%,75,2.0%,15,13.5%
James Harden,20.2,OKC,Wing,1653,62,80.5%,95,16.8%,79,1.7%,11,12.4%
Al Harrington,29.7,NYK,Forward,2174,57,75.5%,69,12.5%,80,2.0%,67,22.7%
Devin Harris,26.7,BKN,Point,2215,46,79.8%,100,17.2%,90,2.5%,39,20.1%
Udonis Haslem,29.4,MIA,Big,2130,72,75.8%,25,9.7%,74,1.9%,30,18.5%
Trenton Hassell,30.7,BKN,Wing,1071,33,74.6%,69,11.9%,49,1.1%,27,17.9%
Spencer Hawes,21.5,SAC,Big,1880,49,70.6%,14,7.7%,14,1.0%,79,30.2%
Chuck Hayes,26.4,HOU,Big,1767,9,53.1%,23,9.3%,4,0.5%,53,24.2%
Jarvis Hayes,28.2,BKN,Forward,1006,0,75.0%,2,1.9%,0,0.2%,0,0.0%
Brendan Haywood,29.9,DAL,Big,733,16,57.5%,92,22.7%,67,1.8%,50,23.8%
Brendan Haywood,29.9,WAS,Big,1611,32,64.6%,85,20.5%,48,1.4%,78,30.0%
Luther Head,26.9,IND,Wing,769,92,86.8%,35,7.8%,35,0.9%,46,20.8%
Gerald Henderson,21.9,CHA,Wing,270,52,78.8%,93,16.1%,46,1.0%,15,14.3%
Roy Hibbert,22.9,IND,Big,2006,69,75.2%,44,13.0%,72,1.9%,82,30.6%
JJ Hickson,21.2,CLE,Big,1659,43,68.9%,52,14.8%,3,0.5%,58,24.7%
Nene Hilario,27.1,DEN,Big,2747,48,70.4%,92,22.5%,89,2.5%,58,24.9%
George Hill,23.5,SAS,Combo,2213,31,76.8%,62,10.4%,87,2.2%,89,30.0%
Grant Hill,37.1,PHX,Wing,2419,65,81.7%,89,14.9%,50,1.1%,38,19.5%
Jordan Hill,22.3,HOU,Big,345,40,68.3%,77,18.1%,45,1.4%,50,23.8%
Jordan Hill,22.3,NYK,Big,213,0,73.3%,32,11.1%,1,0.2%,88,33.3%
Kirk Hinrich,28.8,CHI,Combo,2464,23,75.2%,19,5.4%,9,0.9%,60,23.8%
Jrue Holiday,19.4,PHI,Combo,1725,15,74.7%,30,6.5%,13,0.9%,53,23.5%
Ryan Hollins,25.1,MIN,Big,1156,46,70.1%,74,17.6%,92,2.8%,13,11.7%
Al Horford,23.4,ATL,Big,2837,82,78.9%,51,14.5%,66,1.7%,75,29.4%
Eddie House,31.5,BOS,Combo,796,100,92.3%,9,2.3%,6,0.9%,21,14.3%
Eddie House,31.5,NYK,Combo,359,0,100.0%,4,1.5%,17,1.0%,0,0.0%
Dwight Howard,23.9,ORL,Big,2839,20,59.2%,99,31.8%,100,5.1%,31,18.9%
Josh Howard,29.5,DAL,Wing,820,56,79.0%,83,13.5%,91,2.2%,15,13.7%
Juwan Howard,36.7,POR,Big,1620,80,78.6%,16,8.3%,8,0.8%,29,18.2%
Larry Hughes,30.8,CHA,Wing,285,82,85.3%,75,12.5%,87,2.0%,50,21.4%
Larry Hughes,30.8,NYK,Combo,813,62,82.3%,70,12.1%,43,1.4%,40,21.6%
Kris Humphries,24.7,BKN,Big,866,47,70.3%,81,19.0%,83,2.2%,16,14.1%
Kris Humphries,24.7,DAL,Big,270,17,57.6%,60,15.5%,86,2.3%,84,31.3%
Chris Hunter,25.3,GSW,Big,767,70,75.4%,47,13.6%,30,1.2%,91,34.4%
Steven Hunter,28.0,MEM,Big,105,0,61.1%,93,22.7%,97,3.8%,94,40.0%
Serge Ibaka,20.1,OKC,Big,1231,23,62.4%,33,11.2%,36,1.2%,55,24.4%
Andre Iguodala,25.8,PHI,Wing,3187,31,74.0%,88,14.3%,89,2.0%,24,16.8%
Zydrunas Ilgauskas,34.4,CLE,Big,1326,65,74.2%,16,8.3%,37,1.3%,14,12.8%
Ersan Ilyasova,22.5,MIL,Big,1864,57,72.4%,23,9.3%,62,1.6%,91,33.8%
Allen Iverson,34.4,PHI,Point,796,66,82.4%,98,17.1%,71,1.9%,45,21.1%
Royal Ivey,27.9,PHI,Combo,227,0,80.0%,36,7.3%,4,0.8%,66,25.0%
Jarrett Jack,26.0,TOR,Combo,2212,82,84.3%,68,11.9%,40,1.4%,62,24.4%
Stephen Jackson,31.6,CHA,Wing,2821,49,78.5%,66,11.5%,85,1.9%,62,23.6%
Stephen Jackson,31.6,GSW,Forward,298,31,70.3%,53,11.0%,64,1.4%,16,6.3%
LeBron James,24.8,CLE,Forward,2957,66,76.8%,93,18.9%,100,3.0%,82,24.8%
Antawn Jamison,33.4,CLE,Forward,807,0,49.4%,40,9.2%,78,2.0%,84,27.3%
Antawn Jamison,33.4,WAS,Forward,1592,29,70.0%,67,12.4%,96,2.6%,42,18.8%
Nathan Jawai,23.1,MIN,Big,370,49,70.6%,70,17.1%,29,1.2%,97,42.1%
Al Jefferson,24.8,MIN,Big,2452,39,68.0%,37,11.6%,28,1.2%,84,31.2%
Richard Jefferson,29.4,SAS,Forward,2509,43,73.0%,80,16.3%,56,1.3%,84,27.3%
Jared Jeffries,27.9,HOU,Big,312,0,52.0%,63,15.7%,43,1.4%,92,35.7%
Jared Jeffries,27.9,NYK,Big,1455,34,64.8%,70,17.2%,18,1.0%,55,24.4%
Brandon Jennings,20.1,MIL,Combo,2664,54,81.8%,28,6.5%,81,2.0%,30,16.9%
Jonas Jerebko,22.7,DET,Forward,2209,34,70.9%,71,12.6%,29,1.1%,71,23.2%
Amir Johnson,22.5,TOR,Big,1394,31,64.3%,78,18.2%,79,2.1%,81,30.3%
Anthony Johnson,35.1,ORL,Point,322,0,94.4%,51,7.7%,61,1.7%,0,0.0%
James Johnson,22.7,CHI,Forward,675,14,64.0%,76,13.7%,27,0.9%,98,33.3%
Joe Johnson,28.3,ATL,Wing,2878,66,81.8%,20,6.5%,85,1.9%,28,17.9%
Dahntay Jones,28.8,IND,Forward,1815,71,77.1%,82,17.2%,71,1.6%,64,22.6%
James Jones,29.1,MIA,Wing,451,0,80.0%,16,5.9%,50,1.1%,85,33.3%
Solomon Jones,25.3,IND,Big,636,52,71.0%,48,13.7%,59,1.6%,12,11.5%
DeAndre Jordan,21.3,LAC,Big,1047,2,37.7%,91,22.4%,69,1.8%,26,17.5%
Chris Kaman,27.5,LAC,Big,2597,68,74.8%,31,10.9%,68,1.8%,48,23.2%
Jason Kapono,28.7,PHI,Wing,955,0,60.0%,1,1.7%,4,0.4%,93,40.0%
Coby Karl,26.4,GSW,Point,105,0,66.7%,67,9.4%,6,0.8%,0,0.0%
Jason Kidd,36.6,DAL,Point,2875,59,80.8%,16,4.5%,8,0.9%,14,12.9%
Andrei Kirilenko,28.7,UTA,Forward,1656,54,75.0%,89,17.9%,69,1.5%,31,16.0%
Kyle Korver,28.6,UTA,Wing,922,57,79.2%,7,4.2%,47,1.0%,65,25.0%
Kosta Koufos,20.7,UTA,Big,115,0,70.0%,61,15.6%,54,1.5%,94,40.0%
Nenad Krstic,26.3,OKC,Big,1737,54,71.7%,22,9.1%,9,0.8%,45,21.8%
Carl Landry,26.1,HOU,Big,1400,96,83.9%,84,20.2%,95,2.9%,65,26.2%
Carl Landry,26.1,SAC,Big,1051,63,74.1%,65,15.9%,76,2.0%,43,21.7%
Ty Lawson,22.0,DEN,Combo,1236,26,76.0%,79,12.8%,85,2.1%,53,23.5%
Courtney Lee,24.1,BKN,Wing,2358,95,87.9%,41,8.6%,16,0.6%,39,19.7%
David Lee,26.5,NYK,Big,3004,88,81.1%,42,12.8%,25,1.1%,76,29.5%
Rashard Lewis,30.2,ORL,Big,2362,87,80.6%,13,7.4%,47,1.4%,50,23.8%
Shaun Livingston,24.1,OKC,Wing,118,0,0.0%,0,0.0%,72,1.5%,100,0.0%
Shaun Livingston,24.1,WAS,Combo,653,90,87.5%,64,11.1%,55,1.6%,72,27.3%
Brook Lopez,21.6,BKN,Big,3015,90,81.7%,77,18.1%,84,2.3%,38,20.5%
Robin Lopez,21.6,PHX,Big,920,53,71.1%,82,19.3%,57,1.6%,72,27.4%
Kevin Love,21.1,MIN,Big,1683,91,81.7%,64,15.8%,93,2.8%,23,16.5%
Kyle Lowry,23.6,HOU,Combo,1608,69,82.4%,98,20.4%,96,2.6%,57,23.6%
Corey Maggette,30.0,GSW,Forward,2072,94,83.5%,96,21.3%,98,2.7%,29,14.9%
Jamaal Magloire,31.4,MIA,Big,286,2,40.9%,99,35.6%,82,2.2%,18,14.3%
Ian Mahinmi,23.0,SAS,Big,123,20,58.8%,98,31.5%,70,1.8%,49,23.5%
Shawn Marion,31.5,DAL,Forward,2376,60,76.1%,27,7.5%,18,0.7%,22,11.3%
Cartier Martin,24.9,GSW,Wing,267,0,73.7%,57,10.0%,64,1.3%,85,33.3%
Cartier Martin,24.9,WAS,Wing,104,0,88.9%,61,10.6%,28,0.8%,41,20.0%
Kenyon Martin,31.8,DEN,Big,1982,13,55.7%,35,11.3%,6,0.7%,33,19.5%
Kevin Martin,26.7,HOU,Wing,857,100,92.4%,98,18.7%,77,1.6%,30,17.9%
Kevin Martin,26.7,SAC,Combo,770,64,82.4%,96,17.6%,45,1.4%,49,23.2%
Roger Mason Jr.,29.1,SAS,Combo,1398,28,76.7%,11,2.4%,2,0.8%,72,27.3%
Wesley Matthews,23.0,UTA,Wing,1977,69,82.4%,78,12.9%,59,1.2%,46,20.5%
Jason Maxiell,26.7,DET,Big,1522,19,58.7%,62,15.6%,60,1.6%,22,16.2%
Sean May,25.6,SAC,Big,319,37,66.7%,28,10.6%,50,1.4%,23,16.7%
Eric Maynor,22.4,OKC,Point,848,10,68.4%,57,7.9%,4,0.8%,86,33.3%
Eric Maynor,22.4,UTA,Point,337,32,76.7%,76,10.1%,31,1.2%,80,30.8%
O.J. Mayo,22.0,MEM,Wing,3094,63,81.2%,33,7.6%,54,1.2%,82,30.9%
Luc Mbah a Moute,23.1,MIL,Forward,1837,26,69.9%,78,14.6%,49,1.2%,62,22.0%
DJ Mbenga,28.8,LAL,Big,263,0,47.1%,38,11.8%,23,1.1%,88,33.3%
Antonio McDyess,35.2,SAS,Big,1600,27,63.2%,4,5.7%,41,1.3%,93,36.0%
JaVale McGee,21.8,WAS,Big,905,26,63.1%,68,16.6%,52,1.5%,69,27.3%
Tracy McGrady,30.4,NYK,Wing,626,38,75.4%,77,12.8%,66,1.3%,85,33.3%
Dominic McGuire,24.0,WAS,Forward,207,0,0.0%,16,5.7%,36,1.1%,0,0.0%
Josh McRoberts,22.7,IND,Big,466,8,51.7%,18,8.5%,40,1.3%,69,27.3%
Jodie Meeks,22.2,MIL,Wing,436,0,86.7%,2,1.9%,45,1.0%,85,33.3%
Jodie Meeks,22.2,PHI,Wing,200,0,66.7%,27,7.2%,53,1.2%,20,16.7%
CJ Miles,22.6,UTA,Wing,1476,16,69.5%,37,7.9%,42,1.0%,84,32.6%
Darko Milicic,24.4,MIN,Big,608,9,53.6%,6,6.7%,13,0.9%,82,30.8%
Andre Miller,33.6,POR,Combo,2494,59,82.1%,89,15.1%,83,2.0%,38,21.4%
Brad Miller,33.6,CHI,Big,1925,93,82.2%,46,13.5%,79,2.1%,67,26.7%
Mike Miller,29.7,WAS,Wing,1801,68,82.4%,28,7.3%,70,1.5%,92,36.4%
Paul Millsap,24.7,UTA,Big,2234,44,69.1%,54,15.0%,51,1.5%,33,19.2%
Nazr Mohammed,32.2,CHA,Big,964,30,63.6%,59,15.5%,28,1.1%,46,22.0%
