Player,Age,Team,Pos,MIN,Usage Rank,Usage,PSA Rank,PSA,AST% Rank,AST%,AST:Usg Rank,AST:Usg,TOV% Rank,TOV%
Brent Barry,34.8,SAS,Wing,1528,12,14.5%,100,135.1,64,13.2%,89,0.91,62,11.8%
Brandon Bass,21.5,NOP,Big,109,24,12.9%,1,73.3,10,2.7%,14,0.21,99,9.5%
Maceo Baston,30.4,IND,Big,358,28,13.4%,100,147.1,67,7.5%,78,0.56,5,26.1%
Tony Battie,30.7,ORL,Big,1566,20,12.4%,32,102.3,21,3.6%,29,0.29,56,14.9%
Shane Battier,28.1,HOU,Forward,2976,6,11.9%,90,117.6,51,9.1%,84,0.77,88,9.5%
Charlie Bell,27.6,MIL,Wing,2807,53,18.1%,37,105.5,66,13.7%,74,0.76,87,9.3%
Raja Bell,30.1,PHX,Wing,2905,26,16.0%,71,112.6,36,9.3%,39,0.58,94,7.9%
Mike Bibby,28.5,SAC,Point,2775,75,24.8%,62,107.3,34,23.6%,6,0.95,62,12.6%
Andris Biedrins,20.6,GSW,Big,2372,21,12.6%,89,119.2,43,5.3%,55,0.42,37,17.0%
Chauncey Billups,30.1,DET,Point,2527,81,25.2%,96,119.7,77,32.2%,47,1.28,92,10.6%
Steve Blake,26.7,DEN,Point,1617,13,16.4%,45,102.8,55,27.4%,91,1.67,21,16.3%
Steve Blake,26.7,MIL,Point,555,6,14.7%,6,87.6,13,20.7%,66,1.41,53,14.1%
Will Blalock,23.1,DET,Point,154,2,14.1%,2,74.2,15,20.7%,75,1.47,2,22.7%
Andray Blatche,20.2,WAS,Big,623,56,16.6%,23,95.8,71,8.7%,74,0.53,23,19.6%
Mark Blount,30.9,MIN,Big,2539,64,17.4%,56,109.2,33,4.5%,21,0.26,40,16.9%
Keith Bogans,26.5,ORL,Wing,957,13,14.5%,66,112.1,38,9.4%,50,0.65,29,14.6%
Andrew Bogut,21.9,MIL,Big,2250,65,17.5%,68,113.3,93,13.8%,95,0.79,38,17.0%
Matt Bonner,26.6,SAS,Big,507,61,17.2%,40,103.7,37,4.9%,27,0.29,98,9.6%
Josh Boone,21.9,BKN,Big,608,42,14.9%,76,115.8,16,3.0%,12,0.20,43,16.5%
Calvin Booth,30.5,WAS,Big,365,5,8.9%,26,100.0,62,6.9%,94,0.78,82,12.3%
Carlos Boozer,24.9,UTA,Big,2541,94,24.6%,84,117.8,94,15.9%,87,0.65,64,13.9%
Chris Bosh,22.6,TOR,Big,2652,95,25.7%,73,114.8,87,11.6%,61,0.45,87,12.1%
Bruce Bowen,35.4,SAS,Wing,2456,0,10.4%,26,103.0,16,6.9%,53,0.66,60,11.9%
Earl Boykins,30.4,DEN,Point,865,79,25.0%,72,108.5,51,26.2%,15,1.05,96,10.0%
Earl Boykins,30.4,MIL,Point,1141,47,21.6%,79,113.1,26,22.7%,17,1.05,68,12.4%
Cedric Bozeman,23.7,ATL,Combo,184,0,11.4%,0,59.5,4,8.0%,14,0.70,5,18.9%
Elton Brand,27.6,LAC,Big,3071,90,22.7%,81,116.5,94,14.3%,86,0.63,73,13.2%
Ronnie Brewer,21.6,UTA,Wing,608,11,14.3%,91,117.9,11,6.0%,19,0.42,73,10.8%
Primoz Brezec,27.1,CHA,Big,827,58,16.7%,20,94.7,32,4.4%,22,0.27,86,12.1%
Andre Brown,25.5,OKC,Big,224,23,12.9%,88,119.2,1,0.8%,1,0.06,0,33.3%
Dee Brown,22.2,UTA,Point,372,11,16.3%,4,84.3,36,23.8%,72,1.46,15,17.0%
Devin Brown,27.8,NOP,Combo,1613,39,19.5%,70,109.0,21,14.0%,16,0.72,75,12.4%
Kwame Brown,24.6,LAL,Big,1129,41,14.8%,79,116.3,80,9.7%,88,0.66,17,20.9%
P.J. Brown,37.0,CHI,Big,1443,50,16.0%,17,92.4,39,4.9%,32,0.31,46,16.2%
Shannon Brown,20.9,CLE,Wing,160,60,18.7%,5,84.2,8,5.7%,5,0.30,9,17.2%
Kobe Bryant,28.2,LAL,Wing,3136,99,33.9%,88,117.2,97,24.9%,71,0.73,75,10.8%
Greg Buckner,30.1,DAL,Wing,1278,2,11.9%,16,98.6,27,8.3%,65,0.70,64,11.8%
Pat Burke,32.9,PHX,Big,119,71,18.1%,2,73.9,8,2.7%,7,0.15,93,10.6%
Caron Butler,26.6,WAS,Wing,2458,79,23.1%,50,108.3,75,15.5%,58,0.67,38,14.0%
Rasual Butler,27.4,NOP,Wing,2159,40,17.0%,17,99.1,5,4.9%,2,0.29,92,8.3%
Andrew Bynum,19.0,LAL,Big,1773,48,15.7%,85,118.4,69,8.4%,75,0.53,28,18.8%
Jose Calderon,25.1,TOR,Point,1582,74,24.3%,94,119.5,89,39.7%,89,1.63,57,13.1%
Marcus Camby,32.6,DEN,Big,2360,51,16.0%,37,103.3,91,13.6%,97,0.85,66,13.7%
Brian Cardinal,29.5,MEM,Forward,307,45,17.5%,100,130.2,98,16.9%,98,0.97,4,19.7%
Rodney Carney,22.6,PHI,Forward,1110,29,16.2%,31,101.5,0,3.6%,2,0.22,78,10.1%
Matt Carroll,26.2,CHA,Wing,1851,55,18.1%,86,117.1,25,8.2%,24,0.45,80,9.9%
Vince Carter,29.8,BKN,Wing,3116,96,30.8%,64,111.9,96,24.5%,80,0.80,79,10.4%
Sam Cassell,37.0,LAC,Point,1404,92,28.5%,43,102.3,79,34.1%,38,1.20,79,11.3%
Tyson Chandler,24.1,NOP,Big,2520,14,11.6%,95,124.1,27,4.0%,42,0.35,23,19.6%
Josh Childress,23.4,ATL,Wing,1987,23,15.5%,87,117.1,45,10.5%,61,0.68,63,11.8%
Speedy Claxton,28.5,ATL,Point,1050,32,19.8%,0,73.3,64,29.1%,77,1.47,19,16.5%
Jarron Collins,27.9,UTA,Big,896,19,12.3%,25,97.5,84,10.1%,96,0.83,54,15.2%
Jason Collins,27.9,BKN,Big,1841,1,7.3%,4,80.1,20,3.4%,65,0.47,6,25.5%
Mardy Collins,22.2,NYK,Wing,720,66,20.1%,12,90.8,84,19.1%,91,0.95,17,16.1%
Nick Collison,26.0,OKC,Big,2372,42,15.1%,57,109.3,45,5.5%,45,0.36,51,15.6%
Brian Cook,25.9,LAL,Big,1012,78,19.6%,43,104.9,81,9.9%,70,0.51,90,11.6%
Jamal Crawford,26.6,NYK,Wing,2165,86,24.6%,44,106.8,90,20.3%,83,0.83,46,13.3%
Austin Croshere,31.5,DAL,Big,615,56,16.5%,16,91.9,76,9.3%,79,0.56,79,12.7%
Eddy Curry,23.9,NYK,Big,2841,93,23.3%,90,120.8,34,4.5%,11,0.19,20,20.4%
Samuel Dalembert,26.5,PHI,Big,2528,44,15.2%,81,116.4,28,4.1%,23,0.27,25,19.5%
Erick Dampier,31.3,DAL,Big,1900,17,11.8%,97,127.9,19,3.4%,27,0.29,14,22.2%
Antonio Daniels,31.6,WAS,Point,1726,23,17.3%,83,113.7,49,26.0%,79,1.50,94,10.2%
Marquis Daniels,25.8,IND,Wing,772,69,20.8%,24,102.3,61,12.5%,41,0.60,25,15.2%
Baron Davis,27.6,GSW,Point,2206,98,30.2%,70,108.1,81,35.7%,34,1.18,66,12.4%
Dale Davis,37.6,DET,Big,457,6,9.7%,18,93.9,29,4.1%,56,0.43,49,15.8%
Paul Davis,22.3,LAC,Big,102,29,13.5%,12,88.9,68,7.8%,81,0.58,95,10.2%
Ricky Davis,27.1,MIN,Wing,3010,78,22.3%,76,114.4,92,21.5%,92,0.97,31,14.5%
Carlos Delfino,24.2,DET,Wing,1277,25,15.7%,22,101.8,46,10.6%,59,0.67,59,11.9%
Luol Deng,21.5,CHI,Forward,3060,75,20.5%,75,111.9,69,11.6%,57,0.56,73,10.7%
Boris Diaw,24.5,PHX,Big,2242,66,17.5%,75,115.4,100,22.0%,100,1.26,31,18.0%
Yakhouba Diawara,24.2,DEN,Wing,1138,3,12.1%,7,89.3,15,6.5%,33,0.54,68,11.4%
Dan Dickau,28.1,POR,Combo,387,71,22.7%,36,100.0,82,26.5%,71,1.17,61,12.9%
Travis Diener,24.7,ORL,Point,244,9,15.6%,89,117.4,8,17.5%,26,1.12,89,11.0%
Ike Diogu,23.1,GSW,Big,199,79,19.7%,74,115.1,35,4.8%,19,0.24,61,14.4%
Ike Diogu,23.1,IND,Big,494,91,22.8%,46,106.1,60,6.6%,30,0.29,29,18.5%
DeSagana Diop,24.8,DAL,Big,1400,2,7.8%,22,95.5,15,2.9%,46,0.38,7,24.8%
Juan Dixon,28.1,POR,Combo,1211,45,20.0%,52,104.4,11,11.7%,7,0.58,32,14.9%
Juan Dixon,28.1,TOR,Wing,661,59,18.6%,31,103.7,41,9.9%,32,0.53,90,8.4%
Michael Doleac,29.4,MIA,Big,639,32,13.7%,44,105.2,42,5.2%,47,0.38,52,15.4%
Keyon Dooling,26.5,ORL,Combo,1395,36,19.3%,41,100.6,20,13.1%,11,0.68,84,12.1%
Quincy Douby,22.5,SAC,Combo,286,11,15.2%,18,94.5,2,7.9%,5,0.52,93,10.2%
Chris Duhon,24.2,CHI,Point,1850,17,16.9%,66,107.5,45,24.8%,74,1.47,43,14.4%
Tim Duncan,30.5,SAS,Big,2720,97,28.0%,79,116.0,97,18.2%,88,0.65,64,14.0%
Mike Dunleavy,26.1,GSW,Forward,1001,67,19.6%,73,110.4,96,16.5%,90,0.84,25,15.2%
Mike Dunleavy,26.1,IND,Wing,1518,51,18.0%,54,109.1,56,12.0%,57,0.67,53,12.7%
Monta Ellis,21.0,GSW,Combo,2601,75,23.2%,80,110.4,36,18.6%,23,0.80,25,15.4%
Francisco Elson,30.7,SAS,Big,1289,29,13.6%,62,110.8,55,6.0%,60,0.44,11,23.1%
Melvin Ely,28.5,CHA,Big,186,70,18.0%,11,88.3,69,8.3%,64,0.46,10,23.4%
Maurice Evans,28.0,LAL,Wing,1704,36,16.7%,34,104.4,17,7.0%,18,0.42,88,9.2%
Reggie Evans,26.5,DEN,Big,1106,36,14.4%,52,107.0,52,5.9%,53,0.41,9,23.7%
Daniel Ewing,23.6,LAC,Point,628,21,17.1%,21,94.7,17,21.2%,42,1.24,4,20.0%
Jordan Farmar,19.9,LAL,Point,1056,19,17.0%,60,106.6,11,20.5%,40,1.20,8,18.2%
Raymond Felton,22.3,CHA,Combo,2798,88,24.9%,27,96.0,93,31.5%,88,1.27,34,14.9%
Michael Finley,33.7,SAS,Forward,1730,49,17.8%,57,107.8,57,9.6%,53,0.54,98,6.5%
Derek Fisher,32.2,UTA,Combo,2280,34,19.1%,48,104.2,34,18.3%,45,0.96,77,12.4%
T.J. Ford,23.6,TOR,Point,2229,100,31.5%,38,100.4,98,44.8%,68,1.42,34,15.2%
Danny Fortson,30.6,OKC,Big,153,34,14.4%,82,117.6,1,1.0%,1,0.07,1,32.3%
Jeff Foster,29.8,IND,Big,1731,6,9.7%,34,102.6,38,4.9%,71,0.51,29,18.3%
Randy Foye,23.1,MIN,Combo,1832,82,24.3%,57,106.1,55,21.7%,41,0.89,20,15.9%
Adonal Foyle,31.6,GSW,Big,402,7,10.0%,56,108.9,49,5.8%,81,0.58,25,19.3%
Steve Francis,29.7,NYK,Combo,1231,57,21.6%,91,116.2,59,22.4%,61,1.04,13,17.1%
Matt Freije,25.1,ATL,Forward,125,63,19.1%,0,66.7,49,9.1%,41,0.48,100,5.7%
Channing Frye,23.5,NYK,Big,1885,73,18.8%,18,93.2,56,6.3%,40,0.34,77,12.9%
Dan Gadzuric,28.7,MIL,Big,806,52,16.2%,21,95.1,45,5.5%,40,0.34,48,15.9%
Jorge Garbajosa,28.9,TOR,Forward,1900,16,14.8%,29,100.2,59,9.9%,75,0.67,75,10.6%
Francisco Garcia,24.8,SAC,Wing,1313,24,15.5%,59,110.6,43,10.2%,51,0.66,27,14.8%
Kevin Garnett,30.5,MIN,Big,2988,96,27.0%,59,110.0,98,19.1%,91,0.71,88,11.9%
Pat Garrity,30.2,ORL,Big,230,38,14.6%,6,85.2,71,8.5%,82,0.58,52,15.4%
Pau Gasol,26.3,MEM,Big,2120,95,24.8%,84,118.0,95,16.7%,90,0.67,69,13.6%
Rudy Gay,20.2,MEM,Forward,2079,69,20.0%,24,99.6,33,7.7%,24,0.39,31,14.7%
Mickael Gelabale,23.4,OKC,Wing,1151,4,12.2%,40,106.4,13,6.5%,31,0.53,30,14.6%
Devean George,29.2,DAL,Forward,1214,14,14.7%,16,96.7,2,3.9%,6,0.27,65,11.8%
Daniel Gibson,20.7,CLE,Combo,946,2,13.3%,89,114.5,9,11.0%,30,0.83,45,14.2%
Manu Ginobili,29.3,SAS,Wing,2041,91,26.7%,99,123.7,94,22.3%,84,0.83,43,13.4%
Gordan Giricek,29.4,UTA,Wing,1164,46,17.4%,75,113.4,33,9.0%,30,0.52,32,14.5%
Ryan Gomes,24.2,BOS,Forward,2265,47,17.7%,45,106.2,53,9.3%,51,0.52,61,12.0%
Drew Gooden,25.1,CLE,Big,2226,75,19.0%,31,101.5,60,6.7%,44,0.35,80,12.5%
Ben Gordon,23.6,CHI,Wing,2682,94,29.0%,82,115.3,86,19.3%,55,0.67,39,13.9%
Joey Graham,24.4,TOR,Forward,1262,24,15.8%,82,115.8,10,5.3%,14,0.33,71,11.4%
Stephen Graham,24.4,POR,Wing,162,29,16.2%,23,102.3,8,5.7%,10,0.35,0,24.3%
Danny Granger,23.5,IND,Wing,2754,37,16.7%,83,115.7,18,7.0%,21,0.42,52,12.8%
Gerald Green,20.8,BOS,Wing,1703,76,21.9%,32,103.8,30,8.7%,15,0.40,40,13.6%
Willie Green,25.3,PHI,Wing,1816,87,24.9%,13,91.4,49,11.1%,23,0.44,77,10.7%
Orien Greene,24.7,IND,Combo,211,43,19.9%,9,90.2,30,16.4%,29,0.82,0,23.2%
Lynn Greer,27.0,MIL,Combo,358,32,19.0%,55,105.8,46,20.7%,66,1.09,96,9.6%
Adrian Griffin,32.3,CHI,Wing,515,8,13.4%,25,102.8,72,15.0%,98,1.11,1,21.9%
Richard Hamilton,28.7,DET,Wing,2756,89,25.1%,62,111.5,82,18.4%,70,0.73,71,11.0%
Matt Harpring,30.4,UTA,Wing,1943,61,18.7%,73,113.1,26,8.3%,22,0.44,36,14.1%
Al Harrington,26.7,GSW,Big,1348,88,21.7%,55,108.4,86,11.1%,73,0.51,92,11.3%
Al Harrington,26.7,IND,Forward,1204,82,21.5%,53,107.5,29,7.7%,16,0.36,22,15.8%
Junior Harrington,26.1,MEM,Combo,526,50,20.3%,16,93.5,64,24.2%,79,1.19,4,21.9%
Othella Harrington,32.8,CHA,Big,195,54,16.4%,14,91.5,25,4.0%,19,0.24,19,20.6%
Devin Harris,23.7,DAL,Combo,2048,55,20.8%,95,117.6,57,21.9%,64,1.05,14,16.0%
David Harrison,24.2,IND,Big,143,80,20.3%,47,106.1,47,5.6%,25,0.27,5,28.3%
Jason Hart,28.5,LAC,Point,744,15,16.7%,26,97.2,9,19.9%,36,1.19,60,12.8%
Udonis Haslem,26.4,MIA,Big,2468,47,15.6%,42,104.7,58,6.4%,53,0.41,71,13.4%
Trenton Hassell,27.7,MIN,Wing,2218,6,12.7%,38,105.8,67,13.7%,96,1.08,48,13.1%
Chuck Hayes,23.4,HOU,Big,1669,10,10.7%,77,115.8,29,4.1%,48,0.39,47,16.2%
Jarvis Hayes,25.2,WAS,Forward,1565,27,16.2%,37,102.9,41,8.2%,49,0.51,90,9.4%
Brendan Haywood,26.9,WAS,Big,1724,23,12.9%,75,115.5,27,4.1%,34,0.31,32,17.5%
Luther Head,23.9,HOU,Combo,2150,21,18.1%,96,118.1,27,15.2%,34,0.84,16,15.9%
Alan Henderson,33.9,PHI,Big,411,8,10.1%,99,135.3,23,3.7%,45,0.37,83,12.3%
Walter Herrmann,27.4,CHA,Big,851,49,15.7%,95,126.8,36,4.9%,32,0.31,95,10.5%
Nene Hilario,24.1,DEN,Big,1710,68,17.9%,91,122.2,64,7.2%,50,0.40,30,18.2%
Grant Hill,34.1,ORL,Forward,2004,80,21.1%,92,118.0,76,12.4%,61,0.59,24,15.5%
Kirk Hinrich,25.8,CHI,Combo,2831,79,23.7%,86,112.6,89,29.1%,84,1.23,68,12.7%
Ryan Hollins,22.1,CHA,Big,142,45,15.4%,86,118.6,3,1.3%,3,0.09,10,23.4%
Robert Horry,36.2,SAS,Big,1109,33,14.0%,23,95.7,86,10.5%,93,0.75,72,13.4%
Eddie House,28.5,BKN,Wing,906,64,19.8%,46,107.4,63,13.0%,52,0.66,97,6.8%
Dwight Howard,20.9,ORL,Big,3019,88,21.8%,94,123.2,75,9.2%,55,0.42,13,22.3%
Josh Howard,26.5,DAL,Wing,2446,83,23.8%,57,110.3,31,8.8%,11,0.37,83,9.7%
Juwan Howard,33.7,HOU,Big,2091,71,18.2%,38,103.6,85,10.4%,80,0.57,65,13.8%
Troy Hudson,30.6,MIN,Point,530,53,22.3%,23,96.0,19,21.7%,8,0.97,30,15.4%
Larry Hughes,27.8,CLE,Combo,2575,63,22.0%,25,95.7,29,16.2%,18,0.73,82,12.1%
Kris Humphries,21.7,TOR,Big,625,51,16.1%,31,101.5,31,4.4%,25,0.27,62,14.3%
Lindsey Hunter,35.9,DET,Point,672,34,20.1%,36,100.0,21,22.4%,25,1.11,81,11.3%
Steven Hunter,25.0,PHI,Big,1573,18,12.0%,71,114.5,12,2.8%,17,0.23,45,16.3%
Andre Iguodala,22.8,PHI,Wing,3054,85,24.2%,70,112.6,95,24.2%,94,1.00,13,16.4%
Zydrunas Ilgauskas,31.4,CLE,Big,2124,81,20.4%,48,106.2,81,9.9%,68,0.49,56,14.9%
Ersan Ilyasova,19.5,MIL,Forward,891,61,19.1%,18,97.1,45,8.7%,35,0.46,55,12.5%
Allen Iverson,31.4,DEN,Combo,2116,95,29.8%,73,109.4,91,29.5%,48,0.99,57,13.7%
Allen Iverson,31.4,PHI,Combo,638,100,38.0%,59,106.2,95,32.8%,38,0.86,80,12.2%
Royal Ivey,24.9,ATL,Combo,481,7,15.0%,34,99.3,14,12.0%,25,0.80,30,14.9%
Jarrett Jack,23.0,POR,Point,2634,38,20.6%,92,118.2,53,26.6%,49,1.29,23,16.2%
Bobby Jackson,33.6,NOP,Wing,1307,82,23.8%,19,100.7,79,18.1%,75,0.76,67,11.5%
Luke Jackson,25.0,TOR,Wing,114,35,16.5%,97,121.6,65,13.2%,81,0.80,55,12.3%
Marc Jackson,31.8,NOP,Big,1005,86,21.2%,21,95.1,82,10.0%,66,0.47,75,13.0%
Stephen Jackson,28.6,GSW,Wing,1290,80,23.2%,58,110.5,87,19.5%,85,0.84,34,14.3%
Stephen Jackson,28.6,IND,Wing,1183,71,21.4%,43,106.6,76,16.8%,78,0.78,35,14.3%
Jerome James,31.0,NYK,Big,247,69,18.0%,5,83.1,6,2.4%,6,0.14,12,22.9%
LeBron James,21.8,CLE,Wing,3176,98,32.1%,69,112.4,98,28.2%,87,0.88,70,11.1%
Mike James,31.4,MIN,Point,2059,55,22.4%,57,105.8,30,23.3%,13,1.04,58,13.1%
Antawn Jamison,30.4,WAS,Forward,2653,76,20.8%,63,109.1,43,8.3%,25,0.40,94,8.2%
Marko Jaric,27.9,MIN,Wing,1524,10,14.1%,18,100.3,70,14.4%,95,1.02,7,18.0%
Sarunas Jasikevicius,30.7,GSW,Point,242,72,23.9%,55,105.3,72,31.5%,53,1.32,6,19.6%
Sarunas Jasikevicius,30.7,IND,Point,634,49,21.9%,77,112.6,66,30.2%,58,1.38,13,17.9%
Al Jefferson,21.8,BOS,Big,2314,86,21.3%,60,110.2,64,7.1%,38,0.33,78,12.8%
Richard Jefferson,26.4,BKN,Forward,1950,84,21.5%,69,109.7,82,13.1%,67,0.61,47,13.3%
Jared Jeffries,24.9,NYK,Forward,1295,0,10.9%,10,94.9,35,8.0%,78,0.73,2,19.9%
Alexander Johnson,23.7,MEM,Big,740,44,15.1%,77,115.9,18,3.4%,16,0.22,27,19.0%
Anthony Johnson,32.1,ATL,Combo,732,29,18.7%,29,96.2,75,25.7%,96,1.37,36,14.8%
Anthony Johnson,32.1,DAL,Point,508,25,17.8%,9,91.5,25,22.7%,45,1.27,47,14.3%
DerMarr Johnson,26.5,DEN,Wing,383,44,17.2%,3,79.0,21,7.2%,20,0.42,25,15.0%
Joe Johnson,25.3,ATL,Wing,2353,92,28.6%,72,113.0,93,21.6%,73,0.76,58,12.1%
Linton Johnson,26.4,NOP,Big,696,26,13.3%,55,108.5,31,4.3%,36,0.32,76,12.9%
Bobby Jones,22.8,PHI,Forward,271,31,16.3%,27,100.0,25,7.3%,31,0.45,69,11.7%
Dahntay Jones,25.8,MEM,Wing,1640,31,16.3%,48,107.9,12,6.4%,14,0.39,20,15.5%
Damon Jones,30.2,CLE,Combo,1133,9,15.1%,68,108.5,16,12.6%,36,0.84,100,8.9%
Eddie Jones,35.0,MEM,Wing,559,19,15.0%,15,98.2,42,9.9%,54,0.66,54,12.4%
Eddie Jones,35.0,MIA,Wing,1024,9,14.0%,78,114.9,52,11.5%,82,0.82,95,7.8%
Fred Jones,27.6,POR,Combo,423,13,16.3%,14,92.9,39,19.2%,73,1.17,86,11.2%
Fred Jones,27.6,TOR,Wing,846,45,17.4%,35,104.8,44,10.5%,42,0.60,19,15.6%
James Jones,26.1,PHX,Wing,1332,20,15.1%,28,103.3,2,4.8%,7,0.32,99,5.5%
Solomon Jones,22.3,ATL,Big,613,16,11.7%,69,114.2,11,2.8%,18,0.24,58,14.8%
Chris Kaman,24.5,LAC,Big,2166,73,18.5%,29,100.8,56,6.1%,38,0.33,34,17.3%
Jason Kapono,25.7,MIA,Wing,1697,28,16.1%,98,123.4,25,8.1%,29,0.50,66,11.5%
Viktor Khryapa,24.2,CHI,Forward,160,55,18.7%,2,81.8,94,16.3%,94,0.87,8,17.6%
Jason Kidd,33.6,BKN,Point,2925,68,23.1%,53,104.7,94,40.5%,96,1.76,42,14.5%
Tarence Kinsey,22.6,MEM,Wing,942,41,17.0%,36,105.4,19,7.0%,17,0.41,51,12.8%
Andrei Kirilenko,25.7,UTA,Wing,2046,22,15.4%,56,110.2,71,14.5%,90,0.94,4,19.5%
Linas Kleiza,21.8,DEN,Forward,1451,22,15.6%,78,112.4,6,4.7%,8,0.30,41,13.9%
Brevin Knight,31.0,CHA,Point,1265,51,22.2%,34,99.0,85,37.9%,92,1.71,28,15.4%
Kyle Korver,25.6,PHI,Forward,2238,57,18.9%,84,115.9,39,8.1%,29,0.43,51,12.6%
Nenad Krstic,23.3,BKN,Big,847,83,20.8%,68,113.3,84,10.2%,69,0.49,71,13.4%
Raef LaFrentz,30.4,POR,Big,314,53,16.3%,12,89.3,32,4.4%,24,0.27,91,11.4%
David Lee,23.5,NYK,Big,1691,34,14.0%,98,130.5,77,9.4%,90,0.67,42,16.6%
Rashard Lewis,27.2,OKC,Forward,2343,94,23.4%,88,117.5,65,10.8%,39,0.46,86,9.7%
Shaun Livingston,21.1,LAC,Wing,1592,65,19.9%,20,100.8,99,28.3%,100,1.42,22,15.4%
Kyle Lowry,20.6,MEM,Combo,174,46,20.2%,77,109.8,86,26.9%,91,1.33,23,15.5%
John Lucas III,23.9,HOU,Point,292,43,21.2%,15,94.0,6,15.6%,2,0.74,100,7.7%
Tyronn Lue,29.5,ATL,Point,1477,58,22.8%,68,107.7,40,24.3%,19,1.07,77,11.6%
Mark Madsen,30.8,MIN,Big,440,0,7.0%,54,108.3,17,3.0%,58,0.43,3,29.5%
Corey Maggette,27.0,LAC,Wing,2229,90,25.4%,92,118.3,75,16.2%,45,0.64,16,16.2%
Jamaal Magloire,28.4,POR,Big,1677,55,16.4%,42,104.9,16,2.9%,10,0.18,15,21.9%
Stephon Marbury,29.7,NYK,Combo,2741,80,23.8%,66,107.9,70,24.9%,63,1.05,73,12.5%
Shawn Marion,28.5,PHX,Forward,3006,35,16.9%,96,119.2,16,6.4%,22,0.38,84,9.8%
Donyell Marshall,33.5,CLE,Big,1310,68,17.6%,51,106.6,46,5.5%,33,0.31,77,12.9%
Rawle Marshall,24.7,IND,Wing,307,16,14.8%,4,83.5,8,5.7%,13,0.38,23,15.3%
Darrick Martin,35.7,TOR,Point,161,87,26.8%,25,96.1,83,36.4%,57,1.36,98,9.2%
Kevin Martin,23.7,SAC,Combo,2811,64,22.0%,100,123.2,7,10.7%,2,0.49,95,9.8%
Desmond Mason,29.1,NOP,Forward,2567,78,21.0%,22,98.2,27,7.5%,18,0.36,20,16.1%
Roger Mason Jr.,26.1,WAS,Wing,429,50,17.9%,11,90.5,53,11.6%,49,0.65,81,9.9%
Jason Maxiell,23.7,DET,Big,853,59,16.8%,35,102.8,10,2.7%,8,0.16,49,15.8%
Sean May,22.6,CHA,Big,827,90,22.4%,58,109.3,92,13.8%,84,0.62,67,13.7%
