Player,Age,Team,Pos,MIN,BLK% Rank,BLK%,STL% Rank,STL%,FOUL% Rank,FOUL%,fgOR% Rank,fgOR%,fgDR% Rank,fgDR%,ftOR% Rank,ftOR%,ftDR% Rank,ftDR%
Jeff Green,32.2,WAS,Big,2082,23,1.0%,24,0.9%,87,2.9%,10,2.8%,6,11.6%,36,1.0%,8,13.2%
Blake Griffin,29.6,DET,Big,2618,9,0.5%,23,0.9%,92,2.6%,15,3.5%,52,17.6%,66,4.2%,61,31.7%
Daniel Hamilton,23.2,ATL,Wing,172,16,0.3%,39,1.2%,33,3.7%,95,5.3%,98,17.4%,0,0.0%,82,16.7%
Tim Hardaway Jr.,26.6,NYK,Wing,1498,10,0.2%,40,1.2%,67,2.9%,35,1.6%,26,8.5%,0,0.0%,80,15.9%
Tim Hardaway Jr.,26.6,DAL,Wing,557,9,0.2%,21,0.9%,91,2.3%,15,1.1%,45,10.0%,87,3.1%,0,0.0%
James Harden,29.2,HOU,Combo,2862,88,1.0%,97,2.4%,56,3.1%,64,2.3%,90,14.4%,85,1.4%,100,40.7%
Maurice Harkless,25.5,POR,Forward,1415,93,1.9%,83,2.0%,11,4.5%,90,5.4%,45,12.2%,0,0.0%,80,27.7%
Montrezl Harrell,24.8,LAC,Big,2140,76,2.4%,76,1.4%,36,4.5%,66,9.3%,19,13.7%,0,0.0%,57,30.3%
Devin Harris,35.7,DAL,Combo,1063,68,0.7%,49,1.4%,0,5.3%,7,0.9%,58,9.6%,92,2.9%,37,3.2%
Gary Harris,24.1,DEN,Wing,1637,55,0.6%,61,1.4%,75,2.8%,61,2.4%,13,7.2%,82,2.4%,18,2.2%
Joe Harris,27.2,BKN,Wing,2291,27,0.4%,6,0.7%,56,3.0%,56,2.3%,41,9.8%,79,2.3%,52,8.3%
Tobias Harris,26.3,PHI,Forward,943,45,0.7%,4,0.5%,83,2.4%,55,3.3%,92,17.3%,90,3.8%,79,27.7%
Tobias Harris,26.3,LAC,Forward,1903,42,0.6%,24,0.9%,82,2.4%,24,2.1%,97,18.7%,0,0.0%,89,33.7%
Andrew Harrison,24.0,CLE,Wing,129,30,0.4%,60,1.4%,0,7.8%,79,3.1%,11,7.1%,0,0.0%,0,0.0%
Shaquille Harrison,25.1,CHI,Combo,1310,95,1.2%,98,2.7%,41,3.6%,71,2.5%,86,13.6%,0,0.0%,80,8.2%
Josh Hart,23.7,LAL,Wing,1689,89,1.1%,70,1.6%,45,3.4%,43,1.9%,65,11.2%,0,0.0%,52,8.3%
Isaiah Hartenstein,20.5,HOU,Big,185,91,3.2%,79,1.4%,0,10.6%,55,8.3%,3,10.5%,0,0.0%,28,22.2%
Gordon Hayward,28.6,BOS,Wing,1833,50,0.6%,50,1.3%,97,1.9%,69,2.7%,83,13.2%,67,1.3%,96,29.7%
John Henson,27.8,MIL,Big,173,87,2.9%,87,1.6%,84,3.0%,58,8.5%,65,19.9%,0,0.0%,92,50.0%
Juan Hernangomez,23.1,DEN,Forward,1275,69,1.0%,18,0.8%,68,2.8%,83,4.4%,69,14.1%,93,4.5%,66,24.2%
Willy Hernangomez,24.4,CHA,Big,746,40,1.3%,28,0.9%,45,4.3%,95,13.9%,85,23.5%,91,8.2%,62,33.3%
Mario Hezonja,23.7,NYK,Forward,1161,24,0.4%,80,2.0%,46,3.5%,30,2.3%,76,15.0%,0,0.0%,96,42.6%
Buddy Hield,25.9,SAC,Wing,2622,52,0.6%,22,0.9%,58,3.0%,89,3.8%,72,11.5%,57,0.6%,21,2.7%
Nene Hilario,36.1,HOU,Big,533,45,1.5%,82,1.5%,5,6.9%,37,6.2%,28,15.0%,0,0.0%,13,16.7%
George Hill,32.5,CLE,Combo,344,12,0.2%,51,1.4%,29,4.0%,78,3.1%,0,4.8%,98,7.1%,0,0.0%
George Hill,32.5,MIL,Combo,940,36,0.4%,75,1.7%,68,2.8%,80,3.1%,37,8.9%,0,0.0%,46,4.3%
Solomon Hill,27.6,NOP,Wing,868,54,0.6%,33,1.1%,35,3.7%,90,3.9%,52,10.5%,81,2.4%,55,8.6%
Aaron Holiday,22.1,IND,Point,512,94,1.0%,46,1.4%,4,5.0%,2,0.8%,37,9.2%,0,0.0%,52,2.9%
Jrue Holiday,28.4,NOP,Combo,2401,93,1.1%,85,1.9%,85,2.4%,81,3.1%,63,10.2%,66,0.7%,59,5.3%
Justin Holiday,29.6,CHI,Wing,1324,73,0.8%,91,2.2%,85,2.5%,29,1.4%,56,10.6%,0,0.0%,82,16.2%
Justin Holiday,29.6,MEM,Wing,1257,48,0.6%,79,1.7%,61,3.0%,49,2.1%,40,9.7%,89,3.2%,77,14.3%
Rondae Hollis-Jefferson,23.8,BKN,Big,1197,26,1.0%,83,1.5%,83,3.1%,39,6.3%,34,15.8%,71,4.4%,77,40.8%
Richaun Holmes,25.0,PHX,Big,1142,93,3.4%,80,1.5%,8,6.5%,78,10.1%,50,17.4%,0,0.0%,30,22.3%
Rodney Hood,26.0,POR,Wing,655,38,0.5%,63,1.5%,71,2.8%,14,1.1%,1,5.4%,0,0.0%,58,9.1%
Rodney Hood,26.0,CLE,Wing,1226,12,0.2%,54,1.4%,48,3.3%,28,1.4%,20,8.1%,0,0.0%,38,6.0%
Al Horford,32.4,BOS,Big,1972,71,2.2%,69,1.3%,95,2.5%,40,6.4%,36,16.1%,42,1.7%,16,17.5%
Danuel House,25.4,HOU,Forward,905,38,0.6%,23,0.9%,49,3.5%,44,2.9%,37,11.7%,0,0.0%,0,0.0%
Dwight Howard,32.9,WAS,Big,229,20,0.9%,69,1.3%,21,5.6%,83,11.1%,88,24.7%,0,0.0%,97,55.6%
Kevin Huerter,20.2,ATL,Wing,2007,56,0.6%,50,1.3%,57,3.0%,67,2.5%,30,8.9%,77,2.2%,28,3.8%
Chandler Hutchison,22.5,CHI,Forward,811,21,0.4%,39,1.0%,73,2.7%,62,3.5%,90,16.9%,79,2.9%,69,25.6%
Serge Ibaka,29.1,TOR,Big,2004,80,2.5%,10,0.6%,59,3.8%,53,8.1%,64,19.7%,52,2.5%,65,34.4%
Andre Iguodala,34.8,GSW,Wing,1564,98,1.6%,75,1.7%,82,2.6%,79,3.2%,72,11.7%,67,1.3%,68,10.6%
Ersan Ilyasova,31.5,MIL,Big,1199,16,0.7%,49,1.1%,24,5.4%,43,7.0%,25,14.8%,72,4.8%,39,25.4%
Joe Ingles,31.1,UTA,Wing,2565,28,0.4%,72,1.6%,77,2.7%,19,1.3%,66,11.2%,77,2.2%,30,4.3%
Brandon Ingram,21.2,LAL,Wing,1758,76,0.9%,5,0.7%,60,3.0%,52,2.1%,71,11.5%,68,1.4%,61,9.4%
Kyrie Irving,26.6,BOS,Point,2213,87,0.8%,81,2.0%,56,3.0%,83,3.2%,78,11.7%,0,0.0%,76,5.0%
Jonathan Isaac,21.1,ORL,Big,1994,77,2.5%,68,1.3%,87,2.9%,25,4.8%,29,15.1%,68,4.3%,20,19.2%
Wes Iwundu,23.9,ORL,Wing,1134,81,0.9%,27,1.0%,18,4.4%,74,2.9%,61,11.0%,0,0.0%,67,10.3%
Frank Jackson,20.5,NOP,Combo,1117,5,0.1%,3,0.8%,59,3.0%,51,1.8%,42,9.2%,0,0.0%,20,1.4%
Jaren Jackson,19.1,MEM,Big,1491,88,2.9%,84,1.6%,17,5.9%,28,5.0%,16,13.2%,39,1.4%,6,10.3%
Josh Jackson,21.7,PHX,Forward,1975,86,1.4%,69,1.6%,23,4.0%,56,3.4%,56,13.5%,56,0.9%,45,17.8%
Justin Jackson,23.6,SAC,Forward,1040,39,0.6%,30,0.9%,79,2.5%,32,2.4%,28,10.9%,0,0.0%,15,5.9%
Justin Jackson,23.6,DAL,Forward,510,7,0.1%,10,0.7%,72,2.8%,59,3.5%,8,8.4%,85,3.6%,18,9.7%
Reggie Jackson,28.5,DET,Point,2287,15,0.2%,17,1.0%,30,3.6%,46,1.9%,19,7.9%,76,0.9%,48,2.7%
LeBron James,33.8,LAL,Forward,1930,56,0.8%,66,1.5%,99,1.7%,46,2.9%,96,18.6%,66,1.4%,94,40.0%
John Jenkins,27.7,NYK,Wing,270,26,0.4%,0,0.0%,100,1.4%,58,2.3%,24,8.4%,0,0.0%,35,5.3%
Jonas Jerebko,31.7,GSW,Big,1072,16,0.7%,18,0.7%,42,4.4%,36,6.2%,35,16.0%,64,4.2%,48,27.5%
Amir Johnson,31.5,PHI,Big,427,46,1.5%,65,1.3%,2,7.3%,66,9.2%,47,17.3%,98,12.5%,28,22.2%
James Johnson,31.7,MIA,Big,1154,35,1.1%,73,1.3%,62,3.7%,4,1.9%,11,12.5%,0,0.0%,5,10.0%
Stanley Johnson,22.4,DET,Forward,934,49,0.7%,90,2.1%,30,3.8%,27,2.2%,70,14.3%,83,3.4%,44,17.7%
Stanley Johnson,22.4,NOP,Forward,224,11,0.2%,93,2.2%,55,3.3%,63,3.7%,7,8.1%,0,0.0%,52,18.8%
Tyler Johnson,26.5,MIA,Point,1099,93,0.9%,48,1.5%,74,2.6%,33,1.8%,39,9.2%,0,0.0%,0,0.0%
Tyler Johnson,26.5,PHX,Point,405,83,0.7%,39,1.4%,76,2.5%,87,3.5%,50,9.5%,0,0.0%,0,0.0%
Wesley Johnson,31.3,WAS,Wing,156,97,1.6%,4,0.6%,14,4.7%,21,1.3%,28,8.8%,0,0.0%,70,11.1%
Wesley Johnson,31.3,NOP,Wing,371,67,0.8%,53,1.3%,10,4.9%,59,2.3%,55,10.6%,94,3.8%,91,22.2%
Nikola Jokic,23.7,DEN,Big,2500,34,1.1%,94,1.9%,74,3.4%,65,9.2%,86,24.0%,55,2.9%,83,42.6%
Damian Jones,23.3,GSW,Big,398,89,3.0%,74,1.3%,11,6.1%,65,9.1%,2,10.3%,0,0.0%,0,0.0%
Jalen Jones,25.4,CLE,Forward,186,15,0.3%,89,2.1%,1,5.4%,93,6.2%,13,9.0%,0,0.0%,48,18.2%
Jemerrio Jones,23.6,LAL,Wing,133,100,2.2%,85,2.1%,57,3.0%,100,11.0%,100,20.8%,0,0.0%,0,0.0%
Tyus Jones,22.5,MIN,Point,1505,11,0.2%,93,2.2%,91,2.1%,13,1.5%,9,7.2%,0,0.0%,70,4.3%
Derrick Jones Jr.,21.7,MIA,Forward,1105,94,2.0%,76,1.7%,10,4.5%,100,8.5%,31,11.2%,62,1.2%,85,30.4%
DeAndre Jordan,30.3,DAL,Big,1554,54,1.7%,27,0.9%,91,2.8%,82,10.7%,99,31.3%,0,0.0%,89,47.0%
DeAndre Jordan,30.3,NYK,Big,493,64,2.0%,21,0.8%,79,3.3%,91,12.9%,97,29.5%,60,3.6%,82,41.9%
Cory Joseph,27.2,IND,Combo,2002,63,0.6%,88,1.9%,69,2.8%,53,1.9%,78,11.4%,69,0.9%,85,8.5%
Frank Kaminsky,25.6,CHA,Big,678,27,1.0%,15,0.7%,68,3.5%,21,4.4%,38,16.3%,0,0.0%,32,22.9%
Enes Kanter,26.5,POR,Big,511,21,0.9%,53,1.2%,40,4.4%,99,15.4%,73,20.9%,95,9.7%,62,33.3%
Enes Kanter,26.5,NYK,Big,1121,19,0.8%,12,0.7%,76,3.3%,95,13.7%,94,26.2%,64,4.2%,41,26.2%
Luke Kennard,22.4,DET,Wing,1396,25,0.3%,11,0.8%,80,2.7%,8,0.9%,79,12.6%,0,0.0%,32,4.4%
Michael Kidd-Gilchrist,25.1,CHA,Big,1149,53,1.7%,58,1.2%,26,5.3%,44,7.5%,17,13.4%,40,1.4%,2,8.1%
Maxi Kleber,26.8,DAL,Big,1462,84,2.8%,40,1.0%,54,3.9%,34,5.7%,22,14.0%,90,7.4%,66,34.7%
Brandon Knight,26.9,CLE,Wing,614,8,0.2%,55,1.4%,52,3.2%,28,1.4%,14,7.5%,0,0.0%,0,0.0%
Brandon Knight,26.9,HOU,Wing,106,0,0.0%,17,0.9%,11,4.8%,9,0.9%,15,7.6%,0,0.0%,0,0.0%
Kevin Knox,19.2,NYK,Forward,2089,34,0.5%,21,0.8%,58,3.3%,39,2.6%,44,12.1%,69,1.6%,24,11.1%
Furkan Korkmaz,21.3,PHI,Forward,588,10,0.2%,85,2.0%,20,4.1%,49,3.0%,39,11.7%,0,0.0%,68,25.0%
Luke Kornet,23.3,NYK,Big,722,80,2.5%,86,1.6%,97,2.4%,13,3.3%,8,11.7%,82,6.1%,49,27.8%
Kyle Korver,37.6,UTA,Wing,1069,36,0.5%,18,0.9%,63,2.9%,6,0.8%,51,10.4%,72,1.7%,53,8.5%
Kyle Korver,37.6,CLE,Forward,241,27,0.4%,6,0.5%,54,3.4%,0,0.0%,34,11.3%,0,0.0%,62,23.1%
Kosta Koufos,29.7,SAC,Big,467,58,1.8%,60,1.2%,35,4.8%,63,9.0%,75,21.0%,98,11.5%,97,54.5%
Rodions Kurucs,20.7,BKN,Forward,1267,63,0.9%,56,1.4%,18,4.1%,72,4.0%,54,13.1%,77,2.8%,51,18.3%
Kyle Kuzma,23.3,LAL,Big,2300,8,0.5%,14,0.7%,92,2.6%,8,2.5%,10,12.3%,51,2.4%,18,18.3%
Zach LaVine,23.6,CHI,Wing,2170,53,0.6%,43,1.2%,82,2.6%,39,1.8%,63,11.1%,62,1.1%,84,17.1%
Jeremy Lamb,26.4,CHA,Wing,2244,67,0.7%,74,1.7%,86,2.5%,72,2.8%,96,16.2%,63,1.1%,72,11.8%
Jake Layman,24.7,POR,Forward,1260,77,1.2%,37,1.0%,35,3.6%,73,4.0%,41,11.8%,99,6.7%,35,14.5%
Caris LeVert,24.2,BKN,Wing,1051,60,0.7%,77,1.7%,72,2.8%,80,3.2%,53,10.5%,0,0.0%,18,2.2%
TJ Leaf,21.5,IND,Big,425,62,1.9%,42,1.0%,88,2.9%,54,8.2%,23,14.1%,62,3.8%,38,25.0%
Courtney Lee,33.1,NYK,Wing,157,57,0.6%,89,2.2%,49,3.3%,86,3.6%,79,12.6%,0,0.0%,77,14.3%
Courtney Lee,33.1,DAL,Wing,244,11,0.2%,88,2.2%,65,2.9%,16,1.1%,36,9.4%,0,0.0%,0,0.0%
Damion Lee,26.0,GSW,Wing,302,0,0.0%,37,1.1%,84,2.6%,44,2.0%,89,13.9%,0,0.0%,87,20.0%
Walter Lemon Jr.,26.3,CHI,Point,156,33,0.3%,98,2.5%,41,3.3%,41,1.8%,96,13.5%,100,7.7%,98,20.0%
Alex Len,25.4,ATL,Big,1507,69,2.1%,16,0.7%,38,4.5%,69,9.3%,34,15.6%,60,3.3%,34,23.6%
Kawhi Leonard,27.3,TOR,Forward,2039,41,0.6%,96,2.3%,100,1.6%,77,4.1%,85,15.7%,63,1.3%,90,34.8%
Meyers Leonard,26.7,POR,Big,853,7,0.5%,8,0.6%,38,4.5%,35,5.9%,72,20.9%,0,0.0%,20,18.9%
Jon Leuer,29.5,DET,Big,334,10,0.6%,75,1.4%,15,5.9%,32,5.5%,57,18.5%,86,7.1%,27,21.7%
Damian Lillard,28.3,POR,Point,2833,59,0.6%,33,1.3%,93,2.0%,72,2.4%,67,10.6%,72,0.8%,56,3.0%
Jeremy Lin,30.2,TOR,Combo,402,76,0.7%,22,1.0%,14,4.6%,17,1.2%,81,12.0%,0,0.0%,0,0.0%
Jeremy Lin,30.2,ATL,Combo,935,37,0.4%,61,1.5%,39,3.7%,42,1.5%,51,9.5%,0,0.0%,69,6.4%
Shaun Livingston,33.1,GSW,Combo,938,98,1.3%,53,1.4%,58,3.0%,97,4.5%,17,7.3%,0,0.0%,0,0.0%
Kevon Looney,22.7,GSW,Big,1431,55,1.7%,57,1.2%,22,5.5%,92,13.2%,13,12.8%,90,7.6%,28,22.1%
Brook Lopez,30.6,MIL,Big,2308,95,3.7%,29,0.9%,83,3.1%,3,1.4%,17,13.4%,35,1.0%,9,13.8%
Robin Lopez,30.6,CHI,Big,1601,76,2.4%,0,0.3%,94,2.6%,62,8.9%,1,8.5%,0,0.0%,4,9.2%
Kevin Love,30.1,CLE,Big,597,6,0.5%,3,0.4%,73,3.4%,32,5.3%,100,33.9%,0,0.0%,91,48.3%
Kyle Lowry,32.6,TOR,Point,2208,81,0.7%,63,1.8%,57,3.0%,56,2.0%,80,11.9%,0,0.0%,26,1.0%
Timothe Luwawu-Cabarrot,23.5,CHI,Wing,498,51,0.6%,44,1.2%,13,4.7%,11,1.0%,86,13.7%,89,3.2%,57,8.8%
Timothe Luwawu-Cabarrot,23.5,OKC,Wing,102,40,0.5%,40,1.2%,25,4.0%,82,3.3%,52,10.5%,0,0.0%,87,20.0%
Trey Lyles,23.0,DEN,Big,1035,35,1.1%,70,1.3%,80,3.2%,16,3.9%,43,16.9%,41,1.6%,33,23.3%
Shelvin Mack,28.5,MEM,Combo,1180,14,0.2%,73,1.7%,63,2.9%,37,1.5%,20,7.4%,0,0.0%,24,1.7%
Ian Mahinmi,32.0,WAS,Big,480,56,1.8%,98,2.3%,5,6.9%,76,9.9%,36,16.1%,0,0.0%,21,20.0%
Thon Maker,21.7,MIL,Big,339,68,2.1%,34,0.9%,12,6.0%,11,2.9%,18,13.6%,92,8.3%,72,37.5%
Thon Maker,21.7,DET,Big,528,90,3.1%,23,0.8%,68,3.6%,18,4.1%,20,13.7%,0,0.0%,55,30.0%
Boban Marjanovic,30.2,LAC,Big,324,62,1.9%,44,1.0%,29,5.1%,99,15.2%,71,20.6%,97,11.1%,99,63.6%
Boban Marjanovic,30.2,PHI,Big,301,49,1.6%,14,0.7%,48,4.2%,83,10.8%,86,24.1%,0,0.0%,21,20.0%
Lauri Markkanen,21.4,CHI,Big,1679,24,1.0%,35,0.9%,90,2.8%,23,4.5%,83,23.1%,0,0.0%,68,35.1%
Jarell Martin,24.4,ORL,Big,220,39,1.2%,2,0.4%,12,6.0%,10,2.8%,38,16.3%,0,0.0%,13,16.7%
Frank Mason,24.6,SAC,Point,327,69,0.6%,52,1.6%,61,2.9%,15,1.5%,30,8.7%,0,0.0%,61,3.7%
Wesley Matthews,32.0,DAL,Combo,1311,49,0.4%,31,1.1%,47,3.2%,44,1.5%,5,6.1%,0,0.0%,54,5.0%
Wesley Matthews,32.0,IND,Wing,725,17,0.3%,45,1.2%,46,3.4%,32,1.5%,12,7.2%,79,2.3%,43,7.0%
Patrick McCaw,23.0,TOR,Wing,295,42,0.5%,97,2.7%,16,4.5%,62,2.4%,62,11.1%,0,0.0%,47,7.7%
CJ McCollum,27.1,POR,Combo,2373,58,0.6%,20,0.9%,71,2.8%,73,2.5%,34,8.9%,73,1.0%,68,6.4%
TJ McConnell,26.6,PHI,Point,1403,46,0.5%,94,2.2%,54,3.0%,22,1.6%,56,9.8%,85,2.3%,59,3.4%
Doug McDermott,26.8,IND,Wing,1235,24,0.3%,2,0.5%,53,3.1%,30,1.5%,5,6.2%,0,0.0%,55,8.6%
JaVale McGee,30.8,LAL,Big,1658,97,4.2%,56,1.2%,39,4.5%,87,11.7%,62,19.5%,88,7.3%,80,41.5%
Rodney McGruder,27.3,MIA,Wing,1521,33,0.4%,25,0.9%,59,3.0%,87,3.7%,60,11.0%,73,1.8%,39,6.3%
Alfonzo McKinnie,26.1,GSW,Wing,841,80,0.9%,26,0.9%,8,5.3%,99,8.0%,91,14.4%,84,2.6%,94,27.3%
Ben McLemore,25.7,SAC,Wing,105,86,1.0%,84,2.0%,6,5.5%,73,2.8%,39,9.6%,0,0.0%,0,0.0%
Jordan McRae,27.6,WAS,Wing,279,77,0.9%,77,1.7%,40,3.5%,33,1.5%,50,10.1%,0,0.0%,0,0.0%
Salah Mejri,32.4,DAL,Big,349,94,3.6%,53,1.1%,18,5.8%,57,8.4%,77,21.8%,98,12.5%,47,27.3%
De'Anthony Melton,20.4,PHX,Combo,965,97,1.2%,100,3.0%,3,5.0%,68,2.4%,80,11.6%,0,0.0%,92,12.0%
Khris Middleton,27.2,MIL,Wing,2392,5,0.1%,59,1.4%,77,2.7%,43,1.9%,94,15.1%,93,3.6%,70,11.1%
CJ Miles,31.6,MEM,Forward,281,61,0.9%,44,1.2%,93,2.0%,1,0.4%,4,8.0%,0,0.0%,14,5.6%
CJ Miles,31.6,TOR,Forward,504,59,0.9%,65,1.5%,13,4.5%,11,1.5%,18,9.7%,85,3.6%,13,3.7%
Darius Miller,28.6,NOP,Forward,1744,37,0.6%,27,0.9%,27,3.9%,3,0.7%,1,6.0%,58,0.9%,11,3.5%
Patty Mills,30.2,SAS,Combo,1910,17,0.2%,36,1.1%,66,2.8%,22,1.3%,29,8.1%,0,0.0%,25,1.7%
Paul Millsap,33.7,DEN,Big,1894,47,1.5%,93,1.8%,57,3.9%,50,7.9%,53,17.7%,83,6.3%,54,29.5%
Shake Milton,22.1,PHI,Wing,205,99,1.6%,30,1.0%,17,4.5%,26,1.4%,35,9.3%,0,0.0%,0,0.0%
Nikola Mirotic,27.7,MIL,Big,318,42,1.3%,67,1.3%,95,2.5%,18,4.1%,26,14.9%,0,0.0%,66,34.8%
Nikola Mirotic,27.7,NOP,Big,923,41,1.3%,32,0.9%,66,3.6%,24,4.6%,70,20.5%,86,7.1%,79,41.2%
Donovan Mitchell,22.1,UTA,Combo,2588,66,0.6%,80,1.7%,54,3.1%,61,2.3%,54,9.6%,80,1.2%,73,6.7%
Malik Monk,20.7,CHA,Wing,1141,70,0.8%,49,1.3%,38,3.6%,23,1.3%,46,10.0%,0,0.0%,33,4.5%
Greg Monroe,28.4,TOR,Big,373,32,1.1%,75,1.3%,23,5.5%,93,13.3%,81,22.6%,0,0.0%,46,26.9%
E'Twaun Moore,29.7,NOP,Wing,1459,15,0.3%,32,1.1%,55,3.1%,57,2.3%,4,6.0%,62,1.0%,26,3.5%
Marcus Morris,29.2,BOS,Big,2088,10,0.6%,28,0.9%,73,3.4%,14,3.5%,44,16.9%,80,6.0%,58,31.1%
Markieff Morris,29.2,OKC,Big,387,2,0.3%,57,1.2%,10,6.3%,20,4.3%,55,18.0%,86,7.1%,40,26.1%
Markieff Morris,29.2,WAS,Big,883,36,1.1%,54,1.2%,28,5.2%,23,4.4%,27,15.0%,60,3.6%,18,18.4%
Monte Morris,23.3,DEN,Point,1906,2,0.1%,56,1.6%,89,2.2%,26,1.7%,26,8.2%,0,0.0%,35,1.8%
Johnathan Motley,23.5,LAC,Big,102,5,0.5%,58,1.2%,2,7.3%,85,11.2%,40,16.5%,85,6.7%,38,25.0%
Emmanuel Mudiay,22.7,NYK,Point,1590,61,0.6%,22,1.1%,83,2.4%,52,2.0%,61,9.9%,81,1.1%,87,11.6%
Jamal Murray,21.7,DEN,Combo,2444,61,0.6%,41,1.2%,80,2.4%,75,2.7%,66,10.3%,68,0.8%,78,7.7%
Mike Muscala,27.3,PHI,Big,992,40,1.3%,20,0.8%,41,4.4%,28,5.0%,18,13.6%,78,5.8%,7,12.0%
Mike Muscala,27.3,LAL,Big,259,71,2.2%,11,0.6%,89,2.9%,6,2.1%,14,13.1%,0,0.0%,11,15.4%
Sviatoslav Mykhailiuk,21.4,LAL,Forward,347,0,0.0%,58,1.5%,69,2.8%,34,2.4%,0,4.9%,0,0.0%,0,0.0%
Abdel Nader,25.1,OKC,Wing,651,74,0.8%,35,1.1%,26,3.9%,36,1.6%,82,12.9%,89,3.2%,90,21.4%
Larry Nance Jr.,25.8,CLE,Big,1786,38,1.2%,99,2.4%,45,4.3%,68,9.3%,80,22.3%,47,2.2%,51,28.6%
Shabazz Napier,27.3,BKN,Point,936,89,0.8%,65,1.8%,69,2.7%,19,1.6%,20,8.1%,91,3.3%,46,2.3%
Raul Neto,26.5,UTA,Point,405,48,0.5%,6,0.9%,15,4.1%,9,1.4%,74,11.2%,0,0.0%,65,3.8%
Georges Niang,25.4,UTA,Big,406,12,0.7%,38,1.0%,39,4.4%,3,1.6%,13,12.8%,73,5.0%,35,23.8%
Joakim Noah,33.7,MEM,Big,688,72,2.3%,64,1.3%,25,5.4%,49,7.9%,87,24.3%,94,9.1%,90,47.2%
Nerlens Noel,24.6,OKC,Big,1008,98,4.7%,99,2.7%,10,6.1%,86,11.3%,42,16.8%,42,1.7%,75,39.7%
Dirk Nowitzki,40.4,DAL,Big,781,31,1.1%,6,0.5%,49,4.2%,0,0.6%,54,17.8%,0,0.0%,42,26.2%
Frank Ntilikina,20.3,NYK,Combo,884,78,0.7%,56,1.4%,7,4.9%,12,1.1%,24,7.8%,95,3.6%,93,14.3%
Jusuf Nurkic,24.2,POR,Big,1971,82,2.6%,80,1.5%,44,4.3%,88,11.9%,87,24.1%,93,9.0%,37,24.7%
David Nwaba,25.8,CLE,Forward,933,55,0.8%,75,1.6%,14,4.4%,76,4.1%,48,12.5%,0,0.0%,31,12.7%
Royce O'Neale,25.4,UTA,Wing,1564,71,0.8%,56,1.4%,21,4.3%,24,1.4%,93,14.8%,0,0.0%,48,7.8%
Kyle O'Quinn,28.6,IND,Big,264,92,3.2%,55,1.2%,1,7.9%,71,9.6%,69,20.2%,0,0.0%,77,40.9%
Semi Ojeleye,23.9,BOS,Forward,475,17,0.3%,17,0.7%,61,3.2%,85,4.5%,10,8.7%,0,0.0%,39,15.8%
Jahlil Okafor,22.9,NOP,Big,894,69,2.1%,13,0.7%,54,4.0%,59,8.6%,61,18.9%,82,6.3%,69,35.9%
Elie Okobo,21.0,PHX,Combo,899,41,0.4%,54,1.4%,10,4.8%,31,1.4%,47,9.3%,0,0.0%,39,3.7%
Josh Okogie,20.2,MIN,Wing,1703,83,0.9%,86,2.1%,32,3.8%,53,2.2%,50,10.3%,66,1.2%,0,0.0%
Victor Oladipo,26.5,IND,Wing,1139,40,0.5%,92,2.3%,79,2.7%,45,2.0%,96,16.0%,0,0.0%,20,2.3%
Kelly Olynyk,27.5,MIA,Big,1782,29,1.0%,66,1.3%,61,3.7%,17,3.9%,29,15.1%,44,1.9%,57,30.1%
Cedi Osman,23.6,CLE,Forward,2420,13,0.2%,42,1.1%,52,3.4%,17,1.8%,49,12.8%,61,1.0%,70,25.7%
Kelly Oubre,22.9,WAS,Forward,726,83,1.4%,70,1.6%,31,3.8%,54,3.2%,55,13.3%,0,0.0%,72,25.7%
Kelly Oubre,22.9,PHX,Forward,1168,89,1.6%,87,2.1%,39,3.6%,69,3.9%,46,12.3%,80,3.2%,28,12.5%
Zaza Pachulia,34.7,DET,Big,836,30,1.1%,82,1.5%,9,6.3%,79,10.3%,54,17.9%,91,8.1%,43,26.2%
Jabari Parker,23.6,CHI,Big,1028,11,0.6%,35,0.9%,76,3.3%,16,3.9%,50,17.4%,68,4.3%,62,33.3%
Jabari Parker,23.6,WAS,Big,673,38,1.2%,76,1.4%,84,3.0%,31,5.3%,58,18.5%,91,8.2%,76,40.5%
Tony Parker,36.5,CHA,Combo,985,34,0.4%,19,0.9%,95,2.1%,36,1.5%,7,7.0%,0,0.0%,31,2.0%
Chandler Parsons,30.0,MEM,Forward,495,32,0.5%,77,1.7%,38,3.6%,4,0.8%,51,12.9%,0,0.0%,32,13.8%
Patrick Patterson,29.6,OKC,Big,828,14,0.7%,12,0.7%,100,1.9%,24,4.7%,6,11.1%,0,0.0%,8,13.2%
Chris Paul,33.5,HOU,Point,1845,54,0.5%,100,2.7%,43,3.2%,54,2.0%,94,13.2%,0,0.0%,24,0.9%
Cameron Payne,24.2,CLE,Point,159,78,0.6%,37,1.4%,11,4.2%,67,2.2%,57,9.9%,0,0.0%,0,0.0%
Cameron Payne,24.2,CHI,Point,491,72,0.6%,54,1.6%,13,4.2%,39,1.8%,24,8.2%,0,0.0%,0,0.0%
Elfrid Payton,24.7,NOP,Point,1244,70,0.6%,44,1.4%,80,2.5%,94,3.9%,93,13.0%,0,0.0%,93,14.5%
Theo Pinson,23.0,BKN,Wing,170,0,0.0%,42,1.2%,62,2.9%,34,1.6%,82,13.1%,0,0.0%,99,37.5%
