Player,Age,Team,Pos,MIN,eFG% Rank,eFG%,Rim Rank,Rim,Short Mid Rank,Short Mid,Long Mid Rank,Long Mid,All Mid Rank,All Mid,Corner Three Rank,Corner Three,Non Corner Rank,Non Corner,All Three Rank,All Three
Shareef Abdur-Rahim,26.9,ATL,Forward,1955,74,48.8%,61,37%,91,37%,41,23%,87,60%,13,1%,20,2%,17,3%
Shareef Abdur-Rahim,26.9,POR,Forward,708,30,45.4%,70,42%,89,35%,22,19%,72,54%,20,1%,26,3%,22,4%
Malik Allen,25.3,MIA,Big,576,19,42.2%,1,12%,69,31%,93,57%,99,88%,0,0%,0,0%,0,0%
Ray Allen,28.3,OKC,Combo,2147,82,51.4%,31,21%,84,20%,33,22%,44,42%,64,9%,82,28%,73,37%
Rafer Alston,27.3,MIA,Point,2546,77,48.6%,29,19%,19,10%,3,15%,3,25%,73,8%,100,48%,98,57%
Chris Andersen,25.3,DEN,Big,1016,29,44.3%,81,61%,2,8%,70,31%,22,39%,0,0%,0,0%,0,0%
Derek Anderson,29.3,POR,Wing,1807,36,44.8%,18,15%,11,7%,60,37%,34,43%,67,10%,91,32%,85,42%
Kenny Anderson,33.1,IND,Point,862,40,44.2%,92,36%,68,17%,76,45%,74,63%,27,2%,0,0%,8,2%
Shandon Anderson,29.8,NYK,Wing,1916,45,45.5%,78,35%,82,22%,14,21%,31,42%,77,14%,28,9%,46,22%
Carmelo Anthony,19.4,DEN,Wing,2984,42,45.2%,98,46%,16,8%,49,32%,24,40%,9,1%,42,13%,27,14%
Robert Archibald,23.6,TOR,Big,232,0,26.9%,91,69%,16,15%,31,15%,9,31%,0,0%,0,0%,0,0%
Gilbert Arenas,21.8,WAS,Combo,2047,56,46.1%,40,24%,60,13%,49,27%,40,40%,31,5%,89,31%,69,36%
Brandon Armstrong,23.4,BKN,Combo,329,36,44.0%,11,14%,7,7%,87,47%,73,54%,82,13%,42,18%,49,31%
Darrell Armstrong,35.4,NOP,Point,2212,84,49.4%,27,18%,3,5%,10,20%,2,25%,94,13%,97,45%,100,57%
Carlos Arroyo,24.3,UTA,Point,1999,61,47.0%,53,23%,31,12%,81,50%,73,62%,37,3%,34,12%,31,15%
Chucky Atkins,29.2,BOS,Point,793,92,50.2%,56,24%,11,8%,19,24%,6,32%,79,9%,82,35%,84,44%
Chucky Atkins,29.2,DET,Point,717,65,47.5%,21,15%,2,5%,27,28%,8,32%,97,14%,92,38%,95,53%
Stacey Augmon,35.2,NOP,Wing,1409,18,41.8%,87,38%,97,28%,47,32%,80,60%,2,1%,4,1%,1,1%
Vin Baker,31.9,BOS,Big,1003,80,50.5%,43,41%,75,33%,55,25%,65,58%,0,0%,66,0%,59,0%
Vin Baker,31.9,NYK,Big,301,9,39.4%,75,56%,53,27%,34,17%,30,44%,0,0%,0,0%,0,0%
Marcus Banks,21.9,BOS,Point,1319,29,41.7%,94,38%,45,13%,34,31%,34,44%,32,2%,40,16%,39,18%
Leandro Barbosa,20.9,PHX,Combo,1485,93,53.8%,89,39%,9,8%,0,9%,0,17%,76,12%,91,33%,89,45%
Matt Barnes,23.6,LAC,Forward,699,43,47.0%,93,55%,61,24%,2,12%,20,36%,67,6%,24,3%,35,9%
Brent Barry,31.8,OKC,Wing,1798,100,64.1%,45,23%,10,7%,0,11%,0,18%,53,8%,100,51%,97,59%
Jon Barry,34.3,DEN,Wing,1042,64,48.4%,19,15%,24,10%,39,30%,23,39%,65,10%,95,36%,92,46%
Tony Battie,27.7,BOS,Big,491,60,48.3%,27,33%,85,38%,62,28%,77,66%,86,1%,0,0%,73,1%
Tony Battie,27.7,CLE,Big,951,23,43.2%,13,26%,76,33%,81,39%,89,73%,0,0%,83,2%,80,2%
Shane Battier,25.1,MEM,Wing,1919,85,51.5%,45,23%,59,15%,31,27%,32,43%,95,23%,32,11%,72,34%
Lonny Baxter,24.8,CHI,Big,124,91,52.9%,93,71%,12,14%,22,11%,6,26%,93,3%,0,0%,86,3%
Lonny Baxter,24.8,TOR,Big,477,47,47.2%,81,62%,49,26%,25,13%,22,38%,0,0%,0,0%,0,0%
Lonny Baxter,24.8,WAS,Big,114,75,50.0%,45,42%,16,15%,80,38%,50,54%,95,4%,0,0%,88,4%
Raja Bell,27.1,UTA,Wing,1987,37,44.8%,25,18%,25,10%,90,51%,84,61%,63,9%,34,11%,40,20%
Jonathan Bender,22.8,IND,Big,247,80,50.5%,42,41%,14,15%,53,25%,24,40%,94,3%,96,17%,94,20%
Travis Best,31.3,DAL,Point,727,16,39.1%,82,31%,32,12%,79,48%,69,60%,13,1%,27,9%,23,9%
Mike Bibby,25.5,SAC,Point,2977,94,51.4%,60,24%,13,9%,47,35%,31,44%,89,11%,60,21%,69,32%
Chauncey Billups,27.1,DET,Combo,2755,51,46.0%,47,25%,53,12%,60,30%,42,42%,42,6%,76,27%,56,34%
Steve Blake,23.7,WAS,Point,1290,82,49.3%,2,11%,18,9%,40,32%,24,41%,82,9%,94,39%,89,48%
Corie Blount,34.8,CHI,Big,727,58,48.2%,10,23%,11,14%,98,63%,95,76%,0,0%,72,1%,66,1%
Corie Blount,34.8,TOR,Big,290,7,38.6%,17,27%,11,14%,95,59%,90,73%,0,0%,0,0%,0,0%
Mark Blount,27.9,BOS,Big,2397,99,56.6%,71,55%,47,25%,42,20%,34,45%,0,0%,0,0%,0,0%
Keith Bogans,23.5,ORL,Wing,1735,67,48.5%,55,27%,27,11%,15,22%,10,33%,92,20%,66,21%,84,41%
Calvin Booth,27.5,OKC,Big,1188,42,46.6%,44,42%,37,21%,76,36%,62,57%,79,0%,66,0%,71,1%
Carlos Boozer,21.9,CLE,Big,2585,87,52.3%,60,48%,42,23%,63,29%,45,52%,0,0%,76,1%,71,1%
Curtis Borchardt,23.1,UTA,Big,248,11,40.0%,25,33%,79,35%,70,31%,76,65%,0,0%,86,2%,82,2%
Chris Bosh,19.6,TOR,Big,2501,41,46.5%,33,36%,63,29%,75,34%,71,62%,80,0%,81,1%,80,2%
Bruce Bowen,32.4,SAS,Wing,2615,77,49.8%,36,21%,73,19%,10,18%,18,37%,100,36%,19,6%,86,42%
Ryan Bowen,27.9,DEN,Forward,321,0,30.2%,96,58%,4,7%,74,35%,30,42%,0,0%,0,0%,0,0%
Earl Boykins,27.4,DEN,Point,1757,50,45.9%,15,14%,81,20%,71,44%,79,65%,31,2%,58,20%,52,22%
Shawn Bradley,31.6,DAL,Big,731,37,46.1%,41,39%,29,19%,83,42%,67,61%,0,0%,0,0%,0,0%
Torraye Braggs,27.5,HOU,Big,121,30,44.4%,66,52%,50,26%,44,22%,39,48%,0,0%,0,0%,0,0%
Elton Brand,24.6,LAC,Big,2670,71,49.2%,42,40%,86,38%,45,22%,66,60%,0,0%,0,0%,0,0%
J.R. Bremer,23.1,CLE,Combo,385,0,36.1%,22,17%,11,8%,51,27%,31,35%,93,20%,78,28%,93,48%
Jamison Brewer,22.9,IND,Combo,149,73,48.3%,78,30%,36,10%,40,23%,29,33%,87,13%,56,23%,71,37%
Devin Brown,24.8,SAS,Combo,514,18,41.2%,69,29%,82,19%,89,47%,93,66%,20,4%,2,1%,2,5%
Kedrick Brown,22.6,BOS,Wing,398,91,52.1%,95,41%,14,7%,12,20%,5,27%,97,25%,20,6%,66,32%
Kedrick Brown,22.6,CLE,Combo,546,96,54.8%,56,28%,49,11%,13,18%,13,29%,96,23%,49,21%,84,43%
Kwame Brown,21.6,WAS,Big,2191,65,48.7%,73,56%,83,37%,11,7%,30,44%,76,0%,60,0%,60,0%
P.J. Brown,34.0,NOP,Big,2751,52,47.7%,30,34%,36,21%,86,45%,78,66%,0,0%,59,0%,55,0%
Rick Brunson,31.4,CHI,Point,354,52,45.9%,39,21%,8,7%,82,52%,68,59%,87,10%,29,9%,42,20%
Kobe Bryant,25.2,LAL,Wing,2441,55,47.3%,73,33%,78,21%,34,28%,50,49%,20,3%,51,15%,31,18%
Greg Buckner,27.1,PHI,Wing,645,22,42.6%,57,28%,91,23%,19,24%,46,47%,78,14%,37,12%,55,25%
Caron Butler,23.6,MIA,Wing,2000,9,39.7%,76,34%,45,14%,88,47%,82,61%,5,1%,16,4%,11,5%
Mitchell Butler,32.9,WAS,Wing,521,59,47.9%,83,37%,58,15%,18,24%,22,39%,52,8%,54,16%,50,24%
Rasual Butler,24.4,MIA,Wing,625,97,57.6%,6,11%,25,10%,57,36%,41,45%,84,15%,86,28%,88,44%
