Player,Age,Team,Pos,MIN,Usage Rank,Usage,PSA Rank,PSA,AST% Rank,AST%,AST:Usg Rank,AST:Usg,TOV% Rank,TOV%
Marquis Daniels,24.8,DAL,Wing,207,44,18.1%,47,111.9,88,21.1%,97,1.17,19,15.0%
Tony Delk,31.8,DET,Combo,114,30,15.8%,0,81.1,20,9.7%,20,0.61,90,7.9%
Luol Deng,20.5,CHI,Forward,178,53,16.4%,24,91.0,24,3.2%,18,0.19,88,7.8%
Boris Diaw,23.5,PHX,Big,793,81,22.9%,69,115.8,100,20.4%,97,0.89,53,14.1%
DeSagana Diop,23.8,DAL,Big,404,0,6.0%,94,128.3,0,0.7%,0,0.12,14,21.8%
Chris Duhon,23.2,CHI,Point,127,0,12.2%,59,108.0,24,17.1%,94,1.40,18,14.9%
Tim Duncan,29.5,SAS,Big,491,97,29.7%,92,126.8,94,16.6%,75,0.56,78,11.5%
Michael Finley,32.7,SAS,Forward,408,29,14.0%,76,119.5,47,7.2%,59,0.51,82,7.8%
T.J. Ford,22.6,MIL,Point,160,71,25.2%,76,114.5,88,31.7%,82,1.26,0,18.8%
Pau Gasol,25.3,MEM,Big,157,100,29.9%,25,98.8,97,16.9%,78,0.57,72,12.0%
Devean George,28.2,LAL,Wing,120,19,12.8%,22,102.8,6,5.1%,19,0.40,100,0.0%
Manu Ginobili,28.3,SAS,Wing,424,84,26.4%,78,122.5,72,15.9%,50,0.60,25,14.5%
Drew Gooden,24.1,CLE,Big,280,58,17.7%,64,115.1,33,5.4%,25,0.31,36,17.4%
Ben Gordon,22.6,CHI,Wing,244,78,25.5%,28,104.2,50,13.2%,28,0.52,41,12.3%
Danny Granger,22.5,IND,Forward,158,6,12.7%,100,136.1,82,12.5%,100,0.99,6,17.3%
Adrian Griffin,31.3,DAL,Wing,338,3,10.1%,38,108.6,44,11.0%,91,1.09,16,15.1%
Richard Hamilton,27.7,DET,Wing,689,91,26.9%,19,102.2,63,14.0%,31,0.52,63,10.2%
Devin Harris,22.7,DAL,Point,556,35,21.0%,65,109.1,12,15.2%,12,0.72,12,16.3%
Udonis Haslem,25.4,MIA,Big,647,31,13.7%,39,108.0,22,4.3%,31,0.31,42,16.4%
Brendan Haywood,25.9,WAS,Big,154,17,11.9%,89,126.5,39,5.6%,56,0.47,33,17.9%
Kirk Hinrich,24.8,CHI,Combo,233,80,29.8%,80,108.8,90,35.9%,80,1.21,10,15.7%
Robert Horry,35.2,SAS,Big,223,19,12.6%,50,112.2,56,7.0%,72,0.56,39,17.2%
Eddie House,27.5,PHX,Combo,121,50,19.0%,10,81.6,0,6.5%,0,0.34,70,10.0%
Josh Howard,25.5,DAL,Wing,823,63,22.3%,34,108.5,22,6.6%,9,0.30,34,13.3%
Larry Hughes,26.8,CLE,Wing,333,56,21.2%,0,78.1,81,17.1%,81,0.81,53,10.5%
Lindsey Hunter,34.9,DET,Point,196,59,24.7%,29,94.9,59,24.3%,35,0.98,24,14.1%
Zydrunas Ilgauskas,30.4,CLE,Big,353,78,20.3%,28,99.3,36,5.5%,19,0.27,44,16.1%
Stephen Jackson,27.6,IND,Wing,227,69,22.4%,6,89.9,75,16.5%,66,0.74,28,14.3%
LeBron James,20.8,CLE,Wing,602,100,35.0%,53,112.7,100,28.3%,78,0.81,22,14.8%
Antawn Jamison,29.4,WAS,Forward,252,88,21.8%,41,102.7,76,12.4%,76,0.57,76,9.3%
Richard Jefferson,25.4,BKN,Forward,436,94,22.9%,82,129.1,100,19.3%,94,0.84,18,14.4%
Jared Jeffries,23.9,WAS,Big,214,25,13.0%,17,94.1,53,6.9%,64,0.53,31,18.3%
Anthony Johnson,31.1,IND,Point,240,82,25.5%,88,119.0,65,26.1%,47,1.02,76,11.3%
Damon Jones,29.2,CLE,Combo,171,0,7.7%,30,91.3,30,10.3%,90,1.33,100,7.3%
Eddie Jones,34.0,MEM,Wing,119,38,16.7%,56,113.9,84,17.2%,88,1.03,94,2.6%
Fred Jones,26.6,IND,Wing,165,28,15.5%,59,114.6,78,16.9%,94,1.09,9,15.4%
James Jones,25.1,PHX,Forward,345,12,12.8%,18,89.2,6,2.0%,12,0.16,71,9.6%
Chris Kaman,23.5,LAC,Big,321,53,16.8%,83,123.4,31,4.9%,22,0.29,3,28.1%
Jason Kidd,32.6,BKN,Point,449,41,21.7%,35,95.0,94,37.5%,100,1.73,71,11.7%
Nenad Krstic,22.3,BKN,Big,365,72,19.8%,39,108.0,17,3.9%,8,0.20,47,14.5%
Shaun Livingston,20.1,LAC,Wing,331,41,18.0%,31,105.9,91,25.3%,100,1.41,3,17.1%
Corey Maggette,26.0,LAC,Wing,289,81,26.0%,81,123.6,38,9.7%,16,0.37,6,15.9%
Jamaal Magloire,27.4,MIL,Big,134,47,16.0%,36,102.3,47,5.7%,42,0.36,58,13.3%
Shawn Marion,27.5,PHX,Forward,848,65,18.6%,65,112.2,29,5.8%,29,0.31,94,6.6%
Donyell Marshall,32.5,CLE,Big,342,39,15.0%,47,111.0,14,3.5%,17,0.23,75,12.0%
Kevin Martin,22.7,SAC,Wing,187,25,14.6%,72,120.3,0,2.6%,0,0.18,91,3.3%
Antonio McDyess,31.2,DET,Big,365,44,15.5%,53,112.5,44,5.6%,44,0.36,69,12.1%
Andre Miller,29.6,DEN,Combo,181,70,26.9%,40,96.5,100,36.7%,100,1.37,20,14.4%
Brad Miller,29.6,SAC,Big,166,67,18.0%,22,98.2,89,15.8%,94,0.88,81,11.2%
Mike Miller,25.7,MEM,Wing,107,47,19.1%,25,103.0,69,15.2%,72,0.80,0,19.5%
Cuttino Mobley,30.2,LAC,Combo,472,40,16.4%,50,100.6,10,7.5%,10,0.46,30,13.4%
Alonzo Mourning,35.7,MIA,Big,222,36,14.3%,100,140.4,8,2.2%,3,0.15,6,26.6%
Lamond Murray,32.5,BKN,Forward,190,18,13.0%,47,105.5,0,1.9%,6,0.14,100,5.8%
Ronald Murray,26.3,CLE,Wing,387,31,15.9%,3,85.5,31,8.2%,25,0.52,81,7.1%
Steve Nash,31.7,PHX,Point,797,94,28.8%,94,125.2,100,39.8%,88,1.38,29,13.9%
Andres Nocioni,25.9,CHI,Forward,229,76,20.2%,94,135.4,41,7.0%,35,0.35,24,13.8%
Dirk Nowitzki,27.4,DAL,Big,980,89,26.3%,81,120.9,83,12.6%,58,0.48,94,8.8%
Jermaine O'Neal,27.1,IND,Big,216,94,28.5%,75,117.8,67,9.3%,33,0.33,19,21.1%
Shaquille O'Neal,33.7,MIA,Big,758,92,26.9%,58,114.6,75,10.3%,50,0.38,25,20.0%
Lamar Odom,26.0,LAL,Forward,313,82,21.4%,71,118.6,94,17.6%,88,0.82,12,16.0%
Smush Parker,24.4,LAL,Point,258,12,15.6%,12,81.6,0,6.5%,0,0.42,35,13.8%
Tony Parker,23.5,SAS,Point,473,100,32.5%,47,103.5,29,19.1%,6,0.59,59,12.7%
Gary Payton,37.3,MIA,Combo,548,20,13.1%,70,108.1,40,11.0%,60,0.84,40,12.3%
James Posey,28.8,MIA,Wing,595,6,10.5%,75,122.5,13,5.5%,38,0.53,75,8.5%
Tayshaun Prince,25.7,DET,Wing,744,50,19.3%,44,111.4,59,13.8%,59,0.71,66,10.1%
Vladimir Radmanovic,25.0,LAC,Forward,243,41,14.5%,88,129.3,53,7.6%,65,0.52,65,10.3%
Michael Redd,26.2,MIL,Wing,185,88,26.8%,94,134.0,28,7.8%,6,0.29,72,9.7%
Clifford Robinson,38.9,BKN,Big,197,14,11.7%,8,87.8,25,4.3%,47,0.37,28,19.4%
Quinton Ross,24.5,LAC,Wing,293,16,12.5%,63,115.0,3,4.3%,13,0.35,47,11.4%
Bobby Simmons,25.4,MIL,Forward,158,35,14.4%,0,78.6,65,9.1%,82,0.63,35,12.5%
Joe Smith,30.3,MIL,Big,104,33,13.8%,19,97.1,28,4.8%,39,0.35,100,0.0%
Eric Snow,32.5,CLE,Point,405,6,13.9%,41,97.7,6,15.0%,53,1.08,6,17.1%
Jerry Stackhouse,31.0,DAL,Wing,708,72,22.8%,13,97.7,53,13.3%,44,0.58,59,10.3%
Michael Sweetney,23.0,CHI,Big,118,69,18.4%,31,100.0,72,9.7%,67,0.53,67,12.4%
Jason Terry,28.1,DAL,Combo,841,60,24.7%,60,104.0,60,17.8%,40,0.72,80,9.8%
Kenny Thomas,28.3,SAC,Big,147,28,13.1%,72,116.7,64,8.6%,86,0.66,11,22.2%
Tim Thomas,28.7,PHX,Big,635,61,17.8%,86,126.4,50,6.1%,36,0.34,92,9.3%
Nick Van Exel,33.9,SAS,Point,128,24,17.9%,0,74.3,47,21.8%,71,1.22,88,8.8%
Keith Van Horn,30.0,DAL,Forward,162,47,14.9%,6,83.0,12,2.0%,0,0.14,53,11.4%
Anderson Varejao,23.1,CLE,Big,226,22,12.9%,97,130.2,11,2.4%,6,0.19,86,10.0%
Jacque Vaughn,30.7,BKN,Combo,153,10,13.0%,20,87.5,50,14.3%,70,1.10,60,10.4%
Sasha Vujacic,21.7,LAL,Wing,128,9,10.9%,97,144.8,16,6.3%,41,0.58,69,10.0%
Dwyane Wade,23.8,MIA,Wing,958,94,33.3%,69,118.3,94,26.3%,69,0.79,38,13.1%
Antoine Walker,29.2,MIA,Forward,856,71,18.7%,29,100.0,71,10.6%,71,0.57,29,13.4%
Ben Wallace,31.1,DET,Big,638,11,9.2%,0,84.0,58,7.7%,92,0.84,64,12.6%
Rasheed Wallace,31.1,DET,Big,627,75,20.0%,33,102.0,69,9.6%,61,0.48,89,9.4%
Luke Walton,25.6,LAL,Forward,234,59,17.9%,29,100.0,59,8.8%,53,0.49,47,12.0%
Bonzi Wells,29.1,SAC,Wing,248,59,22.1%,91,129.9,19,6.3%,3,0.29,13,15.3%
Jason Williams,30.0,MIA,Point,679,29,18.0%,53,106.0,35,20.2%,59,1.12,53,12.9%
Metta World Peace,26.0,SAC,Wing,196,75,24.1%,9,95.5,66,14.6%,53,0.60,84,5.1%
