Player,Age,Team,Pos,MIN,Pts/Poss Rank,Pts/Poss,ALL TRANSITION: Pts+/Poss Rank,ALL TRANSITION: Pts+/Poss,ALL TRANSITION: Freq Rank,ALL TRANSITION: Freq,ALL TRANSITION: Pts/Play Rank,ALL TRANSITION: Pts/Play,OFF STEALS: Pts+/Poss Rank,OFF STEALS: Pts+/Poss,OFF STEALS: Freq Rank,OFF STEALS: Freq,OFF STEALS: Pts/Play Rank,OFF STEALS: Pts/Play,OFF LIVE REBOUNDS: Pts+/Poss Rank,OFF LIVE REBOUNDS: Pts+/Poss,OFF LIVE REBOUNDS: Freq Rank,OFF LIVE REBOUNDS: Freq,OFF LIVE REBOUNDS: Pts/Play Rank,OFF LIVE REBOUNDS: Pts/Play
Alex Abrines,23.3,OKC,Wing,976,77,+2.9,21,-1.2,5,-3.4%,39,-3.1,3,-1.5,6,-10.1%,6,-27.1,71,+0.6,20,-3.4%,73,+8.0
Quincy Acy,26.1,BKN,Big,492,70,+2.0,86,+1.5,17,-1.9%,96,+17.7,69,+0.4,24,-4.6%,62,+5.8,83,+1.0,25,-2.8%,95,+19.4
Steven Adams,23.3,OKC,Big,2381,77,+2.8,87,+1.7,99,+5.2%,68,+4.6,92,+1.0,94,+9.3%,77,+12.8,59,+0.3,98,+7.7%,44,-1.8
Arron Afflalo,31.0,SAC,Wing,1576,46,-1.5,4,-3.2,1,-4.4%,3,-24.9,2,-1.9,2,-12.6%,2,-39.9,16,-1.2,6,-6.1%,15,-14.1
Alexis Ajinca,28.5,NOP,Big,566,25,-4.5,47,-0.2,62,+0.5%,29,-5.8,20,-0.7,10,-7.5%,25,-10.4,47,-0.1,79,+3.0%,29,-7.1
Cole Aldrich,28.0,MIN,Big,497,36,-3.1,95,+2.3,61,+0.4%,97,+19.8,92,+1.0,67,+2.3%,90,+19.5,82,+1.0,55,+0.3%,93,+17.4
LaMarcus Aldridge,31.3,SAS,Big,2325,53,-0.3,7,-2.4,16,-2.0%,10,-14.5,2,-1.6,6,-10.1%,8,-24.1,41,-0.3,37,-1.4%,39,-3.5
Lavoy Allen,27.7,IND,Big,829,31,-3.6,72,+0.8,13,-2.2%,81,+9.2,53,+0.1,79,+4.3%,56,+3.5,86,+1.2,8,-5.7%,95,+19.8
Tony Allen,34.8,MEM,Wing,1906,53,-0.3,80,+1.2,69,+0.8%,86,+10.9,87,+0.8,54,+0.6%,76,+12.3,58,+0.3,42,-1.0%,70,+6.6
Al-Farouq Aminu,26.1,POR,Big,1756,57,+0.0,41,-0.4,49,-0.1%,31,-5.5,30,-0.4,49,-0.1%,20,-13.1,51,+0.1,41,-1.0%,47,-0.2
Alan Anderson,34.0,LAC,Wing,258,24,-4.7,1,-4.9,1,-5.1%,0,-34.0,22,-0.6,3,-11.9%,91,+21.3,1,-4.1,3,-7.8%,1,-49.8
Justin Anderson,23.0,DAL,Wing,627,12,-7.1,33,-0.7,32,-0.9%,15,-11.1,35,-0.3,53,+0.3%,25,-10.6,36,-0.4,40,-1.2%,15,-14.6
Justin Anderson,23.0,PHI,Wing,462,27,-4.3,35,-0.6,7,-2.9%,26,-7.2,39,-0.2,12,-6.7%,25,-10.6,33,-0.5,4,-7.1%,27,-7.8
Kyle Anderson,23.1,SAS,Wing,912,34,-3.3,41,-0.4,49,-0.1%,36,-3.8,47,-0.1,10,-7.6%,42,-1.6,25,-0.8,40,-1.2%,24,-9.7
Ryan Anderson,28.5,HOU,Big,2112,78,+3.3,46,-0.3,18,-1.8%,65,+3.9,38,-0.2,34,-2.7%,44,-0.8,64,+0.4,7,-6.0%,75,+8.7
Giannis Antetokounmpo,21.9,MIL,Forward,2820,66,+1.5,92,+2.0,90,+2.3%,86,+11.0,96,+1.3,82,+4.7%,94,+25.9,61,+0.3,85,+3.9%,49,+0.1
Carmelo Anthony,32.4,NYK,Forward,2532,85,+4.7,49,-0.2,22,-1.5%,58,+2.2,6,-1.2,6,-10.4%,13,-18.2,84,+1.1,45,-0.7%,88,+13.5
Trevor Ariza,31.3,HOU,Forward,2759,77,+2.9,28,-0.9,34,-0.8%,46,-1.3,75,+0.5,28,-3.8%,72,+10.4,12,-1.5,34,-1.9%,29,-6.9
Darrell Arthur,28.6,DEN,Big,620,35,-3.1,65,+0.5,67,+0.7%,45,-1.4,42,-0.1,55,+0.8%,54,+2.7,66,+0.4,83,+3.6%,33,-5.9
Omer Asik,30.3,NOP,Big,481,16,-6.1,10,-2.1,37,-0.6%,15,-11.1,84,+0.7,61,+1.5%,97,+32.7,4,-2.8,57,+0.5%,4,-26.7
