Player,Age,Team,Pos,MIN,eFG% Rank,eFG%,SHOT FREQUENCY: Rim Rank,SHOT FREQUENCY: Rim,SHOT FREQUENCY: Short Mid Rank,SHOT FREQUENCY: Short Mid,SHOT FREQUENCY: Long Mid Rank,SHOT FREQUENCY: Long Mid,SHOT FREQUENCY: All Mid Rank,SHOT FREQUENCY: All Mid,SHOT FREQUENCY: Corner Three Rank,SHOT FREQUENCY: Corner Three,SHOT FREQUENCY: Non Corner Rank,SHOT FREQUENCY: Non Corner,SHOT FREQUENCY: All Three Rank,SHOT FREQUENCY: All Three
Malcolm Brogdon,29.9,BOS,Combo,1731,47,+0.2%,34,+1.0%,29,+0.9%,59,-0.4%,37,+0.5%,96,-1.8%,45,+0.3%,79,-1.5%
Jaylen Brown,26.0,BOS,Wing,2400,31,+1.1%,26,+1.5%,90,-2.6%,17,+1.0%,74,-1.6%,49,+0.0%,49,+0.1%,51,+0.1%
Reggie Bullock,31.6,DAL,Forward,2351,29,+1.2%,6,+3.6%,22,+1.4%,78,-1.2%,43,+0.2%,83,-0.9%,93,-2.8%,95,-3.8%
Alec Burks,31.3,DET,Wing,1122,65,-1.0%,52,-0.1%,39,+0.5%,59,-0.4%,44,+0.1%,70,-0.6%,38,+0.6%,52,+0.0%
Jimmy Butler,33.1,MIA,Forward,2138,6,+3.6%,25,+1.6%,50,-0.0%,36,+0.4%,39,+0.4%,5,+1.7%,98,-3.7%,85,-2.0%
Kentavious Caldwell-Pope,29.7,DEN,Combo,2375,45,+0.3%,52,-0.1%,25,+1.1%,27,+0.7%,18,+1.8%,49,-0.0%,86,-1.7%,82,-1.7%
Clint Capela,28.5,ATL,Big,1730,18,+2.1%,89,-2.7%,2,+4.0%,9,+1.6%,2,+5.6%,92,-1.4%,83,-1.5%,91,-2.9%
Jordan Clarkson,30.4,UTA,Combo,1987,50,-0.0%,5,+3.8%,35,+0.7%,43,+0.2%,32,+0.9%,89,-1.2%,97,-3.5%,99,-4.7%
Mike Conley,35.1,UTA,Point,1274,10,+3.0%,12,+2.8%,77,-1.3%,67,-0.7%,78,-2.0%,31,+0.5%,81,-1.4%,68,-0.8%
Mike Conley,35.1,MIN,Point,752,21,+1.9%,98,-6.1%,10,+2.5%,46,+0.1%,11,+2.6%,32,+0.5%,7,+3.0%,8,+3.5%
Pat Connaughton,29.8,MIL,Wing,1402,56,-0.5%,52,-0.2%,20,+1.5%,45,+0.1%,21,+1.7%,69,-0.5%,71,-0.9%,78,-1.5%
Robert Covington,31.9,LAC,Big,697,84,-2.1%,8,+3.4%,96,-3.7%,93,-2.0%,97,-5.7%,16,+1.0%,25,+1.4%,15,+2.4%
Jae Crowder,32.3,MIL,Forward,325,54,-0.3%,69,-1.1%,8,+2.7%,52,-0.1%,11,+2.6%,91,-1.4%,54,-0.1%,78,-1.5%
Seth Curry,32.2,BKN,Wing,1181,18,+2.1%,59,-0.5%,65,-0.7%,32,+0.5%,53,-0.2%,41,+0.3%,41,+0.5%,37,+0.7%
Stephen Curry,34.6,GSW,Point,1940,46,+0.3%,68,-1.0%,37,+0.6%,20,+0.9%,25,+1.4%,81,-0.9%,43,+0.4%,61,-0.5%
Anthony Davis,29.6,LAL,Big,1904,82,-2.1%,81,-1.9%,37,+0.5%,7,+1.8%,14,+2.3%,67,-0.5%,49,+0.1%,61,-0.4%
DeMar DeRozan,33.2,CHI,Forward,2673,27,+1.5%,16,+2.3%,79,-1.5%,38,+0.4%,68,-1.1%,42,+0.2%,82,-1.4%,73,-1.2%
Dewayne Dedmon,33.2,MIA,Big,349,62,-0.8%,11,+2.9%,74,-1.2%,6,+1.9%,35,+0.7%,88,-1.2%,91,-2.4%,94,-3.6%
Matthew Dellavedova,32.1,SAC,Point,158,97,-4.7%,13,+2.6%,49,+0.0%,86,-1.6%,73,-1.6%,63,-0.4%,68,-0.7%,72,-1.1%
Gorgui Dieng,32.8,SAS,Big,259,40,+0.6%,94,-3.7%,93,-3.2%,33,+0.5%,87,-2.7%,4,+1.8%,3,+4.6%,1,+6.4%
Spencer Dinwiddie,29.6,DAL,Combo,1792,4,+4.2%,42,+0.5%,28,+1.0%,62,-0.5%,38,+0.5%,23,+0.8%,88,-1.8%,71,-1.0%
Spencer Dinwiddie,29.6,BKN,Point,917,99,-5.2%,60,-0.5%,8,+2.8%,14,+1.1%,6,+3.9%,76,-0.7%,91,-2.6%,94,-3.4%
Goran Dragic,36.5,CHI,Combo,781,39,+0.6%,8,+3.3%,11,+2.3%,85,-1.5%,34,+0.7%,58,-0.3%,98,-3.8%,97,-4.0%
Andre Drummond,29.2,CHI,Big,831,74,-1.5%,86,-2.4%,18,+1.7%,70,-0.8%,33,+0.8%,61,-0.3%,19,+1.9%,23,+1.5%
Kris Dunn,28.6,UTA,Point,555,11,+3.0%,11,+2.9%,94,-3.5%,67,-0.7%,93,-4.2%,74,-0.7%,18,+2.0%,27,+1.3%
Kevin Durant,34.1,BKN,Big,1402,78,-1.8%,17,+2.1%,89,-2.5%,48,+0.0%,84,-2.5%,34,+0.5%,52,-0.1%,45,+0.4%
Kevin Durant,34.1,PHX,Big,269,97,-4.6%,91,-3.0%,4,+3.5%,0,+4.6%,0,+8.1%,19,+0.9%,100,-5.9%,99,-5.0%
Joel Embiid,28.6,PHI,Big,2283,79,-1.9%,99,-6.7%,26,+1.1%,2,+3.4%,3,+4.5%,76,-0.7%,7,+3.0%,17,+2.3%
Dorian Finney-Smith,29.5,DAL,Forward,1284,25,+1.6%,29,+1.3%,14,+2.0%,80,-1.3%,35,+0.7%,72,-0.7%,78,-1.3%,85,-1.9%
Dorian Finney-Smith,29.5,BKN,Big,718,69,-1.1%,77,-1.6%,8,+2.7%,48,-0.0%,10,+2.7%,93,-1.6%,41,+0.5%,72,-1.1%
Bryn Forbes,29.3,MIN,Wing,241,16,+2.2%,90,-2.8%,41,+0.4%,91,-1.9%,72,-1.4%,1,+2.9%,24,+1.4%,5,+4.2%
Evan Fournier,30.0,NYK,Wing,453,30,+1.2%,50,-0.1%,56,-0.4%,58,-0.4%,61,-0.7%,65,-0.5%,27,+1.2%,36,+0.8%
Rudy Gay,36.2,UTA,Forward,812,83,-2.1%,47,+0.2%,67,-0.8%,59,-0.4%,70,-1.2%,75,-0.7%,21,+1.7%,32,+1.0%
Paul George,32.5,LAC,Wing,1937,47,+0.2%,88,-2.6%,50,+0.0%,33,+0.5%,38,+0.5%,5,+1.7%,44,+0.3%,19,+2.1%
Taj Gibson,37.4,WAS,Big,444,5,+3.7%,66,-0.8%,29,+0.9%,86,-1.6%,61,-0.7%,28,+0.6%,34,+0.8%,24,+1.5%
Rudy Gobert,30.3,MIN,Big,2148,75,-1.5%,100,-8.1%,9,+2.6%,4,+2.2%,3,+4.8%,58,-0.3%,4,+3.6%,10,+3.3%
Aaron Gordon,27.1,DEN,Forward,2052,65,-1.0%,79,-1.7%,36,+0.6%,16,+1.1%,21,+1.7%,32,+0.5%,64,-0.5%,52,+0.0%
Eric Gordon,33.9,HOU,Wing,1414,63,-0.9%,16,+2.3%,29,+0.9%,15,+1.1%,17,+2.0%,57,-0.3%,99,-4.0%,98,-4.3%
Eric Gordon,33.9,LAC,Wing,541,18,+2.1%,79,-1.7%,16,+1.8%,29,+0.7%,12,+2.5%,31,+0.5%,79,-1.3%,67,-0.8%
Jerami Grant,28.6,POR,Forward,2245,67,-1.1%,93,-3.3%,2,+3.9%,1,+3.5%,0,+7.4%,81,-0.9%,95,-3.2%,97,-4.1%
Draymond Green,32.7,GSW,Big,2298,91,-3.3%,97,-5.0%,21,+1.4%,11,+1.3%,9,+2.8%,50,-0.0%,14,+2.3%,17,+2.3%
JaMychal Green,32.4,GSW,Big,784,10,+3.0%,3,+4.6%,90,-2.8%,88,-1.6%,94,-4.4%,60,-0.3%,47,+0.1%,56,-0.2%
Jeff Green,36.2,DEN,Big,1055,48,+0.1%,51,-0.1%,62,-0.6%,55,-0.3%,62,-0.9%,31,+0.5%,41,+0.5%,32,+1.0%
Blake Griffin,33.6,BOS,Big,526,23,+1.8%,72,-1.2%,12,+2.2%,60,-0.4%,19,+1.7%,19,+0.9%,83,-1.5%,63,-0.6%
Tim Hardaway Jr.,30.6,DAL,Forward,2140,79,-1.9%,70,-1.1%,85,-2.1%,51,-0.1%,80,-2.2%,19,+0.9%,13,+2.3%,10,+3.2%
James Harden,33.2,PHI,Point,2131,44,+0.4%,94,-3.7%,53,-0.2%,14,+1.1%,30,+1.0%,40,+0.3%,12,+2.5%,12,+2.8%
Montrezl Harrell,28.8,PHI,Big,657,76,-1.7%,10,+3.0%,64,-0.7%,90,-1.8%,85,-2.6%,57,-0.3%,55,-0.2%,60,-0.4%
Gary Harris,28.1,ORL,Wing,1183,7,+3.5%,48,+0.1%,7,+2.8%,16,+1.1%,6,+3.9%,81,-0.9%,95,-3.2%,96,-4.0%
Joe Harris,31.2,BKN,Forward,1508,34,+0.9%,68,-0.9%,37,+0.6%,21,+0.9%,25,+1.4%,53,-0.1%,61,-0.4%,62,-0.5%
Tobias Harris,30.3,PHI,Forward,2434,65,-1.0%,91,-3.1%,14,+2.0%,19,+1.0%,8,+3.0%,45,+0.2%,52,-0.1%,51,+0.1%
Gordon Hayward,32.6,CHA,Forward,1576,76,-1.7%,39,+0.6%,13,+2.1%,42,+0.2%,14,+2.3%,44,+0.2%,94,-3.1%,91,-3.0%
Juan Hernangomez,27.1,TOR,Forward,577,20,+2.0%,86,-2.3%,83,-1.8%,10,+1.4%,58,-0.5%,4,+1.9%,35,+0.8%,13,+2.7%
Willy Hernangomez,28.4,NOP,Big,375,32,+1.0%,42,+0.5%,57,-0.4%,82,-1.3%,75,-1.7%,1,+2.8%,85,-1.5%,28,+1.2%
Buddy Hield,29.9,IND,Wing,2480,84,-2.2%,79,-1.7%,24,+1.2%,25,+0.7%,17,+2.0%,48,+0.1%,61,-0.4%,58,-0.3%
George Hill,36.5,MIL,Combo,646,76,-1.8%,36,+0.9%,67,-0.9%,75,-1.0%,77,-1.9%,70,-0.6%,22,+1.6%,32,+1.0%
George Hill,36.5,IND,Combo,158,92,-3.6%,98,-5.6%,34,+0.8%,16,+1.1%,19,+1.8%,66,-0.5%,3,+4.3%,7,+3.8%
Jrue Holiday,32.4,MIL,Point,2175,63,-0.9%,77,-1.5%,89,-2.6%,18,+1.0%,74,-1.6%,2,+2.1%,32,+1.0%,11,+3.1%
Justin Holiday,33.6,ATL,Forward,390,70,-1.2%,26,+1.5%,47,+0.1%,68,-0.7%,60,-0.6%,99,-2.3%,25,+1.4%,70,-1.0%
Justin Holiday,33.6,DAL,Wing,285,86,-2.3%,34,+1.0%,91,-3.0%,42,+0.2%,87,-2.8%,69,-0.6%,13,+2.3%,20,+1.8%
Richaun Holmes,29.0,SAC,Big,296,50,+0.0%,41,+0.5%,52,-0.1%,70,-0.8%,65,-0.9%,24,+0.7%,59,-0.3%,44,+0.4%
Al Horford,36.4,BOS,Big,1921,34,+0.9%,29,+1.2%,88,-2.5%,46,+0.1%,83,-2.4%,66,-0.5%,22,+1.6%,29,+1.1%
Danuel House,29.4,PHI,Wing,745,17,+2.2%,11,+3.0%,91,-2.9%,68,-0.7%,92,-3.6%,35,+0.4%,45,+0.2%,40,+0.7%
Serge Ibaka,33.1,MIL,Big,154,10,+3.0%,90,-2.8%,2,+3.8%,5,+2.0%,1,+5.8%,99,-2.7%,58,-0.3%,92,-3.0%
Andre Iguodala,38.8,GSW,Forward,111,95,-4.0%,96,-4.7%,0,+6.0%,0,+4.6%,0,+10.6%,100,-3.0%,92,-2.8%,100,-5.8%
Joe Ingles,35.1,MIL,Forward,1033,15,+2.4%,39,+0.6%,31,+0.8%,28,+0.7%,24,+1.5%,47,+0.1%,90,-2.3%,87,-2.2%
Brandon Ingram,25.2,NOP,Forward,1538,58,-0.6%,83,-2.0%,41,+0.4%,27,+0.7%,29,+1.1%,65,-0.5%,26,+1.3%,35,+0.8%
Kyrie Irving,30.6,BKN,Combo,1476,65,-1.0%,80,-1.7%,3,+3.7%,52,-0.2%,6,+3.6%,75,-0.7%,77,-1.2%,84,-1.9%
Kyrie Irving,30.6,DAL,Combo,762,80,-1.9%,8,+3.4%,51,-0.0%,22,+0.8%,33,+0.8%,91,-1.4%,93,-2.8%,97,-4.2%
Reggie Jackson,32.5,LAC,Combo,1333,52,-0.1%,84,-2.2%,58,-0.4%,20,+0.9%,38,+0.5%,14,+1.1%,40,+0.5%,21,+1.7%
Reggie Jackson,32.5,DEN,Point,296,8,+3.4%,89,-2.7%,31,+0.8%,70,-0.8%,46,+0.0%,73,-0.7%,5,+3.3%,14,+2.6%
LeBron James,37.8,LAL,Big,1951,46,+0.2%,27,+1.5%,88,-2.4%,41,+0.3%,81,-2.2%,22,+0.8%,53,-0.1%,38,+0.7%
James Johnson,35.7,IND,Big,134,25,+1.6%,95,-4.0%,26,+1.1%,10,+1.4%,12,+2.5%,87,-1.2%,9,+2.7%,23,+1.5%
Stanley Johnson,26.4,SAS,Big,424,96,-4.4%,65,-0.7%,35,+0.7%,86,-1.6%,63,-0.9%,38,+0.4%,26,+1.3%,22,+1.6%
Nikola Jokic,27.7,DEN,Big,2319,33,+0.9%,85,-2.2%,36,+0.6%,36,+0.4%,30,+1.0%,15,+1.0%,48,+0.1%,29,+1.2%
Damian Jones,27.3,LAL,Big,140,94,-3.7%,93,-3.4%,4,+3.3%,94,-2.2%,29,+1.1%,9,+1.5%,37,+0.8%,17,+2.2%
Damian Jones,27.3,UTA,Big,285,30,+1.1%,27,+1.5%,61,-0.6%,61,-0.5%,66,-1.0%,96,-1.8%,24,+1.4%,61,-0.5%
Tyus Jones,26.5,MEM,Combo,1918,11,+2.9%,31,+1.2%,55,-0.3%,81,-1.3%,73,-1.6%,75,-0.7%,29,+1.1%,44,+0.4%
Derrick Jones Jr.,25.7,CHI,Big,845,92,-3.3%,4,+4.2%,38,+0.5%,85,-1.6%,66,-1.0%,97,-1.9%,79,-1.3%,93,-3.2%
DeAndre Jordan,34.3,DEN,Big,568,15,+2.4%,46,+0.3%,88,-2.4%,61,-0.5%,88,-2.9%,32,+0.5%,16,+2.1%,14,+2.6%
Cory Joseph,31.2,DET,Combo,1184,73,-1.4%,56,-0.3%,14,+2.0%,39,+0.3%,13,+2.4%,90,-1.3%,69,-0.8%,86,-2.0%
Frank Kaminsky,29.6,ATL,Big,132,6,+3.5%,12,+2.7%,65,-0.8%,99,-4.1%,95,-4.9%,6,+1.7%,41,+0.5%,18,+2.2%
Zach LaVine,27.6,CHI,Wing,2768,41,+0.5%,60,-0.5%,69,-1.0%,30,+0.6%,56,-0.4%,34,+0.5%,42,+0.4%,35,+0.9%
Caris LeVert,28.2,CLE,Wing,2206,64,-0.9%,14,+2.6%,66,-0.8%,77,-1.2%,78,-2.0%,27,+0.6%,77,-1.2%,64,-0.6%
Alex Len,29.4,SAC,Big,132,99,-5.8%,20,+1.9%,99,-5.5%,3,+2.4%,89,-3.1%,88,-1.2%,12,+2.5%,27,+1.3%
Kawhi Leonard,31.3,LAC,Forward,1745,57,-0.5%,58,-0.5%,20,+1.5%,21,+0.9%,13,+2.4%,68,-0.5%,81,-1.4%,84,-1.9%
Meyers Leonard,30.7,MIL,Big,100,0,+8.7%,6,+3.8%,97,-4.4%,100,-5.3%,99,-9.7%,0,+3.9%,16,+2.1%,1,+6.0%
Damian Lillard,32.3,POR,Point,2105,68,-1.1%,50,-0.1%,11,+2.3%,12,+1.3%,6,+3.5%,71,-0.6%,93,-2.8%,94,-3.4%
Kevon Looney,26.7,GSW,Big,1961,64,-0.9%,73,-1.2%,26,+1.1%,28,+0.7%,19,+1.8%,44,+0.2%,68,-0.7%,63,-0.6%
Brook Lopez,34.6,MIL,Big,2367,92,-3.5%,97,-4.9%,39,+0.5%,1,+3.5%,5,+4.0%,26,+0.6%,45,+0.2%,34,+0.9%
Robin Lopez,34.6,CLE,Big,243,16,+2.2%,3,+4.7%,84,-2.0%,1,+3.7%,20,+1.7%,99,-2.4%,99,-4.0%,100,-6.4%
Kevin Love,34.1,CLE,Big,820,32,+1.0%,65,-0.8%,54,-0.2%,54,-0.2%,58,-0.5%,76,-0.7%,18,+2.0%,28,+1.2%
Kevin Love,34.1,MIA,Big,414,56,-0.5%,71,-1.2%,49,+0.0%,93,-2.0%,78,-2.0%,2,+2.3%,37,+0.8%,10,+3.2%
Kyle Lowry,36.6,MIA,Point,1706,54,-0.3%,69,-1.0%,72,-1.1%,18,+1.0%,50,-0.1%,11,+1.3%,54,-0.1%,29,+1.1%
Trey Lyles,27.0,SAC,Big,1212,61,-0.8%,86,-2.3%,47,+0.1%,69,-0.8%,61,-0.7%,19,+0.9%,17,+2.0%,12,+2.9%
Wesley Matthews,36.0,MIL,Wing,771,77,-1.8%,21,+1.8%,57,-0.4%,69,-0.8%,69,-1.1%,56,-0.2%,63,-0.4%,66,-0.7%
CJ McCollum,31.1,NOP,Combo,2647,41,+0.5%,30,+1.2%,21,+1.5%,83,-1.4%,45,+0.1%,90,-1.3%,51,-0.0%,75,-1.3%
TJ McConnell,30.6,IND,Point,1491,58,-0.6%,15,+2.4%,82,-1.7%,64,-0.6%,82,-2.3%,20,+0.9%,73,-1.0%,55,-0.1%
Doug McDermott,30.8,SAS,Forward,1311,85,-2.3%,78,-1.7%,23,+1.3%,51,-0.1%,28,+1.2%,73,-0.7%,28,+1.1%,43,+0.5%
JaVale McGee,34.8,DAL,Big,318,80,-1.9%,52,-0.2%,33,+0.8%,7,+1.8%,11,+2.6%,50,-0.0%,91,-2.4%,89,-2.5%
Rodney McGruder,31.3,DET,Wing,491,23,+1.8%,73,-1.3%,7,+2.9%,9,+1.5%,4,+4.4%,65,-0.4%,92,-2.7%,92,-3.2%
Khris Middleton,31.2,MIL,Forward,792,61,-0.8%,55,-0.2%,91,-2.9%,30,+0.6%,82,-2.3%,46,+0.1%,12,+2.5%,14,+2.6%
Patty Mills,34.2,BKN,Combo,536,7,+3.4%,33,+1.1%,74,-1.2%,87,-1.6%,87,-2.8%,77,-0.8%,11,+2.5%,20,+1.7%
Marcus Morris,33.2,LAC,Big,1822,21,+1.9%,96,-4.3%,15,+1.8%,44,+0.2%,17,+2.0%,9,+1.5%,35,+0.8%,16,+2.4%
Markieff Morris,33.2,BKN,Big,275,49,+0.1%,77,-1.6%,78,-1.5%,62,-0.5%,77,-2.0%,11,+1.3%,14,+2.3%,7,+3.6%
Dejounte Murray,26.1,ATL,Combo,2686,14,+2.4%,26,+1.5%,70,-1.0%,2,+2.6%,22,+1.6%,86,-1.1%,89,-2.0%,93,-3.2%
Jamal Murray,25.7,DEN,Combo,2128,44,+0.4%,39,+0.6%,58,-0.4%,7,+1.7%,27,+1.3%,62,-0.4%,84,-1.5%,84,-1.9%
Mike Muscala,31.3,OKC,Big,621,91,-3.2%,53,-0.2%,36,+0.6%,39,+0.3%,31,+0.9%,75,-0.7%,50,+0.0%,67,-0.7%
Mike Muscala,31.3,BOS,Big,297,50,-0.0%,59,-0.5%,13,+2.1%,52,-0.1%,18,+1.9%,59,-0.3%,76,-1.1%,76,-1.4%
Larry Nance Jr.,29.8,NOP,Big,1368,55,-0.3%,47,+0.2%,89,-2.5%,10,+1.4%,68,-1.1%,68,-0.5%,23,+1.5%,33,+0.9%
Raul Neto,30.5,CLE,Combo,413,14,+2.4%,31,+1.2%,48,+0.1%,71,-0.9%,62,-0.8%,16,+1.0%,82,-1.4%,60,-0.4%
Georges Niang,29.4,PHI,Forward,1489,67,-1.1%,19,+2.0%,67,-0.9%,82,-1.4%,82,-2.3%,45,+0.2%,49,+0.1%,48,+0.3%
Nerlens Noel,28.6,DET,Big,136,3,+4.4%,17,+2.2%,100,-6.0%,99,-4.1%,100,-10.1%,0,+3.3%,2,+4.6%,0,+7.9%
Jusuf Nurkic,28.2,POR,Big,1387,83,-2.1%,92,-3.2%,11,+2.3%,4,+2.3%,3,+4.6%,54,-0.2%,77,-1.2%,76,-1.4%
Victor Oladipo,30.5,MIA,Combo,1100,66,-1.0%,67,-0.9%,46,+0.2%,17,+1.0%,28,+1.2%,83,-1.0%,38,+0.6%,59,-0.3%
Kelly Olynyk,31.5,UTA,Big,1942,66,-1.1%,51,-0.1%,34,+0.7%,38,+0.4%,29,+1.1%,25,+0.7%,86,-1.7%,71,-1.0%
Kelly Oubre,26.9,CHA,Wing,1546,26,+1.6%,22,+1.8%,73,-1.2%,18,+1.0%,51,-0.1%,80,-0.8%,69,-0.8%,81,-1.6%
Chris Paul,37.5,PHX,Point,1886,57,-0.5%,85,-2.2%,63,-0.7%,28,+0.7%,47,-0.0%,43,+0.2%,17,+2.0%,17,+2.2%
Cameron Payne,28.2,PHX,Point,939,28,+1.4%,7,+3.4%,68,-0.9%,57,-0.3%,71,-1.3%,77,-0.8%,82,-1.4%,87,-2.2%
Mason Plumlee,32.7,CHA,Big,1595,1,+5.7%,82,-1.9%,21,+1.4%,50,-0.1%,26,+1.4%,78,-0.8%,25,+1.3%,42,+0.5%
Mason Plumlee,32.7,LAC,Big,449,58,-0.6%,27,+1.4%,93,-3.3%,94,-2.3%,96,-5.5%,6,+1.7%,12,+2.4%,5,+4.1%
Jakob Poeltl,27.0,SAS,Big,1198,9,+3.2%,30,+1.2%,25,+1.1%,42,+0.2%,26,+1.4%,68,-0.5%,90,-2.1%,90,-2.6%
Jakob Poeltl,27.0,TOR,Big,706,85,-2.2%,65,-0.8%,56,-0.3%,36,+0.4%,45,+0.1%,21,+0.8%,56,-0.2%,40,+0.7%
Otto Porter,29.4,TOR,Wing,139,33,+1.0%,0,+10.0%,100,-13.0%,88,-1.7%,100,-14.6%,37,+0.4%,3,+4.3%,3,+4.7%
Bobby Portis,27.7,MIL,Big,1795,29,+1.4%,37,+0.8%,53,-0.2%,73,-0.9%,67,-1.1%,45,+0.2%,48,+0.1%,47,+0.3%
Kristaps Porzingis,27.2,WAS,Big,2119,80,-1.9%,72,-1.2%,78,-1.4%,6,+1.9%,39,+0.4%,61,-0.3%,30,+1.1%,37,+0.7%
Dwight Powell,31.3,DAL,Big,1449,40,+0.6%,79,-1.7%,18,+1.6%,19,+1.0%,11,+2.6%,62,-0.4%,65,-0.5%,69,-0.9%
Norman Powell,29.4,LAC,Wing,1535,41,+0.6%,6,+3.7%,91,-2.9%,77,-1.2%,93,-4.0%,93,-1.5%,20,+1.8%,46,+0.3%
Taurean Prince,28.6,MIN,Forward,1182,43,+0.4%,10,+3.0%,52,-0.1%,54,-0.2%,56,-0.3%,10,+1.4%,99,-4.1%,90,-2.7%
Julius Randle,27.9,NYK,Forward,2733,24,+1.7%,66,-0.8%,63,-0.7%,43,+0.2%,59,-0.5%,14,+1.1%,47,+0.1%,27,+1.3%
Josh Richardson,29.1,SAS,Combo,980,72,-1.4%,84,-2.1%,22,+1.4%,33,+0.5%,18,+1.9%,52,-0.1%,44,+0.3%,49,+0.2%
Josh Richardson,29.1,NOP,Combo,509,98,-4.8%,45,+0.4%,62,-0.7%,26,+0.7%,46,+0.0%,33,+0.5%,71,-0.9%,60,-0.4%
Austin Rivers,30.3,MIN,Wing,1011,13,+2.5%,33,+1.1%,53,-0.2%,93,-2.0%,81,-2.2%,3,+2.0%,70,-0.8%,30,+1.1%
Derrick Rose,34.1,NYK,Point,332,86,-2.4%,68,-0.9%,9,+2.6%,63,-0.5%,16,+2.1%,56,-0.2%,71,-0.9%,72,-1.1%
Terrence Ross,31.7,ORL,Wing,939,80,-2.0%,16,+2.3%,61,-0.6%,35,+0.5%,50,-0.1%,96,-1.8%,63,-0.4%,87,-2.2%
Terrence Ross,31.7,PHX,Wing,379,2,+5.3%,49,+0.1%,7,+2.9%,97,-2.9%,47,+0.0%,74,-0.7%,39,+0.6%,54,-0.1%
Terry Rozier,28.6,CHA,Combo,2221,17,+2.1%,40,+0.6%,57,-0.4%,27,+0.7%,42,+0.3%,32,+0.5%,83,-1.4%,70,-0.9%
Ricky Rubio,32.0,CLE,Combo,556,77,-1.8%,17,+2.2%,3,+3.6%,92,-2.0%,23,+1.6%,80,-0.8%,94,-2.9%,96,-3.8%
D'Angelo Russell,26.7,MIN,Point,1777,15,+2.3%,48,+0.1%,85,-2.1%,8,+1.6%,58,-0.4%,90,-1.3%,22,+1.6%,46,+0.3%
