Player,Age,Team,Pos,MIN,Diff Rank,Diff,Exp W,OFFENSE: Pts/Poss Rank,OFFENSE: Pts/Poss,OFFENSE: eFG% Rank,OFFENSE: eFG%,OFFENSE: TOV% Rank,OFFENSE: TOV%,OFFENSE: ORB% Rank,OFFENSE: ORB%,OFFENSE: FT Rate Rank,OFFENSE: FT Rate,DEFENSE: Pts/Poss Rank,DEFENSE: Pts/Poss,DEFENSE: eFG% Rank,DEFENSE: eFG%,DEFENSE: TOV% Rank,DEFENSE: TOV%,DEFENSE: ORB% Rank,DEFENSE: ORB%,DEFENSE: FT Rate Rank,DEFENSE: FT Rate
Bojan Bogdanovic,27.5,WAS,Forward,230,13,-17.6,-42,23,-9.1,33,-2.8%,6,+5.3%,38,-1.9%,87,+7.8,20,+8.5,28,+1.9%,29,-1.6%,43,+0.9%,5,+13.7
Avery Bradley,25.9,BOS,Combo,604,15,-15.6,-37,42,-1.6,71,+3.1%,27,+2.2%,32,-3.1%,9,-9.1,6,+13.9,18,+3.5%,4,-5.2%,21,+4.5%,81,-6.8
Malcolm Brogdon,23.9,MIL,Combo,177,23,-9.8,-25,24,-7.7,32,-2.9%,96,-5.0%,3,-10.2%,38,-2.3,40,+2.1,88,-6.9%,1,-8.7%,42,+1.0%,62,-2.9
Jaylen Brown,20.0,BOS,Wing,168,49,-1.8,-4,52,+1.5,41,-1.6%,43,+0.9%,79,+5.0%,70,+3.7,35,+3.3,30,+1.7%,76,+2.8%,38,+1.4%,28,+3.5
Jimmy Butler,27.1,CHI,Wing,238,33,-4.7,-9,71,+5.7,13,-5.6%,100,-8.7%,97,+10.8%,39,-2.1,12,+10.4,43,+0.6%,94,+6.9%,2,+12.0%,9,+10.3
Clint Capela,22.5,HOU,Big,285,31,-6.3,-16,25,-7.4,12,-5.7%,50,+0.5%,85,+6.4%,19,-6.2,50,-1.0,33,+1.5%,20,-2.6%,45,+0.5%,75,-5.2
DeMarre Carroll,30.3,TOR,Forward,149,28,-7.8,-12,47,-0.5,73,+3.8%,32,+1.7%,21,-4.4%,30,-3.7,24,+7.4,12,+4.5%,31,-1.4%,60,-1.4%,91,-11.6
Vince Carter,39.8,MEM,Wing,194,11,-18.9,-39,35,-4.5,29,-3.3%,63,-0.3%,50,+0.4%,36,-2.9,4,+14.4,13,+4.4%,33,-1.4%,25,+3.4%,7,+10.5
Ian Clark,25.7,GSW,Combo,174,20,-12.5,-17,4,-18.5,16,-5.0%,28,+2.1%,13,-6.1%,15,-6.8,72,-6.0,37,+1.3%,72,+2.4%,80,-4.6%,66,-4.0
Mike Conley,29.1,MEM,Point,222,99,+62.2,+49,81,+10.8,17,-5.0%,82,-3.4%,98,+12.2%,88,+7.8,100,-51.4,98,-15.0%,91,+5.8%,61,-1.5%,95,-12.9
Jamal Crawford,36.6,LAC,Wing,162,96,+28.9,+60,98,+23.9,84,+5.3%,85,-3.6%,60,+1.6%,75,+4.6,67,-5.0,89,-7.2%,6,-5.1%,67,-2.2%,26,+4.0
Jae Crowder,26.3,BOS,Forward,557,34,-4.4,-11,28,-6.3,42,-1.4%,71,-1.7%,27,-3.6%,46,-0.8,54,-1.9,54,-0.7%,35,-1.2%,56,-1.2%,67,-4.1
Stephen Curry,28.6,GSW,Point,598,82,+15.8,+24,100,+27.7,98,+9.9%,75,-2.2%,76,+4.2%,89,+8.5,10,+11.9,45,+0.3%,48,-0.4%,6,+9.9%,33,+2.5
DeMar DeRozan,27.2,TOR,Wing,372,41,-3.1,-6,51,+1.5,6,-7.9%,93,-4.3%,74,+3.7%,76,+4.7,29,+4.6,75,-2.4%,41,-1.0%,26,+3.4%,11,+9.7
Matthew Dellavedova,26.1,MIL,Point,156,65,+7.6,+21,41,-2.3,11,-6.1%,73,-1.9%,66,+2.2%,67,+3.3,81,-9.9,59,-0.9%,82,+3.9%,63,-1.6%,37,+1.9
Boris Diaw,34.5,UTA,Big,184,85,+16.0,+34,59,+2.9,81,+4.7%,42,+0.9%,46,-0.7%,44,-1.7,85,-13.1,53,-0.6%,72,+2.5%,83,-4.7%,97,-13.9
Kevin Durant,28.1,GSW,Forward,529,52,+0.9,-1,91,+14.5,94,+8.5%,26,+2.2%,69,+2.8%,37,-2.6,7,+13.5,20,+3.3%,5,-5.1%,47,-0.0%,38,+1.6
James Ennis,26.3,MEM,Forward,158,3,-27.1,-50,7,-18.3,5,-8.2%,17,+3.3%,85,+6.1%,23,-5.2,17,+8.8,55,-0.7%,2,-6.5%,44,+0.7%,37,+1.6
Derrick Favors,25.3,UTA,Big,194,25,-8.7,-16,41,-2.1,74,+3.9%,74,-2.1%,36,-2.5%,6,-10.2,25,+6.6,40,+0.9%,76,+2.8%,4,+10.8%,50,-0.4
Raymond Felton,32.4,LAC,Combo,102,18,-12.9,-32,37,-3.8,60,+1.4%,94,-4.7%,10,-6.9%,28,-4.0,15,+9.1,11,+4.8%,28,-2.0%,41,+1.0%,18,+6.0
Channing Frye,33.5,CLE,Big,111,26,-8.6,-19,87,+12.7,85,+6.2%,98,-5.7%,2,-10.8%,50,-0.0,2,+21.3,3,+8.0%,11,-3.4%,13,+6.5%,42,+0.9
Marc Gasol,31.8,MEM,Big,238,57,+2.7,+7,85,+12.1,85,+6.0%,22,+2.9%,28,-3.6%,97,+11.6,15,+9.4,80,-3.5%,8,-4.4%,53,-0.9%,7,+11.7
Pau Gasol,36.3,SAS,Big,364,67,+8.6,+21,77,+8.5,65,+2.1%,66,-0.8%,68,+2.7%,58,+1.4,46,-0.1,63,-1.3%,46,-0.8%,27,+2.6%,76,-5.3
Paul George,26.5,IND,Forward,171,4,-26.2,-47,1,-25.0,21,-4.7%,0,+10.1%,20,-4.5%,46,-1.0,41,+1.2,42,+0.7%,17,-2.7%,0,+25.0%,76,-5.2
Taj Gibson,31.4,OKC,Big,118,98,+40.4,+65,97,+18.6,98,+12.5%,14,+4.0%,82,+5.6%,84,+6.3,96,-21.8,98,-13.4%,70,+2.2%,40,+1.0%,89,-9.8
Manu Ginobili,39.3,SAS,Wing,282,53,+1.4,+3,46,-0.8,28,-3.4%,84,-3.5%,28,-3.5%,61,+2.3,56,-2.1,37,+1.3%,89,+5.3%,29,+2.1%,65,-3.4
Rudy Gobert,24.4,UTA,Big,231,32,-5.2,-12,22,-9.2,10,-6.4%,20,+3.0%,64,+2.1%,64,+2.8,65,-4.0,68,-1.6%,11,-3.5%,99,-10.3%,41,+1.2
Eric Gordon,27.9,HOU,Wing,355,72,+9.9,+25,96,+17.8,100,+15.3%,44,+0.8%,9,-7.0%,90,+8.7,23,+7.8,50,-0.1%,18,-2.7%,71,-2.6%,23,+4.7
Marcin Gortat,32.7,WAS,Big,369,94,+27.7,+56,89,+13.7,70,+3.1%,90,-4.1%,78,+4.8%,11,-8.7,89,-14.0,85,-5.2%,49,-0.1%,76,-3.8%,84,-7.1
Jerami Grant,22.6,OKC,Forward,106,0,-49.9,-69,11,-14.7,2,-9.4%,61,-0.1%,75,+3.7%,24,-4.6,0,+35.2,0,+15.8%,7,-5.0%,24,+4.2%,4,+14.0
Danny Green,29.4,SAS,Wing,434,17,-13.3,-31,15,-12.3,14,-5.5%,34,+1.6%,70,+3.1%,54,+0.6,42,+1.0,41,+0.8%,16,-2.7%,50,-0.6%,71,-4.5
Draymond Green,26.7,GSW,Big,590,84,+16.0,+26,36,-4.1,50,-0.3%,77,-2.6%,4,-9.2%,17,-6.5,93,-20.1,79,-3.5%,85,+4.7%,82,-4.7%,63,-2.9
Gerald Green,30.8,BOS,Wing,147,63,+6.2,+15,54,+2.0,62,+1.6%,67,-1.2%,65,+2.2%,7,-9.5,67,-4.3,72,-2.1%,59,+0.9%,36,+1.5%,41,+1.0
JaMychal Green,26.4,MEM,Big,117,69,+8.9,+19,95,+17.6,99,+13.1%,95,-4.9%,17,-5.0%,16,-6.6,19,+8.7,21,+3.3%,68,+1.9%,46,+0.1%,53,-1.2
Tim Hardaway Jr.,24.6,ATL,Wing,198,44,-2.4,-7,16,-11.4,46,-0.5%,12,+4.1%,20,-4.4%,2,-13.0,80,-9.0,6,+5.9%,74,+2.6%,91,-6.5%,96,-13.6
James Harden,27.2,HOU,Combo,405,20,-12.2,-25,8,-17.6,9,-6.5%,8,+4.6%,46,-0.4%,28,-4.0,69,-5.4,62,-1.1%,98,+8.0%,11,+6.8%,29,+3.4
Andrew Harrison,22.0,MEM,Combo,106,2,-34.6,-48,39,-2.7,57,+1.1%,24,+2.6%,53,+0.6%,31,-3.7,1,+31.9,2,+11.1%,53,+0.1%,22,+4.5%,24,+4.5
Gordon Hayward,26.6,UTA,Wing,367,11,-19.0,-44,17,-10.9,8,-7.0%,16,+3.4%,31,-3.4%,86,+7.5,21,+8.1,46,+0.2%,21,-2.5%,59,-1.3%,19,+5.4
Nene Hilario,34.1,HOU,Big,160,80,+15.1,+34,67,+5.3,64,+2.0%,59,+0.0%,12,-6.2%,95,+10.6,80,-9.9,93,-9.1%,69,+2.2%,52,-0.8%,8,+10.4
George Hill,30.5,UTA,Point,246,85,+16.1,+32,88,+12.9,89,+6.9%,46,+0.7%,76,+4.1%,42,-1.8,60,-3.2,46,+0.3%,50,-0.1%,37,+1.5%,74,-5.2
Rodney Hood,24.0,UTA,Wing,254,37,-4.3,-8,64,+4.5,19,-4.9%,92,-4.2%,67,+2.4%,77,+4.7,16,+8.8,33,+1.5%,25,-2.3%,28,+2.4%,10,+10.3
Al Horford,30.4,BOS,Big,573,7,-21.7,-48,20,-9.5,30,-3.2%,41,+1.1%,59,+1.5%,10,-8.9,8,+12.2,25,+2.9%,28,-1.7%,12,+6.8%,52,-0.7
Dwight Howard,30.9,ATL,Big,155,58,+2.8,+8,72,+6.3,78,+4.0%,56,+0.1%,54,+0.8%,22,-5.3,34,+3.4,24,+3.0%,36,-1.2%,76,-3.8%,83,-7.1
Serge Ibaka,27.1,TOR,Big,305,46,-2.4,-4,54,+2.1,46,-0.5%,99,-7.2%,6,-7.8%,37,-2.9,30,+4.5,64,-1.3%,7,-4.7%,58,-1.2%,34,+2.1
Andre Iguodala,32.8,GSW,Wing,417,22,-11.8,-12,26,-7.1,7,-7.2%,89,-4.1%,42,-1.3%,94,+10.3,28,+4.7,34,+1.4%,37,-1.2%,65,-1.9%,28,+3.9
Joe Ingles,29.1,UTA,Wing,296,83,+15.8,+27,43,-1.4,91,+7.0%,20,+2.9%,50,+0.5%,8,-9.3,92,-17.2,82,-4.4%,81,+3.8%,48,-0.5%,90,-11.1
Kyrie Irving,24.6,CLE,Point,652,50,-1.5,-3,59,+2.8,36,-2.3%,70,-1.6%,93,+8.0%,0,-17.8,32,+4.2,11,+4.7%,52,+0.1%,70,-2.4%,68,-4.2
LeBron James,31.8,CLE,Forward,742,92,+25.2,+52,85,+12.0,75,+3.9%,88,-4.0%,96,+10.5%,79,+5.4,86,-13.3,44,+0.4%,90,+5.6%,64,-1.9%,50,-0.5
Richard Jefferson,36.4,CLE,Forward,144,16,-15.2,-32,28,-6.4,20,-4.9%,62,-0.3%,73,+3.6%,67,+3.2,18,+8.7,69,-1.8%,67,+1.9%,15,+5.9%,3,+14.3
Brandon Jennings,27.1,WAS,Combo,156,10,-19.6,-44,20,-9.6,40,-2.0%,13,+4.0%,33,-3.1%,80,+5.6,13,+10.0,16,+3.9%,54,+0.4%,28,+2.3%,11,+10.1
Amir Johnson,29.5,BOS,Big,127,9,-19.9,-35,5,-18.5,24,-4.1%,10,+4.5%,58,+1.4%,26,-4.3,41,+1.4,70,-2.0%,23,-2.3%,19,+5.3%,80,-6.1
Joe Johnson,35.3,UTA,Forward,295,38,-3.9,-7,73,+6.6,39,-2.0%,80,-3.4%,45,-0.9%,82,+6.0,11,+10.5,38,+1.3%,12,-3.4%,24,+4.3%,15,+6.6
DeAndre Jordan,28.3,LAC,Big,224,55,+2.2,+6,69,+5.6,45,-0.5%,18,+3.2%,93,+8.2%,80,+5.7,33,+3.4,58,-0.8%,44,-0.9%,30,+2.1%,55,-1.8
Cory Joseph,25.2,TOR,Combo,205,27,-8.4,-15,24,-7.5,31,-3.1%,55,+0.2%,22,-4.2%,33,-3.1,43,+0.9,48,+0.0%,15,-2.8%,80,-4.6%,56,-1.8
Kyle Korver,35.6,CLE,Wing,312,41,-3.5,-6,37,-4.1,41,-1.9%,49,+0.5%,11,-6.8%,59,+2.0,49,-0.6,72,-2.2%,15,-2.9%,62,-1.5%,45,+0.4
David Lee,33.5,SAS,Big,237,73,+10.6,+26,66,+4.9,83,+4.9%,51,+0.4%,41,-1.5%,51,+0.2,71,-5.7,39,+1.1%,77,+2.9%,77,-3.9%,49,-0.4
Kawhi Leonard,25.3,SAS,Wing,428,93,+27.5,+56,94,+17.4,87,+6.6%,68,-1.4%,54,+1.0%,85,+7.4,82,-10.0,89,-7.0%,47,-0.7%,34,+1.8%,78,-5.6
Damian Lillard,26.3,POR,Point,150,2,-29.6,-47,18,-9.7,4,-8.3%,11,+4.4%,15,-5.5%,56,+0.8,3,+19.9,2,+12.9%,13,-3.2%,78,-4.2%,30,+3.4
Shaun Livingston,31.1,GSW,Combo,201,54,+1.4,+0,79,+9.4,63,+1.7%,59,-0.0%,63,+2.0%,72,+4.1,22,+8.0,66,-1.5%,38,-1.2%,23,+4.3%,12,+8.9
Robin Lopez,28.6,CHI,Big,161,47,-2.1,-4,61,+3.8,37,-2.2%,97,-5.5%,91,+7.4%,20,-6.2,26,+5.9,29,+1.8%,87,+4.8%,2,+14.5%,72,-4.6
Kevin Love,28.2,CLE,Big,576,72,+10.5,+21,55,+2.2,37,-2.2%,63,-0.5%,72,+3.3%,18,-6.2,77,-8.3,59,-0.8%,40,-1.0%,87,-5.8%,82,-6.8
Kyle Lowry,30.6,TOR,Point,299,89,+20.1,+30,83,+11.7,97,+9.7%,40,+1.1%,26,-3.7%,92,+9.5,78,-8.4,67,-1.6%,59,+0.9%,63,-1.8%,57,-2.1
Shelvin Mack,26.5,UTA,Point,141,28,-6.6,-12,38,-3.8,56,+0.7%,53,+0.3%,23,-4.2%,52,+0.3,37,+2.8,23,+3.1%,37,-1.2%,94,-8.2%,54,-1.6
Thon Maker,19.7,MIL,Big,114,39,-3.7,-10,32,-5.7,89,+6.8%,21,+2.9%,0,-11.8%,40,-2.1,55,-2.1,85,-5.4%,14,-3.0%,46,+0.1%,39,+1.5
Luc Mbah a Moute,30.1,LAC,Forward,208,7,-20.6,-41,2,-20.9,3,-8.6%,37,+1.4%,55,+1.2%,3,-12.5,46,-0.3,19,+3.5%,86,+4.7%,79,-4.3%,60,-2.6
Patrick McCaw,21.0,GSW,Wing,138,64,+7.6,+7,46,-0.6,35,-2.3%,45,+0.8%,67,+2.6%,71,+4.0,76,-8.2,87,-6.5%,60,+0.9%,33,+1.9%,43,+0.8
CJ McCollum,25.1,POR,Combo,138,37,-4.0,-4,10,-15.9,55,+0.6%,11,+4.2%,51,+0.5%,1,-15.5,85,-12.0,7,+5.7%,79,+3.0%,95,-8.2%,99,-20.2
JaVale McGee,28.8,GSW,Big,144,74,+11.5,+8,89,+13.7,76,+4.0%,57,+0.1%,90,+7.4%,83,+6.2,39,+2.2,76,-3.0%,22,-2.4%,37,+1.5%,17,+6.2
Khris Middleton,25.2,MIL,Wing,230,76,+12.2,+31,76,+8.2,92,+7.5%,87,-3.9%,1,-11.4%,41,-2.1,64,-4.0,60,-0.9%,43,-1.0%,97,-9.1%,0,+21.0
Patty Mills,28.2,SAS,Point,414,36,-4.3,-11,50,+1.3,54,+0.4%,50,+0.5%,19,-4.5%,41,-1.9,27,+5.6,10,+4.9%,63,+1.3%,51,-0.7%,22,+4.7
Paul Millsap,31.7,ATL,Big,218,40,-3.5,-9,15,-11.6,68,+2.9%,4,+6.3%,2,-10.6%,4,-11.2,76,-8.1,24,+3.0%,62,+1.0%,68,-2.3%,94,-12.9
Nikola Mirotic,25.7,CHI,Big,161,21,-12.0,-24,48,-0.2,11,-6.3%,98,-7.0%,72,+3.4%,15,-6.7,11,+11.8,28,+2.2%,41,-1.0%,5,+10.2%,27,+3.9
Greg Monroe,26.4,MIL,Big,140,79,+13.2,+34,80,+10.3,43,-1.1%,76,-2.4%,81,+5.5%,89,+8.4,58,-2.9,4,+7.0%,84,+4.6%,74,-3.2%,86,-9.1
Markieff Morris,27.2,WAS,Big,361,97,+31.1,+60,80,+10.5,76,+3.9%,76,-2.2%,57,+1.3%,33,-3.4,95,-20.7,67,-1.6%,85,+4.7%,85,-4.9%,98,-20.0
Dejounte Murray,20.1,SAS,Combo,132,56,+2.6,+6,56,+2.2,52,+0.0%,67,-0.9%,86,+6.7%,27,-4.2,48,-0.4,73,-2.2%,57,+0.8%,31,+2.1%,33,+3.0
Victor Oladipo,24.5,OKC,Wing,179,88,+19.1,+25,63,+4.5,88,+6.6%,48,+0.5%,16,-5.5%,68,+3.4,90,-14.7,93,-9.8%,33,-1.3%,35,+1.5%,67,-4.1
Kelly Olynyk,25.5,BOS,Big,310,68,+8.7,+21,68,+5.4,59,+1.2%,69,-1.6%,34,-2.8%,72,+4.2,61,-3.3,57,-0.8%,55,+0.5%,50,-0.6%,46,+0.2
Kelly Oubre,20.9,WAS,Wing,145,1,-42.4,-66,3,-19.0,15,-5.2%,25,+2.4%,25,-3.7%,54,+0.3,2,+23.4,7,+5.9%,54,+0.2%,3,+11.6%,6,+12.7
Zaza Pachulia,32.7,GSW,Big,198,66,+7.7,+7,62,+4.1,63,+1.7%,31,+1.8%,89,+7.2%,29,-3.9,63,-3.6,15,+4.0%,75,+2.7%,55,-1.0%,89,-9.6
Tony Parker,34.5,SAS,Point,211,77,+12.8,+30,67,+5.1,72,+3.7%,72,-1.7%,29,-3.4%,65,+3.1,75,-7.8,84,-5.1%,3,-5.2%,84,-4.8%,64,-3.0
Patrick Patterson,27.6,TOR,Big,181,15,-17.3,-28,14,-12.5,22,-4.6%,36,+1.4%,24,-4.1%,59,+1.9,28,+4.8,50,-0.2%,30,-1.5%,49,-0.6%,20,+5.2
Chris Paul,31.5,LAC,Point,220,75,+11.6,+29,72,+5.9,25,-3.8%,15,+3.7%,92,+7.6%,99,+19.8,70,-5.7,49,-0.1%,89,+5.1%,20,+5.2%,51,-0.6
Otto Porter,23.4,WAS,Forward,386,95,+28.3,+56,92,+14.8,90,+7.0%,80,-2.9%,77,+4.6%,25,-4.5,87,-13.5,77,-3.2%,51,+0.0%,92,-6.7%,98,-17.8
Bobby Portis,21.7,CHI,Big,106,62,+5.2,+10,49,-0.1,77,+4.0%,3,+6.6%,7,-7.7%,93,+9.9,68,-5.3,56,-0.7%,19,-2.6%,100,-10.7%,73,-5.0
Norman Powell,23.4,TOR,Wing,212,63,+7.3,+14,60,+3.7,47,-0.4%,78,-2.6%,89,+7.3%,24,-4.5,63,-3.6,20,+3.4%,92,+5.8%,54,-0.9%,16,+6.2
Taurean Prince,22.6,ATL,Forward,185,54,+1.7,+4,44,-1.3,50,-0.2%,79,-2.7%,30,-3.4%,50,-0.1,59,-3.0,65,-1.4%,24,-2.3%,67,-2.1%,93,-12.5
Zach Randolph,35.3,MEM,Big,189,50,-0.4,-3,12,-14.2,2,-9.1%,30,+1.8%,47,-0.3%,55,+0.8,89,-13.7,61,-1.0%,78,+2.9%,39,+1.2%,59,-2.5
JJ Redick,32.4,LAC,Wing,183,8,-20.2,-44,27,-6.9,51,-0.1%,29,+2.1%,15,-5.6%,63,+2.8,7,+13.3,1,+13.2%,83,+4.0%,33,+1.8%,80,-5.9
Andre Roberson,24.9,OKC,Wing,185,87,+17.8,+22,21,-9.5,27,-3.4%,1,+9.0%,98,+11.2%,76,+4.6,98,-27.2,96,-10.3%,96,+7.5%,96,-8.9%,85,-8.7
Terry Rozier,22.6,BOS,Combo,209,89,+22.2,+49,84,+11.9,80,+4.6%,65,-0.8%,49,-0.0%,93,+9.7,84,-10.3,52,-0.4%,88,+4.8%,86,-5.5%,24,+4.6
Dennis Schroder,23.1,ATL,Point,210,30,-6.4,-17,76,+7.8,33,-2.5%,91,-4.2%,37,-2.1%,74,+4.5,5,+14.3,35,+1.3%,0,-12.1%,90,-6.3%,13,+8.5
Iman Shumpert,26.4,CLE,Combo,249,33,-4.9,-9,33,-5.2,54,+0.4%,54,+0.2%,7,-7.6%,91,+9.0,47,-0.3,76,-2.9%,42,-1.0%,32,+1.9%,40,+1.4
Jonathon Simmons,27.1,SAS,Wing,279,19,-12.6,-30,19,-9.6,28,-3.4%,46,+0.7%,71,+3.2%,7,-9.5,37,+3.0,15,+4.2%,80,+3.2%,73,-3.1%,25,+4.4
Marcus Smart,22.7,BOS,Wing,486,61,+4.9,+12,58,+2.7,53,+0.1%,72,-1.8%,40,-1.8%,60,+2.2,57,-2.2,36,+1.3%,67,+1.6%,98,-9.3%,14,+6.9
JR Smith,31.1,CLE,Wing,485,51,+0.8,+1,63,+4.1,59,+1.3%,35,+1.5%,88,+7.1%,20,-6.0,36,+3.3,17,+3.8%,71,+2.4%,54,-0.9%,36,+1.9
Jason Smith,30.7,WAS,Big,131,6,-24.4,-50,9,-16.3,7,-7.6%,33,+1.7%,33,-3.1%,73,+4.3,20,+8.1,81,-4.2%,46,-0.7%,11,+7.4%,2,+14.8
Tony Snell,25.0,MIL,Wing,184,35,-4.3,-12,75,+7.7,93,+7.6%,7,+4.7%,44,-1.1%,66,+3.1,9,+12.0,31,+1.6%,61,+1.0%,7,+8.8%,15,+6.4
Lance Stephenson,26.2,IND,Wing,107,93,+26.9,+52,99,+25.2,80,+4.5%,89,-4.1%,80,+5.2%,35,-3.0,52,-1.6,90,-7.3%,2,-7.3%,89,-6.3%,2,+15.3
Jeff Teague,28.4,IND,Point,142,43,-2.6,-7,6,-18.4,18,-4.9%,2,+8.1%,56,+1.2%,34,-3.0,91,-15.7,95,-10.0%,100,+10.0%,1,+17.4%,77,-5.3
Isaiah Thomas,27.7,BOS,Point,477,59,+3.7,+8,40,-2.3,34,-2.3%,33,+1.7%,61,+1.6%,62,+2.3,72,-6.0,86,-6.2%,32,-1.4%,10,+7.8%,72,-4.9
Klay Thompson,26.7,GSW,Wing,592,29,-6.5,-5,13,-13.5,44,-0.8%,60,-0.1%,14,-6.1%,2,-14.3,73,-7.0,32,+1.6%,64,+1.4%,66,-2.1%,87,-9.4
Tristan Thompson,25.6,CLE,Big,560,45,-2.4,-3,31,-6.0,49,-0.3%,24,+2.7%,83,+5.7%,45,-1.5,62,-3.6,63,-1.2%,58,+0.8%,72,-2.6%,69,-4.3
PJ Tucker,31.5,TOR,Forward,250,70,+9.2,+16,45,-1.0,66,+2.1%,7,+4.9%,52,+0.5%,43,-1.7,83,-10.3,78,-3.3%,80,+3.7%,69,-2.3%,21,+5.0
Evan Turner,28.0,POR,Wing,123,80,+14.9,+6,33,-5.6,26,-3.4%,83,-3.5%,39,-1.8%,11,-8.5,94,-20.6,94,-9.9%,73,+2.6%,89,-6.3%,58,-2.5
Myles Turner,20.6,IND,Big,133,90,+22.7,+42,78,+9.0,93,+8.2%,58,+0.0%,24,-3.8%,81,+5.8,88,-13.6,51,-0.3%,99,+9.1%,16,+5.9%,70,-4.4
Jonas Valanciunas,24.5,TOR,Big,221,60,+4.4,+9,74,+6.7,72,+3.3%,41,+1.0%,63,+1.9%,57,+1.2,38,+2.4,47,+0.1%,26,-2.1%,20,+4.9%,88,-9.6
Dwyane Wade,34.8,CHI,Wing,190,76,+12.1,+19,29,-6.2,67,+2.6%,9,+4.5%,59,+1.5%,32,-3.5,93,-18.3,91,-7.5%,93,+6.4%,18,+5.3%,61,-2.7
John Wall,26.2,WAS,Point,464,86,+16.5,+37,93,+15.2,38,-2.1%,93,-4.4%,94,+8.3%,69,+3.6,51,-1.3,41,+0.7%,63,+1.3%,57,-1.2%,31,+3.1
David West,36.2,GSW,Big,211,14,-17.4,-26,2,-19.1,20,-4.9%,23,+2.7%,18,-4.7%,14,-7.4,53,-1.7,26,+2.6%,50,-0.1%,81,-4.7%,59,-2.5
Russell Westbrook,28.0,OKC,Point,194,100,+76.1,+51,98,+24.8,86,+6.2%,5,+6.0%,100,+15.4%,100,+20.5,99,-51.3,100,-19.5%,97,+7.8%,88,-5.9%,92,-11.7
Deron Williams,32.4,CLE,Point,229,67,+8.2,+13,50,+1.0,79,+4.3%,39,+1.2%,5,-9.2%,98,+11.6,74,-7.2,80,-4.0%,56,+0.5%,17,+5.5%,46,-0.0
Lou Williams,30.0,HOU,Wing,265,81,+15.2,+36,93,+16.1,96,+9.4%,81,-3.4%,35,-2.7%,78,+5.0,44,+0.8,71,-2.0%,9,-4.2%,93,-6.7%,44,+0.5
Thaddeus Young,28.4,IND,Big,140,24,-9.5,-22,0,-35.0,0,-13.9%,19,+3.1%,87,+6.8%,48,-0.4,97,-25.5,97,-13.3%,98,+8.1%,8,+8.7%,79,-5.6
Paul Zipser,22.7,CHI,Forward,127,46,-2.2,-3,65,+4.7,58,+1.1%,86,-3.9%,11,-6.5%,63,+2.4,24,+6.8,9,+5.5%,27,-2.0%,75,-3.4%,47,-0.2
