Player,Age,Team,Pos,MIN,eFG% Rank,eFG%,TEAM FG%: Rim Rank,TEAM FG%: Rim,TEAM FG%: Short Mid Rank,TEAM FG%: Short Mid,TEAM FG%: Long Mid Rank,TEAM FG%: Long Mid,TEAM FG%: All Mid Rank,TEAM FG%: All Mid,TEAM FG%: Corner Three Rank,TEAM FG%: Corner Three,TEAM FG%: Non Corner Rank,TEAM FG%: Non Corner,TEAM FG%: All Three Rank,TEAM FG%: All Three
Antonio Daniels,32.6,WAS,Point,151,65,-2.2%,42,+0.7%,16,+10.7%,98,-18.4%,93,-8.5%,26,+12.5%,77,-10.0%,52,-2.2%
Glen Davis,21.8,BOS,Big,112,3,+9.3%,11,+10.2%,14,+11.8%,23,+7.0%,7,+8.8%,61,-4.2%,19,+9.1%,24,+6.4%
Carlos Delfino,25.2,TOR,Wing,120,96,-10.8%,84,-9.0%,80,-9.4%,12,+10.5%,65,-1.2%,71,-8.4%,85,-12.6%,84,-10.7%
Boris Diaw,25.5,PHX,Big,174,87,-6.8%,63,-3.7%,57,-3.5%,94,-11.6%,90,-7.8%,96,-35.7%,57,-4.0%,89,-11.3%
Keyon Dooling,27.5,ORL,Combo,141,82,-4.8%,17,+6.5%,93,-15.2%,52,+0.1%,77,-4.5%,91,-23.1%,62,-4.8%,81,-9.9%
Tim Duncan,31.5,SAS,Big,662,57,-0.6%,57,-3.2%,94,-16.7%,7,+13.5%,37,+2.2%,52,0.0%,72,-8.7%,75,-6.3%
Maurice Evans,29.0,ORL,Wing,277,55,-0.5%,31,+2.2%,61,-4.3%,40,+1.9%,56,-0.3%,84,-15.4%,30,+5.3%,47,-0.3%
Reggie Evans,27.5,PHI,Big,139,91,-8.0%,27,+2.9%,82,-10.0%,61,-1.6%,79,-4.8%,95,-35.0%,96,-22.7%,99,-24.5%
Jordan Farmar,20.9,LAL,Point,341,11,+5.2%,21,+5.4%,36,+2.8%,80,-5.9%,68,-2.4%,19,+17.8%,17,+9.9%,14,+12.4%
Michael Finley,34.7,SAS,Forward,373,25,+3.5%,34,+1.9%,40,+1.1%,20,+7.0%,22,+4.6%,82,-14.9%,26,+7.2%,43,+0.9%
Derek Fisher,33.2,LAL,Point,663,78,-4.0%,79,-7.2%,52,-1.5%,26,+5.9%,32,+3.0%,79,-12.9%,67,-6.7%,80,-8.6%
T.J. Ford,24.6,TOR,Point,124,0,+12.1%,1,+17.2%,34,+3.6%,78,-5.5%,57,-0.6%,20,+16.9%,30,+5.2%,17,+10.1%
Kevin Garnett,31.5,BOS,Big,984,80,-4.4%,88,-10.8%,81,-9.9%,46,+0.9%,73,-3.7%,59,-3.2%,35,+2.4%,42,+2.0%
Pau Gasol,27.3,LAL,Big,834,68,-2.9%,47,-0.4%,25,+6.6%,34,+4.0%,17,+5.3%,85,-17.6%,89,-14.4%,96,-15.1%
Daniel Gibson,21.7,CLE,Combo,276,39,+1.6%,80,-7.3%,15,+11.5%,54,-0.2%,21,+4.6%,56,-2.6%,27,+7.2%,28,+4.9%
Manu Ginobili,30.3,SAS,Wing,554,52,-0.1%,43,+0.5%,24,+6.7%,81,-6.0%,59,-0.8%,34,+8.3%,47,-1.7%,43,+1.0%
Willie Green,26.3,PHI,Wing,141,9,+5.7%,75,-6.1%,1,+30.9%,41,+1.8%,4,+11.4%,84,-16.7%,28,+6.4%,36,+2.9%
Richard Hamilton,29.7,DET,Wing,648,37,+1.9%,34,+1.6%,98,-23.3%,55,-0.6%,93,-8.8%,28,+10.3%,4,+23.3%,5,+20.1%
Matt Harpring,31.4,UTA,Wing,208,36,+2.2%,66,-4.8%,20,+8.2%,39,+2.7%,20,+4.8%,34,+7.4%,34,+3.6%,25,+5.4%
Chuck Hayes,24.4,HOU,Big,103,66,-2.5%,61,-3.6%,28,+5.1%,61,-1.3%,45,+0.7%,98,-46.7%,38,+1.0%,65,-5.3%
Brendan Haywood,27.9,WAS,Big,178,31,+2.5%,19,+6.1%,27,+5.4%,75,-5.1%,62,-0.9%,29,+10.0%,15,+12.0%,19,+9.6%
Al Horford,21.4,ATL,Big,265,7,+6.7%,39,+1.0%,66,-5.7%,34,+4.0%,47,+0.6%,98,-54.2%,6,+21.8%,7,+18.6%
Robert Horry,37.2,SAS,Big,137,62,-1.5%,56,-2.7%,37,+2.5%,87,-7.6%,74,-3.8%,36,+6.9%,40,-0.1%,39,+2.4%
Eddie House,29.5,BOS,Combo,136,75,-3.7%,15,+7.8%,32,+3.9%,71,-4.2%,61,-0.8%,65,-4.7%,89,-14.3%,90,-11.5%
Dwight Howard,21.9,ORL,Big,421,95,-10.3%,92,-12.9%,63,-5.4%,96,-11.9%,97,-10.0%,16,+24.8%,93,-19.7%,68,-5.6%
Josh Howard,27.5,DAL,Wing,170,99,-13.0%,91,-12.0%,30,+3.9%,98,-18.8%,92,-8.2%,42,+4.2%,95,-21.0%,93,-12.4%
Lindsey Hunter,36.9,DET,Point,115,61,-1.2%,48,-0.7%,46,-0.2%,88,-8.0%,80,-4.8%,68,-6.0%,29,+5.7%,34,+3.2%
Andre Iguodala,23.8,PHI,Wing,228,59,-0.8%,97,-17.6%,60,-4.0%,97,-16.7%,99,-12.7%,99,0.0%,0,+31.7%,0,+30.9%
Zydrunas Ilgauskas,32.4,CLE,Big,392,38,+1.8%,54,-2.4%,53,-2.0%,43,+1.4%,52,+0.0%,39,+5.9%,16,+11.8%,16,+10.3%
Allen Iverson,32.4,DEN,Combo,157,90,-7.5%,100,-35.9%,76,-8.0%,8,+13.0%,20,+4.9%,4,+50.0%,52,-3.5%,35,+3.1%
Bobby Jackson,34.6,HOU,Combo,137,53,-0.4%,28,+2.8%,41,+1.0%,56,-0.6%,51,+0.0%,93,-32.1%,54,-3.6%,78,-7.6%
LeBron James,22.8,CLE,Forward,550,94,-9.8%,25,+3.8%,66,-5.7%,60,-1.1%,70,-2.7%,90,-20.5%,100,-36.1%,100,-30.8%
Antawn Jamison,31.4,WAS,Forward,236,7,+6.5%,99,-22.7%,39,+1.6%,35,+3.8%,26,+3.7%,6,+47.4%,1,+26.6%,1,+30.7%
Joe Johnson,26.3,ATL,Wing,274,22,+3.7%,18,+6.5%,2,+30.2%,91,-10.7%,61,-0.9%,3,+52.2%,66,-6.5%,29,+4.5%
Jason Kapono,26.7,TOR,Forward,151,97,-11.0%,98,-20.6%,78,-8.8%,2,+18.2%,39,+1.7%,88,-18.4%,31,+4.8%,64,-5.1%
Jason Kidd,34.6,DAL,Point,179,74,-3.4%,76,-6.4%,25,+6.5%,30,+4.9%,19,+4.9%,35,+7.4%,80,-10.5%,68,-5.6%
Andrei Kirilenko,26.7,UTA,Wing,386,71,-3.2%,40,+0.9%,70,-6.8%,84,-6.6%,86,-6.6%,38,+5.9%,70,-7.6%,61,-4.3%
Linas Kleiza,22.8,DEN,Wing,119,67,-2.9%,46,-0.4%,49,-1.3%,10,+12.6%,14,+7.3%,78,-12.7%,75,-8.8%,84,-10.6%
Kyle Korver,26.6,UTA,Wing,258,88,-6.8%,89,-11.0%,35,+3.3%,93,-11.3%,78,-4.6%,37,+6.6%,74,-8.8%,66,-5.4%
Carl Landry,24.1,HOU,Big,103,86,-6.4%,10,+10.3%,97,-22.4%,65,-2.9%,96,-9.9%,93,-32.1%,73,-8.8%,92,-12.0%
Rashard Lewis,28.2,ORL,Big,415,28,+2.9%,80,-7.7%,7,+16.1%,32,+4.3%,11,+7.7%,8,+41.9%,93,-19.4%,50,-1.9%
Kenyon Martin,29.8,DEN,Big,117,100,-14.2%,94,-16.4%,58,-3.6%,18,+7.5%,34,+2.7%,22,+15.8%,99,-31.5%,98,-19.4%
Roger Mason Jr.,27.1,WAS,Combo,114,20,+4.0%,53,-2.3%,12,+12.5%,9,+12.7%,2,+12.3%,48,+1.0%,84,-12.0%,70,-5.7%
Jason Maxiell,24.7,DET,Big,353,89,-7.0%,73,-5.6%,80,-9.0%,95,-11.9%,98,-11.1%,22,+15.8%,81,-10.8%,55,-3.0%
Antonio McDyess,33.1,DET,Big,467,34,+2.3%,32,+2.1%,22,+7.1%,22,+7.0%,11,+7.8%,53,-0.8%,55,-3.7%,59,-3.9%
Tracy McGrady,28.4,HOU,Wing,247,40,+1.6%,85,-9.7%,26,+6.4%,48,+0.3%,36,+2.4%,99,0.0%,14,+12.5%,11,+13.7%
Andre Miller,31.6,PHI,Combo,228,26,+2.9%,93,-14.7%,0,+50.0%,73,-4.5%,10,+7.9%,81,-13.6%,7,+20.0%,15,+10.9%
Paul Millsap,22.7,UTA,Big,205,42,+1.4%,90,-12.0%,20,+8.1%,17,+7.5%,9,+8.1%,30,+9.5%,21,+8.5%,20,+9.2%
Jamario Moon,27.4,TOR,Forward,103,49,+0.6%,6,+12.9%,88,-10.8%,78,-5.5%,95,-9.1%,55,-2.3%,58,-4.4%,56,-3.2%
Dikembe Mutombo,41.4,HOU,Big,123,43,+1.4%,62,-3.6%,74,-7.7%,43,+1.3%,63,-1.0%,7,+46.4%,20,+8.8%,11,+13.5%
Steve Nash,33.7,PHX,Point,182,15,+4.8%,8,+11.2%,70,-6.8%,4,+14.9%,27,+3.5%,60,-3.3%,51,-3.0%,58,-3.4%
Jameer Nelson,25.7,ORL,Point,332,51,+0.3%,65,-4.0%,5,+18.1%,89,-9.2%,64,-1.1%,16,+26.1%,64,-5.5%,33,+3.6%
Dirk Nowitzki,29.4,DAL,Big,210,92,-9.1%,72,-5.4%,99,-25.5%,25,+6.6%,55,-0.2%,4,+50.0%,98,-29.6%,86,-10.9%
Shaquille O'Neal,35.7,PHX,Big,150,89,-7.0%,59,-3.3%,62,-5.2%,76,-5.2%,81,-5.2%,10,+40.0%,79,-10.2%,54,-2.8%
Fabricio Oberto,32.6,SAS,Big,315,61,-1.2%,23,+5.3%,39,+1.2%,48,+0.5%,43,+0.7%,89,-19.0%,76,-9.0%,89,-11.4%
Lamar Odom,28.0,LAL,Big,784,47,+0.8%,29,+2.7%,64,-5.4%,14,+10.2%,33,+2.8%,47,+2.8%,57,-3.9%,51,-2.1%
Mehmet Okur,28.4,UTA,Big,461,58,-0.8%,30,+2.6%,48,-1.2%,50,+0.2%,54,-0.2%,73,-8.5%,43,-0.9%,61,-4.0%
Jannero Pargo,28.0,NOH,Combo,242,60,-1.0%,38,+1.1%,77,-8.3%,39,+2.0%,66,-1.9%,54,-1.7%,48,-1.8%,49,-1.7%
Anthony Parker,32.4,TOR,Wing,195,5,+8.2%,36,+1.2%,2,+28.8%,93,-11.5%,16,+6.5%,31,+8.9%,25,+7.4%,22,+7.5%
Tony Parker,25.5,SAS,Point,651,16,+4.7%,5,+13.6%,86,-10.4%,16,+7.6%,44,+0.7%,45,+3.0%,41,-0.4%,45,+0.6%
Chris Paul,22.5,NOH,Point,483,32,+2.4%,84,-9.2%,83,-10.0%,20,+7.1%,41,+1.6%,48,+1.0%,10,+17.7%,18,+10.0%
Sasha Pavlovic,24.0,CLE,Wing,103,21,+4.0%,77,-6.4%,31,+3.9%,25,+5.9%,18,+5.1%,25,+12.6%,13,+12.6%,13,+12.6%
Kendrick Perkins,23.0,BOS,Big,625,84,-5.0%,93,-13.5%,92,-15.1%,38,+3.1%,72,-3.4%,89,-19.8%,20,+9.0%,39,+2.7%
Morris Peterson,30.2,NOH,Wing,271,69,-3.0%,45,+0.1%,45,-0.2%,51,+0.1%,52,+0.0%,62,-4.3%,75,-8.9%,77,-7.3%
Paul Pierce,30.1,BOS,Forward,986,52,+0.2%,70,-5.1%,21,+7.1%,21,+7.0%,15,+6.9%,70,-6.7%,63,-5.1%,66,-5.5%
James Posey,30.8,BOS,Forward,546,30,+2.5%,7,+12.4%,30,+4.3%,58,-0.9%,42,+1.1%,32,+8.8%,78,-10.0%,72,-6.1%
Leon Powe,23.8,BOS,Big,249,29,+2.8%,22,+5.3%,18,+9.2%,77,-5.3%,48,+0.4%,11,+37.7%,52,-3.1%,30,+4.3%
Tayshaun Prince,27.7,DET,Wing,670,75,-3.6%,41,+0.7%,84,-10.1%,30,+5.0%,60,-0.8%,63,-4.5%,92,-17.2%,95,-14.4%
Vladimir Radmanovic,26.9,LAL,Forward,477,56,-0.5%,24,+4.6%,69,-6.6%,33,+4.2%,48,+0.3%,64,-4.6%,65,-6.3%,73,-6.1%
Theo Ratliff,34.5,DET,Big,116,24,+3.6%,48,-1.3%,4,+21.2%,13,+10.4%,1,+14.6%,75,-10.3%,66,-6.3%,75,-6.9%
Rajon Rondo,21.7,BOS,Point,828,19,+4.1%,81,-8.2%,52,-1.8%,31,+4.4%,38,+2.0%,43,+3.3%,11,+16.4%,8,+14.1%
Luis Scola,27.5,HOU,Big,220,8,+6.3%,89,-10.8%,11,+12.8%,59,-1.1%,24,+4.2%,0,+62.5%,41,-0.4%,21,+7.7%
JR Smith,22.1,DEN,Wing,105,2,+9.6%,4,+13.7%,43,0.0%,84,-6.6%,75,-4.0%,13,+27.7%,18,+9.2%,9,+14.1%
Joe Smith,32.3,CLE,Big,246,50,+0.4%,69,-5.0%,29,+4.4%,62,-2.0%,46,+0.7%,25,+13.2%,39,+0.1%,34,+3.4%
Josh Smith,21.9,ATL,Big,233,20,+4.1%,26,+3.3%,71,-6.9%,47,+0.6%,69,-2.5%,9,+41.2%,36,+1.3%,16,+10.6%
Jerry Stackhouse,33.0,DAL,Wing,101,10,+5.5%,9,+10.7%,23,+6.7%,3,+15.4%,2,+12.2%,93,-31.3%,61,-4.7%,93,-12.5%
DeShawn Stevenson,26.6,WAS,Wing,195,72,-3.3%,55,-2.5%,91,-13.3%,64,-2.8%,84,-6.1%,80,-13.3%,9,+18.8%,25,+5.7%
Peja Stojakovic,30.4,NOH,Forward,454,48,+0.8%,7,+11.7%,73,-7.5%,28,+5.7%,40,+1.7%,74,-9.9%,50,-2.7%,70,-5.7%
Amar'e Stoudemire,25.0,PHX,Big,201,48,+0.8%,71,-5.4%,48,-0.6%,0,+31.9%,3,+11.9%,12,+36.4%,94,-20.3%,82,-9.9%
Rodney Stuckey,21.5,DET,Combo,346,57,-0.5%,49,-1.3%,13,+12.3%,66,-3.2%,31,+3.0%,52,+0.3%,83,-11.3%,80,-8.7%
Wally Szczerbiak,30.7,CLE,Wing,371,64,-1.7%,14,+8.5%,90,-11.6%,70,-3.8%,87,-7.1%,51,+0.7%,53,-3.5%,53,-2.5%
Jason Terry,30.1,DAL,Combo,179,16,+4.7%,82,-8.2%,47,-0.4%,89,-9.5%,84,-5.9%,2,+55.0%,7,+20.0%,2,+30.2%
Kurt Thomas,35.1,SAS,Big,250,35,+2.2%,39,+1.1%,38,+1.7%,63,-2.5%,58,-0.8%,50,+0.9%,8,+19.3%,10,+13.7%
Ronny Turiaf,24.8,LAL,Big,173,70,-3.1%,87,-10.6%,61,-5.0%,86,-7.6%,88,-7.2%,14,+26.7%,25,+7.4%,12,+13.2%
Hedo Turkoglu,28.6,ORL,Forward,399,14,+4.9%,33,+2.1%,65,-5.6%,7,+13.8%,8,+8.4%,39,+5.7%,44,-1.3%,44,+0.7%
Ime Udoka,30.2,SAS,Forward,202,80,-4.3%,66,-4.7%,55,-2.7%,74,-4.9%,75,-3.9%,72,-8.4%,56,-3.7%,63,-5.1%
Anderson Varejao,25.1,CLE,Big,233,30,+2.5%,52,-1.9%,9,+13.6%,37,+3.3%,13,+7.5%,69,-6.6%,43,-1.0%,52,-2.4%
Sasha Vujacic,23.6,LAL,Wing,437,66,-2.4%,68,-5.0%,51,-1.4%,92,-11.0%,89,-7.2%,80,-13.3%,22,+8.4%,37,+2.8%
Ben Wallace,33.1,CLE,Big,302,79,-4.1%,13,+8.6%,93,-15.2%,49,+0.2%,85,-6.2%,66,-5.2%,87,-12.9%,87,-11.0%
Rasheed Wallace,33.1,DET,Big,584,13,+4.9%,16,+7.4%,75,-7.7%,57,-0.6%,71,-3.4%,66,-5.3%,5,+22.7%,7,+15.1%
Luke Walton,27.6,LAL,Forward,338,41,+1.5%,25,+4.3%,33,+3.8%,66,-3.1%,57,-0.6%,33,+8.8%,39,+0.5%,41,+2.1%
Bonzi Wells,31.1,NOH,Wing,155,23,+3.6%,70,-5.2%,16,+10.5%,44,+0.9%,23,+4.5%,24,+14.8%,37,+1.2%,23,+6.8%
David West,27.2,NOH,Big,484,32,+2.4%,16,+7.1%,87,-10.7%,57,-0.8%,76,-4.2%,86,-18.0%,2,+26.1%,31,+4.2%
Delonte West,24.3,CLE,Point,449,84,-5.9%,35,+1.4%,72,-7.4%,70,-3.8%,82,-5.2%,75,-10.0%,84,-12.4%,91,-11.7%
Deron Williams,23.3,UTA,Point,512,45,+1.1%,74,-6.0%,34,+3.8%,11,+12.4%,6,+9.6%,30,+9.3%,82,-10.9%,62,-4.7%
Lou Williams,21.0,PHI,Combo,106,98,-12.0%,67,-4.9%,98,-25.4%,52,0.0%,91,-7.9%,20,+16.7%,98,-28.7%,98,-21.3%
Marvin Williams,21.4,ATL,Forward,196,27,+2.9%,44,+0.1%,95,-18.3%,6,+14.2%,49,+0.3%,27,+11.7%,16,+9.9%,20,+9.0%
Thaddeus Young,19.4,PHI,Forward,144,1,+12.0%,20,+5.4%,3,+22.9%,45,+0.9%,12,+7.6%,18,+21.4%,3,+23.5%,3,+22.8%
