Player,Age,Team,Pos,MIN,eFG% Rank,eFG%,Rim Rank,Rim,Short Mid Rank,Short Mid,Long Mid Rank,Long Mid,All Mid Rank,All Mid,Corner Three Rank,Corner Three,Non Corner Rank,Non Corner,All Three Rank,All Three
Quincy Acy,24.1,NYK,Big,1179,34,48.3%,29,38%,16,12%,88,36%,70,48%,86,6%,73,8%,75,14%
Jordan Adams,20.3,MEM,Wing,185,24,45.8%,75,37%,86,19%,44,17%,63,37%,37,10%,27,17%,21,27%
Steven Adams,21.3,OKC,Big,1767,74,54.5%,85,72%,72,27%,7,1%,25,28%,0,0%,42,0%,39,0%
Jeff Adrien,28.7,MIN,Big,189,3,41.0%,68,63%,72,27%,41,10%,52,38%,0,0%,0,0%,0,0%
Arron Afflalo,29.0,DEN,Wing,1746,48,49.2%,17,15%,90,22%,78,28%,87,50%,60,13%,37,22%,40,35%
Arron Afflalo,29.0,POR,Wing,747,55,50.0%,22,18%,85,18%,75,26%,79,44%,71,16%,36,22%,48,38%
Alexis Ajinca,26.5,NOP,Big,873,75,54.6%,39,44%,94,40%,53,16%,82,56%,0,0%,0,0%,0,0%
Furkan Aldemir,23.2,PHI,Big,488,35,48.5%,78,68%,20,13%,44,12%,18,25%,64,1%,69,5%,68,7%
Cole Aldrich,26.0,NYK,Big,915,35,48.6%,46,47%,100,51%,11,1%,76,53%,0,0%,0,0%,0,0%
LaMarcus Aldridge,29.3,POR,Big,2508,31,48.0%,11,25%,61,24%,96,44%,96,68%,70,2%,69,4%,67,7%
Lavoy Allen,25.7,IND,Big,1025,28,47.5%,26,37%,59,24%,92,39%,92,63%,0,0%,0,0%,0,0%
Tony Allen,32.8,MEM,Wing,1631,67,50.9%,100,75%,56,14%,6,6%,11,19%,12,4%,2,2%,2,6%
Al-Farouq Aminu,24.1,DAL,Forward,1277,24,44.8%,83,49%,33,12%,11,7%,13,19%,74,17%,37,15%,54,32%
Lou Amundson,31.9,NYK,Big,856,8,43.4%,66,62%,78,28%,38,10%,54,38%,0,0%,0,0%,0,0%
Chris Andersen,36.3,MIA,Big,1127,94,59.8%,91,78%,8,8%,39,10%,10,18%,75,3%,62,1%,64,4%
Alan Anderson,32.0,BKN,Wing,1713,84,53.9%,56,28%,58,14%,30,13%,37,27%,75,18%,52,28%,63,45%
Kyle Anderson,21.1,SAS,Wing,316,10,40.1%,65,33%,95,26%,79,29%,94,55%,27,8%,5,5%,6,13%
Ryan Anderson,26.5,NOP,Big,1653,34,48.5%,15,28%,11,9%,59,18%,22,27%,90,7%,96,38%,94,46%
Giannis Antetokounmpo,19.9,MIL,Forward,2507,65,50.6%,96,60%,57,17%,65,20%,57,36%,0,1%,6,3%,4,3%
Carmelo Anthony,30.4,NYK,Forward,1424,50,48.5%,41,27%,59,17%,85,36%,85,53%,7,2%,44,18%,26,20%
