Player,Age,Team,Pos,MIN,Diff Rank,Diff,Exp W,OFFENSE: Pts/Poss Rank,OFFENSE: Pts/Poss,OFFENSE: eFG% Rank,OFFENSE: eFG%,OFFENSE: TOV% Rank,OFFENSE: TOV%,OFFENSE: ORB% Rank,OFFENSE: ORB%,OFFENSE: FT Rate Rank,OFFENSE: FT Rate,DEFENSE: Pts/Poss Rank,DEFENSE: Pts/Poss,DEFENSE: eFG% Rank,DEFENSE: eFG%,DEFENSE: TOV% Rank,DEFENSE: TOV%,DEFENSE: ORB% Rank,DEFENSE: ORB%,DEFENSE: FT Rate Rank,DEFENSE: FT Rate
Malcolm Brogdon,27.9,IND,Combo,1929,50,-0.3,-1,41,-1.6,21,-2.6%,73,-0.7%,52,+0.2%,61,+0.6,64,-1.3,66,-0.7%,14,-1.4%,95,-4.0%,43,+0.5
Jaylen Brown,24.0,BOS,Wing,1995,60,+1.1,+3,71,+2.2,75,+1.5%,22,+1.2%,50,+0.0%,88,+3.4,41,+1.0,56,-0.3%,19,-1.2%,61,-0.6%,51,-0.0
Reggie Bullock,29.6,NYK,Wing,1960,56,+0.7,+2,58,+0.7,77,+1.8%,57,-0.2%,11,-3.8%,36,-1.2,51,-0.0,25,+1.4%,42,-0.3%,80,-2.1%,58,-0.6
Trey Burke,28.0,DAL,Point,854,48,-0.9,-2,51,-0.1,44,-0.8%,58,-0.2%,56,+0.4%,32,-1.6,44,+0.7,57,-0.3%,74,+0.9%,7,+4.3%,9,+4.6
Alec Burks,29.3,NYK,Wing,1262,67,+3.0,+8,62,+1.1,37,-1.2%,76,-0.9%,42,-0.6%,87,+3.2,69,-1.9,80,-1.5%,57,+0.3%,63,-0.7%,7,+4.9
Jimmy Butler,31.1,MIA,Wing,1732,96,+10.7,+26,80,+3.9,38,-1.2%,94,-2.5%,46,-0.2%,95,+5.0,93,-6.8,75,-1.3%,83,+1.4%,96,-4.2%,48,+0.2
Kentavious Caldwell-Pope,27.7,LAL,Wing,1894,59,+1.1,+3,73,+2.5,84,+2.4%,48,+0.1%,19,-2.5%,56,+0.1,37,+1.5,25,+1.3%,64,+0.5%,52,-0.1%,27,+2.1
Clint Capela,26.5,ATL,Big,1907,94,+9.8,+24,63,+1.2,59,+0.5%,74,-0.8%,97,+5.9%,6,-4.9,96,-8.6,92,-3.1%,31,-0.7%,87,-3.0%,99,-6.5
Michael Carter-Williams,29.1,ORL,Combo,797,95,+10.2,+22,48,-0.6,50,-0.1%,79,-1.1%,15,-3.1%,42,-0.7,98,-10.8,76,-1.3%,95,+2.9%,94,-4.0%,78,-1.9
Willie Cauley-Stein,27.2,DAL,Big,884,88,+7.7,+18,66,+1.6,67,+1.0%,82,-1.2%,14,-3.3%,57,+0.3,92,-6.2,91,-3.1%,73,+0.9%,64,-0.8%,62,-0.9
Jordan Clarkson,28.4,UTA,Combo,1797,17,-7.5,-12,47,-0.6,37,-1.3%,41,+0.3%,49,-0.1%,16,-3.3,7,+6.8,8,+2.8%,63,+0.5%,51,-0.0%,14,+3.5
Mike Conley,33.1,UTA,Point,1495,96,+11.8,+19,66,+1.6,66,+1.0%,83,-1.2%,38,-0.9%,62,+0.7,97,-10.2,96,-4.5%,67,+0.7%,42,+0.5%,86,-2.7
Pat Connaughton,27.8,MIL,Wing,1568,62,+1.5,+3,66,+1.6,39,-1.2%,44,+0.2%,63,+0.9%,89,+3.6,50,+0.1,87,-2.3%,43,-0.2%,49,+0.0%,17,+3.1
DeMarcus Cousins,30.2,HOU,Big,486,31,-3.9,-10,16,-6.5,29,-1.9%,20,+1.3%,43,-0.5%,21,-2.5,74,-2.6,50,-0.0%,61,+0.4%,91,-3.4%,22,+2.5
DeMarcus Cousins,30.2,LAC,Big,203,17,-7.6,-17,5,-10.7,9,-3.9%,1,+4.7%,91,+3.9%,7,-4.7,78,-3.1,4,+4.0%,99,+5.5%,8,+4.0%,72,-1.4
Robert Covington,29.9,POR,Big,2231,89,+8.1,+19,85,+4.9,95,+4.2%,34,+0.5%,41,-0.6%,25,-2.2,79,-3.1,19,+1.8%,92,+2.2%,92,-3.6%,82,-2.3
Jae Crowder,30.3,PHX,Forward,1640,57,+0.7,+2,34,-2.8,42,-0.9%,62,-0.3%,6,-5.0%,92,+4.1,81,-3.5,90,-2.8%,56,+0.3%,59,-0.5%,27,+2.1
Seth Curry,30.2,PHI,Wing,1637,86,+6.8,+15,87,+5.4,93,+3.8%,87,-1.6%,2,-6.3%,54,+0.1,64,-1.4,48,+0.2%,31,-0.7%,62,-0.7%,94,-4.5
Stephen Curry,32.6,GSW,Point,2151,98,+13.3,+33,99,+15.0,99,+7.0%,13,+1.8%,76,+1.9%,92,+4.1,35,+1.6,56,-0.3%,71,+0.8%,40,+0.7%,10,+4.2
Anthony Davis,27.6,LAL,Big,1161,79,+5.0,+12,87,+5.5,68,+1.1%,80,-1.1%,84,+2.7%,44,-0.6,46,+0.5,43,+0.4%,19,-1.2%,85,-2.7%,24,+2.3
Ed Davis,31.4,MIN,Big,277,30,-4.1,-9,15,-6.8,3,-5.9%,84,-1.3%,83,+2.6%,32,-1.6,75,-2.7,83,-1.8%,33,-0.6%,90,-3.3%,1,+8.1
DeMar DeRozan,31.2,SAS,Forward,2055,32,-3.7,-9,91,+6.8,70,+1.2%,84,-1.3%,55,+0.3%,95,+5.0,2,+10.6,2,+4.5%,4,-2.5%,67,-1.0%,31,+1.7
Dewayne Dedmon,31.2,MIA,Big,207,99,+16.9,+32,98,+12.5,67,+1.1%,94,-2.4%,99,+7.8%,48,-0.3,85,-4.4,97,-4.7%,4,-2.4%,98,-5.3%,28,+2.0
Matthew Dellavedova,30.1,CLE,Combo,221,91,+8.7,+20,95,+9.4,94,+4.1%,90,-1.7%,1,-7.3%,78,+2.1,43,+0.8,15,+2.2%,39,-0.4%,98,-5.1%,27,+2.1
Gorgui Dieng,30.8,MEM,Big,310,20,-6.6,-17,34,-2.8,40,-1.1%,3,+3.6%,61,+0.7%,39,-0.9,18,+3.8,68,-0.8%,46,-0.1%,8,+3.9%,42,+0.7
Gorgui Dieng,30.8,SAS,Big,152,1,-19.1,-30,33,-2.8,43,-0.8%,30,+0.7%,37,-0.9%,70,+1.2,0,+16.3,1,+5.1%,41,-0.3%,0,+8.2%,68,-1.3
Goran Dragic,34.5,MIA,Point,1314,60,+1.2,+3,60,+0.9,55,+0.1%,62,-0.3%,51,+0.1%,74,+1.6,54,-0.2,78,-1.4%,27,-0.8%,60,-0.5%,11,+3.8
Andre Drummond,27.2,CLE,Big,721,54,+0.4,+1,62,+1.1,78,+1.9%,28,+0.8%,81,+2.3%,19,-2.8,44,+0.7,5,+3.9%,82,+1.2%,79,-2.0%,82,-2.3
Andre Drummond,27.2,LAL,Big,519,84,+6.0,+15,82,+4.2,77,+1.8%,37,+0.4%,77,+2.0%,52,-0.1,67,-1.7,60,-0.5%,25,-0.9%,84,-2.5%,25,+2.2
Kevin Durant,32.1,BKN,Forward,1150,93,+9.3,+19,94,+7.9,98,+5.4%,33,+0.6%,27,-1.8%,82,+2.5,65,-1.4,83,-1.8%,11,-1.6%,68,-1.2%,76,-1.7
Wayne Ellington,32.9,DET,Wing,1003,70,+3.4,+9,90,+6.5,89,+3.0%,85,-1.4%,24,-2.1%,18,-2.8,23,+3.1,36,+0.7%,13,-1.4%,28,+1.5%,49,+0.2
Joel Embiid,26.6,PHI,Big,1584,97,+12.4,+27,97,+10.4,98,+5.5%,85,-1.4%,7,-4.8%,100,+9.8,70,-2.0,71,-1.0%,44,-0.2%,51,-0.0%,96,-4.8
James Ennis,30.3,ORL,Forward,983,90,+8.5,+18,90,+6.4,93,+3.9%,50,+0.1%,35,-1.0%,55,+0.1,71,-2.1,47,+0.2%,90,+2.0%,56,-0.3%,58,-0.5
Dante Exum,25.3,CLE,Wing,112,97,+12.6,+34,55,+0.4,7,-4.1%,89,-1.7%,89,+3.4%,87,+3.3,99,-12.1,49,+0.0%,100,+6.4%,99,-7.0%,62,-0.8
Derrick Favors,29.3,UTA,Big,1031,3,-14.6,-28,39,-1.9,21,-2.5%,15,+1.6%,85,+2.9%,33,-1.5,1,+12.7,0,+5.7%,35,-0.5%,50,-0.0%,9,+4.4
Dorian Finney-Smith,27.5,DAL,Forward,1918,84,+6.0,+15,89,+6.1,89,+2.9%,71,-0.6%,78,+2.0%,70,+1.2,48,+0.1,36,+0.7%,44,-0.1%,83,-2.4%,65,-1.1
Bryn Forbes,27.3,MIL,Combo,1286,21,-6.5,-15,39,-2.1,59,+0.5%,30,+0.7%,28,-1.7%,26,-2.1,14,+4.5,28,+1.1%,80,+1.2%,13,+3.3%,30,+1.7
Evan Fournier,28.0,ORL,Wing,784,80,+5.1,+12,96,+9.5,99,+7.8%,56,-0.1%,4,-5.5%,70,+1.2,15,+4.3,7,+3.0%,22,-1.0%,50,+0.0%,75,-1.6
Evan Fournier,28.0,BOS,Wing,466,65,+2.4,+6,71,+2.1,18,-2.8%,99,-4.6%,72,+1.5%,33,-1.5,54,-0.3,32,+0.8%,84,+1.5%,58,-0.4%,3,+6.6
Danilo Gallinari,32.2,ATL,Big,1215,55,+0.6,+1,68,+1.8,58,+0.4%,72,-0.7%,2,-6.4%,99,+7.1,40,+1.2,58,-0.4%,45,-0.1%,32,+1.3%,32,+1.6
Langston Galloway,28.9,PHX,Wing,372,63,+1.8,+4,52,-0.1,61,+0.6%,56,-0.1%,16,-2.9%,24,-2.2,69,-1.9,27,+1.3%,36,-0.4%,89,-3.1%,57,-0.5
Marc Gasol,35.8,LAL,Big,983,56,+0.6,+2,39,-2.1,79,+2.0%,35,+0.5%,8,-4.4%,20,-2.6,76,-2.7,67,-0.7%,17,-1.3%,79,-2.1%,92,-4.0
Rudy Gay,34.2,SAS,Big,1351,94,+10.1,+25,55,+0.3,39,-1.1%,64,-0.4%,43,-0.4%,60,+0.6,97,-9.8,98,-5.7%,60,+0.4%,56,-0.3%,47,+0.3
Paul George,30.5,LAC,Forward,1828,94,+10.0,+21,64,+1.4,84,+2.4%,35,+0.5%,44,-0.4%,24,-2.2,95,-8.6,86,-2.1%,86,+1.5%,77,-1.9%,74,-1.5
Taj Gibson,35.4,NYK,Big,925,81,+5.2,+13,61,+1.0,39,-1.1%,93,-2.3%,44,-0.4%,63,+0.7,84,-4.2,82,-1.7%,64,+0.6%,64,-0.8%,83,-2.4
Rudy Gobert,28.4,UTA,Big,2185,98,+13.9,+26,67,+1.8,90,+3.0%,84,-1.3%,30,-1.5%,80,+2.3,98,-12.1,98,-5.8%,50,+0.1%,52,-0.1%,98,-5.8
Aaron Gordon,25.1,ORL,Forward,735,85,+6.4,+15,80,+3.7,81,+2.1%,49,+0.1%,80,+2.3%,79,+2.2,75,-2.7,68,-0.8%,65,+0.6%,37,+0.9%,60,-0.7
Aaron Gordon,25.1,DEN,Forward,647,58,+0.9,+1,86,+5.1,91,+3.3%,48,+0.1%,68,+1.2%,61,+0.7,16,+4.2,13,+2.5%,3,-2.6%,42,+0.4%,99,-8.2
Eric Gordon,31.9,HOU,Combo,782,81,+5.2,+11,54,+0.3,36,-1.4%,76,-0.9%,46,-0.3%,65,+0.9,88,-4.9,85,-2.0%,88,+1.7%,29,+1.5%,25,+2.2
Jerami Grant,26.6,DET,Forward,1821,74,+4.1,+10,81,+3.9,41,-1.0%,91,-1.9%,57,+0.4%,96,+5.5,52,-0.1,46,+0.3%,58,+0.3%,83,-2.4%,16,+3.2
Danny Green,33.4,PHI,Forward,1930,73,+3.9,+9,87,+5.3,95,+4.2%,81,-1.2%,4,-5.5%,87,+3.2,38,+1.3,62,-0.5%,6,-2.2%,39,+0.7%,98,-5.5
Draymond Green,30.7,GSW,Big,1981,99,+14.6,+36,99,+14.1,99,+7.5%,19,+1.3%,47,-0.1%,85,+2.9,56,-0.5,74,-1.2%,37,-0.4%,62,-0.7%,26,+2.2
JaMychal Green,30.4,DEN,Big,1102,40,-2.5,-5,23,-4.7,6,-4.5%,38,+0.4%,59,+0.6%,65,+0.9,72,-2.2,80,-1.6%,70,+0.8%,53,-0.1%,9,+4.5
Jeff Green,34.2,BKN,Big,1818,34,-3.5,-8,42,-1.5,27,-2.1%,65,-0.5%,11,-3.8%,94,+4.8,33,+2.0,42,+0.4%,45,-0.1%,42,+0.5%,28,+2.0
Blake Griffin,31.6,DET,Big,626,51,-0.1,-0,43,-1.2,25,-2.3%,97,-3.1%,35,-1.0%,22,-2.4,63,-1.1,18,+1.8%,48,+0.0%,90,-3.3%,91,-3.9
Blake Griffin,31.6,BKN,Big,548,96,+11.8,+24,97,+9.7,98,+5.4%,83,-1.2%,51,+0.1%,34,-1.4,71,-2.0,69,-0.8%,83,+1.4%,42,+0.4%,18,+3.0
Tim Hardaway Jr.,28.6,DAL,Wing,1978,43,-1.7,-4,69,+1.9,55,+0.1%,72,-0.7%,17,-2.9%,52,-0.1,20,+3.6,30,+0.9%,32,-0.6%,19,+2.6%,84,-2.6
James Harden,31.2,HOU,Point,290,14,-9.1,-22,96,+9.6,86,+2.7%,97,-3.2%,64,+0.9%,75,+1.7,0,+18.7,0,+10.0%,17,-1.3%,80,-2.1%,22,+2.4
James Harden,31.2,BKN,Point,1318,59,+1.1,+2,63,+1.2,67,+1.0%,25,+0.9%,62,+0.8%,80,+2.2,50,+0.1,24,+1.4%,28,-0.8%,86,-2.8%,70,-1.3
Maurice Harkless,27.5,MIA,Forward,117,7,-12.7,-27,11,-7.8,61,+0.7%,6,+2.7%,1,-7.5%,76,+1.8,13,+4.9,21,+1.7%,91,+2.0%,23,+2.0%,32,+1.6
Maurice Harkless,27.5,SAC,Forward,647,70,+3.4,+8,76,+3.0,80,+2.0%,35,+0.5%,58,+0.5%,29,-1.8,56,-0.4,67,-0.8%,24,-0.9%,66,-1.0%,12,+3.8
Montrezl Harrell,26.8,LAL,Big,1540,38,-2.8,-7,45,-0.9,30,-1.8%,50,+0.0%,77,+2.0%,80,+2.3,33,+1.9,38,+0.6%,77,+1.1%,16,+3.0%,85,-2.7
Gary Harris,26.1,DEN,Wing,581,74,+4.0,+9,79,+3.7,78,+1.9%,31,+0.7%,66,+1.1%,91,+4.1,56,-0.4,62,-0.5%,32,-0.6%,63,-0.7%,46,+0.3
Gary Harris,26.1,ORL,Wing,494,17,-7.6,-10,21,-5.4,28,-2.0%,13,+1.8%,71,+1.4%,44,-0.6,30,+2.3,27,+1.2%,8,-1.9%,47,+0.2%,74,-1.5
Joe Harris,29.2,BKN,Wing,2132,81,+5.4,+12,62,+1.1,62,+0.7%,69,-0.6%,28,-1.7%,28,-1.8,84,-4.2,52,-0.1%,31,-0.7%,86,-2.9%,55,-0.3
Tobias Harris,28.3,PHI,Forward,2013,72,+3.7,+9,69,+1.9,85,+2.5%,61,-0.3%,5,-5.2%,90,+3.8,68,-1.9,65,-0.6%,24,-0.9%,79,-2.0%,94,-4.6
Gordon Hayward,30.6,CHA,Forward,1496,73,+3.9,+10,69,+2.0,70,+1.2%,74,-0.8%,21,-2.4%,75,+1.6,70,-2.0,75,-1.2%,34,-0.6%,71,-1.4%,38,+1.0
Juan Hernangomez,25.1,MIN,Big,856,57,+0.8,+2,86,+5.1,82,+2.2%,76,-0.9%,76,+1.9%,90,+3.8,15,+4.3,31,+0.9%,3,-2.7%,71,-1.4%,56,-0.4
Willy Hernangomez,26.4,NOP,Big,788,57,+0.8,+2,78,+3.4,80,+2.0%,71,-0.6%,22,-2.3%,82,+2.4,28,+2.6,31,+0.9%,53,+0.2%,27,+1.8%,60,-0.7
Buddy Hield,27.9,SAC,Wing,2432,91,+8.8,+20,95,+8.4,95,+4.2%,55,-0.1%,69,+1.2%,30,-1.7,55,-0.4,43,+0.3%,47,-0.0%,49,+0.1%,76,-1.8
George Hill,34.5,OKC,Wing,368,68,+3.1,+8,91,+6.8,92,+3.5%,98,-3.4%,11,-3.8%,55,+0.1,19,+3.7,26,+1.3%,21,-1.1%,51,-0.0%,63,-0.9
George Hill,34.5,PHI,Combo,295,15,-8.5,-20,30,-3.2,9,-3.9%,59,-0.2%,94,+4.8%,24,-2.2,10,+5.3,59,-0.4%,29,-0.7%,0,+7.0%,73,-1.4
Solomon Hill,29.6,ATL,Forward,1472,37,-3.1,-8,54,+0.3,73,+1.4%,59,-0.3%,23,-2.2%,37,-1.1,22,+3.3,24,+1.5%,58,+0.3%,45,+0.3%,54,-0.2
Jrue Holiday,30.4,MIL,Combo,1918,91,+8.7,+20,87,+5.3,86,+2.5%,77,-1.0%,54,+0.2%,42,-0.8,81,-3.4,65,-0.6%,23,-1.0%,90,-3.3%,87,-2.8
Justin Holiday,31.6,IND,Forward,2167,49,-0.7,-2,41,-1.7,75,+1.6%,39,+0.4%,7,-4.8%,15,-3.4,62,-1.0,54,-0.2%,48,+0.0%,82,-2.4%,26,+2.2
Richaun Holmes,27.0,SAC,Big,1780,89,+8.0,+19,83,+4.4,76,+1.6%,86,-1.5%,47,-0.1%,77,+1.8,81,-3.6,91,-3.0%,17,-1.3%,44,+0.3%,81,-2.2
Rodney Hood,28.0,POR,Wing,712,27,-4.8,-12,21,-5.3,26,-2.2%,40,+0.3%,3,-5.8%,55,+0.1,57,-0.5,79,-1.5%,57,+0.3%,15,+3.1%,23,+2.4
Rodney Hood,28.0,TOR,Wing,213,14,-8.8,-21,7,-9.9,11,-3.7%,0,+5.7%,95,+5.0%,95,+4.9,62,-1.0,73,-1.1%,41,-0.3%,76,-1.7%,1,+8.4
Al Horford,34.4,OKC,Big,779,83,+5.8,+10,49,-0.4,46,-0.5%,99,-4.3%,1,-7.4%,28,-1.9,92,-6.2,73,-1.1%,56,+0.3%,89,-3.2%,95,-4.8
Danuel House,27.4,HOU,Wing,896,37,-3.0,-6,29,-3.5,34,-1.6%,67,-0.5%,15,-3.0%,42,-0.8,57,-0.5,41,+0.4%,57,+0.3%,35,+1.1%,59,-0.6
Dwight Howard,34.9,PHI,Big,1156,6,-12.9,-30,7,-10.2,2,-6.2%,9,+2.3%,98,+7.1%,9,-4.1,27,+2.7,59,-0.4%,9,-1.9%,25,+1.9%,22,+2.6
Serge Ibaka,31.1,LAC,Big,954,59,+1.1,+2,53,+0.1,72,+1.3%,85,-1.4%,12,-3.7%,5,-4.9,62,-1.0,16,+2.0%,68,+0.7%,73,-1.6%,97,-5.2
Andre Iguodala,36.8,MIA,Forward,1329,37,-3.0,-8,28,-3.7,45,-0.6%,6,+2.7%,87,+3.1%,68,+1.1,59,-0.6,83,-1.8%,28,-0.8%,30,+1.4%,39,+1.0
Ersan Ilyasova,33.5,UTA,Big,112,77,+4.6,+6,65,+1.5,73,+1.3%,11,+1.9%,25,-2.0%,4,-5.1,79,-3.1,79,-1.5%,98,+3.9%,15,+3.1%,1,+9.1
Joe Ingles,33.1,UTA,Forward,1863,61,+1.4,+2,70,+2.1,66,+1.0%,41,+0.3%,39,-0.9%,71,+1.3,45,+0.7,29,+1.0%,81,+1.2%,74,-1.6%,19,+2.8
Brandon Ingram,23.2,NOP,Forward,2089,83,+5.7,+14,93,+7.6,96,+4.3%,88,-1.6%,31,-1.4%,32,-1.6,33,+1.9,40,+0.5%,20,-1.1%,50,-0.0%,52,-0.1
Kyrie Irving,28.6,BKN,Combo,1884,63,+1.8,+4,84,+4.7,69,+1.2%,93,-2.3%,50,+0.0%,19,-2.7,25,+2.9,23,+1.5%,65,+0.6%,24,+2.0%,44,+0.5
Reggie Jackson,30.5,LAC,Combo,1508,64,+2.1,+4,72,+2.4,78,+1.8%,65,-0.5%,32,-1.3%,27,-2.0,48,+0.3,39,+0.5%,26,-0.9%,88,-3.1%,46,+0.3
LeBron James,35.8,LAL,Wing,1500,98,+12.9,+31,93,+7.1,94,+3.9%,75,-0.9%,34,-1.1%,64,+0.8,91,-5.8,90,-2.7%,15,-1.4%,69,-1.3%,91,-3.7
James Johnson,33.7,DAL,Forward,477,12,-9.6,-23,14,-7.0,25,-2.2%,38,+0.4%,17,-2.8%,13,-3.6,28,+2.6,74,-1.1%,82,+1.3%,1,+6.6%,6,+5.3
James Johnson,33.7,NOP,Forward,537,18,-7.3,-18,33,-2.9,20,-2.7%,55,-0.1%,55,+0.3%,53,-0.0,15,+4.4,33,+0.8%,26,-0.9%,57,-0.3%,29,+2.0
Stanley Johnson,24.4,TOR,Forward,973,16,-8.2,-20,19,-5.7,21,-2.6%,16,+1.6%,43,-0.4%,56,+0.2,29,+2.5,8,+2.9%,52,+0.1%,81,-2.3%,71,-1.4
Tyler Johnson,28.5,BKN,Combo,632,54,+0.4,+1,55,+0.3,48,-0.3%,80,-1.1%,52,+0.2%,45,-0.6,51,-0.1,79,-1.5%,33,-0.6%,43,+0.4%,18,+2.9
