Player,Age,Team,Pos,MIN,Pts/Poss Rank,Pts/Poss,HALFCOURT: Pts/Play Rank,HALFCOURT: Pts/Play,HALFCOURT: OREB% Rank,HALFCOURT: OREB%,HALFCOURT: % of Plays Rank,HALFCOURT: % of Plays,PUTBACKS: Pts/Miss Rank,PUTBACKS: Pts/Miss,PUTBACKS: Plays/Miss Rank,PUTBACKS: Plays/Miss,PUTBACKS: Pts/Play Rank,PUTBACKS: Pts/Play
Steven Adams,28.3,MEM,Big,1997,39,+1.3,11,+4.8,91,-3.5%,59,+0.3%,83,-3.5,87,-2.2,64,-4.9
LaMarcus Aldridge,36.3,BKN,Big,1047,55,-0.6,36,+1.5,87,-3.1%,80,+1.2%,69,-1.6,77,-1.6,47,+0.7
Justin Anderson,28.0,IND,Forward,260,9,+6.0,10,+5.0,13,+3.3%,7,-2.3%,70,-1.7,35,+0.7,84,-13.7
Kyle Anderson,28.1,MEM,Forward,1458,18,+4.1,21,+3.2,45,+0.4%,37,-0.4%,29,+1.7,54,-0.3,18,+13.1
Giannis Antetokounmpo,26.9,MIL,Big,2189,82,-4.3,47,+0.1,94,-4.3%,97,+2.7%,88,-4.4,96,-4.1,41,+2.7
Thanasis Antetokounmpo,29.3,MIL,Big,359,2,+9.4,12,+4.8,2,+6.2%,2,-3.7%,8,+5.4,2,+5.1,64,-4.8
Carmelo Anthony,37.4,LAL,Big,1784,45,+0.6,39,+1.1,62,-0.9%,76,+1.0%,51,-0.3,43,+0.3,63,-4.6
Trevor Ariza,36.3,LAL,Forward,453,37,+1.5,55,-0.7,62,-0.9%,22,-1.1%,70,-1.7,84,-2.0,35,+4.5
D.J. Augustin,34.0,HOU,Point,507,12,+4.9,52,-0.4,7,+4.8%,27,-0.8%,3,+8.2,11,+2.8,8,+23.9
D.J. Augustin,34.0,LAL,Combo,357,29,+2.5,16,+4.1,79,-2.3%,92,+2.2%,86,-4.0,90,-2.7,56,-1.9
Harrison Barnes,29.4,SAC,Forward,2581,7,+6.7,6,+6.1,73,-1.6%,76,+1.0%,11,+4.6,46,+0.1,6,+24.3
Will Barton,30.8,DEN,Wing,2272,61,-1.2,58,-0.9,49,+0.0%,15,-1.5%,36,+0.9,53,-0.2,31,+6.2
Nicolas Batum,32.9,LAC,Forward,1457,32,+2.1,38,+1.2,43,+0.5%,38,-0.4%,12,+4.5,29,+1.0,12,+17.4
Kent Bazemore,32.3,LAL,Wing,487,63,-1.5,40,+0.9,24,+2.1%,22,-1.1%,9,+5.2,36,+0.7,8,+22.2
Bradley Beal,28.3,WAS,Combo,1438,88,-5.4,83,-4.1,56,-0.4%,7,-2.4%,32,+1.4,36,+0.7,36,+4.1
Malik Beasley,24.9,MIN,Wing,1959,35,+1.9,39,+1.1,78,-2.1%,68,+0.6%,40,+0.6,78,-1.7,17,+13.6
DeAndre' Bembry,27.3,BKN,Wing,894,26,+2.7,58,-0.9,11,+3.6%,64,+0.5%,28,+1.7,22,+1.6,50,-0.2
Davis Bertans,29.0,WAS,Forward,489,21,+3.5,9,+5.1,82,-2.5%,95,+2.4%,64,-1.3,95,-3.7,10,+20.9
