Player,Age,Team,Pos,MIN,Pts/Poss Rank,Pts/Poss,HALFCOURT: Pts/Play Rank,HALFCOURT: Pts/Play,HALFCOURT: OREB% Rank,HALFCOURT: OREB%,HALFCOURT: % of Plays Rank,HALFCOURT: % of Plays,PUTBACKS: Pts/Miss Rank,PUTBACKS: Pts/Miss,PUTBACKS: Plays/Miss Rank,PUTBACKS: Plays/Miss,PUTBACKS: Pts/Play Rank,PUTBACKS: Pts/Play
Shareef Abdur-Rahim,26.9,ATL,Forward,1955,88,-4.9,89,-5.5,76,-1.8%,19,-1.3%,61,-0.9,49,+0.2,68,-5.3
Shareef Abdur-Rahim,26.9,POR,Forward,708,66,-1.5,92,-6.7,10,+4.0%,7,-2.4%,6,+5.4,20,+1.8,11,+15.2
Malik Allen,25.3,MIA,Big,576,9,+6.0,59,-0.9,21,+2.3%,42,-0.4%,7,+5.4,12,+2.8,14,+12.6
Ray Allen,28.3,SEA,Combo,2147,72,-2.3,52,-0.2,83,-2.5%,29,-0.8%,15,+3.6,24,+1.6,23,+7.3
Rafer Alston,27.3,MIA,Point,2546,63,-1.1,64,-1.3,43,+0.5%,93,+2.0%,32,+1.9,72,-1.1,7,+17.3
Chris Andersen,25.3,DEN,Big,1016,65,-1.4,88,-5.3,26,+1.8%,15,-1.6%,21,+2.9,13,+2.6,50,-0.7
Derek Anderson,29.3,POR,Wing,1807,80,-3.7,33,+1.6,92,-3.6%,91,+1.9%,69,-1.7,60,-0.4,71,-6.3
Kenny Anderson,33.1,IND,Point,862,58,-0.7,44,+0.6,90,-3.4%,15,-1.6%,84,-3.5,85,-2.1,75,-7.9
Shandon Anderson,29.8,NYK,Wing,1916,23,+3.3,56,-0.5,6,+4.6%,4,-3.2%,4,+6.7,5,+4.1,15,+12.1
Carmelo Anthony,19.4,DEN,Wing,2984,10,+5.6,6,+7.2,90,-3.5%,9,-2.1%,36,+1.5,52,+0.1,29,+6.1
Robert Archibald,23.6,TOR,Big,232,91,-5.5,88,-5.4,48,+0.2%,43,-0.3%,70,-1.7,80,-1.8,38,+3.1
Gilbert Arenas,21.8,WAS,Combo,2047,11,+5.3,31,+1.9,44,+0.5%,30,-0.8%,10,+4.8,27,+1.3,8,+17.0
Brandon Armstrong,23.4,NJN,Combo,329,0,+17.4,0,+11.3,7,+4.6%,15,-1.6%,1,+10.4,2,+5.7,4,+20.3
Darrell Armstrong,35.4,NOH,Point,2212,73,-2.3,74,-2.5,14,+3.1%,32,-0.7%,66,-1.3,40,+0.6,79,-9.6
Carlos Arroyo,24.3,UTA,Point,1999,13,+4.6,21,+3.4,14,+3.2%,12,-1.7%,44,+0.6,18,+2.2,81,-10.1
Chucky Atkins,29.2,DET,Point,717,84,-4.4,93,-7.0,17,+2.8%,85,+1.5%,89,-4.4,96,-3.7,48,-0.2
Chucky Atkins,29.2,BOS,Point,793,96,-7.8,87,-5.1,64,-0.9%,42,-0.4%,65,-1.3,26,+1.4,86,-12.9
Stacey Augmon,35.2,NOH,Wing,1409,67,-1.5,61,-1.1,58,-0.3%,68,+0.6%,22,+2.7,28,+1.3,28,+6.2
Vin Baker,31.9,BOS,Big,1003,30,+2.1,60,-1.0,47,+0.3%,6,-2.6%,29,+2.2,32,+1.0,30,+5.7
Vin Baker,31.9,NYK,Big,301,6,+8.1,7,+6.9,5,+5.2%,65,+0.5%,56,-0.3,11,+2.8,90,-16.2
Marcus Banks,21.9,BOS,Point,1319,38,+1.3,55,-0.4,28,+1.6%,64,+0.4%,40,+1.1,54,-0.1,31,+5.5
Leandro Barbosa,20.9,PHX,Combo,1485,40,+1.2,21,+3.4,57,-0.3%,61,+0.3%,48,+0.2,34,+1.0,66,-4.5
Matt Barnes,23.6,LAC,Forward,699,26,+2.8,79,-3.0,20,+2.5%,25,-1.0%,78,-2.9,78,-1.7,58,-2.4
Brent Barry,31.8,SEA,Wing,1798,24,+3.1,26,+2.7,77,-1.9%,53,-0.0%,52,-0.1,44,+0.4,59,-2.4
Jon Barry,34.3,DEN,Wing,1042,57,-0.6,66,-1.5,6,+4.8%,39,-0.5%,46,+0.5,26,+1.4,66,-4.7
Tony Battie,27.7,BOS,Big,491,37,+1.4,14,+4.5,39,+0.8%,74,+0.8%,8,+5.2,1,+6.4,80,-10.1
