Player,Age,Team,Pos,MIN,eFG% Rank,eFG%,2P% Rank,2P%,3P% Rank,3P%,FT% Rank,FT%,ASTD% All Rank,ASTD% All,ASTD% Rim Rank,ASTD% Rim,ASTD% Mid Rank,ASTD% Mid,ASTD% Three Rank,ASTD% Three
Spencer Dinwiddie,29.6,BKN,Point,159,31,48.0%,25,45.5%,38,35.3%,0,68.2%,56,33%,63,22%,19,33%,69,50%
Kevin Durant,34.1,PHX,Big,465,26,51.1%,24,51.5%,53,33.3%,100,91.7%,100,50%,84,53%,95,44%,100,71%
Anthony Edwards,21.2,MIN,Wing,279,33,50.7%,52,53.3%,23,30.5%,40,83.7%,100,36%,74,39%,100,10%,96,61%
Joel Embiid,28.6,PHI,Big,335,3,45.4%,16,48.8%,0,18.5%,92,90.5%,97,50%,95,45%,87,50%,92,80%
Dorian Finney-Smith,29.5,BKN,Big,100,45,54.3%,0,33.3%,84,41.2%,0,0.0%,0,100%,0,100%,0,0%,39,100%
De'Aaron Fox,24.9,SAC,Point,269,56,49.4%,50,48.0%,31,33.9%,0,74.4%,88,24%,81,18%,100,5%,50,62%
Darius Garland,22.8,CLE,Point,188,63,51.2%,44,46.9%,75,38.7%,0,84.0%,13,57%,0,67%,13,36%,38,75%
Rudy Gobert,30.3,MIN,Big,209,82,61.4%,74,61.4%,0,0.0%,23,63.4%,61,74%,42,76%,87,50%,0,0%
Aaron Gordon,27.1,DEN,Forward,706,68,56.7%,63,55.7%,59,40.0%,0,65.2%,58,70%,32,68%,53,50%,0,100%
Eric Gordon,33.9,LAC,Wing,149,44,52.3%,52,53.3%,45,34.5%,0,83.3%,44,72%,33,67%,63,40%,48,90%
Draymond Green,32.7,GSW,Big,365,16,49.4%,26,52.1%,11,25.0%,38,72.7%,3,95%,3,95%,34,94%,39,100%
Jeff Green,36.2,DEN,Big,341,39,53.3%,45,55.9%,53,33.3%,0,89.5%,11,89%,26,80%,11,100%,39,100%
Quentin Grimes,22.5,NYK,Wing,240,7,40.2%,63,55.6%,16,24.3%,0,81.8%,22,86%,56,50%,4,100%,0,100%
Rui Hachimura,24.7,LAL,Forward,408,84,62.7%,79,59.3%,95,46.5%,100,89.5%,32,78%,26,74%,37,65%,0,100%
James Harden,33.2,PHI,Point,425,38,48.1%,0,40.6%,56,37.8%,78,87.3%,100,17%,94,0%,94,8%,100,32%
Tobias Harris,30.3,PHI,Forward,390,74,58.3%,68,59.1%,50,37.5%,0,86.7%,84,50%,84,44%,79,32%,63,93%
Josh Hart,27.7,NYK,Wing,352,56,53.8%,74,56.5%,26,31.3%,0,63.6%,74,56%,70,41%,41,63%,48,90%
Isaiah Hartenstein,24.5,NYK,Big,213,18,50.0%,18,50.0%,0,0.0%,0,78.6%,68,73%,89,50%,11,100%,0,0%
Haywood Highsmith,25.9,MIA,Big,144,97,77.1%,97,75.0%,0,53.3%,0,66.7%,63,74%,68,60%,0,0%,39,100%
Jrue Holiday,32.4,MIL,Point,190,44,48.2%,69,51.2%,6,30.0%,0,69.2%,63,32%,25,40%,88,8%,69,50%
Al Horford,36.4,BOS,Big,615,13,49.2%,66,60.5%,42,29.8%,0,75.0%,16,88%,37,76%,58,67%,39,100%
Kevin Huerter,24.2,SAC,Wing,184,11,40.3%,41,51.5%,3,20.5%,0,75.0%,15,88%,0,100%,19,82%,63,88%
DeAndre Hunter,24.9,ATL,Forward,246,42,51.1%,26,50.0%,32,35.0%,0,76.9%,53,73%,68,56%,16,72%,79,86%
Jaren Jackson,23.1,MEM,Big,220,8,47.0%,13,48.3%,32,29.2%,85,86.1%,92,51%,100,20%,74,62%,39,100%
LeBron James,37.8,LAL,Big,664,50,55.2%,79,62.7%,16,27.7%,46,76.8%,95,51%,79,56%,100,24%,95,77%
Cameron Johnson,26.7,BKN,Forward,151,79,61.8%,74,59.3%,82,42.9%,0,85.7%,42,75%,63,63%,42,63%,68,92%
Nikola Jokic,27.7,DEN,Big,782,71,59.4%,55,56.7%,100,47.3%,54,79.9%,84,58%,87,53%,82,58%,97,71%
Tyus Jones,26.5,MEM,Combo,120,0,34.7%,38,47.1%,0,15.8%,0,66.7%,88,36%,88,0%,88,20%,0,100%
Luke Kennard,26.4,MEM,Combo,106,94,69.6%,75,57.1%,100,50.0%,0,100.0%,44,67%,88,0%,6,67%,63,75%
Jock Landale,27.0,PHX,Big,106,92,68.2%,92,71.4%,0,0.0%,0,66.7%,21,87%,68,60%,11,100%,0,0%
Caris LeVert,28.2,CLE,Wing,167,52,53.2%,44,51.9%,61,36.1%,0,61.5%,67,63%,56,50%,89,33%,70,85%
Kevon Looney,26.7,GSW,Big,324,68,57.8%,58,57.8%,0,0.0%,0,55.6%,74,70%,53,71%,58,67%,0,0%
Brook Lopez,34.6,MIL,Big,181,87,63.4%,87,64.0%,84,41.2%,0,76.9%,50,79%,32,79%,50,69%,39,100%
Kevin Love,34.1,MIA,Big,372,29,52.0%,3,44.1%,79,36.6%,0,88.9%,24,86%,97,43%,71,63%,39,100%
Kyle Lowry,36.6,MIA,Point,633,75,55.6%,56,50.0%,81,40.0%,100,94.7%,50,38%,31,33%,69,20%,63,55%
Trey Lyles,27.0,SAC,Big,117,42,53.8%,76,61.5%,53,33.3%,0,60.0%,34,82%,68,60%,58,67%,39,100%
Terance Mann,26.0,LAC,Combo,132,100,73.4%,100,71.4%,94,47.4%,0,66.7%,31,68%,13,83%,63,25%,56,78%
Caleb Martin,27.1,MIA,Forward,737,89,63.0%,95,62.5%,73,42.3%,50,80.0%,21,80%,16,79%,63,45%,58,98%
Tyrese Maxey,22.0,PHI,Combo,419,63,52.1%,25,45.3%,75,40.0%,67,90.3%,63,50%,44,48%,75,24%,69,71%
De'Anthony Melton,24.4,PHI,Combo,269,25,49.4%,6,37.5%,69,39.6%,0,75.0%,13,77%,31,56%,6,67%,38,89%
Khris Middleton,31.2,MIL,Forward,173,58,54.1%,26,50.0%,68,40.6%,75,86.7%,95,38%,84,44%,74,33%,100,38%
Davion Mitchell,24.2,SAC,Combo,138,31,50.0%,88,63.2%,19,26.9%,0,83.3%,50,63%,63,33%,38,44%,0,100%
Donovan Mitchell,26.1,CLE,Combo,206,31,50.0%,63,54.2%,31,29.5%,0,72.2%,94,33%,75,17%,63,25%,94,62%
Evan Mobley,21.4,CLE,Big,187,5,45.8%,8,46.8%,0,0.0%,0,62.5%,55,77%,37,76%,39,80%,0,0%
Malik Monk,24.7,SAC,Wing,205,15,47.8%,19,46.3%,39,33.3%,80,89.8%,89,47%,81,33%,74,38%,89,69%
Moses Moody,20.4,GSW,Wing,135,100,79.0%,78,57.1%,100,64.7%,0,91.7%,26,84%,33,67%,4,100%,41,91%
Ja Morant,23.2,MEM,Point,187,50,48.6%,13,42.7%,94,41.9%,11,76.9%,75,31%,56,26%,50,22%,88,46%
Dejounte Murray,26.1,ATL,Combo,226,56,50.8%,44,48.6%,44,37.8%,0,90.9%,100,28%,69,22%,100,7%,88,65%
Jamal Murray,25.7,DEN,Combo,791,69,55.3%,56,51.7%,81,40.7%,100,92.5%,81,37%,56,45%,81,21%,100,58%
Keegan Murray,22.2,SAC,Forward,191,63,56.4%,37,52.0%,59,40.0%,0,66.7%,37,76%,37,67%,68,43%,0,100%
Georges Niang,29.4,PHI,Forward,153,95,64.3%,84,60.0%,86,44.0%,0,0.0%,5,94%,0,100%,26,67%,0,100%
Royce O'Neale,29.4,BKN,Wing,118,0,32.1%,11,42.9%,0,19.0%,0,100.0%,48,71%,81,33%,0,0%,0,100%
Josh Okogie,24.2,PHX,Forward,174,5,41.7%,42,52.2%,0,15.4%,0,84.6%,26,79%,11,80%,53,50%,0,100%
Onyeka Okongwu,21.9,ATL,Big,150,89,66.1%,82,63.3%,0,100.0%,0,58.3%,45,80%,50,71%,11,100%,39,100%
Chris Paul,37.5,PHX,Point,250,0,45.6%,31,46.0%,19,32.1%,0,50.0%,69,32%,69,20%,56,21%,44,67%
Cameron Payne,28.2,PHX,Point,146,94,57.8%,81,55.0%,81,40.0%,0,0.0%,13,57%,19,50%,19,33%,31,80%
Gary Payton II,29.9,GSW,Wing,170,93,67.4%,100,80.6%,0,26.7%,0,71.4%,11,90%,7,90%,22,75%,0,100%
Jordan Poole,23.4,GSW,Combo,270,6,41.3%,13,41.2%,25,27.1%,0,78.1%,56,61%,38,53%,50,38%,44,88%
Michael Porter,24.3,DEN,Wing,647,41,52.1%,37,51.5%,48,35.1%,30,79.3%,33,83%,22,77%,52,61%,33,96%
Bobby Portis,27.7,MIL,Big,105,61,56.3%,89,68.2%,21,27.8%,0,100.0%,76,70%,55,67%,84,56%,39,100%
Norman Powell,29.4,LAC,Wing,167,74,57.4%,48,52.3%,81,43.3%,20,77.4%,78,50%,44,58%,96,18%,89,69%
Taurean Prince,28.6,MIN,Forward,162,32,50.0%,0,26.3%,77,42.4%,0,77.8%,11,89%,100,0%,5,100%,0,100%
Immanuel Quickley,23.4,NYK,Combo,171,6,41.3%,50,50.0%,6,22.2%,0,83.3%,38,68%,88,0%,25,54%,0,100%
Julius Randle,27.9,NYK,Forward,329,11,43.2%,16,46.9%,9,25.8%,25,70.4%,79,58%,58,64%,95,19%,74,88%
Austin Reaves,24.4,LAL,Wing,617,67,55.7%,22,47.4%,81,43.3%,90,90.0%,70,57%,41,60%,93,21%,67,87%
Paul Reed,23.4,PHI,Big,145,53,55.6%,39,55.6%,0,0.0%,0,100.0%,29,85%,13,88%,42,75%,0,0%
Duncan Robinson,28.5,MIA,Wing,391,78,60.5%,70,56.4%,77,41.5%,0,66.7%,19,86%,11,83%,56,50%,41,91%
Mitchell Robinson,24.6,NYK,Big,298,74,60.4%,63,60.4%,0,0.0%,0,39.4%,87,55%,82,55%,0,0%,0,0%
D'Angelo Russell,26.7,LAL,Point,496,25,47.8%,63,50.4%,0,29.7%,11,76.9%,25,48%,0,67%,56,21%,13,89%
Domantas Sabonis,26.5,SAC,Big,242,18,50.0%,21,51.1%,0,20.0%,15,57.1%,89,53%,63,64%,97,35%,39,100%
Dennis Schroder,29.1,LAL,Point,447,19,47.4%,6,41.7%,69,38.1%,67,86.1%,31,43%,38,29%,75,17%,19,88%
Landry Shamet,25.6,PHX,Combo,177,31,50.0%,0,33.3%,63,39.3%,0,75.0%,6,88%,0,100%,6,67%,31,91%
Marcus Smart,28.7,BOS,Point,668,88,57.5%,94,57.0%,63,37.9%,33,79.4%,0,68%,13,59%,0,37%,0,95%
Max Strus,26.6,MIA,Wing,707,48,52.6%,81,58.6%,42,33.6%,50,84.8%,30,84%,30,69%,22,75%,37,92%
Jayson Tatum,24.7,BOS,Forward,797,53,52.4%,53,55.0%,23,32.7%,88,87.6%,89,45%,74,52%,84,27%,95,51%
Klay Thompson,32.7,GSW,Wing,467,30,50.2%,7,42.2%,65,36.8%,0,87.5%,41,74%,19,80%,33,68%,78,76%
Xavier Tillman,23.8,MEM,Big,183,58,55.7%,47,56.1%,0,33.3%,0,60.0%,18,88%,18,84%,11,100%,39,100%
Obi Toppin,24.7,NYK,Big,167,32,52.3%,61,60.0%,47,31.7%,0,80.0%,11,89%,11,92%,58,67%,89,92%
Karl-Anthony Towns,27.0,MIN,Big,249,63,56.6%,84,63.6%,26,28.1%,69,82.1%,79,69%,61,65%,79,58%,39,100%
PJ Tucker,37.5,PHI,Big,292,24,51.0%,5,45.5%,74,35.0%,0,66.7%,5,95%,26,80%,0,0%,39,100%
Jarred Vanderbilt,23.6,LAL,Big,269,0,45.1%,29,53.1%,5,24.1%,0,70.0%,53,79%,63,64%,11,100%,39,100%
Gabe Vincent,26.4,MIA,Combo,716,19,49.2%,19,42.2%,38,36.4%,50,87.9%,75,44%,81,16%,94,19%,75,69%
Lonnie Walker,23.9,LAL,Wing,154,59,54.4%,59,55.0%,55,36.0%,0,75.0%,59,65%,100,0%,59,44%,0,100%
Russell Westbrook,34.0,LAC,Point,192,6,45.7%,19,42.9%,44,35.7%,0,88.0%,38,42%,50,27%,38,29%,6,90%
Derrick White,28.3,BOS,Combo,590,88,64.5%,81,58.1%,88,45.9%,83,91.2%,19,70%,25,59%,31,48%,50,84%
Andrew Wiggins,27.7,GSW,Forward,441,47,51.7%,58,55.2%,14,29.7%,13,68.1%,63,67%,21,76%,47,51%,84,84%
Grant Williams,23.9,BOS,Big,237,84,62.2%,34,53.8%,95,43.8%,0,80.0%,24,86%,89,50%,11,100%,39,100%
Robert Williams,25.0,BOS,Big,410,100,79.5%,100,79.5%,0,0.0%,31,67.9%,39,82%,16,85%,58,67%,0,0%
Trae Young,24.1,ATL,Point,266,13,47.3%,38,46.7%,13,31.1%,56,86.0%,81,26%,75,19%,44,24%,94,37%
Cody Zeller,30.1,MIA,Big,163,53,55.6%,39,55.6%,0,0.0%,0,40.0%,29,85%,5,92%,47,71%,0,0%
Ivica Zubac,25.6,LAC,Big,129,66,56.7%,53,56.7%,0,0.0%,0,75.0%,71,71%,55,67%,42,75%,0,0%
