Player,Age,Team,Pos,MIN,FT% Rank,FT%,SFLD% Rank,SFLD%,FFLD% Rank,FFLD%,AND1% Rank,AND1%
Jason Collins,24.9,BKN,Big,263,0,75.0%,0,0.0%,0,0.0%,0,0.0%
Austin Croshere,28.5,IND,Forward,204,0,80.0%,0,0.0%,0,0.0%,0,0.0%
Marquis Daniels,22.8,DAL,Combo,179,0,65.0%,0,0.0%,0,0.0%,0,0.0%
Baron Davis,24.6,NOP,Combo,261,33,75.8%,0,0.0%,0,0.0%,0,0.0%
Ricky Davis,24.1,BOS,Wing,121,0,68.8%,0,0.0%,0,0.0%,0,0.0%
Vlade Divac,35.7,SAC,Big,235,0,73.9%,0,0.0%,0,0.0%,0,0.0%
Tim Duncan,27.5,SAS,Big,401,46,63.2%,0,0.0%,0,0.0%,0,0.0%
Michael Finley,30.7,DAL,Wing,196,0,60.0%,0,0.0%,0,0.0%,0,0.0%
Derek Fisher,29.2,LAL,Combo,495,0,65.6%,0,0.0%,0,0.0%,0,0.0%
Jeff Foster,26.8,IND,Big,309,0,80.0%,0,0.0%,0,0.0%,0,0.0%
Rick Fox,34.3,LAL,Wing,142,0,50.0%,0,0.0%,0,0.0%,0,0.0%
Steve Francis,26.7,HOU,Point,223,20,72.5%,0,0.0%,0,0.0%,0,0.0%
Kevin Garnett,27.5,MIN,Big,780,92,77.6%,0,0.0%,0,0.0%,0,0.0%
Pau Gasol,23.3,MEM,Big,133,0,90.0%,0,0.0%,0,0.0%,0,0.0%
Devean George,26.2,LAL,Forward,470,0,65.0%,0,0.0%,0,0.0%,0,0.0%
Manu Ginobili,26.3,SAS,Wing,278,47,81.8%,0,0.0%,0,0.0%,0,0.0%
Brian Grant,31.7,MIA,Big,399,0,57.1%,0,0.0%,95,0.1%,0,0.0%
Richard Hamilton,25.7,DET,Wing,930,73,84.7%,0,0.0%,92,0.1%,0,0.0%
Anfernee Hardaway,32.3,NYK,Wing,167,0,83.3%,0,0.0%,0,0.0%,0,0.0%
Al Harrington,23.7,IND,Forward,427,0,54.5%,0,0.0%,0,0.0%,0,0.0%
Lucious Harris,32.9,BKN,Combo,178,0,77.8%,0,0.0%,0,0.0%,0,0.0%
Udonis Haslem,23.4,MIA,Big,195,54,67.7%,0,0.0%,0,0.0%,0,0.0%
Trenton Hassell,24.7,MIN,Wing,474,0,81.3%,0,0.0%,0,0.0%,0,0.0%
Nene Hilario,21.1,DEN,Big,132,0,53.8%,0,0.0%,0,0.0%,0,0.0%
Fred Hoiberg,31.0,MIN,Wing,428,0,93.8%,0,0.0%,0,0.0%,0,0.0%
Robert Horry,33.2,SAS,Big,208,0,92.9%,0,0.0%,0,0.0%,0,0.0%
Lindsey Hunter,32.9,DET,Combo,252,0,91.7%,0,0.0%,0,0.0%,0,0.0%
Jim Jackson,33.0,HOU,Wing,218,0,87.5%,0,0.0%,0,0.0%,0,0.0%
Mike James,28.4,DET,Point,182,0,53.3%,0,0.0%,0,0.0%,0,0.0%
Antawn Jamison,27.4,DAL,Forward,103,0,55.6%,0,0.0%,0,0.0%,0,0.0%
Richard Jefferson,23.4,BKN,Wing,457,7,71.3%,0,0.0%,0,0.0%,0,0.0%
Anthony Johnson,29.1,IND,Point,329,0,80.0%,0,0.0%,0,0.0%,0,0.0%
Ervin Johnson,35.9,MIN,Big,356,0,62.5%,0,0.0%,0,0.0%,0,0.0%
Damon Jones,27.2,MIL,Point,144,0,66.7%,0,0.0%,0,0.0%,0,0.0%
Eddie Jones,32.0,MIA,Wing,480,33,80.0%,0,0.0%,0,0.0%,0,0.0%
Fred Jones,24.6,IND,Wing,254,0,71.4%,0,0.0%,0,0.0%,0,0.0%
Jason Kidd,30.6,BKN,Point,475,60,82.4%,0,0.0%,0,0.0%,0,0.0%
Kerry Kittles,29.4,BKN,Wing,415,0,61.8%,0,0.0%,0,0.0%,0,0.0%
Toni Kukoc,35.1,MIL,Forward,104,0,50.0%,0,0.0%,0,0.0%,0,0.0%
Voshon Lenard,30.5,DEN,Wing,163,0,71.4%,0,0.0%,0,0.0%,0,0.0%
George Lynch,33.2,NOP,Wing,145,0,62.5%,0,0.0%,0,0.0%,0,0.0%
Mark Madsen,27.8,MIN,Big,219,15,44.8%,0,0.0%,0,0.0%,0,0.0%
Jamaal Magloire,25.4,NOP,Big,240,69,75.0%,0,0.0%,0,0.0%,0,0.0%
Karl Malone,40.3,LAL,Big,796,38,63.0%,0,0.0%,0,0.0%,0,0.0%
Stephon Marbury,26.7,NYK,Point,174,0,68.0%,0,0.0%,0,0.0%,0,0.0%
Darrick Martin,32.7,MIN,Point,177,0,80.0%,0,0.0%,0,0.0%,0,0.0%
Kenyon Martin,25.8,BKN,Big,406,69,75.0%,0,0.0%,0,0.0%,0,0.0%
Desmond Mason,26.1,MIL,Wing,197,67,84.6%,0,0.0%,0,0.0%,0,0.0%
Walter McCarty,29.7,BOS,Big,126,0,0.0%,0,0.0%,0,0.0%,0,0.0%
Slava Medvedenko,24.6,LAL,Big,237,0,81.0%,0,0.0%,0,0.0%,0,0.0%
Andre Miller,27.6,DEN,Combo,173,0,81.8%,0,0.0%,0,0.0%,0,0.0%
Brad Miller,27.6,SAC,Big,363,23,60.9%,0,0.0%,0,0.0%,0,0.0%
Reggie Miller,38.2,IND,Wing,453,93,92.2%,0,0.0%,0,0.0%,0,0.0%
Yao Ming,23.1,HOU,Big,187,0,76.5%,0,0.0%,0,0.0%,0,0.0%
Cuttino Mobley,28.2,HOU,Wing,208,0,80.0%,0,0.0%,0,0.0%,0,0.0%
Steve Nash,29.7,DAL,Point,195,0,88.9%,0,0.0%,0,0.0%,0,0.0%
Rasho Nesterovic,27.4,SAS,Big,261,0,16.7%,0,0.0%,0,0.0%,0,0.0%
Dirk Nowitzki,25.4,DAL,Big,210,100,85.7%,0,0.0%,0,0.0%,0,0.0%
Jermaine O'Neal,25.1,IND,Big,601,62,70.0%,0,0.0%,0,0.0%,0,0.0%
Shaquille O'Neal,31.7,LAL,Big,918,8,42.9%,0,0.0%,0,0.0%,0,0.0%
Lamar Odom,24.0,MIA,Forward,509,50,68.1%,0,0.0%,0,0.0%,0,0.0%
Mehmet Okur,24.4,DET,Big,243,0,70.8%,0,0.0%,0,0.0%,0,0.0%
Michael Olowokandi,28.6,MIN,Big,222,0,87.5%,0,0.0%,0,0.0%,0,0.0%
Tony Parker,21.5,SAS,Point,384,0,65.7%,0,0.0%,0,0.0%,0,0.0%
Gary Payton,35.3,LAL,Point,766,40,76.9%,0,0.0%,0,0.0%,0,0.0%
Anthony Peeler,33.9,SAC,Combo,229,0,83.3%,0,0.0%,0,0.0%,0,0.0%
Paul Pierce,26.1,BOS,Wing,161,60,83.9%,0,0.0%,0,0.0%,0,0.0%
James Posey,26.8,MEM,Wing,128,0,90.5%,0,0.0%,0,0.0%,0,0.0%
Tayshaun Prince,23.7,DET,Wing,792,20,73.1%,0,0.0%,0,0.0%,0,0.0%
Michael Redd,24.2,MIL,Wing,192,0,76.2%,0,0.0%,100,0.2%,0,0.0%
Rodney Rogers,32.4,BKN,Forward,223,0,77.8%,0,0.0%,0,0.0%,0,0.0%
Kareem Rush,23.0,LAL,Wing,298,0,0.0%,0,0.0%,0,0.0%,0,0.0%
Joe Smith,28.3,MIL,Big,176,0,92.3%,0,0.0%,0,0.0%,0,0.0%
Latrell Sprewell,33.1,MIN,Wing,768,27,77.9%,0,0.0%,0,0.0%,0,0.0%
Peja Stojakovic,26.4,SAC,Wing,516,87,89.7%,0,0.0%,0,0.0%,0,0.0%
Wally Szczerbiak,26.7,MIN,Wing,294,100,92.7%,0,0.0%,97,0.2%,0,0.0%
Maurice Taylor,27.0,HOU,Big,118,0,76.5%,0,0.0%,0,0.0%,0,0.0%
Kurt Thomas,31.1,NYK,Big,140,0,75.0%,0,0.0%,0,0.0%,0,0.0%
Jamaal Tinsley,25.7,IND,Point,422,0,93.8%,0,0.0%,0,0.0%,0,0.0%
Hedo Turkoglu,24.6,SAS,Wing,267,0,61.1%,0,0.0%,0,0.0%,0,0.0%
Keith Van Horn,28.0,MIL,Forward,134,0,66.7%,0,0.0%,0,0.0%,0,0.0%
Dwyane Wade,21.8,MIA,Combo,509,67,78.1%,0,0.0%,0,0.0%,0,0.0%
Antoine Walker,27.2,DAL,Forward,138,0,57.1%,0,0.0%,0,0.0%,0,0.0%
Ben Wallace,29.1,DET,Big,926,0,42.7%,0,0.0%,0,0.0%,0,0.0%
Rasheed Wallace,29.1,DET,Big,802,85,76.7%,0,0.0%,93,0.1%,0,0.0%
Luke Walton,23.6,LAL,Big,124,0,70.0%,0,0.0%,98,0.4%,0,0.0%
Chris Webber,30.7,SAC,Big,446,31,61.5%,0,0.0%,0,0.0%,0,0.0%
Jiri Welsch,23.8,BOS,Wing,100,0,100.0%,0,0.0%,0,0.0%,0,0.0%
David Wesley,33.0,NOP,Wing,242,0,71.4%,0,0.0%,0,0.0%,0,0.0%
David West,23.2,NOP,Big,110,0,84.6%,0,0.0%,0,0.0%,0,0.0%
Aaron Williams,32.1,BKN,Big,146,0,60.0%,0,0.0%,0,0.0%,0,0.0%
Jason Williams,28.0,MEM,Point,125,0,100.0%,0,0.0%,0,0.0%,0,0.0%
Corliss Williamson,29.9,DET,Forward,322,100,79.5%,0,0.0%,0,0.0%,0,0.0%
Metta World Peace,24.0,IND,Wing,585,13,72.6%,0,0.0%,94,0.1%,0,0.0%
