Player,Age,Team,Pos,MIN,eFG% Rank,eFG%,Rim Rank,Rim,Short Mid Rank,Short Mid,Long Mid Rank,Long Mid,All Mid Rank,All Mid,Corner Three Rank,Corner Three,Non Corner Rank,Non Corner,All Three Rank,All Three
Arron Afflalo,22.0,DET,Wing,755,18,43.5%,76,36%,68,14%,61,32%,63,46%,57,11%,19,7%,22,18%
Blake Ahearn,23.4,MIA,Point,156,6,39.1%,20,15%,23,9%,2,11%,2,20%,100,24%,94,41%,100,65%
LaMarcus Aldridge,22.3,POR,Big,2637,47,48.4%,9,21%,91,41%,79,38%,96,78%,72,0%,66,0%,65,0%
Malik Allen,29.3,BKN,Big,719,46,48.4%,0,13%,23,16%,100,70%,100,87%,0,0%,67,0%,63,0%
Malik Allen,29.3,DAL,Big,313,47,48.4%,2,16%,47,23%,99,61%,99,84%,0,0%,0,0%,0,0%
Ray Allen,32.3,BOS,Wing,2609,83,54.0%,37,21%,53,12%,29,21%,31,34%,66,13%,84,33%,78,45%
Tony Allen,25.8,BOS,Wing,1239,29,46.3%,94,54%,71,14%,18,17%,27,31%,33,7%,20,7%,13,14%
Rafer Alston,31.3,HOU,Point,2520,38,47.3%,44,22%,70,16%,9,18%,17,34%,41,4%,91,40%,83,44%
Derek Anderson,33.3,CHA,Wing,336,73,51.9%,24,17%,16,7%,67,34%,52,41%,70,14%,70,28%,73,42%
Carmelo Anthony,23.4,DEN,Forward,2791,72,51.6%,77,39%,57,15%,77,37%,73,51%,15,1%,33,9%,25,10%
Joel Anthony,25.2,MIA,Big,461,40,47.4%,64,54%,82,35%,28,11%,44,46%,0,0%,0,0%,0,0%
Gilbert Arenas,25.8,WAS,Combo,423,34,45.6%,38,21%,26,7%,60,32%,36,39%,10,3%,82,37%,70,40%
Trevor Ariza,22.3,LAL,Wing,385,88,55.3%,96,56%,46,11%,21,18%,16,28%,65,13%,9,3%,18,16%
Darrell Armstrong,39.4,BKN,Combo,505,86,53.7%,12,12%,4,3%,30,27%,16,30%,96,20%,88,38%,94,59%
Hilton Armstrong,22.9,NOP,Big,663,29,45.9%,82,65%,44,22%,31,14%,25,35%,0,0%,0,0%,0,0%
Carlos Arroyo,28.3,ORL,Point,1216,69,50.3%,47,24%,33,10%,88,44%,73,53%,63,7%,34,16%,34,23%
Chucky Atkins,33.2,DEN,Combo,293,4,37.6%,14,14%,14,4%,4,16%,6,21%,78,11%,100,54%,98,65%
James Augustine,23.7,ORL,Big,106,74,52.4%,86,67%,6,10%,56,24%,20,33%,0,0%,0,0%,0,0%
Kelenna Azubuike,23.9,GSW,Wing,1680,63,50.7%,79,37%,78,16%,12,13%,22,29%,64,12%,55,21%,57,34%
Renaldo Balkman,23.3,NYK,Forward,895,50,48.6%,100,78%,15,6%,8,10%,5,16%,20,2%,20,3%,20,6%
Marcus Banks,25.9,MIA,Combo,239,100,61.2%,66,30%,2,3%,14,21%,10,24%,48,7%,92,39%,82,46%
Marcus Banks,25.9,PHX,Combo,240,78,51.3%,38,21%,0,1%,8,18%,4,19%,88,14%,98,46%,96,60%
Leandro Barbosa,24.9,PHX,Combo,2347,92,54.4%,74,32%,40,11%,6,17%,12,28%,86,14%,66,27%,72,40%
J.J. Barea,23.3,DAL,Point,414,63,50.0%,100,52%,22,9%,0,10%,0,19%,34,4%,61,25%,50,29%
Andrea Bargnani,22.0,TOR,Big,1827,25,44.7%,8,20%,7,10%,74,35%,42,44%,80,0%,96,35%,93,35%
Matt Barnes,27.6,GSW,Forward,1360,53,49.2%,63,35%,43,12%,15,12%,15,25%,75,15%,73,26%,70,40%
Earl Barron,26.2,MIA,Big,852,11,40.7%,20,28%,17,13%,95,55%,86,68%,82,1%,83,3%,83,3%
Brent Barry,35.8,SAS,Wing,520,100,61.9%,5,10%,17,7%,11,12%,8,19%,90,22%,99,48%,100,71%
Brandon Bass,22.5,DAL,Big,1508,58,50.5%,26,32%,83,35%,72,33%,85,68%,0,0%,68,0%,64,0%
Shane Battier,29.1,HOU,Forward,2901,87,54.7%,15,16%,63,16%,7,9%,17,25%,97,28%,85,32%,95,60%
Marco Belinelli,21.6,GSW,Wing,173,74,52.4%,39,21%,2,3%,42,27%,24,31%,86,19%,77,29%,83,48%
Charlie Bell,28.6,MIL,Combo,1522,32,45.3%,48,23%,18,5%,44,29%,22,34%,92,16%,68,28%,78,44%
Raja Bell,31.1,PHX,Wing,2633,85,54.0%,0,7%,3,4%,53,30%,34,34%,94,25%,88,34%,95,58%
Mike Bibby,29.5,ATL,Point,1098,58,49.8%,5,11%,2,4%,78,40%,42,43%,47,5%,92,40%,89,45%
Mike Bibby,29.5,SAC,Point,469,34,46.9%,30,19%,6,6%,89,44%,61,49%,73,8%,56,23%,58,32%
Andris Biedrins,21.6,GSW,Big,2072,99,62.7%,99,87%,13,13%,0,0%,1,13%,0,0%,0,0%,0,0%
Chauncey Billups,31.1,DET,Point,2519,88,53.5%,34,19%,16,8%,61,35%,39,43%,58,6%,77,32%,72,38%
Steve Blake,27.7,POR,Point,2415,75,50.8%,0,8%,42,11%,64,35%,52,46%,91,14%,75,32%,88,45%
Andray Blatche,21.2,WAS,Big,1579,45,48.2%,58,52%,37,20%,61,26%,45,46%,84,1%,75,1%,78,2%
Mark Blount,31.9,MIA,Big,1503,44,47.8%,18,27%,26,17%,90,47%,79,64%,89,3%,89,6%,88,9%
Keith Bogans,27.5,ORL,Wing,2167,84,54.0%,30,19%,6,5%,4,7%,1,11%,99,35%,90,34%,99,70%
Andrew Bogut,22.9,MIL,Big,2697,64,51.3%,75,60%,77,33%,18,6%,31,40%,0,0%,71,1%,69,1%
Matt Bonner,27.6,SAS,Big,748,61,50.8%,1,15%,26,17%,45,19%,28,37%,96,10%,99,38%,97,48%
Josh Boone,22.9,BKN,Big,1737,86,55.3%,98,84%,9,11%,15,5%,3,16%,0,0%,0,0%,0,0%
Calvin Booth,31.5,PHI,Big,200,3,34.6%,17,27%,73,31%,87,42%,89,73%,0,0%,0,0%,0,0%
Carlos Boozer,25.9,UTA,Big,2820,85,54.7%,39,42%,61,27%,71,31%,71,58%,0,0%,0,0%,0,0%
Chris Bosh,23.6,TOR,Big,2416,55,49.9%,34,38%,42,21%,82,39%,75,60%,73,0%,82,2%,80,2%
Bruce Bowen,36.4,SAS,Wing,2434,67,51.4%,6,11%,42,10%,49,29%,49,39%,100,46%,12,4%,87,50%
Ryan Bowen,31.9,NOP,Forward,600,68,51.2%,95,52%,23,8%,82,38%,62,46%,13,1%,0,0%,5,1%
Earl Boykins,31.4,CHA,Point,535,8,39.6%,42,22%,81,20%,50,33%,70,53%,45,5%,48,20%,42,25%
Elton Brand,28.6,LAC,Big,270,26,45.1%,11,24%,90,39%,78,37%,94,76%,0,0%,0,0%,0,0%
Corey Brewer,21.7,MIN,Wing,1757,5,38.2%,69,33%,72,15%,94,46%,94,61%,8,2%,13,4%,5,7%
Ronnie Brewer,22.6,UTA,Wing,2078,93,57.4%,98,60%,4,5%,46,29%,30,33%,4,2%,16,5%,7,7%
Primoz Brezec,28.1,CHA,Big,264,10,39.5%,23,30%,5,9%,98,60%,87,70%,0,0%,0,0%,0,0%
Aaron Brooks,22.8,HOU,Point,520,63,50.0%,61,28%,19,8%,6,15%,6,24%,84,10%,89,38%,94,49%
Andre Brown,26.5,MEM,Big,227,69,51.6%,72,58%,79,34%,24,8%,36,42%,0,0%,0,0%,0,0%
Devin Brown,28.8,CLE,Wing,1728,27,45.5%,78,36%,93,20%,20,18%,45,38%,55,11%,37,15%,42,26%
Kwame Brown,25.6,LAL,Big,488,67,51.5%,92,75%,40,21%,13,4%,11,25%,0,0%,0,0%,0,0%
Kwame Brown,25.6,MEM,Big,150,16,42.3%,78,62%,81,35%,13,4%,29,38%,0,0%,0,0%,0,0%
P.J. Brown,38.0,BOS,Big,167,9,39.4%,52,48%,10,12%,77,36%,52,48%,0,0%,85,3%,82,3%
Shannon Brown,21.9,CLE,Wing,189,6,39.3%,77,36%,49,11%,37,24%,36,35%,80,18%,26,11%,48,29%
Kobe Bryant,29.2,LAL,Wing,3187,64,50.7%,47,26%,70,14%,73,36%,76,51%,5,2%,58,22%,40,24%
Greg Buckner,31.1,MIN,Combo,511,30,45.3%,28,18%,60,13%,32,27%,38,40%,66,9%,76,34%,76,42%
Caron Butler,27.6,WAS,Wing,2306,60,50.5%,55,28%,55,12%,89,41%,81,53%,11,3%,41,16%,24,19%
