Player,Age,Team,Pos,MIN,Pts/Poss Rank,Pts/Poss,ALL TRANSITION: Pts+/Poss Rank,ALL TRANSITION: Pts+/Poss,ALL TRANSITION: Freq Rank,ALL TRANSITION: Freq,ALL TRANSITION: Pts/Play Rank,ALL TRANSITION: Pts/Play,OFF STEALS: Pts+/Poss Rank,OFF STEALS: Pts+/Poss,OFF STEALS: Freq Rank,OFF STEALS: Freq,OFF STEALS: Pts/Play Rank,OFF STEALS: Pts/Play,OFF LIVE REBOUNDS: Pts+/Poss Rank,OFF LIVE REBOUNDS: Pts+/Poss,OFF LIVE REBOUNDS: Freq Rank,OFF LIVE REBOUNDS: Freq,OFF LIVE REBOUNDS: Pts/Play Rank,OFF LIVE REBOUNDS: Pts/Play
Shareef Abdur-Rahim,28.9,SAC,Big,1946,88,+5.9,84,+1.3,48,-0.2%,82,+9.0,75,+0.4,55,+0.5%,55,+1.6,82,+1.0,42,-0.9%,82,+11.2
Malik Allen,27.3,CHI,Big,655,34,-2.9,14,-1.6,26,-1.1%,10,-14.5,20,-0.6,72,+3.5%,12,-19.4,20,-0.9,6,-6.3%,17,-13.6
Ray Allen,30.3,SEA,Wing,3009,93,+7.4,54,+0.1,76,+1.0%,42,-2.7,71,+0.4,47,-0.7%,63,+4.8,43,-0.2,85,+3.3%,33,-5.5
Tony Allen,23.8,BOS,Combo,911,27,-3.9,67,+0.5,91,+2.2%,45,-1.4,80,+0.6,91,+8.0%,29,-8.5,47,-0.1,66,+1.1%,47,-1.3
Rafer Alston,29.3,HOU,Point,2420,61,+0.9,47,-0.1,75,+0.9%,33,-5.0,90,+0.9,86,+6.5%,91,+20.6,18,-1.0,64,+0.9%,6,-22.6
Chris Andersen,27.3,NOH,Big,528,70,+2.3,85,+1.4,82,+1.2%,81,+7.6,88,+0.8,96,+11.0%,76,+9.5,77,+0.7,74,+1.8%,71,+6.3
Alan Anderson,23.0,CHA,Wing,515,76,+3.1,43,-0.2,33,-0.8%,37,-4.3,31,-0.3,24,-5.1%,40,-3.7,50,-0.1,31,-1.8%,37,-4.4
Derek Anderson,31.3,HOU,Wing,579,69,+2.0,42,-0.2,34,-0.7%,50,-0.1,46,-0.1,58,+1.2%,64,+4.9,42,-0.2,43,-0.7%,45,-1.7
Derek Anderson,31.3,MIA,Wing,426,19,-5.2,5,-2.5,4,-3.3%,8,-15.3,52,+0.0,79,+4.7%,42,-3.1,3,-2.4,9,-5.6%,4,-24.8
Shandon Anderson,31.8,MIA,Wing,575,57,+0.4,25,-1.0,18,-1.6%,34,-4.9,6,-1.2,3,-15.6%,5,-32.3,72,+0.5,17,-3.9%,75,+7.6
Carmelo Anthony,21.4,DEN,Forward,2930,78,+3.6,50,-0.1,36,-0.6%,62,+2.7,74,+0.4,63,+2.0%,73,+8.2,36,-0.4,45,-0.5%,54,+1.1
Rafael Araujo,25.2,TOR,Big,587,3,-10.9,51,-0.0,84,+1.4%,35,-4.6,34,-0.3,83,+5.8%,19,-14.6,67,+0.3,45,-0.5%,54,+0.6
Gilbert Arenas,23.8,WAS,Combo,3379,99,+12.1,13,-1.7,92,+2.3%,8,-15.1,16,-0.7,92,+8.0%,11,-20.9,15,-1.2,97,+8.2%,15,-14.2
Trevor Ariza,20.3,NYK,Wing,700,59,+0.6,38,-0.4,90,+1.9%,27,-7.1,84,+0.7,66,+2.5%,58,+3.1,17,-1.1,82,+2.9%,9,-17.6
Trevor Ariza,20.3,ORL,Forward,280,34,-2.8,45,-0.2,99,+5.7%,8,-15.7,72,+0.4,60,+1.8%,20,-13.7,55,+0.1,98,+8.6%,22,-10.5
Darrell Armstrong,37.4,DAL,Point,545,42,-1.8,49,-0.1,46,-0.2%,43,-2.3,63,+0.2,44,-1.2%,53,+1.3,37,-0.3,47,-0.3%,33,-5.4
Carlos Arroyo,26.3,DET,Point,524,18,-5.7,44,-0.2,85,+1.6%,33,-5.1,52,+0.0,90,+7.4%,43,-2.6,47,-0.1,83,+3.1%,40,-3.5
Carlos Arroyo,26.3,ORL,Point,584,16,-6.0,24,-1.0,55,+0.1%,30,-6.3,66,+0.3,36,-2.5%,53,+0.9,16,-1.2,37,-1.3%,23,-9.8
Chucky Atkins,31.2,WAS,Point,533,5,-10.1,89,+1.7,11,-2.2%,92,+15.4,72,+0.4,27,-4.4%,89,+19.0,90,+1.4,19,-3.6%,88,+16.3
Chucky Atkins,31.2,MEM,Point,1154,71,+2.3,81,+1.1,73,+0.8%,77,+6.7,31,-0.3,81,+5.1%,14,-18.3,88,+1.3,73,+1.7%,89,+16.8
Stacey Augmon,37.3,ORL,Forward,374,39,-2.1,15,-1.5,5,-3.0%,57,+1.3,68,+0.3,8,-9.8%,95,+27.0,7,-1.8,3,-7.6%,7,-21.0
Marcus Banks,24.0,BOS,Combo,250,31,-3.3,4,-2.7,51,-0.0%,3,-22.9,14,-0.8,99,+13.7%,7,-25.0,7,-1.8,37,-1.2%,5,-23.0
Marcus Banks,24.0,MIN,Point,1198,71,+2.3,55,+0.1,80,+1.2%,53,+0.5,59,+0.1,18,-6.0%,61,+4.6,43,-0.2,89,+4.4%,44,-2.2
Leandro Barbosa,22.9,PHX,Wing,1538,70,+2.3,93,+2.0,85,+1.6%,86,+10.8,80,+0.6,96,+10.4%,70,+6.9,90,+1.4,92,+5.4%,84,+12.1
