Player,Age,Team,Pos,MIN,Usage Rank,Usage,PSA Rank,PSA,AST% Rank,AST%,AST:Usg Rank,AST:Usg,TOV% Rank,TOV%
Kevin Martin,26.7,HOU,Wing,857,88,24.4%,88,118.3,47,10.1%,15,0.41,44,12.2%
Kevin Martin,26.7,SAC,Combo,770,68,24.1%,64,107.7,19,13.0%,11,0.54,98,8.2%
Roger Mason Jr.,29.1,SAS,Combo,1398,11,16.9%,21,98.9,17,12.6%,19,0.75,83,10.3%
Wesley Matthews,23.0,UTA,Wing,1977,28,15.4%,89,118.6,36,9.2%,47,0.59,27,13.3%
Jason Maxiell,26.7,DET,Big,1522,40,15.1%,40,105.2,21,4.0%,23,0.27,65,13.1%
Sean May,25.6,SAC,Big,319,67,18.1%,27,100.9,69,8.7%,65,0.48,43,15.0%
Eric Maynor,22.4,OKC,Point,848,37,19.4%,27,100.9,78,33.3%,96,1.72,63,13.5%
Eric Maynor,22.4,UTA,Point,337,76,25.8%,4,88.0,84,34.8%,65,1.35,45,14.0%
O.J. Mayo,22.0,MEM,Wing,3094,68,20.1%,74,112.2,60,12.0%,48,0.60,41,12.4%
Luc Mbah a Moute,23.1,MIL,Forward,1837,4,11.6%,33,104.3,31,6.4%,78,0.55,16,14.6%
DJ Mbenga,28.8,LAL,Big,263,35,14.5%,16,97.4,9,2.5%,9,0.17,59,13.8%
Antonio McDyess,35.2,SAS,Big,1600,29,13.9%,17,98.0,58,7.6%,74,0.55,34,15.8%
JaVale McGee,21.8,WAS,Big,905,64,17.7%,48,107.4,11,2.6%,7,0.15,51,14.5%
Tracy McGrady,30.4,NYK,Wing,626,80,22.7%,15,95.4,94,22.2%,95,0.98,19,13.8%
Dominic McGuire,24.0,WAS,Forward,207,0,10.2%,0,62.9,29,6.2%,84,0.61,2,19.8%
Josh McRoberts,22.7,IND,Big,466,31,14.1%,62,111.9,87,12.4%,94,0.88,82,11.4%
Jodie Meeks,22.2,MIL,Wing,436,44,17.0%,5,82.4,13,6.6%,8,0.39,66,10.6%
Jodie Meeks,22.2,PHI,Wing,200,65,19.5%,76,112.9,57,11.6%,50,0.60,98,5.9%
CJ Miles,22.6,UTA,Wing,1476,61,19.2%,35,104.1,49,10.3%,38,0.54,34,12.7%
Darko Milicic,24.4,MIN,Big,608,53,16.5%,25,100.5,81,10.6%,82,0.64,52,14.4%
Andre Miller,33.6,POR,Combo,2494,89,27.0%,60,107.6,91,29.6%,68,1.10,51,12.4%
Brad Miller,33.6,CHI,Big,1925,63,17.6%,44,107.0,87,12.0%,86,0.68,55,14.0%
Mike Miller,29.7,WAS,Wing,1801,30,15.8%,96,125.2,89,17.8%,98,1.13,2,18.7%
Paul Millsap,24.7,UTA,Big,2234,60,17.4%,72,113.7,72,9.1%,71,0.52,64,13.2%
Nazr Mohammed,32.2,CHA,Big,964,70,18.5%,74,114.4,32,5.0%,24,0.27,67,12.9%
Jamario Moon,29.4,CLE,Wing,1006,7,11.9%,72,111.8,16,6.9%,44,0.58,83,8.6%
Mikki Moore,34.0,GSW,Big,404,20,12.1%,90,122.3,91,13.2%,97,1.09,19,18.6%
Adam Morrison,25.3,LAL,Wing,160,38,16.6%,4,79.2,56,11.2%,69,0.68,47,11.8%
Anthony Morrow,24.1,GSW,Wing,1976,33,16.3%,89,120.5,24,7.6%,24,0.46,63,10.9%
Troy Murphy,29.5,IND,Big,2337,62,17.5%,82,117.6,81,10.8%,81,0.61,86,10.5%
Ronald Murray,30.3,CHA,Wing,977,89,24.9%,20,98.5,82,15.6%,57,0.63,41,12.4%
Ronald Murray,30.3,CHI,Wing,654,78,21.7%,19,97.9,66,12.5%,43,0.58,87,8.5%
Eduardo Najera,33.3,BKN,Big,203,47,15.8%,3,83.1,89,12.5%,92,0.79,50,14.5%
Eduardo Najera,33.3,DAL,Big,447,4,9.4%,79,116.3,25,4.3%,59,0.45,84,11.0%
Steve Nash,35.7,PHX,Point,2656,98,29.4%,100,125.8,100,48.3%,90,1.64,14,16.6%
Jameer Nelson,27.7,ORL,Point,1857,78,25.9%,69,109.5,73,32.4%,51,1.25,61,13.5%
Rasho Nesterovic,33.4,TOR,Big,364,57,16.6%,60,111.2,70,8.8%,72,0.53,91,9.9%
Joakim Noah,24.7,CHI,Big,1909,59,17.2%,56,110.1,79,10.5%,81,0.61,32,16.0%
Andres Nocioni,29.9,SAC,Wing,1475,63,19.4%,24,101.0,26,7.7%,13,0.40,71,10.3%
Steve Novak,26.4,LAC,Forward,267,9,12.1%,18,101.3,0,3.4%,7,0.28,100,0.0%
Dirk Nowitzki,31.4,DAL,Big,3033,99,27.2%,78,116.2,90,12.9%,65,0.47,97,8.3%
Jermaine O'Neal,31.1,MIA,Big,1985,84,21.6%,66,112.4,60,7.8%,41,0.36,58,13.8%
Shaquille O'Neal,37.7,CLE,Big,1234,96,24.0%,70,113.6,84,11.0%,62,0.46,28,16.5%
Fabricio Oberto,34.6,WAS,Big,644,1,7.8%,98,129.7,82,10.9%,99,1.39,0,32.7%
Greg Oden,21.8,POR,Big,501,76,19.5%,97,129.4,49,6.6%,35,0.34,16,19.2%
Lamar Odom,30.0,LAL,Big,2567,65,17.7%,49,107.8,97,15.8%,94,0.89,45,14.8%
Emeka Okafor,27.1,NOP,Big,2367,43,15.5%,53,109.1,16,3.5%,17,0.23,57,13.9%
Mehmet Okur,30.4,UTA,Big,2145,77,19.7%,68,112.7,66,8.5%,55,0.43,61,13.4%
Kevin Ollie,36.8,OKC,Point,200,0,9.7%,14,97.2,0,10.0%,18,1.03,100,7.6%
Travis Outlaw,25.1,LAC,Wing,466,57,18.7%,38,104.4,29,8.2%,19,0.44,76,9.4%
Travis Outlaw,25.1,POR,Forward,227,87,22.2%,16,99.1,44,7.1%,22,0.32,73,10.6%
Zaza Pachulia,25.7,ATL,Big,1053,34,14.5%,52,108.5,43,5.9%,50,0.41,26,16.8%
Jannero Pargo,30.0,CHI,Combo,720,70,24.1%,6,86.7,34,17.7%,15,0.73,66,11.3%
Anthony Parker,34.4,CLE,Wing,2277,7,11.7%,85,116.4,39,9.4%,83,0.80,40,12.5%
Tony Parker,27.5,SAS,Point,1717,94,28.7%,67,109.1,69,30.3%,22,1.06,51,13.7%
Chris Paul,24.5,NOP,Point,1707,92,28.5%,94,117.5,98,45.7%,88,1.60,94,10.7%
Sasha Pavlovic,26.0,MIN,Wing,770,49,18.0%,3,78.9,54,10.7%,49,0.60,10,15.4%
Oleksiy Pecherov,23.9,MIN,Big,401,81,20.7%,11,94.9,21,4.0%,11,0.19,30,16.2%
Kendrick Perkins,25.0,BOS,Big,2150,52,16.4%,89,121.9,42,5.7%,38,0.34,9,22.1%
Morris Peterson,32.2,NOP,Wing,963,23,14.8%,27,102.2,7,5.8%,11,0.39,92,8.0%
Johan Petro,23.8,DEN,Big,353,11,10.9%,87,120.0,26,4.6%,53,0.42,15,19.3%
Paul Pierce,32.1,BOS,Wing,2407,85,23.7%,93,122.7,79,14.9%,59,0.63,20,13.6%
Mickael Pietrus,27.7,ORL,Wing,1596,32,16.0%,73,111.9,2,4.8%,2,0.30,52,11.4%
James Posey,32.8,NOP,Wing,1690,8,11.9%,33,103.0,42,9.6%,84,0.81,55,11.1%
Leon Powe,25.8,CLE,Big,210,48,15.8%,11,95.5,0,0.0%,0,0.00,58,13.8%
Josh Powell,26.8,LAL,Big,474,66,18.1%,2,80.6,63,8.2%,58,0.45,72,12.6%
A.J. Price,23.1,IND,Combo,789,66,23.8%,68,108.7,43,21.0%,38,0.88,43,12.9%
Ronnie Price,26.4,UTA,Combo,765,34,20.2%,11,94.1,62,23.8%,85,1.18,15,15.1%
Tayshaun Prince,29.7,DET,Wing,1660,63,19.4%,49,106.6,85,16.6%,88,0.85,80,8.8%
Joel Przybilla,30.1,POR,Big,671,6,9.6%,58,110.4,8,2.0%,12,0.20,4,28.5%
Chris Quinn,26.1,BKN,Point,175,4,14.9%,49,105.3,12,19.6%,61,1.32,27,15.4%
Vladimir Radmanovic,29.0,CHA,Big,132,62,17.5%,4,84.8,74,9.9%,75,0.56,89,10.1%
Vladimir Radmanovic,29.0,GSW,Big,750,40,15.1%,8,90.3,53,7.1%,64,0.47,47,14.7%
Anthony Randolph,20.3,GSW,Big,727,91,22.8%,28,101.7,70,9.0%,48,0.39,75,12.1%
Zach Randolph,28.3,MEM,Big,3042,92,23.3%,57,110.3,62,8.0%,37,0.34,85,10.8%
Theo Ratliff,36.5,CHA,Big,620,18,11.8%,38,105.1,17,3.6%,28,0.30,27,16.6%
Theo Ratliff,36.5,SAS,Big,122,17,11.8%,4,84.2,71,9.0%,91,0.76,2,30.0%
Michael Redd,30.2,MIL,Wing,490,81,22.9%,9,89.5,77,14.3%,56,0.62,98,6.0%
JJ Redick,25.4,ORL,Wing,1681,48,17.9%,94,122.7,75,13.6%,76,0.76,89,8.4%
Chris Richard,24.9,CHI,Big,180,4,9.4%,45,107.1,11,2.7%,26,0.29,1,30.1%
Jason Richardson,28.8,PHX,Wing,2477,60,19.1%,81,115.4,30,8.5%,22,0.45,85,8.5%
Quentin Richardson,29.6,MIA,Wing,2076,15,13.8%,80,115.1,14,6.7%,29,0.49,72,10.0%
Luke Ridnour,28.7,MIL,Point,1708,71,24.5%,84,114.8,71,31.6%,55,1.29,90,11.4%
Nate Robinson,25.4,BOS,Combo,345,72,24.2%,32,102.7,53,23.1%,49,0.96,77,10.9%
Nate Robinson,25.4,NYK,Combo,718,79,26.1%,81,114.6,70,25.5%,53,0.98,49,12.5%
Sergio Rodriguez,23.4,NYK,Point,509,57,22.5%,80,113.9,57,27.4%,45,1.22,2,21.8%
Sergio Rodriguez,23.4,SAC,Point,484,84,27.3%,47,104.9,82,34.7%,53,1.27,8,17.7%
Rajon Rondo,23.7,BOS,Point,2955,73,25.0%,65,108.7,94,42.5%,94,1.70,22,15.5%
Derrick Rose,21.1,CHI,Point,2861,96,29.1%,57,106.5,67,29.7%,14,1.02,88,11.6%
Quinton Ross,28.5,DAL,Wing,250,0,8.1%,1,76.1,0,3.0%,7,0.38,100,2.3%
Quinton Ross,28.5,WAS,Combo,255,0,10.7%,0,65.5,0,3.0%,2,0.28,28,13.8%
Brandon Roy,25.3,POR,Wing,2413,96,28.0%,78,114.1,95,22.7%,85,0.81,78,9.1%
Brandon Rush,24.3,IND,Wing,2443,15,14.1%,37,104.3,18,7.0%,32,0.50,48,11.7%
John Salmons,29.9,CHI,Wing,1664,51,18.1%,42,105.4,59,12.0%,64,0.66,69,10.3%
John Salmons,29.9,MIL,Wing,1127,86,23.7%,84,115.8,80,15.2%,62,0.64,77,9.3%
Brian Scalabrine,31.6,BOS,Forward,424,2,10.4%,9,89.7,78,9.3%,93,0.90,9,15.2%
Luis Scola,29.5,HOU,Big,2667,84,21.5%,55,109.9,82,11.0%,69,0.51,70,12.7%
Thabo Sefolosha,25.5,OKC,Wing,2334,3,10.9%,31,102.5,33,8.7%,81,0.80,9,15.5%
Ramon Sessions,23.6,MIN,Point,1634,47,21.3%,39,102.8,27,22.8%,27,1.07,20,15.8%
Bobby Simmons,29.4,BKN,Forward,368,22,14.9%,11,91.0,42,6.9%,67,0.46,29,13.3%
James Singleton,28.3,DAL,Forward,137,29,15.4%,2,76.2,4,4.3%,11,0.28,29,13.3%
James Singleton,28.3,WAS,Big,747,33,14.3%,8,90.1,29,4.8%,36,0.34,44,14.9%
Craig Smith,26.0,LAC,Big,1160,79,20.3%,87,120.4,88,12.5%,82,0.61,30,16.2%
JR Smith,24.1,DEN,Wing,2038,91,26.0%,36,104.2,80,15.1%,45,0.58,54,11.3%
Jason Smith,23.7,PHI,Big,632,42,15.2%,18,98.4,58,7.7%,68,0.50,36,15.6%
Joe Smith,34.3,ATL,Big,573,54,16.5%,7,88.0,38,5.2%,30,0.31,97,8.6%
Josh Smith,23.9,ATL,Big,2854,89,22.6%,50,108.0,100,18.8%,93,0.83,53,14.2%
Darius Songaila,31.7,NOP,Big,1345,65,17.9%,40,105.2,59,7.8%,56,0.44,46,14.8%
Marreese Speights,22.2,PHI,Big,969,93,23.5%,36,104.5,47,6.4%,25,0.27,87,10.2%
Jerry Stackhouse,35.0,MIL,Wing,823,74,21.2%,40,104.8,61,12.0%,42,0.57,5,16.4%
DeShawn Stevenson,28.6,DAL,Wing,247,6,11.3%,7,86.0,4,5.4%,26,0.48,85,8.5%
DeShawn Stevenson,28.6,WAS,Wing,604,4,11.1%,2,78.4,48,10.2%,94,0.92,6,16.3%
Peja Stojakovic,32.4,NOP,Forward,1939,38,16.9%,64,107.6,49,7.2%,53,0.43,96,7.8%
Amar'e Stoudemire,27.0,PHX,Big,2828,97,24.6%,92,123.4,28,4.7%,10,0.19,60,13.5%
Rodney Stuckey,23.5,DET,Combo,2482,91,28.1%,17,96.7,68,24.7%,36,0.88,79,10.7%
DaJuan Summers,21.8,DET,Wing,344,42,16.9%,8,88.6,17,6.9%,15,0.41,60,11.0%
Jermaine Taylor,22.9,HOU,Wing,218,66,19.6%,7,86.8,25,7.7%,10,0.39,72,10.1%
Jeff Teague,21.4,ATL,Point,611,43,20.6%,16,97.5,41,25.1%,47,1.22,31,14.9%
Sebastian Telfair,24.4,LAC,Point,513,45,20.6%,22,100.7,65,29.0%,78,1.41,29,15.2%
Garrett Temple,23.5,SAS,Combo,158,45,21.0%,57,107.6,11,10.9%,4,0.52,36,13.3%
Jason Terry,32.1,DAL,Wing,2514,82,23.0%,72,111.8,91,19.4%,86,0.84,84,8.6%
Hasheem Thabeet,22.7,MEM,Big,823,5,9.5%,67,112.4,7,1.9%,11,0.20,7,22.3%
Etan Thomas,31.6,OKC,Big,287,16,11.8%,37,104.6,3,0.6%,2,0.05,10,21.1%
Kenny Thomas,32.3,SAC,Big,312,3,8.6%,23,100.0,48,6.4%,90,0.75,3,28.6%
Kurt Thomas,37.1,MIL,Big,1022,10,10.6%,19,98.6,52,6.9%,83,0.65,12,20.4%
Tim Thomas,32.7,DAL,Forward,262,62,19.1%,82,110.5,51,7.2%,36,0.38,36,13.0%
Tyrus Thomas,23.2,CHA,Big,521,95,23.6%,21,99.2,65,8.5%,40,0.36,48,14.6%
Tyrus Thomas,23.2,CHI,Forward,645,53,18.2%,29,103.4,67,7.9%,58,0.43,4,18.6%
Jason Thompson,23.3,SAC,Big,2347,70,18.6%,35,103.9,64,8.3%,57,0.45,55,14.1%
Al Thornton,25.9,LAC,Forward,1370,47,17.9%,62,106.9,58,7.4%,44,0.41,44,12.0%
Al Thornton,25.9,WAS,Wing,665,55,18.6%,34,103.3,20,7.3%,11,0.39,24,13.5%
Marcus Thornton,22.4,NOP,Wing,1810,84,23.3%,71,111.5,50,10.3%,20,0.44,94,7.8%
Jamaal Tinsley,31.7,MEM,Point,554,35,19.2%,2,83.8,45,25.6%,63,1.33,0,23.9%
Anthony Tolliver,24.4,GSW,Big,1401,46,15.7%,42,105.4,65,8.4%,73,0.53,95,8.9%
Ronny Turiaf,26.8,GSW,Big,869,19,12.0%,76,115.1,94,13.9%,99,1.16,13,20.3%
Hedo Turkoglu,30.6,TOR,Wing,2266,67,19.8%,60,108.6,92,19.9%,96,1.01,33,12.8%
Ime Udoka,32.2,SAC,Wing,926,20,14.4%,12,93.1,34,8.9%,54,0.61,31,13.0%
Beno Udrih,27.3,SAC,Point,2470,41,19.9%,90,116.6,29,23.8%,41,1.19,80,12.2%
Anderson Varejao,27.1,CLE,Big,2136,19,12.0%,86,120.0,45,6.3%,70,0.52,77,11.9%
Charlie Villanueva,25.2,DET,Forward,1807,82,21.7%,38,105.1,13,5.4%,0,0.25,89,8.7%
Sasha Vujacic,25.7,LAL,Wing,510,14,13.7%,46,106.1,53,10.6%,79,0.78,80,8.8%
Dwyane Wade,27.8,MIA,Wing,2786,100,36.6%,77,113.2,100,33.3%,92,0.91,51,11.4%
Henry Walker,22.1,NYK,Wing,713,24,14.9%,98,129.2,27,7.8%,36,0.52,59,11.0%
Ben Wallace,35.1,DET,Big,1972,8,10.2%,35,104.4,62,8.1%,92,0.80,53,14.3%
Gerald Wallace,27.3,CHA,Forward,3105,67,19.6%,93,116.5,76,9.0%,64,0.46,22,13.5%
Rasheed Wallace,35.1,BOS,Big,1745,74,19.1%,25,100.3,55,7.5%,48,0.39,96,8.8%
Luke Walton,29.6,LAL,Wing,253,54,18.5%,2,78.0,96,22.9%,99,1.24,67,10.5%
Hakim Warrick,27.3,CHI,Forward,496,60,19.0%,87,112.2,11,5.2%,4,0.28,78,9.9%
Hakim Warrick,27.3,MIL,Forward,1002,80,20.8%,44,106.0,24,5.9%,13,0.28,40,12.2%
CJ Watson,25.5,GSW,Combo,1741,9,16.4%,77,114.1,21,14.2%,34,0.86,91,9.7%
Earl Watson,30.4,IND,Combo,2307,13,17.6%,38,104.1,72,25.8%,100,1.46,2,19.0%
Martell Webster,22.9,POR,Forward,1965,31,16.1%,69,108.0,7,4.8%,16,0.30,84,8.9%
Sonny Weems,23.3,TOR,Wing,1288,47,17.6%,63,109.0,52,10.6%,50,0.60,45,12.1%
David West,29.2,NOP,Big,2946,92,23.3%,65,112.3,92,13.5%,76,0.58,80,11.5%
Delonte West,26.3,CLE,Combo,1462,36,20.4%,49,105.7,40,20.7%,57,1.02,26,13.9%
Mario West,25.4,ATL,Wing,127,2,10.6%,99,130.0,41,9.4%,91,0.89,0,25.0%
Russell Westbrook,21.0,OKC,Point,2794,100,29.8%,18,98.3,90,36.6%,49,1.23,41,14.2%
Chris Wilcox,27.2,DET,Big,409,53,16.5%,61,111.2,36,5.0%,29,0.31,8,22.1%
Damien Wilkins,29.8,MIN,Wing,1558,19,14.3%,47,106.2,67,12.6%,90,0.88,15,14.0%
Deron Williams,25.3,UTA,Point,2796,90,28.5%,86,114.9,96,42.9%,80,1.51,39,14.3%
Jason Williams,34.0,ORL,Point,1627,18,17.1%,78,112.8,53,26.8%,86,1.57,65,13.2%
Jawad Williams,26.7,CLE,Wing,696,20,14.4%,29,102.4,12,6.6%,24,0.46,89,8.3%
Lou Williams,23.0,PHI,Combo,1889,55,22.4%,87,117.0,45,21.7%,51,0.97,70,11.2%
Marcus Williams,23.9,MEM,Point,791,53,21.7%,6,90.9,61,28.0%,57,1.29,10,17.3%
Marvin Williams,23.4,ATL,Forward,2452,24,15.0%,71,108.1,20,5.7%,38,0.38,82,9.1%
Mo Williams,26.9,CLE,Point,2336,65,23.6%,96,118.3,37,24.6%,20,1.04,37,14.4%
Reggie Williams,23.1,GSW,Wing,771,53,18.3%,90,122.1,67,12.5%,71,0.68,82,8.7%
Sean Williams,23.1,BKN,Big,197,23,13.2%,1,79.1,3,0.8%,3,0.06,1,31.3%
Shelden Williams,26.0,BOS,Big,508,26,13.4%,84,118.5,36,5.1%,44,0.38,25,17.5%
Terrence Williams,22.3,BKN,Forward,1681,89,23.5%,13,91.2,98,22.4%,98,0.95,27,13.4%
Metta World Peace,30.0,LAL,Wing,2603,39,16.6%,32,102.8,72,13.2%,82,0.80,37,12.6%
Antoine Wright,25.7,TOR,Wing,1364,29,15.6%,22,100.2,23,7.4%,25,0.47,37,12.5%
Dorell Wright,23.9,MIA,Wing,1409,24,15.0%,86,117.4,46,10.0%,65,0.67,53,11.3%
Julian Wright,22.5,NOP,Forward,812,18,14.2%,24,102.2,36,6.6%,60,0.46,11,14.9%
Jianlian Yi,22.0,BKN,Big,1641,72,18.8%,10,94.9,30,4.9%,21,0.26,79,11.6%
Nick Young,24.4,WAS,Combo,1366,30,19.8%,26,101.7,2,5.5%,0,0.28,94,9.3%
Sam Young,24.4,MEM,Wing,1240,75,21.3%,26,101.9,9,6.3%,1,0.29,11,14.4%
Thaddeus Young,21.4,PHI,Forward,2132,73,20.2%,36,104.9,62,7.5%,31,0.37,33,13.0%
