Player,Age,Team,Pos,MIN,eFG% Rank,eFG%,SHOT FREQUENCY: Rim Rank,SHOT FREQUENCY: Rim,SHOT FREQUENCY: Short Mid Rank,SHOT FREQUENCY: Short Mid,SHOT FREQUENCY: Long Mid Rank,SHOT FREQUENCY: Long Mid,SHOT FREQUENCY: All Mid Rank,SHOT FREQUENCY: All Mid,SHOT FREQUENCY: Corner Three Rank,SHOT FREQUENCY: Corner Three,SHOT FREQUENCY: Non Corner Rank,SHOT FREQUENCY: Non Corner,SHOT FREQUENCY: All Three Rank,SHOT FREQUENCY: All Three
Arron Afflalo,26.0,DEN,Wing,2077,40,+0.4%,41,+0.6%,31,+0.8%,21,+1.6%,18,+2.5%,93,-1.4%,82,-1.7%,92,-3.1%
Solomon Alabi,23.6,TOR,Big,105,99,-8.3%,8,+3.7%,100,-6.2%,8,+3.5%,82,-2.7%,16,+1.0%,86,-2.0%,69,-1.0%
LaMarcus Aldridge,26.3,POR,Big,1987,90,-3.1%,66,-0.9%,55,-0.1%,15,+2.3%,22,+2.1%,38,+0.3%,80,-1.5%,71,-1.2%
Lavoy Allen,22.7,PHI,Big,569,86,-2.5%,60,-0.5%,46,+0.2%,54,-0.2%,49,+0.0%,15,+1.0%,61,-0.5%,40,+0.5%
Ray Allen,36.3,BOS,Wing,1558,14,+2.2%,35,+1.0%,14,+1.8%,82,-2.1%,55,-0.4%,62,-0.3%,55,-0.3%,62,-0.6%
Tony Allen,29.8,MEM,Wing,1523,75,-1.6%,89,-3.3%,14,+1.8%,12,+2.8%,6,+4.5%,81,-0.9%,58,-0.4%,71,-1.3%
Al-Farouq Aminu,21.1,NOH,Forward,1436,87,-2.6%,86,-3.0%,68,-0.7%,30,+1.0%,46,+0.3%,18,+0.9%,16,+1.8%,12,+2.7%
Lou Amundson,28.9,IND,Big,650,43,+0.3%,84,-2.7%,18,+1.6%,46,+0.3%,26,+1.9%,33,+0.5%,42,+0.4%,35,+0.8%
Chris Andersen,33.3,DEN,Big,481,93,-3.6%,27,+1.5%,20,+1.5%,84,-2.2%,60,-0.8%,73,-0.6%,51,-0.1%,64,-0.7%
Alan Anderson,29.0,TOR,Wing,450,85,-2.3%,2,+4.9%,81,-1.6%,8,+3.5%,25,+1.9%,91,-1.3%,100,-5.5%,100,-6.8%
James Anderson,22.6,SAS,Wing,512,21,+1.5%,40,+0.7%,54,-0.1%,43,+0.4%,45,+0.3%,78,-0.8%,53,-0.2%,68,-1.0%
Ryan Anderson,23.5,ORL,Big,1956,46,+0.1%,28,+1.5%,13,+1.8%,91,-3.3%,69,-1.5%,22,+0.8%,66,-0.8%,49,+0.0%
Carmelo Anthony,27.4,NYK,Forward,1871,27,+1.2%,65,-0.8%,49,+0.1%,71,-1.4%,66,-1.3%,18,+0.9%,25,+1.2%,18,+2.1%
Joel Anthony,29.2,MIA,Big,1342,41,+0.4%,26,+1.6%,36,+0.6%,45,+0.3%,36,+0.9%,88,-1.2%,77,-1.3%,88,-2.5%
Gilbert Arenas,29.8,MEM,Point,210,57,-0.5%,5,+4.1%,19,+1.6%,82,-2.1%,57,-0.5%,49,+0.0%,98,-3.6%,94,-3.5%
Trevor Ariza,26.3,NOH,Wing,1346,10,+2.7%,11,+3.0%,28,+1.0%,45,+0.3%,32,+1.3%,99,-2.2%,87,-2.1%,98,-4.3%
Omer Asik,25.3,CHI,Big,874,96,-4.4%,84,-2.8%,11,+2.0%,26,+1.2%,13,+3.3%,49,+0.1%,60,-0.5%,58,-0.4%
D.J. Augustin,24.0,CHA,Point,1404,24,+1.4%,26,+1.5%,13,+1.9%,93,-3.6%,73,-1.7%,57,-0.2%,42,+0.4%,45,+0.2%
Gustavo Ayon,26.6,NOH,Big,1042,76,-1.6%,47,+0.3%,58,-0.3%,56,-0.4%,58,-0.6%,68,-0.4%,33,+0.8%,43,+0.3%
Luke Babbitt,22.4,POR,Forward,468,5,+4.2%,31,+1.2%,48,+0.2%,77,-1.8%,71,-1.6%,36,+0.4%,48,+0.1%,42,+0.4%
Leandro Barbosa,28.9,TOR,Combo,925,70,-1.2%,26,+1.6%,41,+0.4%,88,-2.8%,80,-2.4%,73,-0.6%,22,+1.5%,35,+0.8%
Leandro Barbosa,28.9,IND,Wing,413,43,+0.3%,48,+0.2%,6,+2.8%,88,-2.9%,50,-0.0%,89,-1.3%,27,+1.1%,53,-0.2%
J.J. Barea,27.3,MIN,Point,1022,32,+0.9%,41,+0.6%,93,-2.9%,49,+0.1%,83,-2.8%,32,+0.5%,19,+1.6%,18,+2.1%
Andrea Bargnani,26.0,TOR,Forward,1030,29,+1.0%,16,+2.4%,91,-2.6%,74,-1.6%,90,-4.2%,72,-0.6%,11,+2.4%,21,+1.8%
Matt Barnes,31.6,LAL,Wing,1429,34,+0.8%,65,-0.8%,14,+1.8%,90,-3.2%,68,-1.4%,48,+0.1%,13,+2.1%,17,+2.2%
Brandon Bass,26.5,BOS,Big,1850,39,+0.5%,7,+3.8%,89,-2.3%,71,-1.3%,87,-3.6%,42,+0.2%,59,-0.4%,54,-0.2%
Tony Battie,35.7,PHI,Big,286,85,-2.3%,70,-1.3%,4,+3.2%,41,+0.5%,11,+3.6%,40,+0.2%,93,-2.6%,87,-2.4%
Shane Battier,33.1,MIA,Wing,1451,25,+1.3%,89,-3.4%,73,-1.1%,26,+1.3%,47,+0.2%,23,+0.8%,10,+2.4%,9,+3.2%
Nicolas Batum,22.9,POR,Wing,1747,25,+1.3%,26,+1.6%,50,+0.0%,69,-1.2%,65,-1.2%,55,-0.1%,54,-0.3%,57,-0.4%
Jerryd Bayless,23.2,TOR,Combo,684,19,+1.8%,65,-0.8%,18,+1.6%,25,+1.4%,15,+3.0%,90,-1.3%,69,-0.9%,84,-2.2%
Michael Beasley,22.8,MIN,Forward,1043,74,-1.5%,60,-0.5%,70,-0.9%,63,-0.8%,73,-1.8%,43,+0.2%,13,+2.1%,17,+2.2%
Rodrigue Beaubois,23.7,DAL,Combo,1069,45,+0.1%,31,+1.2%,11,+2.1%,89,-3.0%,62,-1.0%,32,+0.5%,67,-0.8%,55,-0.3%
Marco Belinelli,25.6,NOH,Combo,1944,22,+1.5%,19,+2.1%,49,+0.1%,58,-0.5%,55,-0.4%,81,-0.9%,68,-0.8%,78,-1.7%
Raja Bell,35.1,UTA,Wing,794,24,+1.3%,62,-0.7%,5,+3.1%,21,+1.7%,5,+4.8%,67,-0.4%,99,-3.7%,97,-4.1%
Mike Bibby,33.5,NYK,Point,522,2,+4.9%,59,-0.4%,59,-0.3%,56,-0.4%,59,-0.7%,60,-0.3%,23,+1.4%,32,+1.1%
