Player,Age,Team,Pos,MIN,eFG% Rank,eFG%,Rim Rank,Rim,Short Mid Rank,Short Mid,Long Mid Rank,Long Mid,All Mid Rank,All Mid,Corner Three Rank,Corner Three,Non Corner Rank,Non Corner,All Three Rank,All Three
Malik Allen,25.3,MIA,Big,132,38,44.7%,33,55%,78,44%,57,39%,75,42%,0,0%,0,0%,0,0%
Rafer Alston,27.3,MIA,Point,288,29,40.5%,18,33%,100,73%,29,30%,88,52%,0,38%,22,23%,15,25%
Shandon Anderson,29.8,NYK,Wing,111,0,30.8%,19,42%,3,0%,0,0%,0,0%,0,50%,0,0%,0,29%
Carmelo Anthony,19.4,DEN,Wing,144,8,34.4%,53,56%,78,44%,6,19%,11,26%,0,0%,0,20%,0,18%
Darrell Armstrong,35.4,NOP,Point,149,0,30.9%,0,0%,0,0%,76,43%,71,43%,0,50%,0,17%,0,20%
Chucky Atkins,29.2,BOS,Point,134,71,47.4%,65,56%,18,0%,94,56%,59,38%,0,100%,0,13%,0,30%
Stacey Augmon,35.2,NOP,Wing,165,14,38.3%,6,30%,94,53%,22,30%,72,41%,0,0%,0,0%,0,0%
Jonathan Bender,22.8,IND,Big,186,50,46.0%,10,47%,70,42%,50,36%,55,39%,0,40%,50,33%,50,35%
Mike Bibby,25.5,SAC,Point,498,76,49.0%,59,53%,47,35%,59,37%,47,37%,0,56%,78,38%,92,44%
Chauncey Billups,27.1,DET,Combo,882,33,44.6%,22,45%,44,40%,56,36%,67,37%,100,36%,33,33%,75,34%
Mark Blount,27.9,BOS,Big,144,63,48.6%,13,47%,95,64%,18,20%,90,50%,0,0%,0,0%,0,0%
Bruce Bowen,32.4,SAS,Wing,297,61,45.2%,8,33%,69,43%,44,33%,56,36%,67,36%,0,43%,71,38%
Earl Boykins,27.4,DEN,Point,116,82,49.2%,41,45%,71,43%,88,50%,82,47%,0,0%,0,38%,0,38%
Devin Brown,24.8,SAS,Combo,124,100,56.8%,11,38%,89,60%,100,44%,100,50%,0,20%,0,100%,0,60%
P.J. Brown,34.0,NOP,Big,254,5,36.6%,68,69%,10,14%,30,29%,15,27%,0,0%,0,0%,0,0%
Kobe Bryant,25.2,LAL,Wing,966,47,44.4%,81,65%,86,47%,42,33%,61,38%,22,28%,11,26%,4,26%
Caron Butler,23.6,MIA,Wing,509,19,39.3%,39,49%,97,56%,33,32%,53,36%,0,0%,0,14%,0,14%
Marcus Camby,29.6,DEN,Big,194,70,50.9%,85,72%,35,33%,25,27%,20,29%,0,0%,0,100%,0,100%
Elden Campbell,35.3,DET,Big,125,0,28.6%,0,30%,18,27%,35,30%,18,28%,0,0%,0,0%,0,0%
