Player,Age,Team,Pos,MIN,BLK% Rank,BLK%,STL% Rank,STL%,FOUL% Rank,FOUL%,fgOR% Rank,fgOR%,fgDR% Rank,fgDR%,ftOR% Rank,ftOR%,ftDR% Rank,ftDR%
Trevor Ariza,20.3,NYK,Wing,700,74,0.7%,97,2.7%,26,4.4%,95,7.5%,69,11.4%,94,4.8%,100,38.9%
Trevor Ariza,20.3,ORL,Forward,280,22,0.4%,95,2.4%,70,3.4%,98,10.6%,95,18.3%,97,11.1%,73,28.0%
Darrell Armstrong,37.4,DAL,Point,545,52,0.2%,71,1.9%,15,5.4%,90,3.4%,87,10.5%,90,2.6%,69,4.5%
Carlos Arroyo,26.3,DET,Point,524,67,0.3%,40,1.4%,8,5.5%,100,4.3%,35,7.8%,96,6.3%,0,0.0%
Carlos Arroyo,26.3,ORL,Point,584,0,0.0%,50,1.6%,69,2.9%,56,2.0%,67,9.3%,0,0.0%,40,2.1%
Chucky Atkins,31.2,MEM,Point,1154,25,0.1%,25,1.2%,42,3.7%,19,1.1%,13,6.4%,0,0.0%,0,0.0%
Chucky Atkins,31.2,WAS,Point,533,0,0.0%,21,1.2%,25,4.5%,67,2.3%,19,6.7%,0,0.0%,37,1.9%
Stacey Augmon,37.3,ORL,Forward,374,55,0.8%,78,1.5%,35,5.0%,35,4.6%,8,9.0%,100,12.0%,22,13.8%
Marcus Banks,24.0,BOS,Combo,250,0,0.0%,25,1.3%,2,6.1%,38,1.4%,2,5.1%,96,4.8%,56,3.8%
Marcus Banks,24.0,MIN,Point,1198,87,0.5%,62,1.8%,29,4.4%,52,1.9%,50,8.4%,0,0.0%,88,7.1%
Leandro Barbosa,22.9,PHX,Wing,1538,15,0.2%,38,1.3%,48,3.7%,29,2.1%,10,7.7%,0,0.0%,12,1.9%
Matt Barnes,25.6,PHI,Forward,503,53,0.8%,65,1.4%,0,7.7%,83,7.9%,13,9.7%,95,10.9%,47,18.9%
Andre Barrett,23.7,TOR,Point,257,0,0.0%,58,1.7%,94,2.0%,79,3.0%,10,6.3%,0,0.0%,0,0.0%
Brent Barry,33.8,SAS,Wing,1179,90,1.1%,55,1.5%,58,3.6%,37,2.5%,53,10.3%,72,2.0%,52,8.0%
Jon Barry,36.3,HOU,Wing,330,11,0.2%,74,1.7%,65,3.5%,1,0.3%,42,9.6%,0,0.0%,47,7.4%
Eddie Basden,22.7,CHI,Wing,124,83,0.9%,95,2.6%,13,5.1%,84,5.0%,62,10.9%,0,0.0%,91,25.0%
Brandon Bass,20.5,NOP,Big,201,16,0.8%,8,0.5%,99,2.6%,58,9.3%,50,16.0%,0,0.0%,31,23.1%
Esteban Batista,22.2,ATL,Big,457,23,1.1%,56,1.1%,5,8.7%,90,12.4%,66,17.7%,73,5.7%,72,34.4%
Tony Battie,29.7,ORL,Big,2211,51,1.7%,51,1.0%,59,5.1%,30,7.6%,23,13.7%,84,6.5%,62,30.8%
Shane Battier,27.1,MEM,Forward,2832,95,2.4%,82,1.6%,68,3.5%,67,6.5%,17,9.9%,73,4.7%,7,8.5%
Lonny Baxter,26.8,CHA,Big,113,7,0.5%,33,0.8%,97,2.8%,28,7.5%,98,25.0%,0,0.0%,92,42.9%
Lonny Baxter,26.8,HOU,Big,251,25,1.2%,72,1.3%,14,7.9%,85,12.1%,31,14.4%,100,17.6%,97,52.4%
Charlie Bell,26.6,MIL,Combo,1229,33,0.2%,82,2.0%,22,4.5%,53,1.7%,64,9.2%,0,0.0%,13,1.0%
Raja Bell,29.1,PHX,Wing,2942,37,0.4%,25,1.2%,62,3.6%,13,1.6%,4,6.8%,55,1.1%,55,8.2%
Mike Bibby,27.5,SAC,Point,3163,44,0.2%,19,1.2%,88,2.2%,12,1.0%,27,7.2%,81,1.1%,23,0.6%
Andris Biedrins,19.6,GSW,Big,960,77,2.7%,51,1.0%,9,8.4%,92,12.9%,55,16.4%,92,8.3%,25,20.8%
Chauncey Billups,29.1,DET,Point,2918,40,0.2%,17,1.2%,90,2.2%,33,1.5%,42,8.0%,73,1.1%,63,4.2%
Steve Blake,25.7,POR,Point,1750,42,0.2%,15,1.1%,77,2.7%,38,1.6%,33,7.6%,0,0.0%,79,5.9%
Andray Blatche,19.2,WAS,Big,123,56,1.8%,84,1.4%,4,9.4%,9,5.4%,8,12.3%,99,15.4%,78,36.4%
Mark Blount,29.9,BOS,Big,1077,53,1.8%,20,0.6%,88,3.7%,7,4.2%,2,11.0%,0,0.0%,33,23.5%
Mark Blount,29.9,MIN,Big,1140,60,1.9%,55,1.0%,53,5.5%,12,6.1%,9,12.4%,43,3.1%,23,20.6%
Keith Bogans,25.5,CHA,Wing,842,14,0.2%,85,2.0%,41,3.8%,63,3.4%,52,10.3%,82,2.7%,33,5.6%
Keith Bogans,25.5,HOU,Wing,1042,30,0.3%,45,1.4%,43,3.8%,48,2.9%,84,12.4%,0,0.0%,18,3.2%
Andrew Bogut,20.9,MIL,Big,2335,47,1.6%,49,1.0%,68,4.8%,51,8.9%,52,16.2%,30,2.1%,85,39.7%
Matt Bonner,25.6,TOR,Forward,1665,73,1.1%,58,1.4%,20,5.8%,52,5.3%,40,12.2%,27,1.2%,45,18.9%
Calvin Booth,29.5,WAS,Big,220,65,2.1%,93,1.8%,8,8.5%,30,7.6%,1,10.6%,97,11.1%,59,30.0%
Carlos Boozer,23.9,UTA,Big,1023,6,0.4%,77,1.3%,84,3.9%,28,7.5%,91,21.2%,94,9.4%,89,41.0%
Chris Bosh,21.6,TOR,Big,2745,46,1.6%,36,0.9%,94,3.2%,44,8.3%,68,18.0%,30,2.0%,39,25.1%
Bruce Bowen,34.4,SAS,Wing,2745,64,0.6%,46,1.4%,71,3.2%,11,1.4%,45,9.8%,79,2.5%,89,23.6%
Ryan Bowen,29.9,HOU,Forward,618,25,0.5%,62,1.4%,13,6.1%,32,4.4%,7,9.0%,87,8.8%,8,9.3%
Earl Boykins,29.4,DEN,Point,1515,33,0.1%,38,1.4%,92,2.0%,23,1.4%,0,4.4%,75,1.1%,35,1.7%
Michael Bradley,26.5,PHI,Big,323,29,1.3%,28,0.7%,72,4.7%,80,11.5%,74,18.6%,99,14.3%,75,35.0%
Elton Brand,26.6,LAC,Big,3096,89,3.5%,68,1.2%,95,3.0%,49,8.7%,61,16.9%,24,1.3%,35,24.2%
Primoz Brezec,26.1,CHA,Big,2160,16,0.8%,4,0.4%,77,4.4%,41,8.2%,13,12.6%,49,3.7%,42,26.6%
Devin Brown,26.8,UTA,Wing,1641,51,0.5%,20,1.1%,53,3.7%,77,4.2%,22,8.7%,92,3.9%,50,7.6%
Kwame Brown,23.6,LAL,Big,1966,31,1.3%,18,0.6%,81,4.0%,67,10.0%,30,14.3%,55,4.2%,61,30.5%
P.J. Brown,36.0,NOP,Big,2365,26,1.2%,42,0.9%,82,4.0%,38,8.0%,49,15.9%,80,6.3%,64,31.2%
Rick Brunson,33.4,HOU,Combo,206,53,0.3%,67,1.7%,24,4.4%,2,0.6%,62,9.2%,0,0.0%,75,5.6%
Kobe Bryant,27.2,LAL,Combo,3271,80,0.5%,80,2.0%,91,2.6%,71,2.4%,93,11.8%,56,0.5%,69,5.1%
Greg Buckner,29.1,DEN,Wing,1721,59,0.6%,88,2.2%,23,4.6%,25,1.9%,60,10.8%,0,0.0%,49,7.4%
Pat Burke,31.9,PHX,Big,268,42,1.5%,49,1.0%,22,7.1%,9,5.4%,12,12.6%,97,11.1%,54,29.0%
Antonio Burks,25.7,MEM,Point,513,0,0.0%,56,1.7%,48,3.6%,10,1.0%,8,6.0%,0,0.0%,0,0.0%
Kevin Burleson,26.6,CHA,Combo,307,73,0.4%,100,3.5%,0,8.2%,31,1.3%,13,6.6%,0,0.0%,96,11.1%
Caron Butler,25.6,WAS,Wing,2688,34,0.4%,87,2.1%,69,3.2%,80,4.6%,93,14.6%,54,1.0%,56,8.6%
Jackie Butler,20.6,NYK,Big,651,72,2.4%,56,1.1%,26,6.8%,76,10.6%,35,14.7%,52,3.9%,95,50.0%
Rasual Butler,26.4,NOP,Wing,1787,95,1.4%,11,0.8%,65,3.4%,50,2.9%,67,11.2%,45,0.8%,21,3.6%
Andrew Bynum,18.0,LAL,Big,307,92,3.6%,15,0.6%,19,7.3%,64,9.8%,24,13.9%,72,5.6%,70,33.3%
Will Bynum,22.8,GSW,Point,144,0,0.0%,85,2.2%,81,2.5%,58,2.1%,17,6.6%,0,0.0%,0,0.0%
Zarko Cabarkapa,24.4,GSW,Big,442,10,0.6%,46,0.9%,16,7.7%,37,8.0%,63,17.0%,40,2.9%,9,13.8%
Jose Calderon,24.1,TOR,Point,1445,35,0.2%,35,1.4%,75,2.7%,60,2.2%,52,8.6%,79,1.1%,52,3.4%
Marcus Camby,31.6,DEN,Big,1851,96,5.2%,94,1.9%,91,3.5%,36,7.9%,99,26.1%,0,0.0%,97,52.4%
Brian Cardinal,28.5,MEM,Big,388,0,0.0%,100,2.9%,18,7.3%,1,3.4%,6,11.7%,0,0.0%,48,28.0%
Matt Carroll,25.2,CHA,Wing,1199,53,0.5%,65,1.6%,40,3.8%,42,2.6%,85,12.4%,61,1.3%,0,0.0%
Anthony Carter,30.4,MIN,Point,569,96,0.8%,69,1.9%,17,5.3%,37,1.6%,77,9.7%,0,0.0%,56,3.8%
Vince Carter,28.8,BKN,Wing,2900,87,1.0%,55,1.5%,68,3.3%,85,5.2%,81,12.1%,39,0.5%,30,4.7%
Sam Cassell,36.0,LAC,Point,2651,54,0.2%,27,1.3%,56,3.3%,42,1.7%,65,9.3%,63,0.8%,73,5.4%
Kelvin Cato,31.2,ORL,Big,298,61,1.9%,50,1.0%,35,6.3%,25,7.3%,42,15.2%,0,0.0%,42,26.3%
Tyson Chandler,23.1,CHI,Big,2107,78,2.7%,39,0.9%,51,5.6%,96,13.6%,89,20.5%,25,1.4%,60,30.3%
Calbert Cheaney,34.3,GSW,Forward,413,8,0.3%,37,1.1%,63,3.8%,28,4.1%,10,9.1%,83,8.3%,27,14.7%
Josh Childress,22.4,ATL,Wing,2193,85,1.0%,75,1.8%,64,3.5%,90,6.5%,72,11.5%,86,3.4%,76,15.7%
Doug Christie,35.5,DAL,Wing,184,28,0.3%,91,2.3%,91,2.6%,9,1.3%,5,6.8%,0,0.0%,0,0.0%
Speedy Claxton,27.5,NOP,Combo,1970,31,0.2%,95,2.5%,55,3.7%,64,2.0%,40,8.6%,73,1.3%,71,5.2%
Mateen Cleaves,28.2,OKC,Point,200,88,0.6%,0,0.4%,19,5.1%,2,0.5%,4,5.4%,96,6.3%,0,0.0%
Jarron Collins,26.9,UTA,Big,1701,20,1.0%,53,1.0%,32,6.5%,44,8.4%,15,12.8%,84,6.6%,8,13.7%
Jason Collins,26.9,BKN,Big,1891,28,1.2%,66,1.2%,45,5.8%,10,5.6%,29,14.2%,0,0.0%,2,8.1%
Nick Collison,25.0,OKC,Big,1438,34,1.3%,16,0.6%,40,6.0%,75,10.6%,58,16.6%,74,5.7%,27,21.7%
Brian Cook,24.9,LAL,Big,1504,25,1.2%,58,1.1%,46,5.8%,13,6.1%,7,11.9%,66,5.1%,53,29.0%
Jamal Crawford,25.6,NYK,Combo,2465,62,0.3%,45,1.4%,98,2.3%,49,1.6%,80,10.1%,82,1.7%,20,1.6%
Austin Croshere,30.5,IND,Forward,1138,18,0.3%,18,0.9%,53,4.1%,62,6.2%,87,17.2%,58,3.9%,72,27.5%
Eddy Curry,22.9,NYK,Big,1860,49,1.7%,23,0.7%,78,4.3%,56,9.3%,60,16.8%,35,2.6%,10,15.4%
Samuel Dalembert,25.5,PHI,Big,1757,96,4.9%,37,0.9%,38,6.1%,70,10.2%,94,21.8%,22,0.9%,63,30.9%
Erick Dampier,30.3,DAL,Big,1912,82,3.0%,21,0.7%,54,5.5%,99,16.0%,84,20.0%,43,3.1%,50,28.4%
Antonio Daniels,30.6,WAS,Point,2248,50,0.2%,10,1.0%,98,1.7%,13,1.0%,37,7.9%,0,0.0%,25,0.6%
Marquis Daniels,24.8,DAL,Wing,1729,38,0.4%,75,1.8%,66,3.4%,86,5.3%,24,8.7%,73,2.0%,31,5.0%
Antonio Davis,37.0,NYK,Forward,747,43,0.7%,47,1.2%,33,5.2%,97,10.4%,67,14.6%,82,7.1%,35,16.7%
Antonio Davis,37.0,TOR,Forward,190,12,0.3%,7,0.8%,18,5.9%,95,9.9%,33,11.6%,0,0.0%,87,33.3%
Baron Davis,26.6,GSW,Point,1960,73,0.4%,77,2.0%,52,3.5%,63,2.3%,88,10.6%,60,0.7%,33,1.4%
Dale Davis,36.6,DET,Big,149,87,3.4%,0,0.0%,42,6.0%,85,11.8%,58,16.7%,0,0.0%,46,27.3%
Ricky Davis,26.1,BOS,Wing,1738,24,0.3%,35,1.3%,96,2.1%,43,2.7%,28,8.9%,46,0.9%,25,3.8%
Ricky Davis,26.1,MIN,Wing,1451,27,0.3%,42,1.3%,85,2.8%,19,1.8%,27,8.8%,87,3.4%,83,19.8%
Carlos Delfino,23.2,DET,Wing,613,94,1.3%,34,1.2%,10,5.4%,74,4.1%,76,11.8%,75,2.2%,62,10.5%
Tony Delk,31.8,DET,Combo,358,29,0.2%,36,1.4%,80,2.9%,84,2.9%,87,11.3%,0,0.0%,0,0.0%
Luol Deng,20.5,CHI,Forward,2592,67,1.0%,48,1.2%,100,2.0%,47,5.2%,55,13.3%,27,1.2%,92,34.7%
Boris Diaw,23.5,PHX,Big,2842,41,1.5%,44,0.9%,87,3.7%,11,6.0%,22,13.5%,23,1.1%,5,12.3%
Dan Dickau,27.1,BOS,Point,229,58,0.2%,87,2.2%,0,7.8%,62,2.2%,2,4.5%,100,7.7%,92,8.7%
Travis Diener,23.7,ORL,Combo,224,0,0.0%,38,1.4%,31,4.2%,0,0.5%,33,8.2%,100,7.4%,0,0.0%
Ike Diogu,22.1,GSW,Big,967,49,1.6%,14,0.6%,39,6.1%,51,9.0%,18,13.0%,66,5.1%,18,18.6%
DeSagana Diop,23.8,DAL,Big,1490,98,5.5%,82,1.4%,15,7.8%,78,11.2%,49,16.0%,70,5.5%,22,20.4%
Juan Dixon,27.1,POR,Wing,1912,12,0.2%,48,1.4%,55,3.7%,18,1.8%,18,8.5%,0,0.0%,37,5.9%
Michael Doleac,28.4,MIA,Big,302,22,1.1%,71,1.2%,39,6.1%,24,7.3%,37,14.8%,0,0.0%,20,20.0%
Keyon Dooling,25.5,ORL,Combo,1126,38,0.2%,84,2.1%,18,4.7%,18,1.1%,7,6.2%,67,1.0%,58,4.1%
Chris Duhon,23.2,CHI,Point,2116,21,0.1%,46,1.5%,62,3.1%,25,1.4%,71,9.5%,58,0.7%,83,6.2%
Tim Duncan,29.5,SAS,Big,2775,86,3.3%,70,1.2%,93,3.2%,58,9.3%,96,23.3%,77,5.9%,79,36.6%
Mike Dunleavy,25.1,GSW,Forward,2551,42,0.7%,32,1.0%,73,3.1%,10,3.0%,45,12.5%,23,1.0%,30,15.1%
Ronald Dupree,24.8,MIN,Forward,229,0,0.0%,90,1.9%,3,7.4%,73,7.2%,37,11.8%,63,4.2%,70,26.7%
John Edwards,24.3,ATL,Big,280,75,2.5%,10,0.5%,1,11.3%,23,7.2%,4,11.4%,0,0.0%,6,12.9%
Howard Eisley,32.9,DEN,Point,270,77,0.4%,33,1.3%,40,3.8%,6,0.8%,21,6.9%,0,0.0%,0,0.0%
Howard Eisley,32.9,LAC,Point,109,0,0.0%,37,1.4%,21,5.0%,15,1.1%,94,12.8%,0,0.0%,96,12.5%
Monta Ellis,20.0,GSW,Combo,829,84,0.5%,47,1.5%,78,2.9%,73,2.5%,56,9.1%,0,0.0%,95,9.9%
Francisco Elson,29.7,DEN,Big,1547,45,1.6%,88,1.6%,43,5.9%,21,7.0%,37,14.9%,49,3.6%,57,29.4%
Melvin Ely,27.5,CHA,Big,1319,56,1.9%,53,1.0%,75,4.5%,26,7.4%,15,12.9%,22,1.0%,68,32.4%
Maurice Evans,27.0,DET,Wing,1037,80,0.8%,58,1.5%,15,5.0%,93,7.2%,13,8.1%,89,3.5%,46,7.1%
Reggie Evans,25.5,DEN,Big,595,6,0.5%,63,1.1%,71,4.7%,72,10.5%,100,28.6%,32,2.1%,82,38.0%
Reggie Evans,25.5,OKC,Big,782,3,0.4%,80,1.4%,64,4.9%,98,14.7%,95,22.7%,85,6.7%,96,51.9%
Daniel Ewing,22.6,LAC,Combo,902,67,0.4%,65,1.7%,45,4.0%,76,2.7%,16,6.9%,0,0.0%,40,2.7%
Raymond Felton,21.3,CHA,Combo,2362,35,0.2%,75,1.9%,67,3.1%,87,3.1%,45,8.8%,95,4.0%,85,7.1%
Michael Finley,32.7,SAS,Forward,1975,3,0.2%,10,0.8%,98,2.1%,0,1.7%,23,11.0%,0,0.0%,5,8.5%
Derek Fisher,31.2,GSW,Combo,2548,22,0.1%,87,2.2%,47,3.9%,44,1.4%,15,6.8%,58,0.5%,84,6.9%
Gerald Fitch,23.2,MIA,Point,212,98,1.0%,29,1.3%,12,5.4%,71,2.5%,81,10.2%,0,0.0%,75,5.6%
T.J. Ford,22.6,MIL,Point,2538,38,0.2%,63,1.8%,60,3.3%,77,2.8%,90,10.8%,0,0.0%,90,8.1%
Danny Fortson,29.6,OKC,Big,273,5,0.4%,22,0.7%,2,10.4%,94,13.2%,70,18.2%,72,5.6%,84,38.9%
Jeff Foster,28.8,IND,Big,1573,19,1.0%,69,1.2%,65,4.8%,99,15.5%,96,22.8%,53,4.0%,23,20.7%
Adonal Foyle,30.7,GSW,Big,1818,91,3.6%,59,1.1%,65,4.8%,35,7.9%,25,13.9%,54,4.0%,66,32.0%
Richie Frahm,28.2,HOU,Wing,109,0,0.0%,2,0.4%,80,3.0%,0,0.0%,47,9.9%,0,0.0%,84,20.0%
Richie Frahm,28.2,MIN,Combo,217,87,0.5%,4,0.6%,33,4.2%,45,1.4%,51,8.9%,0,0.0%,76,5.9%
Steve Francis,28.7,NYK,Combo,639,85,0.5%,62,1.6%,35,4.1%,75,2.7%,84,10.5%,0,0.0%,29,2.0%
Steve Francis,28.7,ORL,Combo,1731,65,0.4%,35,1.4%,65,3.4%,100,4.3%,78,10.1%,0,0.0%,67,4.9%
Channing Frye,22.5,NYK,Big,1522,48,1.6%,38,0.9%,58,5.1%,61,9.4%,44,15.5%,53,3.9%,30,22.9%
Dan Gadzuric,27.7,MIL,Big,844,80,2.8%,75,1.3%,10,8.2%,79,11.2%,67,17.8%,28,1.9%,14,18.0%
Francisco Garcia,23.8,SAC,Wing,1217,99,1.8%,36,1.3%,22,4.6%,62,3.3%,82,12.2%,0,0.0%,15,2.3%
Kevin Garnett,29.5,MIN,Big,2949,63,2.0%,89,1.7%,97,2.7%,42,8.3%,99,25.4%,86,6.7%,85,39.8%
Pat Garrity,29.2,ORL,Forward,920,30,0.5%,2,0.6%,38,4.9%,18,3.7%,5,8.7%,38,2.6%,12,10.6%
Pau Gasol,25.3,MEM,Big,3125,79,2.8%,27,0.7%,99,2.3%,17,6.8%,53,16.2%,79,6.0%,90,41.1%
Devean George,28.2,LAL,Wing,1509,93,1.2%,84,2.0%,27,4.3%,87,5.5%,86,12.7%,83,2.7%,67,12.6%
Manu Ginobili,28.3,SAS,Wing,1804,78,0.8%,95,2.6%,56,3.6%,44,2.7%,57,10.7%,44,0.8%,73,14.6%
Gordan Giricek,28.4,UTA,Wing,952,20,0.2%,8,0.8%,50,3.7%,12,1.6%,6,7.0%,88,3.4%,15,2.4%
Ryan Gomes,23.2,BOS,Forward,1341,7,0.2%,42,1.2%,97,2.3%,87,8.6%,73,15.0%,45,3.3%,40,17.8%
Drew Gooden,24.1,CLE,Big,2156,30,1.3%,59,1.1%,89,3.6%,80,11.5%,86,20.0%,96,10.4%,80,37.3%
Ben Gordon,22.6,CHI,Wing,2465,8,0.1%,43,1.3%,38,3.9%,20,1.8%,7,7.3%,40,0.6%,15,2.4%
Joey Graham,23.4,TOR,Wing,1531,47,0.5%,23,1.1%,6,5.9%,70,3.8%,71,11.4%,95,5.8%,95,27.2%
Stephen Graham,23.4,CLE,Wing,110,86,1.0%,33,1.2%,0,8.7%,78,4.3%,55,10.5%,0,0.0%,84,20.0%
Danny Granger,22.5,IND,Forward,1697,90,1.9%,63,1.4%,30,5.4%,82,7.7%,58,13.5%,90,9.7%,58,22.8%
Brian Grant,33.7,PHX,Big,234,11,0.7%,32,0.8%,11,8.0%,4,3.7%,59,16.7%,93,9.1%,31,23.1%
Devin Green,23.0,LAL,Wing,113,0,0.0%,9,0.8%,57,3.6%,92,7.1%,63,10.9%,100,12.5%,51,7.7%
Gerald Green,19.8,BOS,Wing,340,67,0.6%,77,1.8%,17,5.0%,64,3.4%,30,8.9%,0,0.0%,57,8.7%
Willie Green,24.3,PHI,Combo,138,0,0.0%,5,0.7%,36,4.1%,5,0.8%,75,9.9%,0,0.0%,0,0.0%
Orien Greene,23.7,BOS,Combo,1167,78,0.4%,98,2.7%,4,6.0%,91,3.4%,67,9.4%,71,1.1%,87,7.1%
Adrian Griffin,31.3,DAL,Wing,1199,41,0.4%,78,1.8%,28,4.3%,94,7.2%,90,13.7%,64,1.6%,60,10.1%
Eddie Griffin,23.4,MIN,Big,1333,99,5.9%,9,0.5%,77,4.3%,46,8.6%,85,20.0%,41,2.9%,52,28.9%
Anthony Grundy,26.5,ATL,Combo,104,0,0.0%,96,2.6%,27,4.3%,24,1.2%,100,15.0%,0,0.0%,0,0.0%
Richard Hamilton,27.7,DET,Wing,2820,29,0.3%,13,0.9%,79,3.0%,61,3.3%,3,6.7%,65,1.7%,9,1.5%
Matt Harpring,29.4,UTA,Wing,1928,36,0.4%,47,1.4%,30,4.1%,98,9.0%,66,11.2%,95,4.9%,74,14.8%
Al Harrington,25.7,ATL,Forward,2773,10,0.3%,60,1.4%,52,4.3%,45,5.1%,68,14.6%,43,3.2%,80,29.1%
Othella Harrington,31.8,CHI,Big,806,15,0.8%,5,0.4%,41,6.0%,20,7.0%,9,12.3%,47,3.4%,11,16.0%
Devin Harris,22.7,DAL,Point,1216,94,0.7%,67,1.9%,37,4.0%,65,2.3%,44,8.1%,65,0.9%,67,4.4%
David Harrison,23.2,IND,Big,978,80,2.9%,61,1.1%,17,7.6%,43,8.3%,54,16.3%,61,4.6%,13,17.9%
Jason Hart,27.5,SAC,Combo,716,60,0.3%,78,1.9%,20,4.6%,56,1.8%,27,7.5%,0,0.0%,76,5.9%
Udonis Haslem,25.4,MIA,Big,2477,4,0.4%,43,0.9%,85,3.8%,37,8.0%,76,18.8%,46,3.3%,27,21.8%
Trenton Hassell,26.7,MIN,Combo,2499,95,0.7%,9,0.8%,62,3.5%,96,3.7%,5,5.3%,91,3.0%,93,7.9%
Chuck Hayes,22.4,HOU,Big,486,50,1.7%,99,2.4%,24,7.0%,92,13.0%,90,20.7%,73,5.7%,51,28.6%
Jarvis Hayes,24.2,WAS,Forward,497,0,0.0%,50,1.3%,72,3.2%,20,3.9%,27,11.6%,0,0.0%,15,11.4%
Brendan Haywood,25.9,WAS,Big,1873,81,3.0%,26,0.7%,63,5.0%,78,11.0%,22,13.6%,43,3.1%,61,30.7%
Luther Head,22.9,HOU,Combo,2248,44,0.2%,71,1.8%,64,3.4%,40,1.4%,85,10.8%,93,3.7%,53,3.8%
Alan Henderson,32.9,CLE,Big,449,27,1.2%,35,0.8%,47,5.7%,84,11.7%,35,14.8%,58,4.4%,9,14.0%
Grant Hill,33.1,ORL,Wing,612,55,0.6%,80,1.8%,67,3.3%,49,2.9%,75,11.8%,0,0.0%,81,17.5%
Kirk Hinrich,24.8,CHI,Combo,2943,69,0.4%,42,1.4%,58,3.6%,11,1.0%,60,9.1%,69,1.1%,62,4.2%
Robert Horry,35.2,SAS,Big,1171,73,2.5%,91,1.8%,73,4.6%,18,6.8%,36,14.8%,51,3.8%,41,25.4%
Eddie House,27.5,PHX,Combo,1337,76,0.4%,29,1.3%,87,2.8%,20,1.1%,31,8.0%,0,0.0%,36,2.6%
Dwight Howard,19.9,ORL,Big,3015,67,2.2%,54,1.0%,89,3.7%,82,11.6%,97,24.8%,50,3.7%,91,41.4%
Josh Howard,25.5,DAL,Wing,1901,75,0.8%,67,1.6%,55,3.7%,96,7.5%,89,13.7%,77,2.5%,75,15.3%
Juwan Howard,32.7,HOU,Big,2533,1,0.2%,41,0.9%,87,3.8%,22,7.1%,27,14.1%,42,3.0%,37,25.0%
Troy Hudson,29.6,MIN,Combo,785,56,0.3%,7,0.7%,76,3.0%,13,1.0%,0,4.5%,0,0.0%,82,6.7%
Larry Hughes,26.8,CLE,Wing,1255,81,0.8%,83,1.9%,61,3.6%,32,2.2%,70,11.4%,69,1.9%,47,7.4%
Kris Humphries,20.7,UTA,Forward,522,82,1.3%,72,1.5%,15,6.0%,88,8.8%,82,16.6%,93,10.0%,93,34.9%
Lindsey Hunter,34.9,DET,Point,334,46,0.2%,96,2.7%,6,5.9%,85,3.0%,79,10.1%,94,3.8%,0,0.0%
Steven Hunter,24.0,PHI,Big,1283,84,3.2%,6,0.4%,80,4.0%,53,9.2%,6,11.8%,75,5.8%,24,20.8%
Andre Iguodala,21.8,PHI,Forward,3063,20,0.4%,92,1.9%,82,2.8%,30,4.3%,28,11.6%,17,0.5%,37,17.3%
Zydrunas Ilgauskas,30.4,CLE,Big,2273,87,3.3%,32,0.8%,61,5.1%,88,12.2%,48,15.7%,26,1.5%,18,19.5%
Allen Iverson,30.4,PHI,Point,3091,37,0.2%,83,2.0%,100,1.5%,29,1.5%,15,6.5%,65,0.9%,48,2.9%
Royal Ivey,23.9,ATL,Point,939,81,0.4%,13,1.1%,4,6.7%,87,3.1%,48,8.3%,88,2.0%,0,0.0%
