Player,Age,Team,Pos,MIN,Pts/Poss Rank,Pts/Poss,ALL TRANSITION: Pts+/Poss Rank,ALL TRANSITION: Pts+/Poss,ALL TRANSITION: Freq Rank,ALL TRANSITION: Freq,ALL TRANSITION: Pts/Play Rank,ALL TRANSITION: Pts/Play,OFF STEALS: Pts+/Poss Rank,OFF STEALS: Pts+/Poss,OFF STEALS: Freq Rank,OFF STEALS: Freq,OFF STEALS: Pts/Play Rank,OFF STEALS: Pts/Play,OFF LIVE REBOUNDS: Pts+/Poss Rank,OFF LIVE REBOUNDS: Pts+/Poss,OFF LIVE REBOUNDS: Freq Rank,OFF LIVE REBOUNDS: Freq,OFF LIVE REBOUNDS: Pts/Play Rank,OFF LIVE REBOUNDS: Pts/Play
Pat Connaughton,30.8,MIL,Wing,122,89,-10.2,97,-6.7,8,+3.6%,93,-47.2,60,-0.1,2,+38.8%,81,-35.9,99,-6.9,76,-4.0%,94,-69.3
Anthony Davis,30.6,LAL,Big,248,1,+23.3,0,+10.9,26,+1.7%,0,+85.4,2,+4.5,92,-20.0%,2,+107.7,4,+6.7,3,+9.9%,5,+68.6
Kevin Durant,35.1,PHX,Big,167,0,+58.1,2,+8.4,95,-4.0%,1,+81.2,14,+2.4,98,-29.6%,5,+83.3,5,+5.5,80,-5.2%,2,+83.3
Joel Embiid,29.6,PHI,Big,286,76,-6.1,91,-4.4,99,-8.7%,58,-4.2,25,+1.4,85,-16.5%,41,+16.0,96,-6.1,80,-5.2%,66,-17.8
Dante Exum,28.3,DAL,Wing,117,51,-0.5,67,-1.4,32,+1.2%,70,-11.2,10,+3.1,15,+14.0%,8,+67.8,88,-3.3,25,+3.6%,84,-39.9
Paul George,33.5,LAC,Forward,222,38,+2.0,6,+6.1,58,-0.9%,10,+36.6,33,+1.0,7,+22.9%,46,+9.1,7,+4.7,71,-3.2%,10,+49.4
Rudy Gobert,31.3,MIN,Big,510,85,-8.5,44,+0.8,33,+1.1%,42,+9.1,27,+1.3,23,+10.4%,13,+55.2,49,-0.3,23,+4.0%,61,-12.3
Aaron Gordon,28.1,DEN,Big,444,6,+16.1,16,+3.5,36,+0.9%,30,+16.9,16,+2.0,15,+14.9%,29,+30.5,29,+1.3,68,-2.7%,38,+6.8
Eric Gordon,34.9,PHX,Wing,116,14,+11.4,87,-3.9,9,+3.5%,96,-51.9,80,-1.2,71,-7.8%,80,-35.7,84,-2.6,6,+9.0%,93,-67.9
Tim Hardaway Jr.,31.6,DAL,Wing,161,12,+12.7,77,-2.3,11,+3.2%,88,-30.2,71,-0.4,43,+1.8%,65,-6.9,68,-1.7,12,+6.3%,89,-45.7
James Harden,34.2,LAC,Combo,241,8,+14.2,22,+2.5,2,+5.5%,46,+4.0,31,+1.1,73,-9.7%,49,+8.3,33,+1.0,2,+12.9%,43,+3.2
Gary Harris,29.1,ORL,Wing,158,44,+0.9,8,+5.4,85,-2.7%,7,+48.1,33,+1.0,76,-13.5%,20,+46.7,11,+4.0,98,-10.1%,11,+45.2
Tobias Harris,31.3,PHI,Forward,251,63,-3.0,51,+0.0,93,-3.4%,53,-2.1,43,+0.4,36,+6.0%,56,+4.0,63,-1.4,93,-7.6%,67,-19.0
Jrue Holiday,33.4,BOS,Combo,718,54,-0.9,52,-0.1,51,-0.4%,56,-3.7,53,+0.3,26,+8.6%,50,+7.8,59,-1.1,65,-1.4%,72,-22.2
Justin Holiday,34.6,DEN,Combo,146,97,-19.1,46,+0.6,34,+1.0%,50,+0.6,49,+0.3,58,-2.0%,44,+11.1,38,+0.6,17,+4.9%,40,+6.0
Al Horford,37.4,BOS,Big,574,67,-3.5,49,+0.5,73,-1.6%,44,+7.6,15,+2.2,20,+11.5%,7,+82.0,69,-1.7,89,-6.9%,77,-30.5
Brandon Ingram,26.2,NOP,Wing,207,87,-9.1,100,-10.4,4,+5.1%,100,-111.7,61,-0.1,1,+41.7%,99,-106.0,100,-9.9,75,-3.8%,100,-123.8
Kyrie Irving,31.6,DAL,Combo,879,37,+2.9,59,-1.0,98,-6.7%,59,-5.2,96,-3.1,63,-5.4%,84,-40.5,27,+1.4,96,-8.6%,35,+8.7
Reggie Jackson,33.5,DEN,Combo,111,90,-11.3,70,-1.8,35,+0.9%,72,-11.6,77,-0.9,93,-21.2%,68,-12.7,54,-0.6,43,+1.2%,48,+0.4
LeBron James,38.8,LAL,Forward,244,63,-3.1,64,-1.3,64,-1.2%,55,-3.2,28,+1.2,12,+16.1%,33,+25.6,82,-2.5,59,-0.6%,62,-12.7
Nikola Jokic,28.7,DEN,Big,481,24,+7.1,25,+2.3,68,-1.4%,17,+29.8,3,+3.7,81,-14.7%,2,+113.8,67,-1.6,82,-5.4%,54,-3.9
Derrick Jones Jr.,26.7,DAL,Forward,646,74,-5.5,74,-2.1,79,-2.0%,72,-11.4,83,-1.7,61,-4.0%,82,-36.8,50,-0.4,78,-4.7%,42,+4.4
Caris LeVert,29.2,CLE,Wing,257,57,-1.0,15,+3.6,42,+0.3%,15,+30.3,48,+0.4,62,-4.7%,59,+2.4,15,+3.2,56,-0.2%,13,+42.3
Damian Lillard,33.3,MIL,Point,155,16,+9.8,19,+3.1,13,+3.0%,43,+8.6,37,+0.7,67,-7.3%,26,+35.2,19,+2.7,7,+8.3%,36,+8.6
Brook Lopez,35.6,MIL,Big,199,2,+19.4,7,+5.5,69,-1.4%,13,+34.5,67,-0.3,30,+7.3%,61,-1.2,6,+4.7,53,+0.1%,12,+44.3
Kyle Lowry,37.6,PHI,Combo,204,78,-6.5,61,-1.2,78,-1.9%,69,-11.1,5,+3.6,19,+12.2%,11,+60.4,93,-5.1,27,+3.3%,93,-66.5
CJ McCollum,32.1,NOP,Combo,212,33,+4.3,58,-0.8,0,+8.7%,82,-21.8,20,+1.8,21,+11.0%,37,+20.8,78,-2.3,1,+13.6%,79,-34.8
TJ McConnell,31.6,IND,Point,339,48,+0.6,39,+1.5,29,+1.4%,37,+14.5,44,+0.4,84,-15.8%,51,+6.4,30,+1.3,18,+4.8%,24,+20.0
Khris Middleton,32.2,MIL,Wing,229,92,-11.4,43,+0.9,92,-3.4%,28,+17.8,21,+1.6,97,-25.0%,20,+47.1,59,-1.2,86,-5.9%,41,+5.7
Marcus Morris,34.2,CLE,Big,119,10,+13.4,76,-2.2,96,-4.0%,74,-12.2,86,-1.8,20,+11.1%,85,-42.0,50,-0.4,99,-11.8%,45,+2.3
Jamal Murray,26.7,DEN,Point,461,4,+18.2,23,+2.5,49,-0.2%,33,+15.5,58,+0.0,6,+24.6%,66,-9.0,21,+2.2,58,-0.5%,28,+17.4
Larry Nance Jr.,30.8,NOP,Big,132,94,-16.2,78,-2.3,63,-1.2%,59,-4.8,59,-0.0,28,+8.0%,76,-28.8,85,-2.7,85,-5.9%,59,-11.4
Georges Niang,30.4,CLE,Forward,104,23,+7.3,11,+4.8,16,+2.3%,14,+33.3,12,+2.7,46,+1.2%,16,+52.2,22,+2.1,21,+4.4%,24,+20.0
Jusuf Nurkic,29.2,PHX,Big,103,70,-4.6,73,-2.0,66,-1.3%,38,+11.8,82,-1.3,28,+8.2%,41,+15.2,53,-0.6,67,-2.7%,39,+6.7
Kelly Oubre,27.9,PHI,Forward,260,80,-7.4,94,-5.9,93,-3.4%,86,-29.0,41,+0.5,36,+6.0%,40,+17.4,97,-6.6,50,+0.4%,96,-70.2
Bobby Portis,28.7,MIL,Big,186,95,-16.4,85,-3.5,86,-2.8%,76,-18.3,7,+3.3,94,-21.3%,3,+94.3,94,-5.8,50,+0.4%,89,-47.6
Kristaps Porzingis,28.2,BOS,Big,164,86,-9.0,54,-0.5,19,+2.2%,63,-7.6,89,-2.2,49,0.0%,95,-72.2,26,+1.5,11,+6.7%,23,+21.5
Norman Powell,30.4,LAC,Wing,177,35,+3.8,36,+1.8,94,-3.9%,19,+26.6,38,+0.7,91,-19.1%,28,+34.2,39,+0.5,90,-7.0%,29,+14.8
Taurean Prince,29.6,LAL,Wing,133,80,-6.9,81,-2.8,71,-1.5%,67,-9.9,72,-0.5,49,0.0%,57,+3.2,72,-1.8,81,-5.3%,47,+1.0
D'Angelo Russell,27.7,LAL,Point,221,99,-20.7,93,-4.4,54,-0.5%,89,-32.7,100,-4.0,49,0.0%,100,-138.5,45,-0.1,55,-0.1%,51,-2.5
Pascal Siakam,29.6,IND,Forward,602,60,-1.8,72,-2.0,87,-3.0%,68,-10.5,67,-0.3,60,-3.8%,63,-3.4,72,-1.9,79,-5.2%,69,-19.6
Karl-Anthony Towns,28.0,MIN,Big,520,46,+0.6,82,-2.8,52,-0.4%,84,-23.3,59,-0.0,75,-11.7%,45,+9.4,85,-2.7,41,+1.6%,83,-38.0
Myles Turner,27.6,IND,Big,550,54,-0.8,79,-2.3,85,-2.8%,80,-21.0,54,+0.2,16,+13.8%,55,+4.7,80,-2.4,91,-7.2%,78,-30.8
Jonas Valanciunas,31.5,NOP,Big,136,9,+14.0,41,+1.3,37,+0.8%,50,+0.6,46,+0.4,59,-2.8%,31,+28.8,28,+1.3,15,+5.1%,44,+2.6
Russell Westbrook,35.0,LAC,Point,114,72,-4.8,89,-4.2,74,-1.6%,83,-22.4,98,-3.6,80,-14.4%,89,-51.5,55,-0.7,63,-1.4%,52,-2.9
Delon Wright,31.5,MIA,Combo,143,59,-1.3,18,+3.2,83,-2.5%,21,+24.9,70,-0.4,85,-16.2%,54,+4.7,11,+4.0,64,-1.4%,9,+50.3
Ivica Zubac,26.6,LAC,Big,191,93,-14.3,24,+2.4,24,+1.7%,33,+15.6,13,+2.5,33,+6.7%,21,+45.0,35,+1.0,7,+8.3%,37,+6.9
Josh Hart,28.7,NYK,Forward,547,27,+6.4,75,-2.1,20,+2.1%,63,-7.7,2,+3.8,53,-0.2%,1,+118.7,95,-5.9,20,+4.5%,98,-85.0
OG Anunoby,26.3,NYK,Forward,324,76,-6.1,93,-4.6,18,+2.2%,93,-45.0,50,+0.3,47,+0.5%,52,+6.4,93,-5.1,8,+7.4%,98,-80.9
Bam Adebayo,26.3,MIA,Big,254,73,-5.3,63,-1.3,84,-2.6%,67,-10.0,52,+0.3,100,-37.1%,54,+4.8,80,-2.4,87,-6.7%,80,-34.8
Jonathan Isaac,26.1,ORL,Forward,140,29,+5.5,80,-2.5,25,+1.7%,75,-12.3,17,+2.0,57,-1.7%,17,+51.7,89,-4.0,30,+2.8%,81,-36.9
Jayson Tatum,25.7,BOS,Forward,766,33,+4.5,37,+1.6,37,+0.9%,36,+14.6,66,-0.3,27,+8.4%,70,-15.9,32,+1.1,34,+2.0%,27,+17.5
Maxi Kleber,31.8,DAL,Big,218,26,+6.5,48,+0.6,72,-1.6%,49,+1.5,50,+0.3,56,-1.5%,58,+2.6,43,+0.2,66,-1.5%,46,+1.7
Derrick White,29.3,BOS,Combo,673,41,+1.5,20,+2.9,20,+2.1%,20,+25.9,57,+0.1,64,-6.8%,64,-4.9,20,+2.2,20,+4.4%,15,+40.9
Luke Kornet,28.3,BOS,Big,119,25,+6.6,42,+1.0,75,-1.7%,28,+18.8,45,+0.4,90,-19.0%,23,+42.4,37,+0.8,52,+0.4%,26,+17.8
Jarrett Allen,25.5,CLE,Big,126,75,-5.8,7,+5.6,11,+3.2%,7,+43.7,11,+3.0,4,+26.7%,24,+38.8,18,+2.7,37,+1.9%,7,+51.8
Donovan Mitchell,27.1,CLE,Combo,381,93,-15.2,76,-2.1,31,+1.3%,85,-24.2,80,-1.2,2,+30.3%,98,-97.3,57,-0.9,46,+0.9%,50,-1.7
Royce O'Neale,30.4,PHX,Forward,103,24,+7.0,50,+0.2,44,+0.1%,71,-11.4,22,+1.5,54,-0.5%,36,+20.8,60,-1.3,89,-6.7%,87,-44.3
Wendell Carter,24.5,ORL,Big,185,28,+6.0,5,+6.4,5,+4.4%,9,+39.7,95,-3.0,3,+28.3%,97,-88.9,2,+9.0,5,+9.6%,2,+94.1
Luka Doncic,24.7,DAL,Point,898,85,-8.8,66,-1.4,27,+1.5%,47,+3.4,47,+0.4,11,+17.2%,67,-11.7,79,-2.4,85,-5.7%,55,-6.7
Michael Porter,25.3,DEN,Forward,442,5,+17.8,63,-1.3,62,-1.1%,57,-3.7,69,-0.4,72,-7.8%,60,+1.4,70,-1.8,32,+2.7%,74,-24.8
Shai Gilgeous-Alexander,25.3,OKC,Point,396,34,+4.1,33,+2.0,28,+1.5%,24,+20.4,29,+1.2,17,+13.5%,35,+23.3,34,+1.0,54,-0.0%,25,+18.9
Donte DiVincenzo,26.7,NYK,Wing,465,3,+18.3,30,+2.1,12,+3.1%,27,+19.0,20,+1.7,14,+15.4%,43,+11.7,44,+0.2,26,+3.5%,30,+13.9
Jalen Brunson,27.2,NYK,Point,517,100,-28.0,98,-7.5,53,-0.4%,99,-70.0,76,-0.9,18,+13.0%,90,-55.8,98,-6.7,72,-3.5%,97,-79.1
Isaiah Hartenstein,25.5,NYK,Big,387,7,+15.4,54,-0.5,14,+2.8%,79,-19.7,65,-0.3,55,-1.2%,71,-16.0,47,-0.3,14,+5.4%,68,-19.6
Mitchell Robinson,25.6,NYK,Big,114,96,-18.4,62,-1.3,54,-0.4%,48,+1.8,7,+3.4,32,+6.8%,15,+53.8,92,-4.6,69,-3.0%,90,-55.3
Haywood Highsmith,26.9,MIA,Forward,171,28,+5.7,20,+2.8,28,+1.5%,18,+29.4,24,+1.4,9,+19.9%,25,+36.7,24,+1.7,31,+2.8%,20,+30.2
Darius Garland,23.8,CLE,Point,426,50,+0.0,71,-1.8,55,-0.6%,54,-2.4,39,+0.7,93,-20.5%,12,+57.5,83,-2.5,33,+2.6%,85,-40.6
Rui Hachimura,25.7,LAL,Forward,185,15,+10.0,47,+0.6,76,-1.7%,64,-8.1,75,-0.9,49,0.0%,86,-47.6,36,+0.9,74,-3.7%,58,-7.9
PJ Washington,25.2,DAL,Forward,784,45,+0.6,60,-1.1,50,-0.2%,51,-0.7,63,-0.1,70,-7.8%,46,+9.3,63,-1.4,51,+0.4%,63,-14.4
Tyler Herro,23.8,MIA,Combo,255,98,-20.4,88,-3.9,30,+1.4%,87,-29.4,63,-0.2,8,+21.4%,79,-33.3,91,-4.6,41,+1.4%,91,-60.9
Nickeil Alexander-Walker,25.2,MIN,Wing,374,32,+5.1,50,+0.5,48,-0.1%,54,-2.7,93,-2.4,72,-8.0%,96,-76.0,12,+3.4,40,+1.6%,17,+37.5
Daniel Gafford,25.1,DAL,Big,445,30,+5.4,40,+1.4,46,+0.0%,37,+13.8,41,+0.5,83,-15.7%,50,+7.5,28,+1.3,47,+0.6%,22,+24.5
Terance Mann,27.0,LAC,Wing,187,59,-1.6,59,-1.0,7,+3.7%,73,-11.8,37,+0.7,5,+25.5%,46,+9.1,66,-1.5,11,+6.5%,73,-23.6
Amir Coffey,26.4,LAC,Forward,102,56,-0.9,69,-1.8,41,+0.3%,62,-6.4,55,+0.1,87,-17.8%,62,-2.3,73,-2.0,49,+0.5%,56,-7.2
Caleb Martin,28.1,MIA,Forward,222,41,+1.8,98,-7.4,65,-1.2%,97,-64.3,98,-3.4,95,-21.3%,93,-68.2,90,-4.6,57,-0.5%,92,-63.9
Luguentz Dort,24.5,OKC,Wing,349,50,+0.2,95,-5.9,7,+3.6%,98,-67.3,99,-3.7,24,+9.6%,98,-95.7,75,-2.1,9,+7.3%,82,-37.8
Naz Reid,24.2,MIN,Big,359,21,+8.8,29,+2.1,76,-1.8%,35,+15.0,87,-1.8,40,+3.7%,93,-69.2,14,+3.4,98,-9.4%,11,+47.7
Max Strus,27.6,CLE,Wing,433,42,+1.3,85,-3.4,59,-1.0%,78,-18.6,79,-1.1,59,-2.3%,72,-17.3,77,-2.2,37,+1.8%,67,-18.9
Anthony Edwards,22.2,MIN,Combo,647,89,-10.5,99,-7.6,22,+1.9%,98,-69.8,74,-0.8,13,+15.8%,72,-18.2,98,-6.9,60,-0.8%,99,-96.0
Isaac Okoro,22.8,CLE,Forward,247,77,-6.3,86,-3.5,47,-0.1%,92,-43.0,73,-0.8,89,-18.7%,85,-44.7,86,-2.8,45,+1.0%,88,-44.6
Obi Toppin,25.7,IND,Big,336,40,+1.8,35,+1.9,15,+2.5%,39,+11.0,51,+0.3,48,+0.3%,53,+5.1,24,+1.8,24,+3.6%,28,+16.0
Tyrese Haliburton,23.7,IND,Point,521,71,-4.8,80,-2.5,70,-1.4%,85,-25.2,78,-1.0,10,+18.2%,76,-26.3,64,-1.5,93,-7.6%,71,-21.3
Aaron Nesmith,24.0,IND,Forward,558,52,-0.8,33,+2.0,40,+0.5%,23,+21.9,18,+2.0,33,+6.5%,14,+54.4,46,-0.2,48,+0.5%,49,-1.4
Josh Green,23.0,DAL,Forward,378,39,+1.9,21,+2.8,33,+1.0%,34,+15.1,28,+1.3,42,+2.3%,28,+32.3,25,+1.5,24,+3.9%,37,+8.2
Precious Achiuwa,24.1,NYK,Big,181,17,+9.7,2,+7.7,77,-1.8%,3,+51.9,93,-2.6,39,+4.8%,92,-65.8,1,+10.4,44,+1.1%,1,+112.8
Tyrese Maxey,23.0,PHI,Point,311,2,+18.7,4,+6.7,6,+4.2%,2,+58.9,0,+4.7,0,+42.1%,0,+118.8,23,+1.9,13,+5.7%,20,+30.4
Payton Pritchard,25.8,BOS,Point,322,31,+5.1,67,-1.5,80,-2.1%,60,-6.1,62,-0.1,79,-14.1%,42,+13.8,52,-0.6,67,-2.5%,53,-3.3
Jaden McDaniels,23.1,MIN,Wing,535,69,-4.0,45,+0.7,61,-1.1%,31,+16.3,30,+1.1,37,+5.1%,22,+44.4,58,-0.9,39,+1.7%,50,-1.7
Isaiah Joe,24.3,OKC,Wing,172,20,+8.8,28,+2.2,24,+1.7%,22,+23.7,23,+1.5,7,+22.1%,39,+18.4,40,+0.5,62,-1.1%,31,+13.8
Naji Marshall,25.8,NOP,Wing,104,66,-3.3,26,+2.2,72,-1.6%,20,+25.9,94,-3.0,24,+9.5%,77,-31.4,10,+4.1,42,+1.3%,14,+41.9
Evan Mobley,22.4,CLE,Big,421,91,-11.4,96,-6.3,82,-2.5%,95,-50.7,97,-3.3,76,-13.2%,89,-53.8,87,-3.1,72,-3.3%,86,-43.6
Jalen Suggs,22.4,ORL,Combo,232,58,-1.0,57,-0.8,67,-1.3%,41,+9.6,76,-0.9,46,+1.3%,59,+1.4,51,-0.5,70,-3.2%,41,+4.8
Josh Giddey,21.1,OKC,Forward,179,84,-8.0,34,+1.9,23,+1.9%,24,+21.3,26,+1.3,68,-7.5%,30,+29.9,41,+0.4,29,+2.9%,33,+12.3
Franz Wagner,22.2,ORL,Wing,258,46,+0.6,84,-2.9,91,-3.3%,77,-18.4,46,+0.4,98,-32.3%,24,+40.0,89,-4.2,97,-9.4%,95,-69.6
Isaiah Jackson,21.8,IND,Big,130,65,-3.3,14,+4.2,2,+5.8%,16,+29.8,35,+0.9,65,-7.0%,38,+18.5,15,+3.3,0,+16.1%,19,+34.2
Herbert Jones,25.1,NOP,Forward,200,13,+12.5,46,+0.6,57,-0.8%,61,-6.2,6,+3.5,86,-17.2%,19,+50.7,67,-1.7,46,+0.9%,70,-19.9
Miles McBride,23.1,NYK,Combo,334,53,-0.8,13,+4.7,89,-3.1%,4,+51.4,56,+0.1,80,-14.5%,37,+19.6,7,+4.5,94,-7.6%,3,+74.9
Aaron Wiggins,24.8,OKC,Forward,145,62,-2.9,83,-2.9,90,-3.2%,90,-40.3,92,-2.4,67,-7.3%,91,-58.3,54,-0.6,84,-5.7%,80,-36.9
Austin Reaves,25.4,LAL,Combo,210,15,+11.0,38,+1.6,97,-6.3%,46,+5.7,4,+3.6,88,-18.1%,15,+54.0,71,-1.8,88,-6.7%,59,-11.6
Sam Hauser,25.9,BOS,Forward,265,67,-3.7,92,-4.4,67,-1.3%,94,-48.0,85,-1.8,77,-13.5%,94,-71.4,74,-2.1,54,+0.1%,76,-27.5
Trey Murphy III,23.4,NOP,Wing,241,83,-7.7,28,+2.2,60,-1.0%,32,+15.9,9,+3.1,38,+5.0%,10,+63.6,37,+0.7,38,+1.7%,33,+10.4
Jose Alvarado,25.6,NOP,Point,104,72,-5.1,32,+2.0,88,-3.0%,15,+29.8,88,-1.8,96,-24.0%,69,-14.5,17,+2.8,35,+2.0%,14,+41.9
Paolo Banchero,21.0,ORL,Big,260,47,+0.6,10,+5.0,80,-2.1%,11,+36.1,34,+1.0,66,-7.1%,9,+64.1,9,+4.2,100,-15.7%,21,+28.4
Chet Holmgren,21.5,OKC,Big,343,79,-6.7,90,-4.4,21,+2.0%,91,-41.5,85,-1.8,63,-5.8%,80,-34.5,81,-2.5,4,+9.8%,76,-28.0
Jalen Williams,22.5,OKC,Wing,375,36,+3.5,56,-0.7,39,+0.6%,65,-8.1,36,+0.8,82,-15.4%,34,+23.9,62,-1.3,15,+5.2%,65,-16.7
Christian Braun,22.5,DEN,Wing,202,98,-19.7,89,-4.1,43,+0.1%,89,-34.2,89,-2.1,41,+2.7%,83,-40.0,61,-1.3,33,+2.1%,64,-16.1
Nikola Jovic,20.4,MIA,Big,160,61,-2.1,68,-1.6,50,-0.2%,81,-21.1,54,+0.2,34,+6.4%,63,-2.7,76,-2.2,77,-4.2%,85,-42.9
Andrew Nembhard,23.8,IND,Combo,552,37,+3.5,72,-2.0,59,-0.9%,76,-18.1,72,-0.8,25,+9.3%,74,-18.4,65,-1.5,61,-1.1%,72,-21.6
Jaylin Williams,21.3,OKC,Big,115,7,+15.2,9,+5.1,63,-1.2%,5,+49.2,19,+1.9,22,+10.5%,27,+34.5,16,+3.0,95,-7.9%,16,+40.4
Cason Wallace,20.0,OKC,Combo,192,64,-3.2,11,+4.8,89,-3.1%,6,+48.7,11,+2.8,89,-18.4%,6,+83.2,20,+2.3,83,-5.5%,18,+35.8
Dereck Lively II,19.7,DAL,Big,459,82,-7.6,55,-0.6,15,+2.4%,66,-8.7,68,-0.4,11,+17.4%,67,-10.9,46,-0.3,16,+5.0%,57,-7.5
Jaime Jaquez Jr.,22.7,MIA,Wing,179,88,-9.6,37,+1.7,45,+0.1%,40,+10.6,81,-1.3,54,-0.2%,78,-32.4,13,+3.4,36,+2.0%,8,+51.1
Ben Sheppard,22.3,IND,Wing,323,49,+0.4,41,+1.3,46,-0.0%,41,+10.1,42,+0.5,74,-10.5%,48,+8.7,33,+1.0,28,+3.2%,32,+13.1
