Player,Age,Team,Pos,MIN,Usage Rank,Usage,PSA Rank,PSA,AST% Rank,AST%,AST:Usg Rank,AST:Usg,TOV% Rank,TOV%
Vince Carter,34.8,DAL,Wing,106,73,21.3%,5,73.3,5,2.0%,3,0.09,51,12.1%
Mario Chalmers,25.5,MIA,Point,801,24,17.3%,76,113.7,18,17.6%,41,1.02,29,14.3%
Tyson Chandler,29.1,NYK,Big,166,32,13.3%,30,96.9,32,4.1%,45,0.31,0,33.0%
Norris Cole,23.0,MIA,Point,142,18,13.4%,6,84.8,6,8.6%,6,0.64,41,12.8%
Darren Collison,24.2,IND,Point,195,47,23.4%,88,117.3,82,33.7%,82,1.44,59,11.3%
Nick Collison,31.0,OKC,Big,319,4,8.9%,98,132.7,66,8.7%,98,0.98,19,19.5%
Mike Conley,24.1,MEM,Point,276,41,21.4%,71,108.8,71,32.1%,88,1.50,47,12.6%
Glen Davis,25.8,ORL,Big,190,91,24.2%,32,96.9,45,4.9%,21,0.20,68,9.6%
Luol Deng,26.5,CHI,Wing,227,41,16.9%,68,106.3,27,7.3%,24,0.43,49,12.2%
Boris Diaw,29.5,SAS,Big,342,28,12.7%,87,117.6,85,13.9%,100,1.10,36,16.0%
Keyon Dooling,31.5,BOS,Combo,197,10,12.3%,60,111.1,20,11.9%,80,0.97,100,6.3%
Tim Duncan,35.5,SAS,Big,460,89,24.1%,57,106.1,89,14.4%,72,0.60,79,8.8%
Kevin Durant,23.1,OKC,Forward,834,75,28.2%,88,125.6,88,16.3%,88,0.58,50,12.5%
Devin Ebanks,22.0,LAL,Wing,118,14,13.3%,16,83.8,22,6.1%,32,0.46,97,5.7%
Reggie Evans,31.5,LAC,Big,197,11,10.2%,34,97.1,0,0.8%,2,0.07,9,21.7%
Kenneth Faried,21.9,DEN,Big,191,45,16.6%,74,112.3,21,3.3%,19,0.20,21,19.3%
Derrick Favors,20.3,UTA,Big,109,68,20.2%,28,95.9,17,3.1%,11,0.15,85,7.8%
Landry Fields,23.3,NYK,Wing,105,32,16.2%,70,107.1,51,11.1%,62,0.69,0,22.2%
Derek Fisher,37.2,OKC,Point,419,12,12.1%,65,108.3,0,7.2%,0,0.60,100,4.6%
Randy Foye,28.1,LAC,Wing,286,27,15.0%,62,105.1,43,9.9%,57,0.66,38,13.4%
Danilo Gallinari,23.2,DEN,Forward,219,38,23.2%,0,88.7,50,12.4%,63,0.53,88,7.7%
Kevin Garnett,35.5,BOS,Big,733,87,23.5%,70,108.2,64,8.3%,57,0.35,53,12.5%
Marc Gasol,26.8,MEM,Big,260,51,18.3%,89,119.1,91,15.6%,89,0.85,51,12.6%
Pau Gasol,31.3,LAL,Big,439,57,18.5%,26,94.8,96,16.8%,96,0.91,60,11.2%
Rudy Gay,25.2,MEM,Forward,279,50,24.0%,38,101.5,38,7.1%,13,0.30,13,14.3%
Paul George,21.5,IND,Wing,368,35,16.7%,46,100.0,54,11.4%,59,0.68,16,15.8%
Taj Gibson,26.4,CHI,Big,137,47,17.4%,49,101.8,51,6.1%,55,0.35,98,5.7%
Manu Ginobili,34.3,SAS,Wing,386,92,25.5%,89,119.2,97,24.6%,95,0.96,11,18.9%
Danny Granger,28.5,IND,Wing,418,78,22.8%,49,100.5,59,11.8%,38,0.52,32,14.1%
Danny Green,24.4,SAS,Wing,283,43,17.3%,73,107.3,35,7.5%,27,0.44,24,14.8%
Blake Griffin,22.6,LAC,Big,391,94,25.3%,62,106.7,83,13.6%,68,0.54,55,12.2%
Richard Hamilton,33.7,CHI,Wing,170,81,23.5%,43,98.7,86,20.0%,86,0.85,76,9.4%
Tyler Hansbrough,26.0,IND,Big,152,49,17.6%,2,80.0,57,7.0%,62,0.40,40,13.6%
James Harden,22.2,OKC,Wing,621,86,24.4%,92,119.7,81,17.1%,70,0.70,43,12.2%
Al Harrington,31.7,DEN,Big,162,83,21.6%,4,82.9,49,5.5%,34,0.25,100,3.8%
Devin Harris,28.7,UTA,Point,119,71,25.9%,24,100.0,41,24.2%,29,0.93,0,17.5%
Udonis Haslem,31.4,MIA,Big,444,26,12.2%,36,98.0,38,4.2%,53,0.35,30,17.5%
Spencer Hawes,23.5,PHI,Big,328,62,19.3%,43,100.0,81,12.3%,77,0.64,32,16.6%
Gordon Hayward,21.6,UTA,Wing,122,46,17.5%,3,70.7,76,15.8%,89,0.90,95,6.3%
Roy Hibbert,24.9,IND,Big,339,55,18.5%,66,107.5,55,6.4%,51,0.34,34,16.1%
George Hill,25.5,IND,Combo,344,50,20.9%,70,116.0,40,15.8%,40,0.75,30,14.1%
Jordan Hill,24.3,LAL,Big,210,30,13.1%,21,93.2,2,0.8%,0,0.06,62,11.2%
Kirk Hinrich,30.8,ATL,Combo,140,0,10.0%,80,117.2,10,7.2%,30,0.72,90,6.7%
Jrue Holiday,21.4,PHI,Combo,492,80,23.5%,40,105.1,90,26.4%,90,1.12,80,10.7%
Ryan Hollins,27.1,BOS,Big,146,9,10.1%,43,100.0,68,8.9%,91,0.88,17,20.3%
Al Horford,25.4,ATL,Big,107,79,20.9%,91,121.1,87,14.0%,79,0.67,2,26.4%
Serge Ibaka,22.1,OKC,Big,567,34,13.3%,77,112.7,19,3.3%,30,0.25,91,7.0%
Andre Iguodala,27.8,PHI,Wing,504,54,18.6%,35,96.0,84,17.4%,92,0.94,84,9.1%
Stephen Jackson,33.6,SAS,Wing,282,19,14.1%,100,156.2,57,11.6%,84,0.82,5,19.9%
LeBron James,26.8,MIA,Forward,978,88,34.4%,75,116.1,100,27.0%,100,0.78,63,11.5%
Al Jefferson,26.8,UTA,Big,140,85,22.5%,64,107.4,98,17.2%,81,0.77,89,7.2%
Joe Johnson,30.3,ATL,Wing,242,95,26.0%,32,92.0,78,16.3%,51,0.63,43,12.2%
James Jones,31.1,MIA,Wing,149,8,11.2%,30,91.4,3,1.2%,5,0.11,86,8.7%
DeAndre Jordan,23.3,LAC,Big,245,13,10.3%,36,98.0,11,2.6%,32,0.25,43,13.5%
Jason Kidd,38.6,DAL,Point,143,29,20.5%,41,102.2,53,27.3%,71,1.33,6,16.8%
Ty Lawson,24.0,DEN,Point,241,53,24.0%,82,115.7,59,28.2%,47,1.17,94,6.0%
Kawhi Leonard,20.3,SAS,Forward,376,0,11.7%,100,126.0,0,3.1%,0,0.27,25,13.5%
Shawn Marion,33.5,DAL,Forward,139,25,16.7%,63,104.4,13,5.1%,25,0.30,0,19.0%
Kenyon Martin,33.8,LAC,Big,191,17,11.2%,60,106.5,13,2.7%,28,0.24,72,9.1%
O.J. Mayo,24.0,MEM,Combo,163,100,26.3%,0,84.9,70,17.6%,20,0.67,0,19.0%
JaVale McGee,23.8,DEN,Big,181,43,16.0%,15,92.4,36,4.2%,38,0.26,96,6.2%
Andre Miller,35.6,DEN,Combo,199,90,25.1%,30,101.3,100,33.1%,100,1.32,20,15.1%
Mike Miller,31.7,MIA,Wing,366,16,13.8%,86,117.6,32,7.4%,43,0.54,57,11.2%
Paul Millsap,26.7,UTA,Big,138,74,20.4%,0,77.4,15,2.7%,4,0.13,38,13.8%
Gary Neal,27.1,SAS,Combo,204,40,20.8%,100,125.3,50,16.2%,50,0.78,60,12.2%
Jameer Nelson,29.7,ORL,Point,181,76,28.2%,18,96.3,94,39.8%,76,1.41,71,9.5%
Dirk Nowitzki,33.4,DAL,Big,153,100,30.2%,81,113.8,74,10.1%,49,0.34,66,10.0%
Tony Parker,29.5,SAS,Point,504,94,31.4%,53,106.9,65,31.5%,35,1.00,35,12.9%
Chris Paul,26.5,LAC,Point,421,88,30.0%,59,107.8,88,39.5%,65,1.32,18,16.4%
Kendrick Perkins,27.0,OKC,Big,515,19,11.4%,17,93.1,26,3.5%,47,0.31,6,22.9%
Paul Pierce,34.1,BOS,Forward,775,63,26.2%,50,104.4,75,14.8%,75,0.56,38,13.3%
Mickael Pietrus,29.7,BOS,Wing,392,5,10.3%,19,84.8,0,0.8%,0,0.08,59,11.0%
Quincy Pondexter,23.6,MEM,Wing,113,3,9.7%,97,150.0,11,3.8%,22,0.39,3,21.7%
Zach Randolph,30.3,MEM,Big,247,70,20.2%,19,93.2,43,4.5%,23,0.22,64,10.1%
JJ Redick,27.4,ORL,Wing,121,84,24.0%,76,108.0,100,28.1%,100,1.17,89,8.2%
Jason Richardson,30.8,ORL,Wing,148,68,19.8%,41,98.3,24,6.7%,16,0.34,68,10.3%
Rajon Rondo,25.7,BOS,Point,805,82,29.8%,29,100.9,100,51.4%,100,1.72,24,14.3%
Thabo Sefolosha,27.5,OKC,Wing,443,11,12.1%,51,101.0,41,8.4%,68,0.70,70,9.6%
Ramon Sessions,25.6,LAL,Combo,375,30,20.0%,20,89.2,60,17.5%,70,0.87,40,13.5%
JR Smith,26.1,NYK,Wing,169,89,24.9%,8,77.6,62,12.0%,35,0.48,41,12.2%
Josh Smith,25.9,ATL,Big,194,98,29.0%,6,85.7,100,23.3%,83,0.80,47,12.9%
Marreese Speights,24.2,MEM,Big,100,81,21.3%,53,102.2,47,5.0%,26,0.24,72,9.1%
Tiago Splitter,26.8,SAS,Big,166,64,19.5%,83,115.2,79,10.8%,70,0.55,45,13.3%
Greg Stiemsma,26.1,BOS,Big,141,2,7.5%,100,133.3,53,6.3%,87,0.84,26,18.2%
Amar'e Stoudemire,29.0,NYK,Big,139,66,19.5%,96,127.1,30,3.9%,17,0.20,11,21.6%
Jeff Teague,23.4,ATL,Point,224,35,21.2%,47,103.7,29,19.1%,24,0.90,65,10.1%
Jason Terry,34.1,DAL,Wing,138,65,19.7%,84,114.6,92,22.7%,97,1.15,35,13.9%
Ronny Turiaf,28.8,MIA,Big,106,15,10.6%,55,104.5,6,1.4%,6,0.14,13,20.8%
Hedo Turkoglu,32.6,ORL,Wing,162,51,17.8%,27,91.3,70,13.6%,81,0.77,19,15.8%
Evan Turner,23.0,PHI,Wing,443,76,22.3%,14,83.0,68,13.3%,49,0.60,22,14.9%
Dwyane Wade,29.8,MIA,Wing,898,97,30.5%,59,104.7,89,21.2%,65,0.69,54,11.8%
CJ Watson,27.5,CHI,Point,164,65,25.8%,0,66.7,76,33.0%,53,1.28,88,8.0%
David West,31.2,IND,Big,415,77,20.6%,43,100.0,70,9.5%,64,0.46,70,9.3%
Russell Westbrook,23.0,OKC,Point,765,100,32.9%,35,101.5,47,27.0%,18,0.82,82,8.3%
Lou Williams,25.0,PHI,Point,354,59,25.5%,12,91.4,35,19.8%,12,0.78,76,8.4%
Marvin Williams,25.4,ATL,Forward,138,13,14.9%,25,100.0,25,6.7%,50,0.45,100,7.1%
Mo Williams,28.9,LAC,Combo,225,60,22.7%,50,107.1,30,12.6%,10,0.56,70,11.3%
Metta World Peace,32.0,LAL,Wing,233,22,14.5%,57,104.5,46,10.2%,73,0.70,92,6.9%
Nick Young,26.4,LAC,Wing,196,49,17.5%,95,122.2,8,2.5%,8,0.14,73,9.5%
Thaddeus Young,23.4,PHI,Big,275,72,20.4%,23,94.3,77,10.4%,66,0.51,47,12.9%
