Player,Age,Team,Pos,MIN,eFG% Rank,eFG%,Rim Rank,Rim,Short Mid Rank,Short Mid,Long Mid Rank,Long Mid,All Mid Rank,All Mid,Corner Three Rank,Corner Three,Non Corner Rank,Non Corner,All Three Rank,All Three
Shareef Abdur-Rahim,28.9,SAC,Big,122,67,54.8%,67,69%,86,54%,89,50%,97,52%,0,0%,0,0%,0,0%
Malik Allen,27.3,CHI,Big,116,25,46.7%,8,50%,97,100%,58,38%,72,46%,0,0%,0,0%,0,0%
Carmelo Anthony,21.4,DEN,Forward,192,0,33.3%,29,48%,24,25%,29,28%,24,27%,0,0%,0,0%,0,0%
Gilbert Arenas,23.8,WAS,Combo,283,90,53.6%,40,56%,90,60%,10,38%,40,42%,0,80%,80,38%,100,43%
Chucky Atkins,31.2,MEM,Point,101,41,45.9%,18,45%,94,67%,12,22%,41,40%,0,0%,0,36%,0,36%
Leandro Barbosa,22.9,PHX,Wing,625,78,53.5%,56,60%,22,28%,66,42%,44,35%,0,25%,87,44%,68,41%
Brent Barry,33.8,SAS,Wing,281,100,71.3%,84,67%,66,40%,100,80%,100,60%,0,60%,93,47%,95,52%
Shane Battier,27.1,MEM,Forward,128,71,55.0%,47,60%,94,100%,24,25%,100,63%,0,33%,0,0%,0,29%
Raja Bell,29.1,PHX,Wing,673,84,59.8%,0,48%,50,38%,81,54%,84,49%,100,57%,73,41%,91,47%
Mike Bibby,27.5,SAC,Point,255,18,39.7%,24,46%,59,45%,29,29%,24,32%,0,0%,100,39%,56,35%
Chauncey Billups,29.1,DET,Point,702,53,48.0%,71,56%,35,38%,59,42%,53,41%,0,21%,88,38%,44,34%
Andrew Bogut,20.9,MIL,Big,168,19,44.4%,25,56%,42,40%,22,20%,22,30%,0,0%,0,0%,0,0%
Bruce Bowen,34.4,SAS,Wing,440,97,65.8%,78,64%,13,13%,97,75%,88,50%,83,52%,0,50%,95,52%
Earl Boykins,29.4,DEN,Point,139,6,34.5%,65,56%,29,38%,24,27%,18,30%,0,50%,0,18%,11,21%
Elton Brand,26.6,LAC,Big,516,72,55.4%,78,73%,72,48%,97,51%,86,49%,0,0%,0,0%,0,0%
Kwame Brown,23.6,LAL,Big,224,53,52.3%,86,76%,19,28%,42,33%,14,28%,0,0%,0,0%,0,0%
Kobe Bryant,27.2,LAL,Combo,313,100,56.0%,90,83%,50,42%,40,43%,60,42%,0,25%,100,45%,83,42%
Greg Buckner,29.1,DEN,Wing,137,66,51.9%,34,56%,97,60%,84,56%,97,57%,0,13%,53,39%,18,32%
Caron Butler,25.6,WAS,Wing,261,13,43.5%,22,52%,31,33%,78,47%,66,42%,0,0%,0,25%,0,23%
Marcus Camby,31.6,DEN,Big,175,11,41.9%,53,65%,0,11%,50,36%,28,31%,0,0%,0,0%,0,0%
Vince Carter,28.8,BKN,Wing,449,38,49.6%,47,60%,91,55%,53,40%,75,47%,0,30%,7,24%,9,25%
Sam Cassell,36.0,LAC,Point,403,65,48.2%,53,52%,65,48%,71,44%,65,45%,0,38%,63,34%,67,35%
Tyson Chandler,23.1,CHI,Big,103,94,66.7%,83,75%,97,100%,8,0%,89,50%,0,0%,0,0%,0,0%
Jason Collins,26.9,BKN,Big,302,0,36.0%,22,56%,11,25%,28,25%,6,25%,0,0%,0,0%,0,0%
Austin Croshere,30.5,IND,Forward,173,29,44.6%,0,25%,94,100%,6,11%,12,20%,0,100%,33,30%,58,39%
Erick Dampier,30.3,DAL,Big,447,69,54.8%,31,57%,25,33%,0,0%,31,33%,0,0%,0,0%,0,0%
Antonio Daniels,30.6,WAS,Point,215,100,56.7%,100,78%,53,43%,82,50%,76,48%,0,50%,0,14%,0,27%
Marquis Daniels,24.8,DAL,Wing,207,50,51.0%,69,63%,47,35%,0,0%,16,29%,0,100%,0,0%,0,67%
Tony Delk,31.8,DET,Combo,114,0,38.6%,50,57%,20,17%,100,54%,50,42%,0,0%,0,20%,0,11%
Luol Deng,20.5,CHI,Forward,178,24,43.8%,35,53%,82,50%,53,38%,71,41%,0,33%,0,0%,0,20%
Boris Diaw,23.5,PHX,Big,793,61,53.1%,64,67%,64,47%,56,37%,56,42%,0,100%,0,33%,0,43%
DeSagana Diop,23.8,DAL,Big,404,92,61.5%,56,67%,11,25%,89,50%,31,33%,0,0%,0,0%,0,0%
Chris Duhon,23.2,CHI,Point,127,76,50.0%,6,33%,18,25%,0,0%,12,25%,0,50%,0,36%,0,40%
Tim Duncan,29.5,SAS,Big,491,78,57.6%,92,79%,61,46%,36,27%,50,41%,0,0%,0,0%,0,0%
Michael Finley,32.7,SAS,Forward,408,76,57.3%,24,47%,88,54%,100,61%,94,59%,100,41%,67,39%,67,40%
T.J. Ford,22.6,MIL,Point,160,82,52.0%,24,46%,24,36%,100,67%,88,53%,0,67%,0,0%,0,40%
Pau Gasol,25.3,MEM,Big,157,17,43.9%,14,52%,33,35%,83,47%,44,40%,0,0%,0,0%,0,0%
Devean George,28.2,LAL,Wing,120,53,51.5%,3,50%,0,0%,16,25%,3,22%,0,36%,0,50%,77,43%
Manu Ginobili,28.3,SAS,Wing,424,69,52.9%,59,61%,84,46%,63,42%,72,44%,0,13%,67,39%,23,34%
Drew Gooden,24.1,CLE,Big,280,56,52.9%,39,60%,86,54%,69,42%,81,48%,0,0%,0,0%,0,0%
Ben Gordon,22.6,CHI,Wing,244,28,48.1%,34,56%,81,44%,19,27%,38,34%,0,33%,60,39%,59,38%
Danny Granger,22.5,IND,Forward,158,100,66.2%,100,80%,0,0%,18,17%,6,13%,0,33%,0,62%,100,56%
Adrian Griffin,31.3,DAL,Wing,338,63,51.8%,31,55%,50,38%,94,64%,78,48%,0,0%,0,0%,0,0%
Richard Hamilton,27.7,DET,Wing,689,16,43.5%,50,60%,25,28%,44,37%,25,33%,0,35%,0,36%,45,35%
Devin Harris,22.7,DAL,Point,556,71,49.1%,35,47%,76,50%,88,56%,82,53%,0,0%,0,0%,0,0%
Udonis Haslem,25.4,MIA,Big,647,42,49.7%,72,70%,36,39%,72,42%,47,41%,0,0%,0,0%,0,0%
Brendan Haywood,25.9,WAS,Big,154,97,68.2%,94,80%,50,43%,0,0%,61,43%,0,0%,0,0%,0,0%
Kirk Hinrich,24.8,CHI,Combo,233,60,46.3%,10,38%,100,67%,60,46%,90,48%,0,25%,40,36%,50,35%
Robert Horry,35.2,SAS,Big,223,36,48.6%,6,45%,78,50%,61,40%,67,44%,0,17%,0,45%,20,35%
Eddie House,27.5,PHX,Combo,121,10,40.6%,0,25%,30,33%,70,46%,70,45%,0,50%,0,18%,0,23%
Josh Howard,25.5,DAL,Wing,823,34,49.2%,75,63%,63,38%,69,43%,56,40%,50,44%,40,35%,55,37%
Larry Hughes,26.8,CLE,Wing,333,0,34.1%,3,50%,0,0%,34,33%,6,23%,0,20%,0,31%,14,28%
Lindsey Hunter,34.9,DET,Point,196,35,45.2%,0,31%,76,50%,35,38%,41,40%,0,50%,38,31%,78,35%
Zydrunas Ilgauskas,30.4,CLE,Big,353,22,45.4%,56,67%,8,22%,47,36%,19,29%,0,0%,0,0%,0,0%
Stephen Jackson,27.6,IND,Wing,227,6,40.2%,34,56%,50,38%,41,36%,50,37%,0,50%,0,15%,5,23%
LeBron James,20.8,CLE,Wing,602,56,51.5%,97,73%,44,34%,28,29%,22,31%,0,56%,27,31%,27,34%
Antawn Jamison,29.4,WAS,Forward,252,35,48.0%,82,74%,35,33%,41,35%,35,34%,0,43%,22,29%,25,32%
Richard Jefferson,25.4,BKN,Forward,436,82,59.3%,71,68%,76,43%,71,48%,82,47%,0,56%,78,41%,75,46%
Jared Jeffries,23.9,WAS,Big,214,3,40.7%,11,52%,6,17%,61,40%,8,27%,0,25%,0,0%,0,14%
Anthony Johnson,31.1,IND,Point,240,94,56.3%,41,50%,100,79%,76,48%,100,59%,0,33%,0,43%,100,40%
Damon Jones,29.2,CLE,Combo,171,40,45.7%,100,100%,0,0%,90,50%,0,33%,0,20%,0,36%,33,31%
Eddie Jones,34.0,MEM,Wing,119,75,53.4%,3,50%,31,33%,84,56%,88,50%,0,33%,0,50%,0,43%
Fred Jones,26.6,IND,Wing,165,41,50.0%,63,63%,0,0%,56,40%,25,33%,0,60%,0,27%,59,38%
James Jones,25.1,PHX,Forward,345,6,38.1%,12,38%,18,17%,59,39%,53,36%,0,20%,33,30%,8,28%
Chris Kaman,23.5,LAC,Big,321,81,58.8%,97,81%,47,41%,19,17%,39,37%,0,0%,0,0%,0,0%
Jason Kidd,32.6,BKN,Point,449,29,43.8%,12,39%,88,55%,53,41%,59,44%,0,30%,50,32%,33,31%
Nenad Krstic,22.3,BKN,Big,365,44,50.4%,47,62%,78,50%,67,42%,69,45%,0,0%,0,0%,0,0%
Shaun Livingston,20.1,LAC,Wing,331,31,48.7%,63,63%,28,29%,56,40%,47,36%,0,0%,0,100%,0,100%
Corey Maggette,26.0,LAC,Wing,289,47,50.4%,91,70%,78,42%,50,39%,56,40%,0,0%,47,36%,36,35%
Jamaal Magloire,27.4,MIL,Big,134,28,47.4%,69,70%,11,25%,8,0%,3,22%,0,0%,0,0%,0,0%
Shawn Marion,27.5,PHX,Forward,848,59,52.4%,76,71%,53,35%,47,36%,41,35%,67,39%,11,23%,33,32%
Donyell Marshall,32.5,CLE,Big,342,50,51.5%,31,57%,25,33%,25,23%,8,27%,50,39%,0,40%,60,39%
Kevin Martin,22.7,SAC,Wing,187,25,48.0%,50,60%,75,42%,6,17%,25,33%,0,38%,0,33%,50,35%
Antonio McDyess,31.2,DET,Big,365,75,56.6%,89,77%,58,45%,83,47%,75,47%,0,0%,0,0%,0,0%
Andre Miller,29.6,DEN,Combo,181,30,44.2%,70,58%,30,33%,0,35%,10,34%,0,0%,0,0%,0,0%
Brad Miller,29.6,SAC,Big,166,14,42.2%,50,64%,50,43%,53,37%,42,38%,0,0%,0,33%,0,17%
Mike Miller,25.7,MEM,Wing,107,9,41.7%,100,88%,31,33%,19,27%,16,29%,0,0%,0,13%,0,13%
