Player,Age,Team,Pos,MIN,eFG% Rank,eFG%,TEAM FG%: Rim Rank,TEAM FG%: Rim,TEAM FG%: Short Mid Rank,TEAM FG%: Short Mid,TEAM FG%: Long Mid Rank,TEAM FG%: Long Mid,TEAM FG%: All Mid Rank,TEAM FG%: All Mid,TEAM FG%: Corner Three Rank,TEAM FG%: Corner Three,TEAM FG%: Non Corner Rank,TEAM FG%: Non Corner,TEAM FG%: All Three Rank,TEAM FG%: All Three
Evan Fournier,26.0,ORL,Wing,172,22,-3.1%,23,-6.6%,54,+0.6%,33,-4.2%,36,-1.6%,42,-0.7%,71,+4.8%,40,-0.5%
Danilo Gallinari,30.2,LAC,Big,201,41,-0.4%,21,-7.2%,22,-6.8%,63,+7.1%,39,-0.9%,71,+9.5%,76,+6.5%,83,+6.8%
Marc Gasol,33.8,TOR,Big,733,36,-0.9%,22,-6.8%,40,-1.6%,64,+7.3%,54,+1.8%,38,-1.9%,51,+0.4%,42,-0.3%
Rudy Gay,32.2,SAS,Forward,176,16,-4.6%,88,+11.8%,28,-5.5%,45,+0.9%,31,-2.5%,82,+12.8%,0,-24.0%,0,-16.9%
Paul George,28.5,OKC,Wing,203,92,+8.8%,90,+12.3%,100,+41.4%,44,0.0%,78,+6.6%,14,-11.7%,89,+9.5%,77,+5.1%
Rudy Gobert,26.3,UTA,Big,152,49,+1.0%,81,+9.6%,13,-10.4%,59,+5.6%,17,-6.7%,57,+3.7%,35,-2.4%,38,-0.6%
Aaron Gordon,23.1,ORL,Forward,160,96,+9.7%,1,-17.5%,98,+27.5%,88,+16.9%,100,+23.6%,4,-18.0%,99,+18.4%,84,+7.0%
Eric Gordon,29.9,HOU,Wing,408,58,+2.6%,35,-3.8%,83,+9.2%,78,+13.2%,85,+9.0%,15,-11.5%,68,+4.4%,57,+1.3%
Jerami Grant,24.6,OKC,Big,176,88,+7.8%,33,-4.0%,33,-3.4%,94,+23.0%,88,+10.3%,88,+15.2%,84,+7.9%,91,+10.3%
Danny Green,31.4,TOR,Wing,683,71,+4.2%,28,-5.1%,92,+15.9%,88,+17.3%,98,+16.2%,41,-0.9%,38,-2.0%,33,-1.7%
Draymond Green,28.7,GSW,Big,850,83,+6.0%,63,+4.3%,33,-3.6%,68,+8.0%,57,+2.4%,64,+4.8%,49,+0.1%,56,+1.2%
JaMychal Green,28.4,LAC,Big,138,98,+10.8%,46,-0.1%,88,+14.3%,84,+15.2%,95,+14.6%,3,-19.5%,93,+11.1%,81,+6.2%
James Harden,29.2,HOU,Combo,423,97,+9.9%,61,+2.8%,53,+0.1%,70,+9.3%,56,+2.2%,3,-19.0%,97,+16.2%,93,+10.5%
Maurice Harkless,25.5,POR,Forward,387,32,-1.5%,29,-4.5%,81,+8.5%,34,-3.8%,61,+3.4%,8,-15.6%,52,+0.7%,30,-2.4%
Montrezl Harrell,24.8,LAC,Big,157,18,-4.4%,85,+11.2%,73,+6.4%,13,-11.4%,38,-1.1%,18,-10.4%,8,-10.0%,7,-10.1%
Gary Harris,24.1,DEN,Wing,517,48,+0.9%,88,+11.9%,45,-0.6%,42,-0.4%,41,-0.7%,5,-17.9%,13,-7.8%,8,-9.9%
Joe Harris,27.2,BKN,Wing,147,3,-9.7%,70,+5.9%,3,-25.0%,100,+50.0%,12,-9.4%,1,-37.5%,6,-11.6%,3,-14.4%
Tobias Harris,26.3,PHI,Forward,443,81,+5.7%,23,-6.4%,76,+7.1%,97,+27.1%,94,+13.6%,55,+3.3%,83,+7.4%,85,+7.0%
Gordon Hayward,28.6,BOS,Wing,264,24,-2.8%,15,-8.9%,41,-1.2%,37,-2.6%,33,-2.1%,34,-3.0%,53,+0.7%,47,+0.0%
George Hill,32.5,MIL,Combo,386,55,+1.6%,16,-8.5%,42,-1.2%,54,+4.0%,48,+1.0%,74,+10.3%,79,+6.8%,86,+7.6%
Rodney Hood,26.0,POR,Wing,370,42,-0.3%,65,+4.7%,23,-6.6%,43,-0.3%,24,-3.9%,81,+12.6%,43,-1.4%,54,+1.0%
Al Horford,32.4,BOS,Big,309,82,+5.7%,96,+16.1%,93,+16.9%,38,-1.3%,82,+8.3%,38,-1.7%,25,-4.0%,27,-3.1%
Danuel House,25.4,HOU,Forward,134,19,-3.8%,38,-1.3%,9,-13.2%,53,+3.6%,8,-10.7%,6,-17.2%,56,+1.8%,31,-2.4%
Serge Ibaka,29.1,TOR,Big,490,39,-0.5%,75,+7.1%,47,-0.4%,21,-9.0%,28,-3.5%,53,+2.9%,34,-2.5%,35,-0.9%
Andre Iguodala,34.8,GSW,Wing,629,60,+2.8%,43,-0.2%,52,+0.1%,49,+2.2%,50,+1.2%,40,-1.1%,74,+6.0%,71,+4.2%
Ersan Ilyasova,31.5,MIL,Big,249,86,+7.1%,68,+5.5%,37,-2.6%,58,+5.1%,47,+1.0%,85,+14.5%,88,+8.8%,90,+10.0%
Joe Ingles,31.1,UTA,Wing,150,89,+7.8%,91,+12.6%,53,+0.2%,91,+21.2%,71,+4.8%,18,-9.8%,93,+12.4%,74,+5.0%
Kyrie Irving,26.6,BOS,Point,329,78,+5.5%,68,+5.3%,82,+9.2%,18,-10.5%,45,+0.8%,83,+13.5%,63,+3.5%,79,+5.8%
Reggie Jackson,28.5,DET,Point,107,99,+12.5%,31,-4.2%,96,+23.4%,60,+6.4%,96,+14.9%,96,+31.5%,85,+8.0%,98,+15.3%
Jonas Jerebko,31.7,GSW,Big,105,9,-5.9%,8,-12.0%,77,+7.3%,20,-9.3%,35,-1.8%,78,+11.3%,22,-5.0%,44,-0.0%
Nikola Jokic,23.7,DEN,Big,556,63,+3.0%,94,+14.4%,63,+3.5%,86,+16.0%,78,+6.9%,0,-43.6%,8,-9.9%,2,-16.7%
Enes Kanter,26.5,POR,Big,460,23,-3.1%,30,-4.3%,78,+7.4%,24,-7.0%,53,+1.5%,37,-2.1%,23,-4.4%,20,-3.9%
Caris LeVert,24.2,BKN,Wing,144,57,+2.0%,45,-0.2%,87,+12.7%,3,-24.8%,52,+1.4%,95,+23.3%,37,-2.2%,49,+0.7%
Kawhi Leonard,27.3,TOR,Forward,939,68,+3.9%,82,+9.9%,39,-2.0%,83,+14.8%,68,+4.3%,54,+3.3%,38,-1.9%,36,-0.8%
Meyers Leonard,26.7,POR,Big,166,67,+3.5%,63,+4.4%,35,-3.0%,75,+11.4%,58,+3.0%,28,-5.7%,73,+5.0%,66,+2.9%
Damian Lillard,28.3,POR,Point,650,64,+3.1%,37,-2.1%,83,+9.2%,46,+0.9%,76,+6.6%,9,-15.0%,72,+5.0%,59,+1.7%
Shaun Livingston,33.1,GSW,Combo,321,5,-8.0%,24,-6.4%,32,-4.1%,15,-11.3%,16,-7.6%,47,+0.7%,21,-5.4%,19,-4.0%
Kevon Looney,22.7,GSW,Big,429,75,+4.6%,69,+5.8%,58,+2.4%,38,-1.1%,44,+0.6%,32,-3.1%,78,+6.8%,72,+4.6%
Brook Lopez,30.6,MIL,Big,437,53,+1.5%,79,+8.7%,89,+14.5%,17,-10.6%,65,+4.0%,17,-10.6%,40,-1.8%,21,-3.8%
Kyle Lowry,32.6,TOR,Point,898,73,+4.3%,53,+1.2%,29,-4.6%,80,+13.4%,57,+2.9%,77,+10.7%,61,+2.9%,73,+4.9%
Wesley Matthews,32.0,IND,Wing,118,63,+3.0%,86,+11.2%,5,-19.2%,72,+10.0%,42,-0.7%,97,+39.6%,13,-8.0%,46,0.0%
CJ McCollum,27.1,POR,Combo,635,78,+5.0%,59,+2.5%,88,+14.2%,52,+3.0%,86,+9.1%,11,-14.8%,77,+6.5%,67,+3.3%
Khris Middleton,27.2,MIL,Wing,515,73,+4.3%,50,+0.9%,84,+9.7%,57,+4.9%,81,+8.0%,56,+3.6%,78,+6.5%,80,+5.9%
Patty Mills,30.2,SAS,Combo,149,8,-6.6%,93,+14.3%,8,-15.4%,33,-4.2%,8,-10.6%,31,-3.2%,2,-20.1%,1,-16.7%
Paul Millsap,33.7,DEN,Big,468,76,+4.6%,80,+8.9%,57,+1.6%,66,+7.6%,62,+3.5%,60,+4.2%,43,-1.5%,43,-0.2%
Nikola Mirotic,27.7,MIL,Big,280,12,-5.1%,14,-9.0%,38,-2.3%,63,+6.7%,48,+1.0%,45,+0.1%,18,-5.8%,18,-4.5%
Marcus Morris,29.2,BOS,Big,254,93,+9.1%,74,+6.8%,46,-0.6%,93,+23.0%,90,+11.2%,25,-7.7%,91,+10.0%,75,+5.0%
Jamal Murray,21.7,DEN,Combo,504,87,+7.1%,87,+11.5%,62,+3.3%,74,+11.1%,73,+5.1%,68,+8.6%,46,-0.4%,53,+0.9%
Chris Paul,33.5,HOU,Point,396,21,-3.3%,18,-7.8%,98,+24.7%,78,+13.2%,99,+22.8%,63,+4.4%,10,-9.6%,11,-6.6%
Mason Plumlee,28.7,DEN,Big,208,8,-6.4%,6,-12.9%,43,-0.8%,4,-19.2%,20,-5.9%,68,+8.8%,57,+2.2%,68,+3.4%
Jakob Poeltl,23.0,SAS,Big,176,74,+4.4%,13,-9.2%,86,+10.6%,48,+2.2%,79,+6.9%,29,-4.0%,90,+9.7%,87,+8.2%
Norman Powell,25.4,TOR,Wing,341,30,-2.0%,55,+1.7%,23,-6.7%,11,-13.4%,13,-9.2%,33,-3.1%,57,+2.2%,51,+0.8%
JJ Redick,34.4,PHI,Wing,375,56,+1.8%,57,+2.1%,91,+15.6%,7,-16.9%,64,+3.9%,57,+3.8%,39,-1.9%,39,-0.6%
Austin Rivers,26.3,HOU,Combo,208,33,-1.4%,47,+0.1%,14,-10.4%,8,-16.8%,7,-11.6%,88,+15.0%,33,-2.5%,53,+1.0%
Terrence Ross,27.7,ORL,Wing,143,34,-1.2%,99,+26.2%,74,+6.7%,3,-21.7%,23,-5.1%,62,+4.3%,3,-19.0%,4,-12.6%
Terry Rozier,24.6,BOS,Combo,149,17,-4.5%,2,-16.8%,10,-11.8%,43,-0.1%,19,-6.1%,58,+4.0%,69,+4.6%,70,+3.9%
Ricky Rubio,28.0,UTA,Point,167,100,+18.8%,95,+14.6%,93,+16.2%,82,+14.3%,97,+15.5%,65,+5.3%,98,+16.7%,96,+12.9%
D'Angelo Russell,22.7,BKN,Combo,147,23,-3.0%,18,-7.8%,36,-2.8%,99,+48.0%,80,+7.6%,80,+12.5%,48,-0.0%,58,+1.4%
Dennis Schroder,25.1,OKC,Combo,150,1,-12.3%,3,-16.1%,59,+2.7%,62,+6.7%,68,+4.6%,8,-15.7%,7,-11.6%,3,-13.6%
Mike Scott,30.3,PHI,Big,192,38,-0.6%,58,+2.5%,26,-6.0%,73,+10.1%,43,+0.1%,26,-7.4%,50,+0.3%,32,-2.2%
Iman Shumpert,28.4,HOU,Wing,102,62,+2.9%,84,+11.1%,80,+8.3%,18,-10.1%,72,+5.0%,73,+10.2%,44,-1.4%,41,-0.5%
Pascal Siakam,24.6,TOR,Big,888,51,+1.1%,32,-4.1%,69,+5.0%,55,+4.0%,67,+4.3%,43,-0.2%,60,+2.8%,61,+2.0%
Ben Simmons,22.3,PHI,Combo,420,28,-2.4%,41,-0.7%,66,+4.4%,8,-15.5%,32,-2.3%,7,-15.9%,41,-1.8%,12,-6.4%
Klay Thompson,28.7,GSW,Wing,817,43,-0.1%,76,+7.5%,55,+0.7%,47,+1.4%,51,+1.3%,59,+4.2%,18,-5.9%,23,-3.6%
PJ Tucker,33.5,HOU,Big,425,68,+3.6%,71,+6.2%,57,+2.3%,73,+10.1%,63,+3.7%,2,-25.9%,86,+8.4%,62,+2.1%
Evan Turner,30.0,POR,Combo,245,46,+0.7%,67,+4.9%,16,-10.2%,67,+7.8%,28,-3.1%,91,+15.8%,36,-2.2%,55,+1.2%
Myles Turner,22.6,IND,Big,125,80,+5.6%,83,+10.6%,31,-4.2%,68,+8.2%,63,+3.5%,100,+57.1%,16,-6.7%,68,+3.8%
Fred VanVleet,24.7,TOR,Combo,578,10,-5.8%,39,-0.9%,18,-8.4%,5,-19.0%,5,-12.1%,33,-3.0%,45,-0.7%,34,-1.4%
Nikola Vucevic,28.0,ORL,Big,147,88,+7.7%,5,-13.6%,60,+2.7%,93,+22.4%,88,+10.1%,50,+1.5%,94,+13.3%,94,+11.3%
Russell Westbrook,30.0,OKC,Point,197,95,+9.6%,98,+16.7%,2,-28.9%,90,+19.6%,30,-2.7%,93,+16.9%,81,+7.2%,92,+10.3%
Lou Williams,32.0,LAC,Combo,175,11,-5.8%,93,+13.3%,48,-0.3%,23,-7.4%,25,-3.7%,36,-2.5%,5,-12.9%,6,-11.6%
Thaddeus Young,30.4,IND,Big,130,91,+8.3%,100,+28.1%,50,0.0%,92,+22.3%,93,+13.1%,16,-11.1%,9,-9.7%,9,-8.0%
Quinn Cook,25.6,GSW,Point,178,14,-4.8%,60,+2.6%,49,-0.2%,23,-7.1%,27,-3.5%,19,-9.5%,42,-1.6%,26,-3.3%
Torrey Craig,27.9,DEN,Wing,326,85,+6.7%,62,+3.0%,75,+6.8%,36,-2.8%,66,+4.0%,90,+15.5%,83,+7.7%,88,+9.5%
Monte Morris,23.3,DEN,Point,212,15,-4.7%,8,-12.2%,61,+3.0%,12,-12.8%,38,-1.3%,63,+4.5%,53,+1.1%,60,+1.9%
Alfonzo McKinnie,26.1,GSW,Wing,219,43,+0.2%,48,+0.2%,13,-10.5%,53,+3.7%,23,-4.7%,27,-7.1%,64,+3.6%,52,+0.9%
Jonathan Isaac,21.1,ORL,Big,136,29,-2.4%,26,-6.0%,1,-29.5%,85,+15.6%,9,-10.3%,83,+13.2%,63,+3.5%,82,+6.3%
Jayson Tatum,20.7,BOS,Forward,292,61,+2.9%,72,+6.4%,43,-1.1%,41,-0.6%,40,-0.9%,52,+2.0%,54,+1.4%,63,+2.4%
Sterling Brown,23.7,MIL,Wing,138,50,+1.0%,78,+8.6%,15,-10.4%,10,-13.9%,6,-11.8%,24,-8.1%,67,+3.9%,57,+1.3%
Derrick White,24.3,SAS,Point,190,79,+5.5%,4,-14.0%,90,+15.4%,40,-0.8%,83,+8.6%,76,+10.4%,100,+18.9%,100,+17.7%
Terrance Ferguson,20.5,OKC,Wing,124,98,+10.7%,78,+8.4%,12,-11.2%,28,-6.0%,18,-6.5%,94,+20.6%,95,+14.5%,99,+17.0%
Zach Collins,21.0,POR,Big,268,31,-1.8%,57,+2.4%,17,-9.1%,26,-6.8%,15,-8.4%,66,+7.9%,33,-2.6%,38,-0.7%
Jarrett Allen,20.5,BKN,Big,110,6,-7.6%,66,+4.8%,0,-35.7%,69,+8.7%,0,-24.8%,13,-12.5%,27,-3.6%,17,-4.5%
Luke Kennard,22.4,DET,Wing,121,47,+0.7%,27,-5.3%,30,-4.6%,76,+11.4%,43,-0.3%,73,+9.8%,66,+3.7%,78,+5.6%
Donovan Mitchell,22.1,UTA,Combo,193,65,+3.5%,64,+4.6%,3,-28.6%,98,+42.1%,2,-15.0%,87,+15.0%,80,+6.9%,89,+9.9%
Royce O'Neale,25.4,UTA,Wing,134,0,-13.6%,3,-15.9%,34,-3.0%,2,-27.8%,13,-9.2%,61,+4.2%,1,-20.9%,5,-11.6%
Shai Gilgeous-Alexander,20.3,LAC,Point,170,38,-0.6%,17,-8.0%,8,-17.0%,13,-12.1%,3,-14.9%,93,+19.5%,96,+15.7%,98,+16.2%
Landry Shamet,21.6,LAC,Wing,171,90,+7.9%,34,-3.9%,63,+3.8%,83,+14.4%,83,+8.4%,84,+13.9%,88,+8.7%,88,+9.6%
