Player,Age,Team,Pos,MIN,Diff Rank,Diff,Exp W,OFFENSE: Pts/Poss Rank,OFFENSE: Pts/Poss,OFFENSE: eFG% Rank,OFFENSE: eFG%,OFFENSE: TOV% Rank,OFFENSE: TOV%,OFFENSE: ORB% Rank,OFFENSE: ORB%,OFFENSE: FT Rate Rank,OFFENSE: FT Rate,DEFENSE: Pts/Poss Rank,DEFENSE: Pts/Poss,DEFENSE: eFG% Rank,DEFENSE: eFG%,DEFENSE: TOV% Rank,DEFENSE: TOV%,DEFENSE: ORB% Rank,DEFENSE: ORB%,DEFENSE: FT Rate Rank,DEFENSE: FT Rate
Dikembe Mutombo,41.4,HOU,Big,123,73,+9.6,+25,84,+12.6,97,+11.5%,52,-0.3%,31,-1.9%,1,-18.5,35,+3.0,43,+1.4%,27,-2.2%,30,+3.8%,97,-17.9
Steve Nash,33.7,PHX,Point,182,20,-8.7,-24,63,+4.5,58,+1.9%,11,+3.2%,92,+7.5%,20,-6.7,7,+13.2,15,+4.8%,55,+0.3%,4,+9.7%,27,+4.9
Jameer Nelson,25.7,ORL,Point,332,83,+13.8,+34,89,+16.0,89,+6.6%,39,+0.6%,84,+5.7%,14,-8.4,39,+2.2,51,+0.3%,23,-2.6%,52,-0.2%,40,+1.8
Dirk Nowitzki,29.4,DAL,Big,210,100,+41.3,+22,99,+34.5,99,+14.2%,98,-7.7%,22,-3.9%,83,+7.9,75,-6.8,92,-9.1%,71,+1.5%,61,-1.6%,4,+15.9
Shaquille O'Neal,35.7,PHX,Big,150,84,+15.8,+37,31,-3.0,52,+0.8%,57,-0.5%,76,+4.2%,66,+4.2,98,-18.8,89,-7.0%,99,+6.8%,26,+4.7%,65,-3.6
Fabricio Oberto,32.6,SAS,Big,315,62,+5.7,+15,60,+3.0,88,+6.5%,55,-0.4%,8,-8.2%,48,-1.1,58,-2.7,61,-1.2%,51,-0.1%,60,-1.4%,59,-2.6
Lamar Odom,28.0,LAL,Big,784,53,+2.9,+8,12,-8.8,32,-2.2%,19,+2.0%,29,-2.7%,70,+5.1,89,-11.7,47,+0.8%,75,+1.9%,65,-2.6%,100,-20.2
Mehmet Okur,28.4,UTA,Big,461,74,+9.8,+24,72,+7.5,91,+7.6%,17,+2.1%,26,-3.1%,34,-3.4,55,-2.3,58,-0.8%,25,-2.4%,84,-5.9%,61,-2.8
Jannero Pargo,28.0,NOH,Combo,242,39,-1.6,-4,26,-4.3,17,-4.2%,30,+1.4%,74,+3.3%,56,+1.4,61,-2.7,60,-1.0%,86,+3.4%,36,+2.7%,29,+4.9
Anthony Parker,32.4,TOR,Wing,195,4,-26.4,-55,43,-1.3,28,-2.7%,56,-0.5%,20,-5.0%,91,+11.3,2,+25.1,5,+8.2%,33,-1.6%,8,+9.1%,24,+5.6
Tony Parker,25.5,SAS,Point,651,16,-13.5,-32,25,-5.1,33,-2.1%,80,-3.1%,28,-3.0%,30,-3.7,17,+8.5,16,+4.7%,70,+1.4%,34,+3.1%,56,-1.0
Chris Paul,22.5,NOH,Point,483,86,+19.1,+45,98,+26.1,86,+6.4%,96,-5.6%,20,-4.8%,98,+14.4,25,+7.0,32,+2.4%,26,-2.3%,70,-3.7%,13,+8.6
Sasha Pavlovic,24.0,CLE,Wing,103,31,-4.4,-12,61,+3.5,51,+0.7%,61,-0.8%,30,-2.1%,96,+13.7,19,+7.9,21,+4.0%,94,+4.6%,10,+7.7%,1,+18.2
Kendrick Perkins,23.0,BOS,Big,625,75,+10.4,+24,32,-2.9,47,-0.4%,18,+2.1%,53,+0.8%,17,-7.3,94,-13.3,84,-5.0%,78,+2.4%,53,-0.2%,85,-9.4
Morris Peterson,30.2,NOH,Wing,271,81,+12.9,+31,67,+5.4,79,+4.5%,72,-2.1%,24,-3.3%,40,-1.9,77,-7.5,69,-3.0%,30,-2.1%,81,-5.4%,60,-2.7
Paul Pierce,30.1,BOS,Forward,986,63,+5.8,+14,73,+8.0,73,+3.3%,46,+0.2%,60,+1.0%,85,+8.8,40,+2.2,52,+0.2%,58,+0.4%,52,-0.1%,39,+2.2
James Posey,30.8,BOS,Forward,546,20,-8.2,-19,47,-0.9,49,+0.4%,23,+1.7%,50,+0.1%,81,+7.4,22,+7.3,30,+2.5%,34,-1.5%,44,+0.7%,7,+12.4
Leon Powe,23.8,BOS,Big,249,26,-6.4,-16,57,+2.2,34,-2.1%,82,-3.1%,87,+6.6%,44,-1.5,16,+8.6,29,+2.8%,52,-0.1%,20,+5.8%,36,+2.8
Tayshaun Prince,27.7,DET,Wing,670,35,-2.3,-6,42,-1.6,20,-3.9%,48,+0.0%,97,+10.7%,51,+0.1,46,+0.7,75,-3.6%,4,-5.7%,73,-4.1%,58,-2.1
Vladimir Radmanovic,26.9,LAL,Forward,477,78,+11.2,+28,65,+4.7,68,+2.8%,48,+0.0%,64,+1.6%,15,-8.3,75,-6.4,56,-0.5%,64,+0.8%,78,-5.0%,77,-6.5
Theo Ratliff,34.5,DET,Big,116,17,-13.3,-33,34,-2.7,25,-2.9%,15,+2.3%,70,+2.4%,89,+11.1,10,+10.6,24,+3.6%,48,-0.2%,76,-4.6%,25,+5.4
Rajon Rondo,21.7,BOS,Point,828,25,-7.2,-14,24,-5.6,39,-1.4%,32,+1.1%,34,-1.7%,20,-6.4,42,+1.6,19,+4.1%,76,+2.0%,62,-2.0%,78,-6.7
Luis Scola,27.5,HOU,Big,220,49,+1.5,+4,70,+5.8,66,+2.6%,74,-2.2%,25,-3.1%,13,-8.6,30,+4.3,8,+6.3%,39,-0.9%,7,+9.4%,98,-19.1
JR Smith,22.1,DEN,Wing,105,84,+14.4,+19,97,+23.1,98,+13.7%,40,+0.5%,11,-6.7%,86,+9.6,15,+8.7,2,+9.6%,93,+4.5%,80,-5.2%,16,+8.0
Joe Smith,32.3,CLE,Big,246,48,+1.4,+3,78,+8.6,38,-1.4%,80,-3.0%,83,+5.6%,87,+9.9,23,+7.2,50,+0.4%,24,-2.6%,45,+0.6%,7,+12.6
Josh Smith,21.9,ATL,Big,233,25,-6.5,-9,28,-4.2,57,+1.7%,2,+5.8%,15,-6.1%,92,+11.8,39,+2.3,20,+4.1%,40,-0.7%,86,-6.4%,48,+0.9
Jerry Stackhouse,33.0,DAL,Wing,101,13,-14.2,-20,27,-4.3,66,+2.6%,2,+5.9%,72,+2.9%,39,-1.9,12,+9.9,10,+5.5%,54,+0.3%,41,+1.5%,16,+7.5
DeShawn Stevenson,26.6,WAS,Wing,195,67,+8.0,+17,56,+2.1,63,+2.2%,12,+3.0%,96,+9.1%,25,-5.4,71,-5.9,72,-3.3%,19,-3.2%,83,-5.7%,80,-7.4
Peja Stojakovic,30.4,NOH,Forward,454,52,+2.7,+7,75,+8.2,77,+4.0%,77,-2.3%,3,-9.7%,88,+10.0,27,+5.5,48,+0.8%,6,-5.3%,67,-3.2%,33,+3.6
Amar'e Stoudemire,25.0,PHX,Big,201,94,+28.2,+47,96,+22.9,98,+14.1%,7,+4.5%,99,+15.6%,16,-8.1,70,-5.4,48,+0.8%,96,+6.0%,29,+4.5%,75,-6.3
Rodney Stuckey,21.5,DET,Combo,346,47,+0.8,+2,54,+1.6,30,-2.6%,50,-0.1%,52,+0.4%,93,+12.0,44,+0.8,57,-0.5%,49,-0.2%,42,+1.4%,34,+3.1
Wally Szczerbiak,30.7,CLE,Wing,371,32,-3.9,-9,7,-12.7,39,-1.4%,24,+1.6%,9,-8.0%,18,-7.0,83,-8.8,64,-1.7%,44,-0.4%,72,-3.8%,88,-10.8
Jason Terry,30.1,DAL,Combo,179,56,+3.3,+5,71,+6.0,24,-3.0%,97,-5.7%,65,+1.8%,43,-1.7,36,+2.7,16,+4.7%,89,+4.0%,23,+5.3%,34,+3.1
Kurt Thomas,35.1,SAS,Big,250,21,-8.2,-22,11,-11.0,11,-5.4%,16,+2.2%,89,+7.1%,23,-6.2,62,-2.8,35,+2.2%,89,+3.8%,46,+0.6%,66,-3.7
Ronny Turiaf,24.8,LAL,Big,173,6,-22.4,-48,2,-20.2,7,-6.8%,1,+6.8%,69,+2.4%,30,-3.7,41,+2.2,70,-3.1%,31,-1.8%,20,+5.7%,45,+1.3
Hedo Turkoglu,28.6,ORL,Forward,399,34,-2.7,-7,66,+5.1,89,+7.3%,5,+4.9%,88,+6.7%,7,-11.6,20,+7.8,14,+4.9%,59,+0.5%,11,+7.4%,69,-4.5
Ime Udoka,30.2,SAS,Forward,202,71,+9.0,+24,52,+1.0,54,+1.1%,42,+0.5%,40,-1.2%,50,-0.2,78,-8.0,80,-4.3%,39,-0.9%,82,-5.6%,32,+3.9
Anderson Varejao,25.1,CLE,Big,233,29,-4.9,-13,45,-1.1,41,-1.2%,47,+0.2%,39,-1.2%,82,+7.8,32,+3.9,30,+2.5%,37,-1.3%,84,-5.9%,22,+5.9
Sasha Vujacic,23.6,LAL,Wing,437,30,-4.5,-12,36,-2.1,36,-1.7%,54,-0.4%,48,-0.2%,62,+3.0,38,+2.5,66,-2.4%,29,-2.1%,48,+0.5%,17,+7.5
Ben Wallace,33.1,CLE,Big,302,54,+3.1,+9,20,-6.5,44,-0.6%,20,+1.8%,34,-1.7%,8,-11.5,86,-9.6,79,-4.1%,87,+3.8%,17,+5.9%,81,-7.5
Rasheed Wallace,33.1,DET,Big,584,27,-5.6,-14,38,-2.0,42,-1.2%,87,-3.9%,18,-5.7%,11,-9.1,34,+3.6,13,+4.9%,17,-3.3%,61,-1.9%,89,-11.6
Luke Walton,27.6,LAL,Forward,338,36,-2.2,-6,64,+4.6,71,+3.2%,43,+0.5%,61,+1.5%,33,-3.4,25,+6.9,41,+1.5%,36,-1.3%,37,+2.4%,19,+6.8
Bonzi Wells,31.1,NOH,Wing,155,16,-13.6,-34,13,-8.8,16,-4.5%,34,+0.9%,86,+6.6%,11,-10.0,29,+4.8,23,+3.6%,80,+2.9%,15,+6.3%,72,-5.3
David West,27.2,NOH,Big,484,34,-2.4,-6,44,-1.2,5,-7.1%,91,-4.8%,7,-8.4%,84,+8.0,43,+1.2,32,+2.4%,67,+1.3%,89,-6.9%,13,+8.6
Delonte West,24.3,CLE,Point,449,50,+2.0,+6,21,-6.4,43,-0.7%,8,+3.7%,10,-7.1%,48,-1.0,80,-8.4,84,-5.9%,80,+2.8%,30,+4.4%,71,-4.9
Deron Williams,23.3,UTA,Point,512,57,+3.4,+9,77,+8.5,55,+1.3%,89,-4.4%,14,-6.3%,58,+2.5,28,+5.1,45,+1.1%,3,-6.2%,95,-10.2%,20,+6.3
Lou Williams,21.0,PHI,Combo,106,93,+26.3,+49,58,+2.9,59,+1.9%,44,+0.3%,61,+1.4%,75,+6.2,99,-23.5,98,-12.0%,77,+2.2%,90,-8.0%,9,+10.9
Marvin Williams,21.4,ATL,Forward,196,2,-35.6,-58,1,-20.8,2,-8.3%,36,+0.7%,4,-8.8%,35,-2.9,4,+14.8,27,+2.9%,16,-3.9%,13,+7.2%,11,+9.2
Thaddeus Young,19.4,PHI,Forward,144,3,-26.8,-49,11,-9.0,9,-5.7%,22,+1.7%,85,+5.8%,12,-9.1,2,+17.7,1,+12.0%,52,-0.1%,34,+2.8%,82,-7.8
