Player,Age,Team,Pos,MIN,eFG% Rank,eFG%,TEAM FG%: Rim Rank,TEAM FG%: Rim,TEAM FG%: Short Mid Rank,TEAM FG%: Short Mid,TEAM FG%: Long Mid Rank,TEAM FG%: Long Mid,TEAM FG%: All Mid Rank,TEAM FG%: All Mid,TEAM FG%: Corner Three Rank,TEAM FG%: Corner Three,TEAM FG%: Non Corner Rank,TEAM FG%: Non Corner,TEAM FG%: All Three Rank,TEAM FG%: All Three
Quincy Acy,25.1,SAC,Big,843,17,-2.4%,18,-3.1%,70,+1.8%,10,-5.5%,29,-1.8%,52,-0.0%,19,-3.5%,22,-2.4%
Steven Adams,22.3,OKC,Big,1999,52,-0.2%,70,+1.5%,88,+4.6%,43,-0.7%,74,+1.7%,80,+4.4%,8,-5.4%,22,-2.4%
Arron Afflalo,30.0,NYK,Wing,2354,79,+1.8%,32,-1.6%,91,+5.6%,89,+4.7%,95,+5.1%,50,-0.3%,81,+3.0%,76,+2.2%
Alexis Ajinca,27.5,NOP,Big,815,37,-1.1%,71,+1.6%,39,-1.5%,30,-1.9%,31,-1.7%,68,+2.0%,64,+1.5%,70,+1.6%
Cole Aldrich,27.0,LAC,Big,704,24,-1.9%,6,-5.8%,68,+1.6%,32,-1.8%,46,-0.4%,78,+4.3%,22,-3.1%,38,-1.0%
LaMarcus Aldridge,30.3,SAS,Big,2251,27,-1.6%,65,+1.0%,47,-0.4%,24,-2.7%,31,-1.7%,46,-0.6%,63,+1.3%,62,+0.7%
Lavoy Allen,26.7,IND,Big,1558,69,+1.0%,30,-1.8%,83,+3.7%,48,-0.3%,69,+1.3%,45,-0.7%,96,+6.6%,93,+4.5%
Tony Allen,33.8,MEM,Wing,1606,45,-0.6%,55,+0.2%,14,-5.6%,65,+0.9%,24,-2.3%,33,-2.7%,83,+3.1%,69,+1.5%
Al-Farouq Aminu,25.1,POR,Forward,2337,73,+1.3%,31,-1.7%,11,-6.4%,64,+0.8%,25,-2.3%,79,+4.3%,87,+3.9%,91,+4.1%
Lou Amundson,32.9,NYK,Big,171,0,-9.0%,5,-5.9%,1,-13.1%,27,-2.2%,4,-7.0%,0,-28.3%,5,-6.5%,0,-12.8%
Chris Andersen,37.3,MEM,Big,361,61,+0.4%,77,+2.3%,80,+3.1%,43,-0.7%,66,+0.9%,45,-0.8%,62,+1.1%,57,+0.3%
Alan Anderson,33.0,WAS,Wing,190,36,-1.2%,83,+3.1%,94,+6.5%,1,-12.9%,16,-3.5%,91,+7.7%,3,-7.9%,10,-4.1%
James Anderson,26.6,SAC,Wing,690,26,-1.8%,33,-1.5%,27,-3.3%,51,-0.1%,30,-1.8%,70,+2.5%,26,-2.5%,34,-1.3%
Justin Anderson,21.9,DAL,Wing,556,20,-2.1%,95,+5.8%,14,-5.7%,27,-2.3%,13,-4.1%,5,-10.9%,33,-1.5%,12,-3.6%
Kyle Anderson,22.1,SAS,Forward,1048,63,+0.6%,73,+2.0%,70,+1.8%,53,+0.0%,64,+0.8%,54,+0.2%,24,-2.8%,27,-1.9%
Ryan Anderson,27.5,NOP,Big,1965,67,+0.9%,28,-2.1%,58,+0.7%,72,+1.9%,71,+1.4%,41,-1.4%,40,-0.9%,38,-1.1%
Giannis Antetokounmpo,20.9,MIL,Forward,2813,78,+1.8%,92,+4.7%,71,+1.9%,62,+0.6%,69,+1.3%,82,+4.8%,8,-5.6%,19,-2.5%
Carmelo Anthony,31.4,NYK,Wing,2524,88,+2.8%,82,+2.9%,67,+1.6%,87,+4.2%,84,+3.0%,51,-0.1%,86,+3.6%,77,+2.3%
Trevor Ariza,30.3,HOU,Forward,2853,81,+1.9%,83,+3.1%,9,-6.7%,57,+0.3%,14,-3.9%,47,-0.5%,91,+4.2%,82,+2.8%
Darrell Arthur,27.6,DEN,Big,1496,45,-0.6%,62,+0.7%,46,-0.4%,87,+4.2%,79,+2.2%,24,-4.0%,40,-0.9%,31,-1.6%
Omer Asik,29.3,NOP,Big,1175,8,-3.6%,6,-5.8%,19,-4.6%,59,+0.4%,32,-1.7%,28,-3.4%,64,+1.4%,55,+0.2%
D.J. Augustin,28.0,OKC,Point,471,8,-3.6%,28,-2.1%,17,-5.2%,21,-3.1%,13,-4.1%,9,-7.7%,37,-1.1%,15,-3.2%
D.J. Augustin,28.0,DEN,Point,631,96,+4.1%,93,+4.9%,77,+2.5%,94,+6.4%,89,+3.9%,98,+12.5%,60,+1.0%,89,+3.8%
Luke Babbitt,26.4,NOP,Forward,798,76,+1.7%,56,+0.3%,52,+0.2%,71,+1.7%,61,+0.6%,49,-0.4%,85,+3.3%,80,+2.6%
Leandro Barbosa,32.9,GSW,Wing,955,2,-6.5%,5,-6.3%,8,-7.3%,64,+0.9%,20,-2.8%,3,-11.9%,39,-0.9%,13,-3.6%
J.J. Barea,31.3,DAL,Point,1601,62,+0.6%,88,+3.7%,65,+1.3%,29,-2.1%,44,-0.5%,18,-5.2%,50,+0.0%,35,-1.2%
Andrea Bargnani,30.0,BKN,Big,612,8,-3.7%,13,-3.8%,34,-2.1%,41,-0.9%,28,-1.9%,43,-1.2%,15,-4.0%,14,-3.4%
Harrison Barnes,23.4,GSW,Forward,2008,39,-0.9%,44,-0.5%,63,+1.1%,91,+5.4%,87,+3.3%,28,-3.5%,49,-0.0%,41,-0.9%
